,actors,date,movie,press_rating,producer,spectators_rating
29,Tim Allen ; Jamie Lee Curtis ; Dan Aykroyd ; ,15 décembre 2004,Un Noël de folie !,2.0,Joe Roth ; ,2.1
30,Lino Ventura ; Nicole Garcia ; Claudine Auger ; ,3 mai 1978,Un Papillon sur l'épaule,,Jacques Deray ; ,3.1
31,Corinne Touzet ; Francis Renaud ; Anémone ; ,20 janvier 2015,Un si joli mensonge,,Alain Schwarzstein ; ,3.2
32,Paulina Veltina ; Júlia Ferré ; Eli Piz ; ,17 février 2016,Un Soleil froid en été,2.0,Mathieu Gari ; ,
33,Tien Feng ; Mei Fang ; Hsin Shu-Fen ; ,28 avril 1999,"Un temps pour vivre, un temps pour mourir",4.0,Hsiao-Hsien Hou ; Jia-hua Lao ; Lai-Yin Yang ; ,3.4
34,Chow Yun-Fat ; Mira Sorvino ; Michael Rooker ; ,27 mai 1998,Un tueur pour cible,,Antoine Fuqua ; ,2.8
35,Dariel Arrechaga ; Anailín de la Rúa de la Torre ; Javier Nuñez Florian ; ,27 novembre 2013,Una Noche,3.4,Lucy Mulloy ; ,3.2
36,Alex Williams ; Rachel Griffiths ; Anthony LaPaglia ; ,18 mars 2017,Underground : L'histoire de Julian Assange,,Robert Connolly ; ,3.4
37,Josie Davis ; Chris Potter ; Rachel Hunter ; ,26 juin 2012,Une assistante presque parfaite,,Douglas Jackson ; ,2.7
38,Alida Valli ; Georges Wilson ; Charles Blavette ; ,3 février 2016,Une Aussi longue absence,,Henri Colpi ; ,3.5
39,Sigourney Weaver ; Arliss Howard ; Louise Fletcher ; ,1 mars 2000,Une Carte du monde,3.0,Scott Elliott ; ,2.8
40,Hideko Takamine ; Yûzô Kayama ; Mitsuko Kusabue ; ,9 décembre 2015,Une femme dans la tourmente,,Mikio Naruse ; ,3.6
41,Alyssa Milano ; Eric Winter ; Ivan Sergei ; ,/,Une illusion d'amour,,Mark Piznarski ; ,3.9
42,Scott Spiegel ; James Ryan (IV) ; Joe Virzi ; ,11 octobre 2011,Une Nuit en enfer 2 : Le prix du sang,,Scott Spiegel ; ,1.6
43,Josie Davis ; Kelcie Stranahan ; Cameron Deane Stewart ; ,/,Une prof particulière,,Doug Campbell ; ,2.6
44,Jeremy London ; Rachelle LeFevre ; Diana Bang ; ,/,Une vie de mensonges,,Penelope Buitenhuis ; ,2.5
45,Salma Hayek ; Carmelo Gomez ; Fernando Valverde ; ,15 janvier 2003,Une Vie de rêve,,Antonio Cuadri ; ,3.0
46,Ken Kirzinger ; Ben Hollingsworth ; Gianpaolo Venuta ; ,12 mars 2017,Une virée en enfer 3,,Declan O'Brien ; ,2.4
47,Letitia Wright ; Isabella Laughland ; Shirley Henderson ; ,/,Urban Hymn,,Michael Caton-Jones ; ,3.1
48,Justin Welborn ; Emilia Zoryan ; Emmy Argo ; ,/,V/H/S Viral,,Nacho Vigalondo ; Marcel Sarmiento ; Gregg Bishop ; ,2.2
49,Lawrence Michael Levine ; L. C. Holt ; Simon Barrett ; ,/,V/H/S/2,,Gareth Evans ; Jason Eisener ; Gregg Hale ; ,3.0
50,Tom Green ; Rip Torn ; Marisa Coughlan ; ,30 avril 2002,Va te faire foutre Freddy,2.0,Tom Green ; ,1.9
51,Rutger Hauer ; Terry O'Quinn ; Brandon Call ; ,23 février 2016,Vengeance aveugle,,Phillip Noyce ; ,2.9
52,Mélanie Coste ; Benoit Clerc ; Shabba ; ,/,Vengeance brûlante,,Marc Riva ; ,3.0
53,Agnes Bruckner ; Jonathan Jackson ; Laura Ramsey ; ,20 septembre 2006,Venom,,Jim Gillespie ; ,1.8
54,Laura Gemser ; Annie Belle ; Al Cliver ; ,/,Vicieuse et perverse,,Brunello Rondi ; ,3.1
55,Michel Serrault ; Richard Bohringer ; Eddy Mitchell ; ,26 février 1992,Ville à vendre,,Jean-Pierre Mocky ; ,3.2
56,,31 octobre 2017,Violent,,Andrew Huculiak ; ,3.0
57,Francisca Gavilán ; Christian Quevedo ; Thomas Durand ; ,28 novembre 2012,Violeta,3.3,Andrés Wood ; ,3.9
58,Andre Bauma ; Josue Mukura ; Emmanuel de Merode ; ,15 septembre 2014,Virunga,,Orlando von Einsiedel ; ,3.5
59,Hammou Graïa ; Sabrina Ouazani ; Zaher Rehaz ; ,/,Vole comme un papillon,,Jérôme Maldhé ; ,3.3
60,Jean Arthur ; Lionel Barrymore ; James Stewart ; ,3 novembre 1938,Vous ne l'emporterez pas avec vous,5.0,Frank Capra ; ,4.2
61,François Gérard ; Marie Vincent ; Serge Riaboukine ; ,11 septembre 2013,Voyage sans retour,2.0,François Gérard ; ,2.1
62,Jason Trost ; Lucas Till ; James Remar ; ,/,Vs,,Jason Trost ; ,2.8
63,Tim Ogletree ; Joey Oglesby ; Dave Sheridan ; ,25 août 2015,Walking with the Dead,,Scott Dow ; ,3.0
64,John Cusack ; Ben Kingsley ; Hilary Duff ; ,8 juin 2011,"War, Inc.",,Joshua Seftel ; ,1.8
65,Adrian Chen ; ,/,We Are Legion: The Story of the Hacktivists,,Brian Knappenberger ; ,3.4
66,Amy Lindsay ; Richard Neil ; Monique Parent ; ,/,Week-end libertin,,Lucas Riley ; ,3.0
67,Kristen Stewart ; James Gandolfini ; Melissa Leo ; ,10 novembre 2010,Welcome to the Rileys,2.9,Jake Scott ; ,3.9
68,Jason Baldwin ; Damien Wayne Echols ; Holly Ballard ; ,18 septembre 2013,West of Memphis,,Amy Berg ; ,3.7
69,Easy A.D. ; A.J. ; Almighty K.G. ; ,31 octobre 2006,Wild Style,,Charlie Ahearn ; ,3.6
70,Jim Cummings ; Ken Sansom ; John Fiedler ; ,13 avril 2005,Winnie l'ourson et l'Efélant,3.9,Frank Nissen ; ,3.2
71,Richard E. Grant ; Paul McGann ; Richard Griffiths ; ,/,Withnail and I,,Bruce Robinson ; ,3.2
72,Amy Matysio ; Jonathan Cherry ; Sarah Lind ; ,31 mai 2015,Wolfcop,,Lowell Dean ; ,2.4
73,,12 janvier 2011,Women Are Heroes,2.6,JR ; ,3.7
74,Kostas Nikouli ; Nikos Gelia ; Yannis Stankoglou ; ,18 juin 2014,Xenia,3.3,Panos H. Koutras ; ,3.8
75,Leslie Nielsen ; Linda Blair ; Ned Beatty ; ,/,Y'a-t-il un exorciste pour sauver le monde ?,,Bob Logan ; ,2.6
76,Daniel Duval ; Dominique Reymond ; Jessica Martinez ; ,25 décembre 1996,Y'aura t'il de la neige à Noël?,,Sandrine Veysset ; ,3.6
77,Ben Kingsley ; Tea Leoni ; Luke Wilson ; ,25 juillet 2007,You Kill Me,3.2,John Dahl ; ,2.4
78,George W. Bush ; Oussama Ben Laden ; ,/,Zeitgeist: The Movie,,Peter Joseph ; ,3.6
79,Younes Bouab ; Mohamed Majd ; Sonia Chraibi ; ,4 décembre 2013,Zéro,3.1,Nour Eddine Lakhmari ; ,3.2
80,Fabrice Luchini ; Diane Bellego ; Christian François ; ,4 mai 1983,Zig-Zag Story (Et la tendresse ? Bordel ! n°2),,Patrick Schulmann ; ,3.0
81,Tim Roth ; Billy Crudup ; Melanie Lynskey ; ,/,1 Mile to You,,Leif Tilden ; ,3.0
82,Tammin Sursok ; Virginia Williams ; Chris Marquette ; ,/,10 Rules for Sleeping Around,,Leslie Greif ; ,2.9
83,Natalia Tena ; David Verdaguer ; ,29 avril 2015,10.000 Km,2.8,Carlos Marques-Marcet ; ,3.2
84,Najim Laouriga ; Khaled ; Mouss ; ,5 novembre 1997,100% Arabica,,Mahmoud Zemmouri ; ,2.9
85,Ane Dahl Torp ; Laurent Stocker ; Hildegun Riise ; ,11 mars 2015,1001 grammes,3.1,Bent Hamer ; ,3.4
86,Victoria Abril ; Hilmir Snær Guðnason ; Hanna Maria Karlsdottir ; ,31 octobre 2001,101 Reykjavik,3.1,Baltasar Kormákur ; ,2.9
87,Lino Ventura ; Andrea Parisy ; Robert Hirsch ; ,9 septembre 1959,"125, rue Montmartre",,Gilles Grangier ; ,3.6
88,Jasen Wade ; Jason Celaya ; Caitlin Meyer ; ,/,17 Miracles,,T.C. Christensen ; ,3.0
89,Lysiane Meis ; Abdel Halis ; Aimen Ben Hamed ; ,21 novembre 2001,"17, rue Bleue",3.5,Chad Chenouga ; ,3.4
90,Vincent Lindon ; ,9 mai 2015,"1945, la chute du Reich",,David Korn-Brzoza ; ,3.3
91,Skylar Astin ; Miles Teller ; Sarah Wright ; ,1 juillet 2014,21 & Over,,Jon Lucas ; Scott Moore ; ,2.9
92,Bryan Callen ; Noureen DeWulf ; Mircea Monroe ; ,11 avril 2012,"41 ans, toujours puceau",,Craig Moss ; ,1.7
93,Dick Powell ; Ginger Rogers ; Ruby Keeler ; ,3 mai 1933,42ème rue,,Lloyd Bacon ; Darryl F. Zanuck ; ,3.4
94,Nick Nolte ; Eddie Murphy ; Brion James ; ,15 août 1990,48 heures de plus,,Walter Hill ; ,2.5
95,Cuba Gooding Jr. ; Skeet Ulrich ; Peter Firth ; ,6 décembre 2000,50 Degres Fahrenheit,2.5,Hugh Johnson ; ,2.3
96,Celso Franco ; Víctor Sosa ; Lali González ; ,17 février 2015,7 Boxes,,Juan Carlos Maneglia ; Tana Schémbori ; ,3.4
97,Julia Duffy ; Haig Sutherland ; Amber Benson ; ,/,7 plans avant mes 30 ans,,Paul A. Kaufman ; ,2.3
98,Ray Wise ; Vinnie Jones ; Tara Reid ; ,/,7-10 Split,,Tommy Reid ; ,2.9
99,Gabriel Mann ; Natalia Avelon ; Josh Dallas ; ,6 avril 2011,80 Minutes,,Thomas Jahn ; ,2.4
100,Lee Marvin ; Angie Dickinson ; John Cassavetes ; ,8 septembre 1964,A bout portant,4.5,Don Siegel ; ,3.5
101,Chang Chen ; Lisa Yang ; Zhang Guozhu ; ,8 août 2018,A Brighter Summer Day,,Edward Yang ; ,3.2
102,Sophie Marceau ; Antoine Chappey ; Fabio Zenoni ; ,14 septembre 2005,A ce soir.,2.8,Laure Duthilleul ; ,2.4
103,Forest Whitaker ; Andy Garcia ; Kevin Durand ; ,20 mars 2013,A Dark Truth,,Damian Lee ; ,2.9
104,Glenn Close ; Maria Mayenzet ; Jeff Bridges ; ,26 février 1986,A double tranchant,,Richard Marquand ; ,3.1
105,James Franco ; Mark Hamill ; Tim Roth ; ,3 janvier 2018,A Fuller Life,,Samantha Fuller ; ,3.0
106,Ryan Destiny ; Meagan Good ; Raven-Symoné ; ,/,A Girl Like Grace,,Ty Hodges ; ,3.0
107,Damon Wayans ; Adam Sandler ; James Caan ; ,24 juillet 2001,A l'épreuve des balles,,Ernest Dickerson ; ,2.5
108,Patricia Chraskova ; Carole Deffit ; Laetitia Spigarelli ; ,28 janvier 2009,A l'Est de moi,2.9,Bojena Horackova ; ,2.9
109,,7 mars 2012,A l'ombre de la république,3.9,Stéphane Mercurio ; ,3.4
110,A.J. Cook ; Jennifer Morrison ; Patricia Richardson ; ,/,A la dérive: l'histoire vraie d'Ashley Phillips (TV),,Nick Copus ; ,2.9
111,,11 mars 2015,A la folie,4.1,Wang Bing ; ,3.7
112,Jean Seberg ; Stanley Baker ; Claudine Auger ; ,/,A la française,,Robert Parrish ; ,3.0
113,Gérard Lanvin ; Jacques Gamblin ; Clovis Cornillac ; ,25 juin 2003,À la petite semaine,3.6,Sam Karmann ; ,2.9
114,Nguyen Nhu Quynh ; Le Khanh ; Tran Manh Cuong ; ,24 mai 2000,A la verticale de l'été,3.6,Tran Anh Hung ; ,3.8
115,Macarena Gómez ; Adrià Collado ; Nuria Gonzalez ; ,22 février 2007,A Louer,,Jaume Balagueró ; ,2.8
116,Woo-Sung Jung ; Ye-jin Son ; Jong-hak Baek ; ,/,A Moment to Remember,,John H. Lee ; ,4.3
117,Jacqueline Maillan ; Alida Valli ; Jacques Dufilho ; ,19 janvier 2007,A notre regrettable époux,,Serge Korber ; ,2.8
118,Sylvester Stallone ; Michael Caine ; Pelé ; ,23 septembre 1981,A nous la victoire,,John Huston ; ,2.7
119,Sam Rockwell ; William H. Macy ; Ted Levine ; ,24 mars 2016,A Single Shot,,David M. Rosenthal ; ,2.7
120,Eddie Constantine ; Johnny Hallyday ; Michel Serrault ; ,2 octobre 1968,A tout casser,,John Berry ; ,2.7
121,Koen De Graeve ; Geert Van Rampelberg ; Lotte Pinoy ; ,11 mars 2015,A tout jamais,,Nic Balthazar ; ,3.2
122,Nick Romeo Reimann ; Heiner Lauterbach ; Mina Tander ; ,31 janvier 2017,A vitesse grand V,,Joachim Masannek ; ,3.1
123,Alfred Adam ; Albert Duvaleix ; Frédéric Mariotti ; ,/,"A vos ordres, madame",,Jean Boyer ; ,3.0
124,Adam Scott ; Richard Jenkins ; Catherine O'Hara ; ,25 mars 2014,A.C.O.D.,,Stuart Zicherman ; ,2.3
125,Alexandra Shipp ; Lyriq Bent ; Elise Neal ; ,/,Aaliyah: Princess of R&B,,Bradley Walsh ; ,3.0
126,José Maria Yazpik ; Christopher Ruiz-Esparza ; Gerardo Ruiz-Esperanza ; ,12 janvier 2011,Abel,3.6,Diego Luna ; ,3.4
127,Eric Edwards ; Sonny Landham ; Rebecca Brooke ; ,2 septembre 2014,Abigail Lesley Is Back in Town,,Joseph W. Sarno ; Joseph W. Sarno ; ,3.0
128,Matt McCoy ; Haley Joel ; ,/,Abominable,,Ryan Schifrin ; ,2.5
129,Matheus Fagundes ; Irandhir Santos ; Gilda Nomacce ; ,20 juillet 2016,Absence,3.4,Chico Teixeira ; ,3.3
130,Patsy Kensit ; Eddie O'Connell ; David Bowie ; ,30 avril 1986,Absolute Beginners,,Julien Temple ; ,3.1
131,Özge Özpirinçci ; Buğra Gülsoy ; Yusuf Akgün ; ,/,Acı Tatlı Ekşi,,Andaç Haznedaroğlu ; ,3.1
132,Kai Ko ; Wu Ke-Xi ; Wang Shin-Hong ; ,26 avril 2017,Adieu Mandalay,3.5,Midi Z ; ,3.4
133,Jô Odagiri ; Kyôko Koizumi ; ,25 juin 2013,Adrift in Tokyo,,Satoshi Miki ; ,3.1
134,Richard Gere ; Andy Garcia ; Laurie Metcalf ; ,11 avril 1990,Affaires privées,,Mike Figgis ; ,3.4
135,Stéphane Roux ; Eriq Ebouaney ; Sylvestre Amoussou ; ,28 février 2007,Africa paradis,3.2,Sylvestre Amoussou ; ,2.6
136,Lucho Fernández ; Úrsula Corberó ; Rocío León ; ,12 avril 2015,Afterparty,,Miguel Larraya ; ,2.8
137,Barton Bund ; Jules Hartley ; Bailey Spry ; ,20 octobre 2015,Age of Ice,,Emile Edwin Smith ; ,1.8
138,Desmond Tester ; John Loder ; Joyce Barbour ; ,25 juillet 2000,Agent secret,,Alfred Hitchcock ; ,3.1
139,Audrey Dana ; Claude Degliame ; Sarah Grappin ; ,18 février 2009,Ah ! la libido,2.0,Michèle Rosier ; ,2.7
140,Arnaud Vallens ; Hélène Fillières ; André Dussollier ; ,10 juin 2004,Aïe,3.7,Sophie Fillières ; ,2.8
141,Andrzej Chyra ; Mateusz Kosciukiewicz ; Lukasz Simlat ; ,1 janvier 2014,AIME et fais ce que tu veux,2.6,Malgorzata Szumowska ; ,3.1
142,Paul Blain ; Sylvie Ollivier ; Marie Allanioux ; ,/,Ainsi soit-il,3.6,Gérard Blain ; ,
143,Chiara Mastroianni ; Benoît Poelvoorde ; François Rollin ; ,13 avril 2005,Akoibon,3.1,Edouard Baer ; ,1.8
144,Mohsen Mohiedine ; Dalida ; Hamdy Ahmed ; ,16 avril 2007,Al-yawm al-Sadis,,Youssef Chahine ; ,3.7
145,Richy Müller ; Ann-Kathrin Kramer ; Hary Prinz ; ,/,Alexandra : disparue,,Andreas Prochaska ; ,3.4
146,,7 décembre 2016,Algérie du possible,4.0,Viviane Candas ; ,3.5
147,,15 décembre 2004,Aliénations,3.8,Malek Bensmail ; ,3.2
148,Jonathan Welsh ; Harvey Atkin ; Jack Creley ; ,/,All in Good Taste,,Anthony Kramreither ; ,2.8
149,Timothy Spall ; Lesley Manville ; Marion Bailey ; ,13 novembre 2002,All Or Nothing,4.0,Mike Leigh ; ,3.6
150,Paul Schneider ; Zooey Deschanel ; Shea Whigham ; ,/,All the Real Girls,,David Gordon Green ; ,3.4
151,Rick Yune ; Rachel Specter ; Lance Henriksen ; ,24 juin 2009,Alone in the Dark II,,Peter Scheerer ; Michael Roesch ; ,1.4
152,Mackenzie Davis ; Caitlin Fitzgerald ; Lawrence Michael Levine ; ,7 juin 2017,Always Shine,,Sophia Takal ; ,
153,Magaly Solier ; Celso Bugallo ; Pietro Sibille ; ,15 février 2012,Amador,3.1,Fernando León de Aranoa ; ,3.6
154,Jon Voight ; James Van Der Beek ; Richard Lineback ; ,11 août 1999,American boys,2.7,Brian Robbins ; ,2.9
155,Derek Richardson ; Geoff Stults ; Chris Emerson ; ,7 septembre 2004,American Girls 2,,Damon Santostefano ; Alexander Carle ; ,2.5
156,Candy Clark ; Bo Hopkins ; Ron Howard ; ,11 septembre 2012,"American Graffiti, la suite",,Bill L. Norton ; ,2.8
157,Paul Walker ; Matt Dillon ; Brendan Fraser ; ,5 mars 2014,American Stories,,Wayne Kramer ; ,2.9
158,Nisreen Faour ; Hiam Abbass ; Melkar Muallem ; ,17 juin 2009,Amerrika,3.5,Cherien Dabis ; ,3.7
159,Paul Giamatti ; Dina Korzun ; Emily Watson ; ,5 mai 2010,Ames en stock,3.4,Sophie Barthes ; ,2.7
160,Bella Thorne ; Zendaya ; Stefanie Scott ; ,/,Amiennemies (TV),,Daisy Von Scherler Mayer ; ,3.5
161,Dusan Dukic ; Karine Lemieux ; Julian Casey ; ,1 mars 2007,Amnésie : L'énigme James Brighton,,Denis Langlois ; ,2.9
162,Elvis Presley ; Hope Lange ; Tuesday Weld ; ,20 août 2003,Amour sauvage,,Philip Dunne ; ,3.2
163,Antonio de la Torre ; Olimpia Melinte ; María Alfonsa Rosso ; ,17 décembre 2014,Amours Cannibales,3.1,Manuel Martín Cuenca ; ,3.1
164,Crystal Allen ; David Hasselhoff ; John Rhys-Davies ; ,22 octobre 2008,Anaconda 3: l'héritier,,Don E. FauntLeRoy ; ,1.4
165,Ingrid Bergman ; Yul Brynner ; Helen Hayes ; ,5 décembre 2001,Anastasia,,Anatole Litvak ; ,3.3
166,Karl Fridrich ; Susanne Gräbe ; Johannes Nikolussi ; ,16 mai 2001,Anatomie,2.6,Stefan Ruzowitzky ; ,2.2
167,Marlene Dietrich ; Herbert Marshall ; Melvyn Douglas ; ,7 juillet 2004,Ange,5.0,Ernst Lubitsch ; ,3.8
168,Geraldine Chaplin ; Fernando Fernán Gómez ; José María Prada ; ,6 janvier 2016,Anna et les loups,,Carlos Saura ; ,3.6
169,Nicolas Orzella ; Luca Schipani ; Aylin Prandi ; ,1 août 2012,Annalisa,2.9,Pippo Mezzapesa ; ,2.7
170,Michael Carbonaro ; Jonathan Chase ; Jonah Blechman ; ,20 juin 2007,Another Gay Movie,1.5,Todd Stephens ; ,2.5
171,Song Kang-Ho ; Yoo Ji-tae ; Park Hee-Soon ; ,5 décembre 2007,Antarctic Journal,,Pil-Sung Yim ; ,2.8
172,Oscar Dietz ; Samuel Ting Graf ; Amalie Kruse Jensen ; ,1 juillet 2015,Antboy : La revanche de Red Fury,,Ask Hasselbalch ; ,2.4
173,Ian McCullogh ; Alexandra Delli Colli ; Sherry Buchanan ; ,22 avril 1981,Anthropophage Holocaust,,Marino Girolami ; ,2.0
174,Stefano Dionisi ; Michel Serrault ; Michel Galabru ; ,29 août 2007,"Antonio Vivaldi, un prince à Venise",1.2,Jean-Louis Guillermou ; ,2.4
175,Jason London ; Wes Brown ; Erin Cahill ; ,20 mars 2012,Apocalypse climatique,,Todor Chapkanov ; ,2.2
176,Mathieu Kassovitz ; ,15 février 2016,Apocalypse Verdun,,Isabelle Clarke ; Daniel Costelle ; ,3.8
177,John Malkovich ; Jim Davidson ; Tom Allen ; ,4 janvier 2006,Appelez-moi Kubrick,2.4,Brian W. Cook ; ,2.1
178,Sidney Poitier ; Martin Landau ; Barbara McNair ; ,18 février 2003,Appelez-moi Monsieur Tibbs !,,Gordon Douglas ; ,2.7
179,Gregory Peck ; Sophia Loren ; Alan Badel ; ,5 juin 1966,Arabesque,4.0,Stanley Donen ; ,3.2
180,Jean Gabin ; Darry Cowl ; Bernard Blier ; ,8 avril 1959,"Archimède, le clochard",,Gilles Grangier ; ,3.8
181,Sylvester Stallone ; Estelle Getty ; JoBeth Williams ; ,27 mai 1992,Arrête ou ma mère va tirer,,Roger Spottiswoode ; ,1.8
182,S. Svachenko ; O. Merlatti ; N. Kuchinsky ; ,11 février 2003,Arsenal,,Aleksandr Dovzhenko ; ,3.0
183,Roger Carel ; Serge Sauvion ; Henri Labussière ; ,7 octobre 2010,Astérix et la surprise de César,,Paul Brizzi ; Gaëttan Brizzi ; ,3.0
184,Yves Pignot ; Roger Carel ; Pierre Tornade ; ,5 avril 1995,Astérix et les Indiens,,Gerhard Hahn ; ,2.7
185,Alain Delon ; Sophie Renoir ; Richard Constantini ; ,26 juin 2003,"Attention, les enfants regardent",,Serge Leroy ; ,2.6
186,Miou-Miou ; Roger Hanin ; Eddy Mitchell ; ,15 février 2012,"Attention, une femme peut en cacher une autre",,Georges Lautner ; ,2.8
187,Patrick Malahide ; Brendan Gleeson ; Janet McTeer ; ,/,Au coeur de la tempête,,Thaddeus O'Sullivan ; ,3.3
188,Bernard Le Coq ; Florence Pernel ; Alexandre Thibault ; ,/,Au revoir... et à bientôt !,,Miguel Courtois Paternina ; ,2.9
189,Meryl Streep ; Fred Ward ; Seth Adkins ; ,/,Au risque de te perdre,,Jim Abrahams ; ,3.4
190,Serge Reggiani ; Suzy Prim ; Monique Mélinand ; ,30 septembre 1949,Au royaume des cieux,,Julien Duvivier ; ,3.0
191,Robert Patrick ; Michael Bowen ; Jenette Goldstein ; ,5 octobre 2010,Autopsy,,Adam Gierasch ; ,2.0
192,Monica Potter ; David Boreanaz ; Anthony LaPaglia ; ,4 septembre 2002,Autour de Lucy,2.7,Jon Sherman ; ,2.6
193,Rock Hudson ; Mia Farrow ; Robert Forster ; ,1 avril 2010,Avalanche,,Corey Allen ; ,2.7
194,Anjela Nedyalkova ; Ovanes Torosyan ; Martin Brambach ; ,25 avril 2012,Avé,3.6,Konstantin Bojanov ; ,3.5
195,Lola Kirke ; Breeda Wool ; Dale Soules ; ,/,AWOL,,,3.1
196,Lexa Doig ; Johnny Cantiveros ; Stefanie Von Pfetten ; ,8 juillet 2009,Ba'al - La tempête de Dieu,,Paul Ziller ; ,1.8
197,Tchéky Karyo ; Maria de Medeiros ; Michel Jonasz ; ,7 avril 1999,Babel,2.7,Gérard Pullicino ; ,2.0
198,Brigitte Bardot ; Jacques Charrier ; Ronald Howard ; ,/,Babette s'en va-t-en guerre,,Christian-Jaque ; ,2.8
199,Michael Rosenbaum ; Morena Baccarin ; Jay R. Ferguson ; ,/,Back in the Day,,Michael Rosenbaum ; ,3.0
200,Emmanuelle Seigner ; Isild Le Besco ; Noémie Lvovsky ; ,16 novembre 2005,Backstage,3.7,Emmanuelle Bercot ; ,2.4
201,Danny Trejo ; Danny Glover ; Andrew Divoff ; ,1 octobre 2014,Bad Ass 2: Bad Asses,,Craig Moss ; ,2.7
202,Sean Penn ; Reni Santoni ; Esai Morales ; ,5 juillet 2004,Bad Boys,,Rick Rosenthal ; ,3.5
203,Lauren Cohan ; Kyra Sedgwick ; Thomas Jane ; ,30 juin 2014,Bad Luck,,John Herzfeld ; ,2.5
204,Jason Bateman ; Kathryn Hahn ; Rohan Chandz ; ,7 octobre 2014,Bad Words,,Jason Bateman ; ,3.1
205,Elvis Presley ; Carolyn Jones ; Walter Matthau ; ,18 avril 2002,Bagarres au King Creole,,Michael Curtiz ; ,3.8
206,LeBron James ; Mark Wahlberg ; ,22 juin 2016,Ballers,,Doug Ellin ; ,
