,actors,date,movie,press_rating,producer,spectators_rating
14,Shane Jacobsen ; Sarah Snook ; Alan Tudyk ; ,12 juillet 2016,Oddball,,Stuart McDonald ; ,3.2
15,Al Pacino ; Kitty Winn ; Alan Vint ; ,1 juin 1971,Panique à Needle Park,5.0,Jerry Schatzberg ; ,3.5
16,Moreno D'e Bartolli ; Predrag 'Miki' Manojlovic ; Mirjana Karanovic ; ,6 août 2007,Papa est en voyage d'affaires,,Emir Kusturica ; ,3.6
17,Diane Lane ; Arnaud Viard ; Alec Baldwin ; ,12 septembre 2017,Paris Can Wait,,Eleanor Coppola ; ,2.1
18,Chantal Banlier ; Isabelle Olive ; Jimmy Baudrand ; ,9 octobre 2002,Parlez-moi d'amour,3.5,Sophie Marceau ; ,2.2
19,George C. Scott ; Karl Malden ; Michael Bates ; ,6 juin 2001,Patton,4.0,Franklin J. Schaffner ; ,3.7
20,Famke Janssen ; Michael Paré ; Ed Westwick ; ,2 décembre 2010,Périmètre mortel,,Eric Red ; ,2.5
21,Patrick Fugit ; Shannyn Sossamon ; Shea Whigham ; ,4 août 2010,Petits suicides entre amis,4.0,Goran Dukic ; ,3.5
22,Audrey Fleurot ; Philippe Lefebvre ; Cyril Descours ; ,/,Peur sur la base,,Laurence Katrian ; Laurence Katrian ; ,2.9
23,Philippe Noiret ; Michel Serrault ; Dorothée ; ,/,Pile ou face,,Robert Enrico ; ,3.3
24,Val Kilmer ; Carrie-Anne Moss ; Benjamin Bratt ; ,29 novembre 2000,Planète rouge,2.3,Antony Hoffman ; ,1.9
25,Kevin Vaz ; Johan Jonason ; John Ortiz ; ,22 mai 2017,Play,,Ruben Östlund ; ,2.7
26,Janet Jackson ; Tupac Shakur ; Regina King ; ,4 mai 1994,Poetic Justice,,John Singleton ; ,3.5
27,Catherine Deneuve ; Guillaume Depardieu ; Katerina Golubeva ; ,13 mai 1999,Pola X,2.9,Leos Carax ; ,2.8
28,Jérémie Elkaïm ; Stéphane Rideau ; Marie Matheron ; ,7 juin 2000,Presque rien,3.6,Sébastien Lifshitz ; ,3.3
29,Patrick Timsit ; Richard Berry ; Mélanie Thierry ; ,24 mars 1999,Quasimodo d'El Paris,3.2,Patrick Timsit ; ,1.5
30,Woody Harrelson ; Robin Wright ; Sigourney Weaver ; ,3 juillet 2013,Rampart,3.4,Oren Moverman ; ,2.3
31,Esai Morales ; Jason Scott Lee ; Sandrine Holt ; ,22 juin 1994,Rapa Nui,,Kevin Reynolds ; ,3.4
32,Yvan Attal ; Anne Consigny ; André Marcon ; ,18 novembre 2009,Rapt,3.7,Lucas Belvaux ; ,3.1
33,Valeria Golino ; Vincenzo Amato ; Veronica D'Agostino ; ,1 janvier 2003,Respiro,3.9,Emanuele Crialese ; ,3.4
34,Rodrigo Lisboa ; Claudio Riveros ; ,29 novembre 2017,"Rey, l'histoire du Français qui voulait devenir Roi de Patagonie",2.8,Niles Atallah ; ,3.2
35,Will Ferrell ; John C. Reilly ; Sacha Baron Cohen ; ,6 juin 2007,Ricky Bobby : roi du circuit,,Adam McKay ; ,2.8
36,Helen Hunt ; Brenton Thwaites ; Luke Wilson ; ,/,Ride,,Helen Hunt ; ,2.6
37,Richard Boone ; Stuart Whitman ; Anthony Franciosa ; ,13 avril 2010,Rio Conchos,,Gordon Douglas ; ,3.5
38,Alain Delon ; Annie Girardot ; Renato Salvatori ; ,10 mars 1960,Rocco et ses frères,4.0,Luchino Visconti ; ,3.9
39,Bill Murray ; Zooey Deschanel ; Bruce Willis ; ,14 juin 2016,Rock The Kasbah,,Barry Levinson ; ,2.6
40,Roger Waters ; Liam Neeson ; ,29 septembre 2015,Roger Waters The Wall,,Roger Waters ; ,4.1
41,Sandrine Kiberlain ; Richard Berry ; Emmanuelle Devos ; ,23 janvier 2013,Rue Mandar,3.3,Idit Cebula ; ,2.0
42,Peter Facinelli ; Jaimie Alexander ; Michael Madsen ; ,22 juillet 2013,Run or Die,,Michael Corrente ; ,3.0
43,Bruce Willis ; Spencer Breslin ; Emily Mortimer ; ,2 mai 2001,Sale môme,2.9,Jon Turteltaub ; ,2.4
44,Franck Dubosc ; Elie Semoun ; Fred Testot ; ,15 août 2012,Sammy 2,3.0,Ben Stassen ; Vincent Kesteloot ; ,3.1
45,Neve Campbell ; David Arquette ; Courteney Cox ; ,8 juillet 1998,Scream 2,,Wes Craven ; ,2.5
46,Rowan Atkinson ; Kristin Scott Thomas ; Maggie Smith ; ,10 mai 2006,Secrets de famille,2.9,Niall Johnson ; ,2.9
47,Will Ferrell ; Woody Harrelson ; André Benjamin ; ,14 mai 2008,Semi-Pro,2.7,Kent Alterman ; ,2.3
48,Marilyn Monroe ; Tom Ewell ; Evelyn Keyes ; ,29 février 1956,Sept ans de réflexion,,Billy Wilder ; ,3.7
49,Scott Mechlowicz ; Jacob Pitts ; Michelle Trachtenberg ; ,11 juin 2004,Sex Trip,,Jeff Schaffer ; Alec Berg ; David Mandel ; ,2.8
50,Jerry O'Connell ; Sean Patrick Flanery ; Ron Livingston ; ,21 juin 2000,Sexe attitudes,2.3,Michael Cristofer ; ,2.0
51,Kedar Williams-Stirling ; Ashley Bashy Thomas ; Adam Deacon ; ,2 décembre 2005,Shank,,Mo Ali ; ,1.9
52,Sigourney Weaver ; Alan Rickman ; Carrie-Anne Moss ; ,31 janvier 2007,Snow Cake,3.1,Marc Evans ; ,3.5
53,Dominique Guillet ; Vandana Shiva ; Ana Primavesi ; ,7 avril 2010,Solutions locales pour un désordre global,3.3,Coline Serreau ; ,4.0
54,Wolfgang Pregler ; Julia Jentsch ; Fabian Hinrichs ; ,12 avril 2006,Sophie Scholl les derniers jours,3.4,Marc Rothemund ; ,3.3
55,Ben Browder ; Amanda Tapping ; Christopher Judge ; ,18 mars 2017,Stargate : L'Arche de Vérité,,Robert C. Cooper ; ,4.0
56,Jeff Bridges ; Karen Allen ; Charles Martin Smith ; ,3 juillet 1985,Starman,,John Carpenter ; ,3.1
57,Luci Christian ; David Matranga ; Justin Doran ; ,10 octobre 2012,Starship Troopers: Invasion,,Shinji Aramaki ; ,3.1
58,Woo-Sung Jung ; Do-Won Kwak ; Eui-Sung Kim ; ,20 mars 2018,Steel Rain,,Yang Woo-seok ; ,3.0
59,Hiroshi Abe ; Yoshio Harada ; Kirin Kiki ; ,22 avril 2009,Still Walking,4.5,Hirokazu Kore-eda ; ,3.9
60,Holly Hunter ; Carrie Coon ; Kim Coates ; ,27 octobre 2017,Strange Weather,,Katherine Dieckmann ; ,2.6
61,Patrick Wilson ; Ed Helms ; James Badge Dale ; ,/,Stretch,,Joe Carnahan ; ,3.4
62,James Spader ; Angela Bassett ; Robert Forster ; ,6 septembre 2000,Supernova,2.4,Walter Hill ; Jack Sholder ; Francis Ford Coppola ; ,1.9
63,Charles Napier ; Charles Pitts ; Henry Rowland (I) ; ,20 octobre 2004,Supervixens,,Russ Meyer ; ,2.9
64,Marlon Brando ; Karl Malden ; Eva Marie Saint ; ,14 janvier 1955,Sur les quais,4.1,Elia Kazan ; ,4.0
65,Corey Sevier ; Laura Bell Bundy ; Lee Norris ; ,18 juin 2008,Surf Academy,,Joel Silverman ; ,2.0
66,Shu Qi ; Tony Leung Ka Fai ; Angelababy ; ,27 août 2013,Tai Chi Hero,,Stephen Fung ; ,2.9
67,Johnny Weissmuller ; Neil Hamilton ; Maureen O'Sullivan ; ,19 août 1932,"Tarzan, l'homme singe",4.0,W.S. Van Dyke ; ,3.7
68,Michael J. Fox ; James Hampton ; Susan Ursitti ; ,5 août 2003,Teen Wolf,,Rod Daniel ; ,2.6
69,John Saxon ; Anthony Franciosa ; Daria Nicolodi ; ,27 avril 1983,Ténèbres,,Dario Argento ; ,3.8
70,Mel Gibson ; Michelle Pfeiffer ; Kurt Russell ; ,29 mars 1989,Tequila Sunrise,,Robert Towne ; ,2.2
71,John Travolta ; Forest Whitaker ; Richard Tyson ; ,14 juin 2000,Terre champ de bataille,2.1,Roger Christian ; ,1.1
72,Walter Prieto ; Emiliano Otegui ; Julio Velez ; ,4 décembre 1996,Tesis,,Alejandro Amenábar ; ,3.6
73,Jeremy Gardner ; Adam Cronheim ; Niels Bolle ; ,5 août 2014,The Battery,,Jeremy Gardner ; ,3.6
74,Ohad Knoller ; Alon Friedman ; Yousef Sweid ; ,4 juillet 2007,The Bubble,3.7,Eytan Fox ; ,3.6
75,Stephen Moyer ; Rachelle LeFevre ; Luis Guzman ; ,30 mai 2012,The Caller,,Matthew Parkhill ; ,2.7
76,Aaron Poole ; James Gilbert ; Ian Anderson ; ,18 septembre 2013,The Conspiracy,3.0,Christopher MacBride ; ,3.1
77,Timothy Olyphant ; Radha Mitchell ; Danielle Panabaker ; ,9 juin 2010,The Crazies,2.4,Breck Eisner ; ,2.7
78,Sam Riley ; Paula Beer ; Tobias Moretti ; ,22 avril 2015,The Dark Valley,,Andreas Prochaska ; ,3.6
79,James Rolleston ; Lawrence Makoare ; Te Kohe Tuhaka ; ,17 juillet 2015,The Dead Lands,,Toa Fraser ; ,2.4
80,Josh Charles ; Julia Stiles ; Avan Jogia ; ,1 septembre 2017,The Drowning,,Bette Gordon ; ,2.5
81,Angelica Lee ; Lawrence Chou ; So Yut Lai ; ,27 août 2003,The Eye,3.2,Danny Pang ; Oxide Pang ; ,2.6
82,Stephen Moyer ; Mia Kirshner ; Erik Knudsen ; ,10 février 2013,The Forest,,Darren Lynn Bousman ; ,1.8
83,Nick Cheung ; Nicholas Tse ; Lun-mei Gwei ; ,26 avril 2011,The Insider,,Dante Lam ; ,2.8
84,Ralph Fiennes ; Felicity Jones ; Kristin Scott Thomas ; ,24 mars 2016,The Invisible Woman,,Ralph Fiennes ; ,3.0
85,Brad Dourif ; MacKenzie Rosman ; Hallee Hirsh ; ,1 juin 2012,The Lord of the Light,,Brian Metcalf ; ,1.5
86,Mike Mizanin ; Josh Blacker ; Matthew MacCaull ; ,1 octobre 2015,The Marine 4: Moving Target,,William Kaufman ; ,2.5
87,Liam Neeson ; Laura Linney ; Antonio Banderas ; ,27 mai 2009,The Other Man,1.8,Richard Eyre ; ,2.1
88,Maiara Walsh ; Brant Daugherty ; Lauren Bowles ; ,31 mai 2018,The Starving Games,,Aaron Seltzer ; Jason Friedberg ; ,
89,Jill Flint ; Meg Ryan ; Candice Bergen ; ,3 juin 2009,The Women,1.8,Diane English ; ,1.6
90,Owen Wilson ; Kate Hudson ; Matt Dillon ; ,8 novembre 2006,Toi et moi... et Duprée,1.9,Anthony Russo ; Joe Russo ; ,2.1
91,Ayako Fujitani ; Ryô Kase ; Ayumi Ito ; ,15 octobre 2008,Tokyo!,3.8,Michel Gondry ; Leos Carax ; Joon-Ho Bong ; ,3.3
92,Hilary Duff ; John Corbett ; Rebecca De Mornay ; ,1 juillet 2009,Trouve ta voix,,Sean McNamara ; ,3.2
93,Rutger Hauer ; Monique van De Ven ; Tonny Huurdeman ; ,/,Turkish delices,,Paul Verhoeven ; ,3.9
94,Richard Gere ; Winona Ryder ; Elaine Stritch ; ,1 novembre 2000,Un Automne à New York,2.3,Joan Chen ; ,2.3
95,Judy Garland ; Burt Lancaster ; Gena Rowlands ; ,7 février 2018,Un Enfant attend,,John Cassavetes ; ,3.1
96,John Cusack ; Bobby Coleman ; Amanda Peet ; ,15 juillet 2009,Un enfant pas comme les autres,2.6,Menno Meyjes ; ,3.1
97,Clint Eastwood ; Jessica Walter ; Donna Mills ; ,2 janvier 1972,Un frisson dans la nuit,,Clint Eastwood ; ,3.5
98,Mathieu Kassovitz ; Anouk Grinberg ; Sandrine Kiberlain ; ,15 mai 1996,Un héros très discret,,Jacques Audiard ; ,3.3
99,Tony Leung Chiu Wai ; Jacky Cheung ; Waise Lee ; ,4 août 1993,Une Balle dans la tête,,John Woo ; ,3.9
100,Bernadette Lafont ; Charles Denner ; André Dussollier ; ,13 septembre 1972,Une belle fille comme moi,,François Truffaut ; ,3.7
101,Patrick Timsit ; Dave ; Sylvie Testud ; ,27 mars 2013,Une chanson pour ma mère,1.9,Joël Franka ; ,2.2
102,Cameron C.J. Adams ; Erin Pitt ; Natasha Henstridge ; ,7 avril 2015,Une famille en péril,,Richard Boddington ; ,2.8
103,Marion Cotillard ; Jean-Marie Winling ; Cédric Chevalme ; ,/,Une femme piégée (TV),,Laurent Carcélès ; ,2.6
104,Dallas Roberts ; Jeremy Renner ; Ayelet Zurer ; ,6 juin 2012,Une idée de génie,,Jeff Balsmeyer ; ,3.0
105,Pierre Richard ; Lambert Wilson ; Clémentine Célarié ; ,7 octobre 2009,Victor,2.4,Thomas Gilou ; ,1.8
106,Guy Pearce ; Robert Carlyle ; Jeremy Davies ; ,7 juillet 1999,Vorace,3.3,Antonia Bird ; ,3.5
107,Bryan Cranston ; Jennifer Garner ; Beverly D'Angelo ; ,15 août 2017,Wakefield,,Robin Swicord ; ,3.2
108,Pascale Bussières ; Rachael Crawford ; Don McKellar ; ,17 avril 1996,When night is falling,,Patricia Rozema ; ,3.6
109,Kate Beckinsale ; Gabriel Macht ; Tom Skerritt ; ,21 octobre 2009,Whiteout,1.6,Dominic Sena ; ,2.2
110,Nicolas Cage ; Adam Beach ; Christian Slater ; ,4 septembre 2002,"Windtalkers, les messagers du vent",3.3,John Woo ; ,2.9
111,Aaron Kwok ; Gong Li ; Feng Shaofeng ; ,10 février 2016,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,,Pou-Soi Cheang ; ,3.4
112,Leslie Nielsen ; George Kennedy ; Priscilla Presley ; ,1 mars 1989,Y a-t-il un flic pour sauver la reine ?,,David Zucker ; ,2.8
113,Lola Dueñas ; Pablo Pineda ; Antonio Naharro ; ,21 juillet 2010,"Yo, También",3.1,Álvaro Pastor ; Antonio Naharro ; ,3.9
114,,15 février 2017,Zona Franca,3.9,Georgi Lazarevski ; ,3.5
115,Mina Sundwall ; Bridget McGarry ; Haley Murphy ; ,17 mai 2016,#Horror,,Tara Subkoff ; ,2.2
116,Hilary Swank ; Patrick Swayze ; Barbara Hershey ; ,1 décembre 2004,11 : 14 onze heures quatorze,3.0,Greg Marcks ; ,3.5
117,Keren Mor ; Liron Levo ; Vladimir Vega ; ,11 septembre 2002,11'09''01 - September 11,3.5,Youssef Chahine ; Amos Gitaï ; Alejandro González Iñárritu ; ,3.4
118,Didier Bourdon ; Judith Chemla ; Agathe Dronne ; ,/,15 jours ailleurs,,Didier Bivel ; ,3.9
119,Jackie Chan ; Bingbing Li ; Winston Chao ; ,14 août 2012,1911 : Révolution,,Jackie Chan ; Zhang Li ; ,2.7
120,Julie Delpy ; Chris Rock ; Albert Delpy ; ,28 mars 2012,2 Days In New York,3.4,Julie Delpy ; ,3.0
121,Kiele Sanchez ; Rhys Coiro ; Diora Baird ; ,20 octobre 2010,30 jours de nuit 2 : jours sombres,,Ben Ketai ; ,1.5
122,Wesley Snipes ; Tamzin Outhwaite ; Martin Wheeler ; ,1 novembre 2005,7 secondes (V),,Simon Fellows ; ,1.8
123,Rutger Hauer ; Wil Horneff ; Aimee Garcia ; ,21 décembre 2009,7eventy 5ive,,Brian Hooks ; Deon Taylor ; ,1.7
124,Denzel Washington ; Meg Ryan ; Lou Diamond Phillips ; ,8 janvier 1997,A l'épreuve du feu,,Edward Zwick ; ,2.7
125,Diane Keaton ; Mandy Moore ; Gabriel Macht ; ,2 novembre 2011,A la recherche de l'homme parfait,,Michael Lehmann ; ,3.0
126,,8 novembre 2017,À nous de jouer !,3.1,Antoine Fromental ; ,4.3
127,Rémi Laurent ; Stéphane Hillel ; Véronique Delbourg ; ,7 janvier 1976,A nous les petites anglaises,,Michel Lang ; ,2.4
128,Alexandre Laigner ; Alice Pehlivanyan ; Jean-Pierre Loustau ; ,7 novembre 2012,A.L.F.,1.8,Jérôme Lescure ; ,3.9
129,Robert Dhéry ; Louis de Funès ; Raymond Bussières ; ,3 novembre 2003,Ah ! les belles bacchantes,,Jean Loubignac ; ,2.8
130,Sabine Azéma ; Hippolyte Girardot ; Caroline Silhol ; ,26 mars 2014,"Aimer, boire et chanter",3.7,Alain Resnais ; ,2.1
131,Virginia Davis ; Margie Gay ; Lois Hardwick ; ,17 janvier 2018,Alice comedies 2,4.0,Walt Disney ; ,3.2
132,Pio Marmai ; Cédric Kahn ; Adèle Haenel ; ,19 septembre 2012,Alyah,3.7,Elie Wajeman ; ,2.9
133,Eugene Levy ; Tad Hilgenbrink ; Arielle Kebbel ; ,6 décembre 2005,American Pie présente : No limit !,,Steve Rash ; ,2.0
134,Johnny Messner ; KaDee Strickland ; Matthew Marsden ; ,10 novembre 2004,Anacondas : à la poursuite de l'orchidée de sang,2.5,Dwight H. Little ; ,1.3
135,Ken Takakura ; Tsunehiko Watase ; Eiji Okada ; ,20 mars 1985,Antarctica,,Koreyoshi Kurahara ; ,3.8
136,Nicolas Cage ; Russell Brand ; Wendi McLendon-Covey ; ,1 juillet 2017,Army Of One,,Larry Charles ; ,2.1
137,Cary Grant ; Peter Lorre ; Priscilla Lane ; ,10 juillet 2001,Arsenic et Vieilles Dentelles,,Frank Capra ; ,3.9
138,Garry Marshall ; Hector Elizondo ; Allan Kent ; ,13 août 2002,Au fil de la vie,,Garry Marshall ; ,3.5
139,Lee Marvin ; Mark Hamill ; Robert Carradine ; ,1 juin 2005,Au-delà de la gloire,,Samuel Fuller ; ,3.9
140,Javier Bardem ; Johnny Depp ; Olivier Martinez ; ,13 juin 2001,Avant la nuit,3.4,Julian Schnabel ; ,3.5
141,Anthony Hopkins ; Chris Rock ; Peter Stormare ; ,17 juillet 2002,Bad Company,2.6,Joel Schumacher ; ,2.3
142,Aïssa Maïga ; Tiécoura Traoré ; Maïmouna Hélène Diarra ; ,18 octobre 2006,Bamako,4.0,Abderrahmane Sissako ; ,2.4
143,Lolita Chammah ; Thémis Pauwels ; Isabelle Huppert ; ,19 juillet 2017,Barrage,2.4,Laura Schroeder ; ,2.5
144,Linda Henry ; Glen Berry ; Scott Neal ; ,21 août 1996,Beautiful Thing,,Hettie MacDonald ; ,3.5
145,Roger Landu ; Coco Ngambali ; Djunana Tanga-Suele ; ,8 septembre 2010,Benda Bilili!,3.5,Renaud Barret ; Florent de La Tullaye ; ,4.0
146,Andy Serkis ; Reece Shearsmith ; Jennifer Ellison ; ,9 juillet 2008,Bienvenue au cottage,3.0,Paul Andrew Williams ; ,2.3
147,Carole Bouquet ; Lorànt Deutsch ; Michel Duchaussoy ; ,2 avril 2003,Bienvenue chez les Rozes,2.3,Francis Palluau ; ,2.3
148,Anders Baasmo Christiansen ; Olivier Mukuta ; Slimane Dazi ; ,7 décembre 2016,Bienvenus !,3.5,Rune Denstad Langlo ; ,3.6
149,Kevin Peter Hall ; John Lithgow ; Melinda Dillon ; ,18 mars 2017,Bigfoot et les Henderson,,William Dear ; ,3.3
150,Michael Douglas ; Andy Garcia ; Ken Takakura ; ,6 décembre 1989,Black Rain,,Ridley Scott ; ,3.2
151,Willa Holland ; Miguel Gomez (II) ; Alex Russell ; ,/,Blood in the Water,,Ben Cummings ; Orson Cummings ; ,3.0
152,Seo Young-Hee ; Sung-won Ji Seo ; Min-ho Hwang ; ,3 mai 2011,Blood Island (Bedevilled),,Jang Chul-soo ; ,3.8
153,Whoopi Goldberg ; Gérard Depardieu ; Haley Joel Osment ; ,16 octobre 1996,Bogus,,Norman Jewison ; ,2.4
154,Claudine André ; Fanny Mehl ; Emmanuel Curtil ; ,30 mars 2011,Bonobos,2.9,Alain Tixier ; ,3.7
155,Akshay Kumar ; Mithun Chakraborty ; Danny Denzongpa ; ,16 octobre 2013,Boss,,Anthony D'Souza ; ,3.2
156,Clint Eastwood ; Sondra Locke ; Geoffrey Lewis ; ,11 septembre 1980,Bronco Billy,,Clint Eastwood ; ,3.6
157,Rutger Hauer ; Charlotte Rampling ; Michael York ; ,28 décembre 2011,"Bruegel, le moulin et la croix",3.2,Lech Majewski ; ,2.9
158,Danny Trejo ; Torsten Voges ; Jonathan Banks ; ,1 septembre 2015,Bullet,,Nick Lyon ; ,1.9
159,Pascal Cervo ; Astrid Adverbe ; Julien Lucq ; ,9 mars 2016,C'est l'amour,3.3,Paul Vecchiali ; ,2.5
160,Sean Penn ; Jennifer Jason Leigh ; Judge Reinhold ; ,/,Ça chauffe au lycée Ridgemont,,Amy Heckerling ; ,3.2
161,Liza Minnelli ; Michael York ; Helmut Griem ; ,15 septembre 1972,Cabaret,,Bob Fosse ; ,3.8
162,Elliott Gould ; James Brolin ; Brenda Vaccaro ; ,26 juillet 1978,Capricorn One,,Peter Hyams ; ,3.4
163,Jean-Paul Belmondo ; Claudia Cardinale ; Jess Hahn ; ,7 mars 1962,Cartouche,,Philippe de Broca ; ,3.2
164,Heath Ledger ; Sienna Miller ; Jeremy Irons ; ,4 mai 2011,Casanova,,Lasse Hallström ; ,2.9
165,Vincent Lindon ; Catherine Frot ; Rachida Brakni ; ,3 octobre 2001,Chaos,3.3,Coline Serreau ; ,3.2
166,Jared Leto ; Judah Friedlander ; Lindsay Lohan ; ,23 avril 2008,Chapitre 27,2.0,J.P. Schaefer ; ,2.6
167,Pat Healy ; Ethan Embry ; Sara Paxton ; ,23 avril 2014,Cheap Thrills,,E.L. Katz ; ,3.6
168,,1 décembre 2017,City of Ghosts,,Matthew Heineman ; ,3.2
169,Amel Bent ; Thibaud Vaneck ; Marieke Bouillette ; ,10 octobre 2012,Clochette et le secret des fées,2.4,Peggy Holmes ; Roberts Gannaway ; ,4.0
170,Chris O'Donnell ; Jack McBrayer ; Fred Armisen ; ,4 août 2010,Comme chiens et chats - La Revanche de Kitty Galore,2.3,Brad Peyton ; ,2.6
171,Kamel Saleh ; Houari Djerir ; Brahim Aimad ; ,31 mai 2000,Comme un aimant,3.5,Akhenaton ; Kamel Saleh ; ,2.9
172,Mel Gibson ; Goldie Hawn ; David Carradine ; ,12 septembre 1990,Comme un oiseau sur la branche,,John Badham ; ,2.7
173,Gabriel Byrne ; Brad Pitt ; Michele Abrams ; ,5 janvier 1994,Cool World,,Ralph Bakshi ; ,2.0
174,André Dussollier ; Marthe Keller ; Julien Boisselier ; ,30 janvier 2008,Cortex,3.1,Nicolas Boukhrief ; ,2.5
175,Keri Russell ; JJ Feild ; Jennifer Coolidge ; ,29 mars 2016,Coup de foudre à Austenland,,Jerusha Hess ; ,3.0
176,Alex Kendrick ; Kevin Downes ; Ken Bevel ; ,/,Courageous,,Alex Kendrick ; ,3.6
177,Kamil Tkacz ; Andy Tkacz ; Elisabeth Duda ; ,24 décembre 2014,Cours sans te retourner,2.9,Pepe Danquart ; ,3.3
178,Elijah Wood ; John Hurt ; Julie Cox ; ,26 mars 2008,Crimes à Oxford,2.6,Álex de la Iglesia ; ,2.4
179,Andy Garcia ; Oscar Isaac ; Eva Longoria ; ,14 mai 2014,Cristeros,,Dean Wright ; ,
180,Dee Wallace ; M. Emmet Walsh ; Billy Green Bush ; ,10 septembre 1986,Critters,,Stephen Herek ; ,2.6
181,Cara Buono ; Jason Cottle ; Richard Garfield ; ,/,Cthulhu,,Dan Gildark ; ,2.9
182,Donald Pleasence ; Françoise Dorléac ; Lionel Stander ; ,/,Cul-de-sac,4.0,Roman Polanski ; ,3.5
183,Kate Nauta ; Brooklyn Sudano ; Jordan Bridges ; ,19 février 2013,Dance Crew,,Mark Bacci ; ,2.1
184,Kwesi Ameyaw ; Steve Bacic ; Steve Baran ; ,17 septembre 2017,Dangereuse thérapie,,George Erschbamer ; ,3.0
185,Marina De Van ; Laurent Lucas ; Léa Drucker ; ,4 décembre 2002,Dans Ma Peau,4.0,Marina De Van ; ,3.1
186,Jeremy Irvine ; Ralph Fiennes ; Helena Bonham Carter ; ,30 avril 2014,De grandes espérances,,Mike Newell ; ,
187,Jördis Triebel ; Tristan Göbel ; Alexander Scheer ; ,5 novembre 2014,De l'autre côté du mur,3.3,Christian Schwochow ; ,3.3
188,Patrick J. Exenat ; Laure Azan ; Albert Sezikeye ; ,7 mars 2018,De l’amour sous la haine ?,,Patrick J. Exenat ; Daouidar Saidali ; ,3.3
189,Jesse Metcalfe ; Meghan Ory ; Virginia Madsen ; ,30 septembre 2015,Dead Rising: Watchtower,,Zach Lipovsky ; ,2.2
190,Tyler James Williams ; Tessa Thompson ; Kyle Gallner ; ,25 mars 2015,Dear White People,3.5,Justin Simien ; ,2.8
191,Çağatay Ulusoy ; Leyla Lydia Tuğutlu ; Hüseyin Avni Danyal ; ,30 décembre 2015,Delibal,,Ali Bilgin ; ,4.0
192,Vincent Perez ; Jérémie Renier ; Aurélien Recoing ; ,12 août 2009,Demain dès l'aube...,3.4,Denis Dercourt ; ,3.2
193,Gérard Meylan ; Ariane Ascaride ; Jean-Pierre Moreno ; ,1 avril 2008,Dernier été,,Robert Guédiguian ; Frank Le Wita ; ,3.2
194,Patrick Timsit ; Julie Delarme ; Catherine Arditi ; ,/,Désiré Landru,,Pierre Boutron ; ,3.2
195,Louis Hofmann ; Sabine Timoteo ; Ada Philine Stappenbeck ; ,21 novembre 2017,Die Mitte der Welt,,Jakob M. Erwa ; ,3.7
196,Jana Mashonee ; Lorenzo Lamas ; Cole Brown ; ,20 janvier 2015,Dinosaur Experiment,,Dan Bishop ; ,2.4
197,Audrey Tautou ; Chiwetel Ejiofor ; Sergi López ; ,3 septembre 2003,"Dirty pretty things, loin de chez eux",3.8,Stephen Frears ; ,3.0
198,Jean-Hugues Anglade ; Julia Maraval ; Patrick Braoudé ; ,19 avril 1995,Dis-moi oui...,,Alexandre Arcady ; ,2.7
199,Jean-Claude Van Damme ; Dennis Rodman ; Paul Freeman ; ,16 juillet 1997,Double Team,,Tsui Hark ; ,1.6
