,actors,date,movie,press_rating,producer,spectators_rating
23,Michel Côté ; Marc-André Grondin ; Émile Vallée ; ,3 mai 2006,C.R.A.Z.Y.,"3,8",Jean-Marc Vallée ; ,"3,9"
24,Franck Dubosc ; Richard Anconina ; Mathilde Seigner ; ,21 avril 2010,Camping 2,"2,6",Fabien Onteniente ; ,"1,7"
25,Perdita Weeks ; Ben Feldman ; Edwin Hodge ; ,20 août 2014,Catacombes,"2,3",John Erick Dowdle ; ,"2,6"
26,Gad Elmaleh ; Roschdy Zem ; Catherine Frot ; ,19 mars 2003,Chouchou,"3,3",Merzak Allouache ; ,"1,9"
27,Azealia Banks ; Hana Mae Lee ; Common ; ,7 mars 2018,Coco,,RZA ; ,"3,1"
28,Keri Russell ; Josh Hamilton ; Dakota Goyo ; ,26 juin 2013,Dark Skies,"2,6",Scott Charles Stewart ; ,"3,2"
29,Robert Downey Jr. ; Zach Galifianakis ; Michelle Monaghan ; ,10 novembre 2010,Date limite,"3,1",Todd Phillips ; ,"3,4"
30,Sophie Marceau ; Dany Boon ; Roland Giraud ; ,7 janvier 2009,De l'autre côté du lit,"2,4",Pascale Pouzadoux ; ,"2,3"
31,Nicole Kidman ; Paul Bettany ; Patricia Clarkson ; ,21 mai 2003,Dogville,"4,0",Lars von Trier ; ,"3,6"
32,Jacques Villeret ; André Dussollier ; Thierry Lhermitte ; ,26 mars 2003,Effroyables jardins,"3,1",Jean Becker ; ,"3,6"
33,Michelle Pfeiffer ; George Dzundza ; Courtney B. Vance ; ,7 février 1996,Esprits rebelles,,John N. Smith ; ,"3,0"
34,Nicolas Cage ; Tea Leoni ; Makenzie Vega ; ,20 décembre 2000,Family Man,"2,9",Brett Ratner ; ,"3,3"
35,Johnny Depp ; Maria Bello ; John Turturro ; ,14 avril 2004,Fenêtre secrète,"3,0",David Koepp ; ,"3,3"
36,Yosuke Eguchi ; Shinnosuke Mitsushima ; Tomoya Maeno ; ,12 juillet 2017,"Hirune Hime, Rêves éveillés","3,0",Kenji Kamiyama ; ,"3,4"
37,Melanie Lynskey ; Elijah Wood ; Jane Levy ; ,24 février 2017,I Don’t Feel At Home In This World Anymore.,,Macon Blair ; ,"3,2"
38,Isabelle Huppert ; André Marcon ; Roman Kolinka ; ,6 avril 2016,L'Avenir,"3,8",Mia Hansen-Løve ; ,"3,2"
39,Stephen Bradley (II) ; Clint Eastwood ; Patrick McGoohan ; ,31 octobre 1979,L'Evadé d'Alcatraz,,Don Siegel ; ,"4,0"
40,Robert De Niro ; Robin Williams ; Penelope Ann Miller ; ,20 février 1991,L'Eveil,,Penny Marshall ; ,"3,9"
41,Moritz Bleibtreu ; Christian Berkel ; Oliver Stokowski ; ,21 mai 2003,L'Expérience,"3,7",Oliver Hirschbiegel ; ,"3,7"
42,Kad Merad ; Valérie Benguigui ; Roland Giraud ; ,14 juillet 2010,L'Italien,"3,1",Olivier Baroux ; ,"2,4"
43,Masami Nagasawa ; Junichi Okada ; Keiko Takeshita ; ,11 janvier 2012,La Colline aux Coquelicots,"3,4",Goro Miyazaki ; ,"4,0"
44,Marcello Mastroianni ; Anita Ekberg ; Anouk Aimée ; ,11 mai 1960,La Dolce Vita,,Federico Fellini ; ,"4,0"
45,Fabrice Luchini ; Roschdy Zem ; Louise Bourgoin ; ,20 août 2008,La Fille de Monaco,"3,2",Anne Fontaine ; ,"2,0"
46,Jeff Goldblum ; Geena Davis ; John Getz ; ,21 janvier 1987,La Mouche,"4,8",David Cronenberg ; ,"3,8"
47,Matthias Koeberlin ; Bernadette Heerwagen ; Peter Lerchbaumer ; ,/,La partition de la mort,,Lancelot von Naso ; ,"3,1"
48,David Hallyday ; Michèle Laroque ; Lorànt Deutsch ; ,27 novembre 2002,"La Planète au trésor, un nouvel univers","4,1",Ron Clements ; John Musker ; ,"3,6"
49,Guillaume Canet ; Ana Girardot ; Jean-Yves Berteloot ; ,12 novembre 2014,La Prochaine fois je viserai le coeur,"3,7",Cédric Anger ; ,"3,1"
50,Matt Damon ; Julia Stiles ; David Strathairn ; ,12 septembre 2007,La Vengeance dans la peau,"3,6",Paul Greengrass ; ,"4,1"
51,Mimosa Willamo ; Ilkka Heiskanen ; ,22 septembre 2017,Lake Bodom,,Taneli Mustonen ; ,"2,2"
52,Shido Nakamura ; Betty Sun ; Yong Dong ; ,6 septembre 2006,Le Maître d'armes,"3,3",Ronny Yu ; ,"3,7"
53,Joseph Mawle ; Bojana Novakovic ; Michael McElhatton ; ,30 mars 2016,Le Sanctuaire,"3,1",Corin Hardy ; ,"2,3"
54,Vanessa Redgrave ; Rooney Mara ; Eric Bana ; ,4 avril 2018,Le Testament caché,,Jim Sheridan ; ,"3,1"
55,Chiara Mastroianni ; Catherine Deneuve ; Ludivine Sagnier ; ,24 août 2011,Les Bien-aimés,"3,7",Christophe Honoré ; ,"3,3"
56,Tippi Hedren ; Rod Taylor ; Suzanne Pleshette ; ,/,Les Oiseaux,,Alfred Hitchcock ; ,"4,1"
57,,8 novembre 2017,Les Sentinelles,"3,1",Pierre Pezerat ; ,"4,2"
58,Henry Fonda ; Terence Hill ; Jean Martin ; ,14 décembre 1973,Mon nom est Personne,"3,0",Tonino Valerii ; Sergio Leone ; ,"3,9"
59,Isabelle Huppert ; Benoît Poelvoorde ; André Dussollier ; ,9 novembre 2011,Mon pire cauchemar,"3,0",Anne Fontaine ; ,"2,3"
60,Dorota Segda ; Oleg Yankovskiy ; Paulus Manker ; ,13 avril 2016,Mon XXe siècle,,Ildiko Enyedi ; ,"3,3"
61,Kim Hye-Ja ; Won Bin ; Ku Jin ; ,27 janvier 2010,Mother,"4,4",Joon-Ho Bong ; ,"4,0"
62,Shah Rukh Khan ; Kajol Devgan ; Shane Harper ; ,26 mai 2010,My Name Is Khan,"3,4",Karan Johar ; ,"4,3"
63,Richard Gere ; Diane Lane ; Christopher Meloni ; ,31 janvier 2011,Nights in Rodanthe,,George C. Wolfe ; ,"3,3"
64,Jérémy Nadeau ; Patrick Mendy ; Megan Fox ; ,29 juin 2016,Ninja Turtles 2,"2,0",Dave Green ; ,"3,0"
65,Seth Rogen ; Rose Byrne ; Zac Efron ; ,6 août 2014,Nos pires voisins,"2,2",Nicholas Stoller ; ,"2,6"
66,Edouard Baer ; Sabrina Ouazani ; Audrey Tautou ; ,11 janvier 2017,Ouvert La Nuit,"3,5",Edouard Baer ; ,"2,5"
67,Milla Jovovich ; Will Patton ; Hakeem Kae-Kazim ; ,28 juillet 2010,Phénomènes Paranormaux,"1,9",Olatunde Osunsanmi ; ,"2,6"
68,Gaspard Ulliel ; Jérémie Renier ; Louis Garrel ; ,24 septembre 2014,Saint Laurent,"4,0",Bertrand Bonello ; ,"2,9"
69,Eva Green ; Josh Brolin ; Jessica Alba ; ,17 septembre 2014,Sin City : j'ai tué pour elle,"2,8",Frank Miller ; Robert Rodriguez ; ,"3,5"
70,Ana Girardot ; Clément Roussier ; Océane ; ,13 décembre 2017,Soleil battant,"2,9",Clara Laperrousaz ; Laura Laperrousaz ; ,"3,6"
71,Alain Delon ; Dean Martin ; Rosemary Forsyth ; ,20 juin 2007,Texas nous voilà,,Michael Gordon ; ,"2,5"
72,Agnia Ditkovskite ; Aleksandr Tyutin ; ,3 octobre 2017,The Arena,,,"2,6"
73,Nicole Kidman ; Julianne Moore ; Meryl Streep ; ,19 mars 2003,The Hours,"3,6",Stephen Daldry ; ,"3,6"
74,Mary Elizabeth Winstead ; Joel Edgerton ; Adewale Akinnuoye-Agbaje ; ,12 octobre 2011,The Thing,"2,5",Matthijs van Heijningen Jr. ; ,"3,0"
75,Thierry Lhermitte ; Patrick Timsit ; Arielle Dombasle ; ,14 décembre 1994,Un Indien dans la ville,,Hervé Palud ; ,"2,6"
76,Dominique Blanc ; Bruno Salomone ; Jean Benguigui ; ,15 décembre 2010,Une vie de chat,"3,6",Alain Gagnol ; Jean-Loup Felicioli ; ,"3,9"
77,Shelley Hennig ; Moses Jacob Storm ; Renee Olstead ; ,24 juin 2015,Unfriended,"2,1",Levan Gabriadze ; ,"2,3"
78,Kevin Costner ; Jeanne Tripplehorn ; Dennis Hopper ; ,25 octobre 1995,Waterworld,"2,0",Kevin Reynolds ; ,"2,8"
79,Jim Carrey ; Zooey Deschanel ; Bradley Cooper ; ,21 janvier 2009,Yes Man,"3,2",Peyton Reed ; ,"3,5"
80,Catherine Deneuve ; Isabelle Huppert ; Emmanuelle Béart ; ,6 février 2002,8 femmes,"4,2",François Ozon ; ,"3,1"
81,Niels Arestrup ; Tahar Rahim ; Emilie Dequenne ; ,22 août 2012,À perdre la raison,"3,7",Joachim Lafosse ; ,"3,5"
82,Robert Joy ; Ryan Robbins ; Steven Pasquale ; ,2 janvier 2008,Aliens vs. Predator - Requiem,"1,6",Colin Strause ; Greg Strause ; ,"1,7"
83,Frank Grillo ; Carmen Ejogo ; Zach Gilford ; ,23 juillet 2014,American Nightmare 2 : Anarchy,"2,8",James DeMonaco ; ,"3,5"
84,Lance Henriksen ; Sanaa Lathan ; Raoul Bova ; ,27 octobre 2004,AVP: Alien vs. Predator,"2,5",Paul W.S. Anderson ; ,"2,0"
85,Robert Pattinson ; Uma Thurman ; Kristin Scott Thomas ; ,27 juin 2012,Bel Ami,"1,8",Declan Donnellan ; Nick Ormerod ; ,"2,6"
86,Jean Dujardin ; Bruno Salomone ; Clovis Cornillac ; ,6 avril 2005,Brice de Nice,"2,8",James Huth ; ,"1,8"
87,Cameron Diaz ; Jennifer Lopez ; Elizabeth Banks ; ,20 juin 2012,Ce qui vous attend si vous attendez un enfant,"1,6",Kirk Jones (II) ; ,"2,8"
88,Dakota Johnson ; Rebel Wilson ; Leslie Mann ; ,2 mars 2016,"Célibataire, mode d'emploi","2,4",Christian Ditter ; ,"3,2"
89,Michael Fassbender ; Dominic West ; Olga Kurylenko ; ,7 juillet 2010,Centurion,"2,8",Neil Marshall ; ,"2,9"
90,Samuel L. Jackson ; Rob Brown ; Ashanti ; ,17 août 2005,Coach Carter,"2,3",Thomas Carter ; ,"3,6"
91,James Spader ; Holly Hunter ; Rosanna Arquette ; ,17 juillet 1996,Crash,"3,6",David Cronenberg ; ,"2,8"
92,Jeff Bridges ; Maggie Gyllenhaal ; Colin Farrell ; ,3 mars 2010,Crazy Heart,"3,7",Scott Cooper ; ,"3,9"
93,Björk ; Catherine Deneuve ; Peter Stormare ; ,18 octobre 2000,Dancer in the Dark,"3,7",Lars von Trier ; ,"3,7"
94,Timothé Vom Dorp ; Jérémie Elkaïm ; Théo Van de Voorde ; ,15 février 2017,Dans La Forêt,"3,3",Gilles Marchand ; ,"2,3"
95,John Cusack ; Cameron Diaz ; John Malkovich ; ,8 décembre 1999,Dans la peau de John Malkovich,"3,9",Spike Jonze ; ,"3,6"
96,Vincent Lacoste ; Nader Boussandel ; Shue Tien ; ,14 décembre 2011,De l'huile sur le feu,"1,5",Nicolas Benamou ; ,"2,3"
97,Ryan Kwanten ; Donnie Wahlberg ; Bob Gunton ; ,21 novembre 2007,Dead Silence,"2,5",James Wan ; ,"3,0"
98,Shameik Moore ; Tony Revolori ; Kiersey Clemons ; ,4 novembre 2015,Dope,"3,4",Rick Famuyiwa ; ,"3,9"
99,Jennifer Garner ; Terence Stamp ; Will Yun Lee ; ,9 mars 2005,Elektra,"2,2",Rob Bowman ; ,"1,6"
100,Jessica Brown Findlay ; Jodie Comer ; Jack Lowden ; ,7 février 2018,England Is Mine,"2,7",Mark Gill (II) ; ,"2,9"
101,Kev Adams ; Franck Dubosc ; Nora Arnezeder ; ,12 mars 2014,Fiston,"2,0",Pascal Bourdiaux ; ,"3,1"
102,Ben Kingsley ; Edward Fox ; Martin Sheen ; ,23 mars 1983,Gandhi,"3,4",Richard Attenborough ; ,"4,1"
103,Robin Williams ; Forest Whitaker ; Tung Thanh Tran ; ,7 septembre 1988,"Good Morning, Vietnam",,Barry Levinson ; ,"3,8"
104,Sara Forestier ; Nicolas Duvauchelle ; Didier Sandre ; ,1 mars 2006,Hell,"2,0",Bruno Chiche ; ,"2,5"
105,Harrison Ford ; Kate Capshaw ; Jonathan Ke Quan ; ,12 septembre 1984,Indiana Jones et le Temple maudit,,Steven Spielberg ; ,"4,1"
106,George Clooney ; Catherine Zeta-Jones ; Geoffrey Rush ; ,19 novembre 2003,Intolérable cruauté,"4,0",Joel Coen ; Ethan Coen ; ,"2,6"
107,Josh Kelly ; Stephen Lang ; Cassie Layton ; ,30 septembre 2014,Jarhead 2,,Don Michael Paul ; ,"2,4"
108,Milla Jovovich ; John Malkovich ; Faye Dunaway ; ,27 octobre 1999,Jeanne d'Arc,"3,7",Luc Besson ; ,"2,9"
109,Michel Bouquet ; Stéphane Audran ; François Périer ; ,31 mars 1971,Juste avant la nuit,,Claude Chabrol ; ,"3,4"
110,Alain Moussi ; Jean-Claude Van Damme ; Dave Bautista ; ,13 janvier 2017,Kickboxer: Vengeance,,John Stockwell ; ,
111,Emmanuelle Béart ; François Cluzet ; Marc Lavoine ; ,16 février 1994,L'Enfer,,Claude Chabrol ; ,"3,4"
112,Gilles Lellouche ; Charles Berling ; Laurent Capelluto ; ,11 février 2015,L'Enquête,"3,3",Vincent Garenq ; ,"3,9"
113,Claude Brasseur ; Guillaume De Tonquédec ; Noémie Schmidt ; ,7 octobre 2015,L'Etudiante et Monsieur Henri,"3,4",Ivan Calbérac ; ,"4,0"
114,Isabelle Adjani ; Denis Podalydès ; Yann Collette ; ,25 mars 2009,La Journée de la jupe,"3,4",Jean-Paul Lilienfeld ; ,"3,8"
115,Merab Ninidze ; Zsombor Jéger ; György Cserhalmi ; ,22 novembre 2017,La Lune de Jupiter,"2,8",Kornél Mundruczó ; ,"3,3"
116,Alberto Sordi ; Pierre Brasseur ; Michel Simon ; ,15 juillet 2013,La Plus belle soirée de ma vie,,Ettore Scola ; ,"3,8"
117,Russell Crowe ; Olga Kurylenko ; Yılmaz Erdoğan ; ,15 avril 2015,La Promesse d'une vie,"2,5",Russell Crowe ; ,"3,7"
118,Isabelle Adjani ; Daniel Auteuil ; Jean-Hugues Anglade ; ,13 mai 1994,La Reine Margot,,Patrice Chéreau ; ,"3,4"
119,,9 novembre 2016,La Sociale,"3,3",Gilles Perret ; ,"4,3"
120,Arnold Schwarzenegger ; F. Murray Abraham ; Austin O'Brien ; ,11 août 1993,Last Action Hero,"3,5",John McTiernan ; ,"3,4"
121,Octavia Spencer ; Oliver Platt ; Matthew McConaughey ; ,13 novembre 1996,Le Droit de tuer ?,,Joel Schumacher ; ,"3,5"
122,Jeff Goldblum ; Richard Attenborough ; Pete Postlethwaite ; ,22 octobre 1997,Le Monde Perdu : Jurassic Park,,Steven Spielberg ; ,"3,6"
123,Tobey Maguire ; Liev Schreiber ; Michael Stuhlbarg ; ,16 septembre 2015,Le Prodige,"3,5",Edward Zwick ; ,"3,7"
124,Albert Dupontel ; Catherine Frot ; Bouli Lanners ; ,25 novembre 2009,Le Vilain,"3,5",Albert Dupontel ; ,"3,3"
125,Marius Weyers ; Sandra Prinsloo ; N'Xau ; ,10 mars 2004,Les Dieux sont tombés sur la tête,,Jamie Uys ; ,"3,3"
126,Valérie Lemercier ; Kad Merad ; Mathéo Boisselier ; ,9 juillet 2014,Les Vacances du Petit Nicolas,"2,9",Laurent Tirard ; ,"2,3"
127,Kirsten Dunst ; Jason Schwartzman ; Rip Torn ; ,24 mai 2006,Marie-Antoinette,"4,0",Sofia Coppola ; ,"3,3"
128,Gael García Bernal ; Luis Tosar ; Carlos Aduviri ; ,5 janvier 2011,Même la pluie,"3,2",Icíar Bollaín ; ,"4,0"
129,Toki Pilioko ; Iliana Zabeth ; Mikaele Tuugahala ; ,5 octobre 2016,Mercenaire,"3,6",Sacha Wolff ; ,"3,7"
130,Eric Judor ; Sabrina Ouazani ; Youssef Hajdi ; ,1 mai 2013,Mohamed Dubois,"2,0",Ernesto Ona ; ,"2,3"
131,Yul Brynner ; Richard Benjamin ; James Brolin ; ,27 février 1974,Mondwest,,Michael Crichton ; ,"3,4"
132,Perry Benson ; Dido Miles ; Olga Fedori ; ,10 novembre 2014,Mum & Dad,"4,0",Steven Sheil ; ,
133,Ross Lynch ; Anne Heche ; Alex Wolff ; ,2 mars 2018,My Friend Dahmer,,Marc Meyers ; ,"3,6"
134,Megan Fox ; Will Arnett ; William Fichtner ; ,15 octobre 2014,Ninja Turtles,"2,2",Jonathan Liebesman ; ,"2,9"
135,Rachel McAdams ; Noomi Rapace ; Karoline Herfurth ; ,13 février 2013,Passion,"3,1",Brian De Palma ; ,"2,6"
136,Matt Damon ; Rosemarie DeWitt ; Frances McDormand ; ,17 avril 2013,Promised Land,"3,3",Gus Van Sant ; ,"3,6"
137,Jeremy Renner ; Robert Patrick ; Robert Pralgo ; ,26 novembre 2014,Secret d'état,"3,4",Michael Cuesta ; ,"3,5"
138,Jennifer Lawrence ; Bradley Cooper ; Rhys Ifans ; ,12 novembre 2014,Serena,"2,1",Susanne Bier ; ,"2,5"
139,Johannes Kuhnke ; Lisa Loven Kongsli ; Clara Wettergren ; ,28 janvier 2015,Snow Therapy,"3,5",Ruben Östlund ; ,"3,2"
140,Emile Hirsch ; Christina Ricci ; John Goodman ; ,18 juin 2008,Speed Racer,"2,7",Lilly Wachowski ; Lana Wachowski ; ,"2,7"
141,Megalyn Echikunwoke ; Eden Sher ; Lyndon Smith ; ,19 janvier 2018,Step Sisters,,Charles Stone III ; ,"2,8"
142,Mia Wasikowska ; Nicole Kidman ; Matthew Goode ; ,1 mai 2013,Stoker,"3,3",Park Chan-Wook ; ,"3,5"
143,George Clooney ; Shailene Woodley ; Amara Miller ; ,25 janvier 2012,The Descendants,"3,7",Alexander Payne ; ,"3,6"
144,Angelina Jolie ; Johnny Depp ; Timothy Dalton ; ,15 décembre 2010,The Tourist,"1,6",Florian Henckel von Donnersmarck ; ,"2,4"
145,Robert Pattinson ; Kristen Stewart ; Taylor Lautner ; ,16 novembre 2011,Twilight - Chapitre 4 : Révélation 1ère partie,"2,5",Bill Condon ; ,"3,4"
146,Calvin Reeder ; Lane Hughes ; Adam Wingard ; ,16 octobre 2017,V/H/S,,David Bruckner ; Glenn McQuaid ; Radio Silence ; ,"2,5"
147,Michael Peña ; Alexander Skarsgård ; Tessa Thompson ; ,24 mars 2017,War on Everyone,,John Michael McDonagh ; ,"2,5"
148,Nicolas Cage ; Angelina Jolie ; Robert Duvall ; ,23 août 2000,60 secondes chrono,"2,7",Dominic Sena ; ,"2,9"
149,Oscar Isaac ; Jessica Chastain ; David Oyelowo ; ,31 décembre 2014,A Most Violent Year,"4,1",J.C. Chandor ; ,"3,8"
150,Richard Dreyfuss ; Holly Hunter ; Audrey Hepburn ; ,14 mars 1990,Always,,Steven Spielberg ; ,"3,0"
151,Eric Metzger ; Quentin Margot ; Marie-Anne Chazel ; ,21 juin 2017,Bad Buzz,"1,6",Stéphane Kazandjian ; ,"1,0"
152,Liam Neeson ; Dan Stevens ; Boyd Holbrook ; ,15 octobre 2014,Balade entre les tombes,"3,3",Scott Frank ; ,"3,1"
153,Antoine Gouy ; Michel Gohou ; Digbeu Cravate ; ,12 avril 2017,Bienvenue au Gondwana,"2,4",Mamane ; ,"2,7"
154,Cameron Diaz ; Lucy Liu ; Drew Barrymore ; ,22 novembre 2000,Charlie et ses drôles de dames,"3,4",McG ; ,"2,2"
155,Martina Gedeck ; Sergio Castellitto ; Maxime Foerste ; ,21 janvier 2004,Chère Martha,"3,1",Sandra Nettelbeck ; ,"3,6"
156,Jérémie Renier ; Benoît Magimel ; Monica Scattini ; ,14 mars 2012,Cloclo,"3,6",Florent Siri ; ,"4,1"
157,Bruno Podalydès ; Agnès Jaoui ; Sandrine Kiberlain ; ,10 juin 2015,Comme Un Avion,"4,0",Bruno Podalydès ; ,"3,5"
158,François-Xavier Demaison ; Isabelle Carré ; Albert Delpy ; ,7 juin 2017,Comment j'ai rencontré mon père,"3,3",Maxime Motte ; ,"3,0"
159,Aishwarya Rai ; Martin Henderson ; Daniel Gillies ; ,22 décembre 2004,Coup de foudre à Bollywood,"3,1",Gurinder Chadha ; ,"2,6"
160,Harrison Ford ; Daniel Craig ; Olivia Wilde ; ,24 août 2011,Cowboys & envahisseurs,"2,5",Jon Favreau ; ,"2,5"
161,,27 septembre 2017,Des trésors plein ma poche,"4,0",Ana Chubinidze ; Natalia Chernysheva ; Camille Müller ; ,"3,6"
162,Brie Larson ; Cillian Murphy ; Armie Hammer ; ,14 juin 2017,Free Fire,"2,7",Ben Wheatley ; ,"2,6"
163,Janet York ; Herman Meckler ; Antonia Ray ; ,27 avril 1999,Hair,,Milos Forman ; ,"3,6"
164,Vicellous Shannon ; Denzel Washington ; Deborah Kara Unger ; ,22 mars 2000,Hurricane Carter,"3,2",Norman Jewison ; ,"3,9"
165,Cameron Diaz ; Ashton Kutcher ; Rob Corddry ; ,7 mai 2008,Jackpot,"2,2",Tom Vaughan ; ,"3,2"
166,Russell Crowe ; Ben Affleck ; Jason Bateman ; ,24 juin 2009,Jeux de Pouvoir,"3,7",Kevin Macdonald ; ,"3,6"
167,Patrick Bauchau ; Viva Auder ; Paul Getti III ; ,23 septembre 2008,L'Etat des choses,,Wim Wenders ; ,"3,6"
168,Heath Ledger ; Johnny Depp ; Jude Law ; ,11 novembre 2009,L'Imaginarium du Docteur Parnassus,"3,2",Terry Gilliam ; ,"3,3"
169,Alain Delon ; Léa Massari ; Georges Géret ; ,14 février 2018,L'Insoumis,,Alain Cavalier ; ,"3,5"
170,Clint Eastwood ; Andrew Robinson ; Harry Guardino ; ,16 février 1972,L'Inspecteur Harry,,Don Siegel ; ,"3,8"
171,Griffin Gluck ; Lauren Graham ; Rob Riggle ; ,15 août 2017,"La 6ème, la pire année de ma vie",,Steve Carr ; ,"3,2"
172,Sean Connery ; Shane West ; Peta Wilson ; ,1 octobre 2003,La Ligue des Gentlemen Extraordinaires,"2,4",Stephen Norrington ; ,"2,2"
173,Albert Dupontel ; Alice Taglioni ; Sergi López ; ,13 avril 2011,La Proie,"3,0",Eric Valette ; ,"3,5"
174,Catherine Deneuve ; Richard Bohringer ; Bernard Giraudeau ; ,8 mai 1991,La Reine blanche,,Jean-Loup Hubert ; ,"3,3"
175,,4 octobre 2017,"Latifa, le cœur au combat","3,6",Olivier Peyon ; Cyril Brody ; ,"3,5"
176,François Cluzet ; Mélanie Thierry ; Michel Vuillermoz ; ,23 septembre 2009,Le Dernier pour la route,"3,3",Philippe Godeau ; ,"3,4"
177,Gérard Lanvin ; Olivier Marchal ; Vincent Moscato ; ,12 janvier 2011,Le Fils à Jo,"2,4",Philippe Guillard ; ,"3,5"
178,Harrison Ford ; Tommy Lee Jones ; Sela Ward ; ,/,Le Fugitif,"3,8",Andrew Davis ; ,"3,9"
179,Catherine Deneuve ; Nino Castelnuovo ; Anne Vernon ; ,19 février 1964,Les Parapluies de Cherbourg,"5,0",Jacques Demy ; ,"3,5"
180,Tom Hanks ; Tyler Hoechlin ; Paul Newman ; ,11 septembre 2002,Les Sentiers de la perdition,"3,7",Sam Mendes ; ,"3,9"
181,James Mason ; Sue Lyon ; Peter Sellers ; ,14 novembre 1962,Lolita,,Stanley Kubrick ; ,"4,0"
182,Luis Tosar ; Marta Etura ; Alberto San Juan ; ,28 décembre 2011,Malveillance,"3,4",Jaume Balagueró ; ,"3,7"
183,Nicolas Cage ; Julianne Moore ; Jessica Biel ; ,25 avril 2007,Next,"1,8",Lee Tamahori ; ,"2,7"
184,Emir Kusturica ; Monica Bellucci ; Sloboda Micalovic ; ,12 juillet 2017,On the Milky Road,"2,4",Emir Kusturica ; ,"3,6"
185,Emilie Dequenne ; Gérard Jugnot ; Alix Konopka ; ,18 avril 2001,"Oui, mais...","2,9",Yves Lavandier ; ,"3,1"
186,Jason Statham ; Robert John Burke ; Chris Sarandon ; ,27 juin 2012,Safe,"2,3",Boaz Yakin ; ,"3,4"
187,Gérard Depardieu ; Benoît Poelvoorde ; Vincent Lacoste ; ,2 mars 2016,Saint Amour,"3,4",Benoît Delépine ; Gustave Kervern ; ,"2,8"
188,Stephen Chow ; Wei Zhao ; Wong Yat Fei ; ,21 août 2002,Shaolin Soccer,"3,8",Stephen Chow ; ,"2,7"
189,Sylvie Testud ; Kaori Tsuji ; Taro Suwa ; ,12 mars 2003,Stupeur et tremblements,"3,6",Alain Corneau ; ,"2,9"
