,actors,date,genres,movie,press_rating,producers,spectators_rating
480,Stéphane Roux ; Eriq Ebouaney ; Sylvestre Amoussou ; ,28 février 2007,Comédie dramatique ; ,Africa paradis,3.2,Sylvestre Amoussou ; ,2.6
481,Sandra Bullock ; Harry Connick Jr ; Gena Rowlands ; ,23 septembre 1998,Comédie dramatique ; Romance ; ,Ainsi va la vie,,Forest Whitaker ; ,3.1
482,Robin Williams ; Scott Weinger ; Linda Larkin ; ,24 juin 1999,Animation ; Famille ; ,Aladdin et le roi des voleurs,,Tad Stones ; ,2.9
483,Richard Burton ; Fredric March ; Claire Bloom ; ,15 avril 2003,Péplum ; Biopic ; Drame ; ,Alexandre le Grand,,Robert Rossen ; ,2.7
484,Julia Louis-Dreyfus ; James Gandolfini ; Catherine Keener ; ,26 mars 2014,Comédie ; ,All about Albert,3.2,Nicole Holofcener ; ,3.3
485,Jack Cullison ; Jason Lockhart ; Ashley Park ; ,6 janvier 2016,Comédie ; ,All American Bikini Car Wash,,Nimrod Zalmanowitz ; ,2.6
486,Johan Widerberg ; Marika Lagercrantz ; Tomas Von Brömssen ; ,6 juillet 2017,Drame ; Erotique ; Romance ; ,All Things Fair,,Bo Widerberg ; ,3.2
487,Cassandra Forêt ; Charlotte Eugène-Guibbaud ; Marie Bos ; ,3 mars 2010,Fantastique ; Epouvante-horreur ; ,Amer,3.6,Hélène Cattet ; Bruno Forzani ; ,2.8
488,Lizzie Brocheré ; Pierre Perrier ; Karl E. Landler ; ,8 juin 2011,Drame ; ,American Translation,2.1,Jean-Marc Barr ; Pascal Arnold ; ,2.2
489,Rosanna Arquette ; Beau Bridges ; Mathew Botuchis ; ,9 janvier 2008,Comédie ; ,American voyeurs,,Eric Steven Stahl ; ,2.2
490,Jennifer Love Hewitt ; Jimi Mistry ; Dougray Scott ; ,2 février 2010,Comédie ; Romance ; ,Amours & trahisons,,John Hay ; ,2.4
491,Michèle Mercier ; Robert Hossein ; Jean-Claude Pascal ; ,23 août 1968,Historique ; Aventure ; ,Angélique et le sultan,,Bernard Borderie ; ,3.1
492,Andreas Wilson ; Emma Griffiths Malin ; Michael Wincott ; ,11 janvier 2006,Thriller ; ,Animal,1.7,Rose Bosch ; ,1.9
493,Akio Ohtsuka ; Clayton Watson ; Pamela Adlon ; ,12 juin 2003,Animation ; Science fiction ; ,Animatrix,,Mahiro Maeda ; Yoshiaki Kawajiri ; Shinichirô Watanabe ; ,3.5
494,Oscar Dietz ; Nicolas Bro ; Samuel Ting Graf ; ,6 août 2014,Aventure ; Fantastique ; Comédie ; ,Antboy,,Ask Hasselbalch ; ,2.2
495,Adrian Paul ; Jhey Castles ; Georgina Beedle ; ,2 mars 2015,Aventure ; Action ; ,Apocalypse : Pompei,,Ben Demaree ; ,2.0
496,Nanni Moretti ; Silvio Orlando ; Silvia Nono ; ,4 mai 2004,Comédie dramatique ; ,Aprile,,Nanni Moretti ; ,3.5
497,Gael García Bernal ; Alice Braga ; Chico Diaz ; ,15 juin 2015,Western ; Drame ; ,Ardor,,Pablo Fendrik ; ,2.6
498,,15 décembre 2010,Documentaire ; Guerre ; ,Armadillo,3.8,Janus Metz Pedersen ; ,3.7
499,Hamza Adam ; Julia Benson ; Cameron Bright ; ,19 février 2013,Action ; Science fiction ; ,Armageddon 2013,,David Hogan (II) ; ,2.2
500,Michel Serrault ; Mathieu Kassovitz ; Mehdi Benoufa ; ,16 mai 1997,Policier ; Drame ; ,Assassin(s),,Mathieu Kassovitz ; ,2.9
501,Claude Brasseur ; Jean-Pierre Darras ; Anémone ; ,18 février 1976,Comédie ; ,Attention les yeux !,,Gérard Pirès ; ,2.5
502,Vincent Elbaz ; Claude Brasseur ; Héléna Noguerra ; ,25 mai 2016,Comédie ; ,Au bas de l'échelle,,Arnauld Mercadier ; ,3.3
503,Charlie Hunnam ; Liv Tyler ; Patrick Wilson ; ,2 février 2012,Drame ; Thriller ; ,Au bord du gouffre,,Matthew Chapman ; ,3.3
504,Catherine Zeta-Jones ; Guy Pearce ; Timothy Spall ; ,/,Drame ; Romance ; Thriller ; ,Au-delà de l'illusion,,Gillian Armstrong ; ,2.7
505,JoeyStarr ; Kool Shen ; ,/,Documentaire ; Musical ; ,Authentiques,,Alain Chabat ; Stéphane Begoc ; ,3.3
506,Greg Kinnear ; Willem Dafoe ; Rita Wilson ; ,16 avril 2003,Thriller ; Biopic ; Drame ; ,Auto Focus,3.4,Paul Schrader ; ,3.3
507,Alexandra Neldel ; Luke Wilkins ; Henriette Richter-Röhl ; ,21 juillet 2004,Action ; ,Autoroute racer,2.2,Michael Keusch ; ,1.9
508,Louisa Krause ; Whitney Able ; Jemima Kirke ; ,/,Epouvante-horreur ; ,Ava's Possessions,,Jordan Galland ; ,2.4
509,Jennifer Carpenter ; Brian Bloom ; John Eric Bentley ; ,20 août 2014,Animation ; Action ; ,Avengers Confidential : La Veuve Noire et Le Punisher,,Kenichi Shimizu ; ,3.0
510,Errol Flynn ; James Brown (II) ; William Prince ; ,28 novembre 1945,Guerre ; Drame ; ,Aventures en Birmanie,,Raoul Walsh ; ,3.6
511,Kane Hodder ; Amy Lyndon ; Cara Sigmund ; ,20 mars 2007,Epouvante-horreur ; ,B.T.K.,,Michael Feifer ; ,1.7
512,Missy Peregrym ; Jeff Roop ; Eric Balfour ; ,/,Thriller ; Drame ; Epouvante-horreur ; ,Backcountry,,Adam MacDonald ; ,2.8
513,Billy Bob Thornton ; Kathy Bates ; Tony Cox ; ,24 novembre 2017,Comédie ; ,Bad Santa 2,,Mark Waters ; ,2.5
514,Zhou Xun ; Kun Chen ; Liu Ye ; ,9 octobre 2002,Comédie dramatique ; ,Balzac et la petite tailleuse chinoise,3.4,Dai Sijie ; ,3.1
515,Mandy Dee ; Margareth Buster ; Niky Thorme ; ,/,Erotique ; ,Band Of Bastards,,Mario Salieri ; ,2.9
516,Subenja Pongkorn ; Sunun Phuwiset ; Hitoshi Itô ; ,15 novembre 2017,Drame ; ,Bangkok Nites,3.8,Katsuya Tomita ; ,3.7
517,Fabienne Babe ; Brigitte Roüan ; Marc Vidal ; ,/,Comédie dramatique ; ,Bar des rails,,Cédric Kahn ; ,3.3
518,Robert Newton ; Linda Darnell ; William Bendix ; ,4 octobre 2000,Aventure ; ,Barbe-Noire le pirate,,Raoul Walsh ; ,3.2
519,Luke Wilson ; Rosanna Arquette ; Amanda Peet ; ,20 octobre 2010,Animation ; Science fiction ; ,Battle For Terra,,Aristomenis Tsirbas ; ,3.2
520,Alyssa Diaz ; Galadriel Stineman ; Barry Corbin ; ,3 octobre 2012,Aventure ; Science fiction ; Famille ; ,Ben 10 Alien Swarm,,Alex Winter ; ,2.8
521,Toby Jones ; Tonia Sotiropoulou ; Cosimo Fusco ; ,3 avril 2013,Epouvante-horreur ; Drame ; Thriller ; ,Berberian Sound Studio,3.5,Peter Strickland ; ,2.3
522,Kevin Spacey ; Kate Bosworth ; Brenda Blethyn ; ,1 février 2012,Biopic ; Drame ; ,Beyond the Sea,,Kevin Spacey ; ,3.7
523,Abdellatif Kechiche ; Jacques Penot ; Ghalia Lacroix ; ,10 juin 1992,Comédie dramatique ; ,Bezness,,Nouri Bouzid ; ,2.7
524,Lin Shaye ; Greg Grunberg ; Ray Wise ; ,/,Science fiction ; Comédie ; Action ; ,Big Ass Spider,,Mike Mendez ; ,2.4
525,Micheline Mona ; Max Télèphe ; ,10 novembre 2004,Drame ; Documentaire ; Musical ; ,Biguine,3.3,Guy Deslauriers ; ,3.3
526,Olivia Hussey ; Keir Dullea ; Margot Kidder ; ,5 décembre 2006,Epouvante-horreur ; Thriller ; ,Black Christmas,,Bob Clark ; ,3.6
527,Amber Tamblyn ; Armie Hammer ; Aidan Gillen ; ,9 décembre 2008,Thriller ; ,Blackout,,Rigoberto Castañeda ; ,2.0
528,Guy Bedos ; Marlène Jobert ; Michel Aumont ; ,14 mars 2018,Documentaire ; ,Blanche Rhapsodie - Mémoire de Théâtre,,Claire Ruppli ; ,
529,Luke Goss ; Val Kilmer ; Curtis '50 Cent' Jackson ; ,20 septembre 2011,Action ; ,Blood Out,,Jason Hewitt ; ,1.9
530,Shaquille O'Neal ; Mary McDonnell ; Alfre Woodard ; ,22 juin 1994,Drame ; ,Blue Chips,,William Friedkin ; ,3.0
531,Jamie Lee Curtis ; Philip Bosco ; Louise Fletcher ; ,25 avril 1990,Policier ; Thriller ; Action ; ,Blue Steel,,Kathryn Bigelow ; ,2.6
532,Cuba Gooding Jr. ; Horatio Sanz ; Roger Moore ; ,30 septembre 2003,Comédie ; ,Boat Trip,2.0,Mort Nathan ; ,2.1
533,Madonna ; Willem Dafoe ; Anne Archer ; ,3 mars 1993,Thriller ; Erotique ; ,Body,,Uli Edel ; ,2.0
534,Juan Villegas ; Walter Donado ; Micol Estevez ; ,31 août 2005,Comédie dramatique ; ,Bombon el perro,3.6,Carlos Sorín ; ,2.8
535,Tyler Perry ; Cassi Davis ; Patrice Lovely ; ,/,Comédie ; Epouvante-horreur ; ,Boo 2! A Madea Halloween,,Tyler Perry ; ,3.1
536,Margaret Judson ; Michael Johnston (II) ; Mark Furze ; ,/,Epouvante-horreur ; ,Bornless Ones,,Alexander Babaev ; ,2.8
537,Robin Williams ; Kathy Baker ; Roberto Aguire ; ,18 mai 2016,Drame ; ,Boulevard,3.3,Dito Montiel ; ,3.1
538,Tom Berenger ; Burt Reynolds ; Rod Steiger ; ,5 octobre 2011,Comédie ; Policier ; ,Braquage à l'Américaine,,Sönke Wortmann ; ,2.4
539,Taro Ishida ; Takako Matsu ; Eiji Wentz ; ,6 février 2008,Animation ; ,Brave Story,3.4,Kôichi Chigira ; ,3.4
540,Adrien Brody ; Pilar Padilla ; Elpidia Carrillo ; ,25 septembre 2001,Drame ; ,Bread and Roses,3.3,Ken Loach ; ,3.2
541,Elsa Kikoïne ; Cylia Malki ; Alice Taglioni ; ,8 janvier 2003,Thriller ; Fantastique ; ,Brocéliande,2.7,Doug Headline ; ,1.1
542,KT Gorique ; Rafal Uchiwa ; Jalil Naciri ; ,23 septembre 2015,Drame ; ,Brooklyn,3.4,Pascal Tessaud ; ,3.5
543,Mel Gorham ; Victor Argo ; Roseanne ; ,3 janvier 1996,Comédie ; ,Brooklyn Boogie,,Wayne Wang ; Paul Auster ; ,3.3
544,Maya Sansa ; Luigi Lo Cascio ; Pier Giorgio Bellocchio ; ,4 février 2004,Historique ; Drame ; ,"Buongiorno, notte",4.4,Marco Bellocchio ; ,3.7
545,Cathy Moriarty ; Julie Delpy ; Natasha Lyonne ; ,/,Comédie ; Romance ; ,But I'm a Cheerleader,,Jamie Babbit ; ,3.8
546,Renée Zellweger ; Ewan McGregor ; Sarah Paulson ; ,10 septembre 2003,Comédie ; Romance ; ,Bye Bye Love,3.4,Peyton Reed ; ,2.8
547,Thomas Jane ; Aaron Eckhart ; Michael Jeter ; ,11 août 1999,Policier ; Action ; Thriller ; ,C'est pas mon jour,3.0,Skip Woods ; ,3.6
548,Thierry Lhermitte ; Julie Ferrier ; Michel Vuillermoz ; ,6 février 2008,Comédie ; ,Ca se soigne?,2.0,Laurent Chouchan ; ,1.7
549,Juan Diego ; Daniel Giménez Cacho ; Roberto Sosa ; ,22 décembre 2010,Aventure ; Historique ; Drame ; ,Cabeza de Vaca,3.8,Nicolás Echevarría ; ,3.2
550,Sean Astin ; Currie Graham ; Ryan Donowho ; ,6 juillet 2014,Epouvante-horreur ; ,Cabin Fever 3,,Kaare Andrews ; ,2.0
551,Sean Astin ; Brendan Fraser ; Pauly Shore ; ,14 août 1993,Comédie ; ,California Man,,Les Mayfield ; ,3.5
552,Demi Lovato ; Joe Jonas ; Nick Jonas ; ,29 septembre 2010,Musical ; Comédie ; ,Camp Rock 2,,Paul Hoen ; ,3.5
553,Christopher Jacot ; Joanne Kelly ; Shawn Roberts ; ,16 février 2006,Comédie ; ,Canadian Pie,,Mark Griffiths ; ,2.5
554,Lorraine De Selle ; Giovanni Lombardo Radice ; Zora Kerova ; ,16 juin 1982,Epouvante-horreur ; ,Cannibal Ferox,,Umberto Lenzi ; ,1.9
555,Ben Gazzara ; Harry Guardino ; Susan Blakely ; ,7 juin 2006,Policier ; ,Capone,,Steve Carver ; ,2.8
556,Cicely Browne ; Carmen Scarpitta ; Margaret Clementi ; ,2 mars 1977,Comédie dramatique ; ,Casanova,4.5,Federico Fellini ; ,3.6
557,Melissa Lauren ; Yasmine ; Nacho Vidal ; ,/,Erotique ; ,Casino - No Limit,,Hervé Bodilis ; ,3.4
558,Shannyn Sossamon ; Sandi Dragoi ; Emil Hostina ; ,3 février 2009,Thriller ; ,Catacombes,,David Elliot ; Tomm Coker ; ,1.6
559,Danny Woodburn ; Glenn Close ; Cameron Diaz ; ,4 octobre 2000,Comédie dramatique ; ,Ce que je sais d'elle... d'un simple regard,3.4,Rodrigo García ; ,3.0
560,Rosamund Pike ; David Tennant ; Billy Connolly ; ,30 juin 2015,Comédie dramatique ; ,Ce week-end là...,,Guy Jenkin ; Andy Hamilton ; ,3.1
561,Leonardo DiCaprio ; Winona Ryder ; Charlize Theron ; ,27 janvier 1999,Comédie ; Drame ; ,Celebrity,4.1,Woody Allen ; ,2.8
562,Lino Ventura ; Giuliana de Sio ; Lino Troisi ; ,26 août 2005,Policier ; Historique ; ,Cent jours à Palerme,,Giuseppe Ferrara ; ,3.0
563,Jean Yanne ; Albert Dupontel ; Roland Blanche ; ,12 janvier 1994,Comédie ; ,Chacun pour toi,,Jean-Michel Ribes ; ,3.2
564,Emmanuel Mouret ; Frédérique Bel ; Fanny Valette ; ,21 juin 2006,Comédie ; Romance ; ,Changement d'adresse,4.0,Emmanuel Mouret ; ,2.5
565,Mimie Mathy ; Claude Gensac ; Denis Braccini ; ,18 mars 2008,Drame ; ,Changement de cap,,Patrick Malakian ; ,3.0
566,Jared Leto ; Judah Friedlander ; Lindsay Lohan ; ,23 avril 2008,Drame ; ,Chapitre 27,2.0,J.P. Schaefer ; ,2.6
567,Julie-Marie Parmentier ; Kolia Litscher ; Jeanne Mauborgne ; ,12 septembre 2007,Drame ; ,Charly,3.2,Isild Le Besco ; ,3.1
568,Felicia Day ; Kavan Smith ; Stephen McHattie ; ,/,Fantastique ; Epouvante-horreur ; ,Chasseurs de loups-garous,,Sheldon Wilson ; ,2.9
569,Aaron Taylor-Johnson ; Imogen Poots ; Matthew Beard ; ,11 août 2010,Thriller ; ,Chatroom,2.6,Hideo Nakata ; ,3.0
570,Rachida Brakni ; Isabelle Carré ; Biyouna ; ,8 mai 2013,Comédie ; ,Cheba Louisa,2.4,Françoise Charpiat ; ,3.3
571,Lea van Acken ; Franziska Weisz ; Klaus Michael Kamp ; ,29 octobre 2014,Drame ; ,Chemin de croix,2.3,Dietrich Brüggemann ; ,3.8
572,James Belushi ; Mel Harris ; Kevin Tighe ; ,22 mars 2005,Comédie ; Policier ; ,Chien de flic,,Rod Daniel ; ,3.4
573,Theo Ikummaq ; Dakota Johnson ; Mira Sorvino ; ,24 novembre 2015,Comédie ; Comédie dramatique ; Drame ; ,Chloé & Théo,,Ezna Sands ; ,3.2
574,Patrick Fabian ; Maggie Cheung ; Nick Nolte ; ,1 septembre 2004,Drame ; Musical ; ,Clean,4.6,Olivier Assayas ; ,3.2
575,Catherine Zeta-Jones ; Raúl Méndez ; Matteo Stefan ; ,/,Thriller ; Drame ; ,Cocaine Godmother,,Guillermo Navarro ; ,3.2
576,Frankie Muniz ; Anthony Anderson ; Hannah Spearritt ; ,16 juin 2004,Action ; Comédie ; ,Cody Banks agent secret 2 destination Londres,2.0,Kevin Allen ; ,2.2
577,,13 septembre 2017,Drame ; Comédie ; ,Colombiennes,3.0,Marcela Gómez Montoya ; Simón Mesa Soto ; ,3.0
578,Gong Li ; Chen Daoming ; Zhang Huiwen ; ,17 décembre 2014,Drame ; ,Coming Home,3.2,Yimou Zhang ; ,3.9
579,Louis de Funès ; Noëlle Adam ; Jacques Jouanneau ; ,19 février 2003,Comédie ; ,Comme un cheveu sur la soupe,,Maurice Regamey ; ,3.3
580,Ben Silverstone ; Brad Gorton ; Charlotte Brittain ; ,23 juin 1999,Comédie dramatique ; ,Comme un garcon,3.3,Simon Shore ; ,3.5
581,Salomé Stévenin ; Nicolas Giraud ; Jean-François Stévenin ; ,3 décembre 2008,Drame ; Comédie dramatique ; Romance ; ,Comme une étoile dans la nuit,4.0,René Féret ; ,3.5
582,James Marsden ; Katie Holmes ; Nick Stahl ; ,3 décembre 1999,Science fiction ; Epouvante-horreur ; ,Comportements troublants,3.0,David Nutter ; ,2.6
583,Anne Teyssedre ; Florence Darel ; Hugues Quester ; ,4 avril 1990,Drame ; ,Conte de printemps,,Eric Rohmer ; ,3.2
584,Kristin Scott Thomas ; Pio Marmai ; Jean-Philippe Écoffey ; ,2 février 2011,Drame ; ,Contre toi,2.7,Lola Doillon ; ,2.2
585,Noam Chomsky ; Michel Gondry ; ,30 avril 2014,Animation ; Documentaire ; ,Conversation animée avec Noam Chomsky,3.6,Michel Gondry ; ,3.3
586,Richard Berry ; Patrick Bouchitey ; Marie Trintignant ; ,25 septembre 2002,Animation ; Aventure ; ,"Corto Maltese, la cour secrète des arcanes",3.8,Pascal Morelli ; ,3.0
587,Miou-Miou ; Isabelle Huppert ; Guy Marchand ; ,6 avril 1983,Drame ; Romance ; ,Coup de Foudre,,Diane Kurys ; ,3.6
588,Gabrielle Anwar ; Colin Egglesfield ; Pancho Demmings ; ,/,Thriller ; ,Coupable innocence,,Peter Markle ; ,3.0
589,Simon Pegg ; Thandie Newton ; Hank Azaria ; ,5 mars 2008,Comédie ; Romance ; ,Cours toujours Dennis,2.6,David Schwimmer ; ,2.7
590,Benoît Poelvoorde ; Gilbert Melki ; François Damiens ; ,5 décembre 2007,Comédie ; ,Cowboy,3.5,Benoît Mariage ; ,2.2
591,Dominique Pinon ; Arielle Dombasle ; Michèle Bernier ; ,30 mars 2011,Comédie ; ,Crédit pour tous,3.0,Jean-Pierre Mocky ; ,2.6
592,Ralph Macchio ; Joe Seneca ; Jami Gertz ; ,10 août 2004,Drame ; Musical ; ,Crossroads,,Walter Hill ; ,3.4
593,Masahiro Higashide ; Taichi Saotome ; Ryo Katsuji ; ,25 février 2015,Action ; ,Crows Explode,,Toshiaki Toyoda ; ,2.7
594,Shun Oguri ; Kyôsuke Yabe ; Haruma Miura ; ,3 novembre 2009,Action ; ,Crows Zero II,,Takashi Miike ; ,4.1
595,Cara Buono ; Jason Cottle ; Richard Garfield ; ,/,Epouvante-horreur ; ,Cthulhu,,Dan Gildark ; ,2.9
596,Terence Hill ; Bud Spencer ; Joe Bugner ; ,2 février 2008,Action ; Aventure ; Comédie ; ,Cul et chemise,,Italo Zingarelli ; ,3.2
597,Robert Shaw ; Mary Ure ; Ty Hardin ; ,27 mai 2015,Western ; ,"Custer, l'homme de l'ouest",,Robert Siodmak ; ,2.7
598,Ufuk Bayraktar ; Murat Serezli ; Ahu Türkpençe ; ,4 juin 2017,Guerre ; Drame ; ,Dağ 2,,Alper Çağlar ; ,3.7
599,Jared Kusnitz ; Greyson Chadwick ; Chandler Darby ; ,11 mai 2009,Epouvante-horreur ; ,Dance of the Dead,,Gregg Bishop ; ,2.6
600,Alain Delon ; Claude Brasseur ; Patrick Dupond ; ,28 novembre 1990,Policier ; ,Dancing Machine,,Gilles Béhat ; ,2.1
601,Erwin Grunspan ; Maxime Donnay ; Mikaël Sladden ; ,4 octobre 2017,Animation ; ,Dans la forêt enchantée de Oukybouky,2.8,Rasmus A. Sivertsen ; ,3.2
602,Graham McTavish ; Vanessa Branch ; Steve Blum ; ,20 mai 2010,Animation ; Action ; ,Dante's Inferno,,Victor Cook ; Mike Disa ; Shuko Murase ; ,2.5
603,Kurt Russell ; Ving Rhames ; Brendan Gleeson ; ,20 août 2003,Policier ; ,Dark Blue,3.6,Ron Shelton ; ,2.8
604,Halle Berry ; Olivier Martinez ; Luke Tyler ; ,/,Thriller ; Aventure ; ,Dark Tide,,John Stockwell ; ,2.0
605,Ricky Gervais ; Rob Jarvis ; Doc Brown ; ,10 février 2017,Comédie ; ,David Brent: Life On The Road,,Ricky Gervais ; ,3.0
606,James Coburn ; Charlie Sheen ; Peter Fonda ; ,18 mars 2017,Policier ; Drame ; ,Deadfall,,Christopher Coppola ; ,2.8
607,Jean Reno ; Juliette Binoche ; Sergi López ; ,30 octobre 2002,Comédie ; Romance ; ,Décalage horaire,3.4,Danièle Thompson ; ,1.8
608,Keanu Reeves ; Nicolas Christin ; Cody Wilson ; ,/,Documentaire ; ,Deep Web,,Alex Winter ; ,3.4
609,Drew Barrymore ; Adam Sandler ; Christine Taylor ; ,24 juin 1998,Comédie ; Romance ; ,Demain on se marie,,Frank Coraci ; ,3.1
610,Kolia Litscher ; Lila Salet ; Cindy David ; ,11 février 2004,Comédie ; ,Demi-tarif,4.0,Isild Le Besco ; ,3.0
611,Roberts Blossom ; Cosette Lee ; Leslie Carlson ; ,/,Epouvante-horreur ; ,"Deranged, la veritable histoire d'Ed Gein",,Jeff Gillen ; Alan Ormsby ; ,2.9
612,Dominic Purcell ; James Caan ; Louis Gossett Jr. ; ,22 mars 2016,Drame ; ,Dernier combat,,Damian Lee ; ,2.8
613,Roger Moore ; David Soul ; Christopher Reeve ; ,/,Comédie ; ,Derrick contre Superman,,Michel Hazanavicius ; Dominique Mezerette ; ,3.6
614,,8 novembre 2017,Documentaire ; ,Derrière les fronts: résistances et résiliences en Palestine,3.0,Alexandra Dols ; ,3.5
615,Ingvar Eggert Sigurðsson ; Charlotte Bøving ; Helgi Björnsson ; ,23 juillet 2014,Comédie dramatique ; Romance ; ,Des chevaux et des hommes,3.1,Benedikt Erlingsson ; ,3.2
616,Zabou Breitman ; Adèle Exarchopoulos ; Tchéky Karyo ; ,13 février 2013,Comédie ; Drame ; ,Des Morceaux de Moi,2.3,Nolwenn Lemesle ; ,2.8
617,Rob Schneider ; Eddie Griffin ; Hanna Verboom ; ,28 septembre 2005,Comédie ; ,Deuce Bigalow : Gigolo malgré lui,,Mike Bigelow ; ,2.3
618,Ina Weisse ; Ulrich Noethen ; Marc Hosemann ; ,/,Drame ; ,Deux femmes amoureuses,,Rainer Kaufmann ; ,3.5
619,Sabine Wolf ; Karina Plachetka ; Joachim Welz ; ,4 décembre 2013,Drame ; ,Deux mères,,Anne Zohra Berrached ; ,3.2
620,Pascal Cervo ; Serge Bozon ; Luna Picoli-Truffaut ; ,2 mars 2016,Comédie ; ,"Deux Rémi, deux",3.4,Pierre Léon ; ,3.2
621,Manisha Koirala ; Preity Zinta ; Shah Rukh Khan ; ,/,Bollywood ; Drame ; Comédie ; ,Dil Se..,,Mani Rathnam ; ,3.9
622,Maricielo Effio ; Sergio Gjurinovic ; Edgar Saba ; ,23 juin 2010,Drame ; ,Dioses,3.1,Josué Mendez ; ,3.2
623,Liv Tyler ; Matt Dillon ; Paul Reiser ; ,5 septembre 2001,Comédie ; Policier ; ,Divine mais dangereuse,2.8,Harald Zwart ; ,2.3
624,Leda Gloria ; Geri ; Saro Urzi ; ,20 septembre 2004,Comédie ; ,Don Camillo en Russie,,Luigi Comencini ; ,3.4
625,Sam Shepard ; Jessica Lange ; Tim Roth ; ,12 octobre 2005,Drame ; ,Don't Come Knocking,3.9,Wim Wenders ; ,3.0
626,Bruce Payne ; Mark Dymond ; Clemency Burton-Hill ; ,1 février 2006,Fantastique ; Action ; ,"Donjons & dragons, la puissance suprême",1.2,Gerry Lively ; ,1.1
627,Daniel Auteuil ; Sabine Azéma ; Medeea Marinescu ; ,6 octobre 2010,Comédie ; ,"Donnant, Donnant",1.5,Isabelle Mergault ; ,1.9
628,Jonathan Pryce ; Malachi Kirby ; Daniel Caltagirone ; ,4 mai 2016,Comédie dramatique ; ,Dough,3.0,John Goldschmidt ; ,3.6
629,,16 octobre 1996,Animation ; ,Dragon Ball Z 2,,Shigeyasu Yamauchi ; Yoshihiro Ueda ; ,2.7
630,Daisuke Gôri ; Masako Nozawa ; Torû Furuya ; ,/,Divers ; ,Dragon Ball: L'armée du ruban rouge,,Shigeyasu Yamauchi ; ,3.6
631,James Purefoy ; Piper Perabo ; Patrick Swayze ; ,4 septembre 2007,Aventure ; Action ; Comédie ; ,Dragon Sword,,Tom Reeve ; ,2.4
632,Owen Wilson ; Woody Harrelson ; Amy Poehler ; ,15 décembre 2014,Animation ; Comédie ; ,Drôles de dindes,,Jimmy Hayward ; ,3.0
633,Louis Koo ; Honglei Sun ; Yi Huang ; ,11 juin 2014,Policier ; Thriller ; ,Drug War,3.5,Johnnie To ; ,3.2
634,Gwyneth Paltrow ; Johnathon Schaech ; Jessica Lange ; ,8 juillet 1998,Drame ; Thriller ; ,Du venin dans les veines,,Jonathan Darby ; ,3.1
635,Ahmet Kural ; Murat Cemcir ; Rasim Öztekin ; ,4 décembre 2015,Comédie ; ,Düğün Dernek 2: Sünnet,,Selçuk Aydemir ; ,3.4
636,Eddie Murphy ; Anjelica Huston ; Steve Zahn ; ,22 octobre 2003,Comédie ; Famille ; ,Ecole paternelle,2.9,Steve Carr ; ,2.2
637,Thomas Kretschmann ; Franka Potente ; Troy Garity ; ,/,Biopic ; Drame ; ,Eichmann,,Robert Young ; ,2.5
638,Javier Gutiérrez ; María León ; Antonio de la Torre ; ,/,Policier ; Thriller ; ,El autor,,Manuel Martín Cuenca ; ,3.0
639,Eduardo Noriega ; Mélanie Doutey ; Patrick Bruel ; ,26 avril 2006,Policier ; ,El Lobo,3.2,Miguel Courtois Paternina ; ,3.3
640,Ricardo Darín ; Jérémie Renier ; Martina Gusman ; ,20 février 2013,Drame ; ,Elefante Blanco,2.8,Pablo Trapero ; ,3.3
641,Necar Zadegan ; Traci Dinwiddie ; Gary Weeks ; ,27 avril 2011,Drame ; ,Elena Undone,,Nicole Conn ; ,3.5
642,Gérard Lanvin ; Virginie Ledoyen ; Carole Bouquet ; ,25 novembre 1998,Drame ; ,En plein coeur,,Pierre Jolivet ; ,3.0
643,Michel Serrault ; Nathalie Baye ; Francois Dunoyer ; ,3 septembre 2007,Thriller ; ,En toute innocence,,Alain Jessua ; ,3.0
644,Cuba Gooding Jr. ; James Woods ; Angie Harmon ; ,1 juillet 2008,Action ; Thriller ; ,End Game - Complot à la Maison Blanche,,Andy Cheng ; ,1.9
645,Alexandra Robert ; Nicolas Guillou ; Monique Le Negaret ; ,12 mai 2010,Comédie ; ,Entre nous deux,1.6,Nicolas Guillou ; ,3.6
646,Richard Burton ; Peter Firth ; Colin Blakely ; ,22 mars 1978,Drame ; ,Equus,,Sidney Lumet ; ,3.5
647,Isabelle Carré ; Catherine Frot ; Melvil Poupaud ; ,25 août 2004,Comédie ; ,Eros Thérapie,3.8,Danièle Dubroux ; ,2.3
648,Yves Montand ; Renato Salvatori ; Jacques Weber ; ,20 février 1973,Drame ; Thriller ; ,Etat de siège,,Costa-Gavras ; ,3.7
649,Jeff Bridges ; Isabella Rossellini ; Rosie Perez ; ,20 avril 1994,Drame ; ,Etat second,,Peter Weir ; ,3.7
650,Gene Hackman ; Theresa Russell ; Rutger Hauer ; ,28 juillet 2003,Drame ; ,Eureka,,Nicolas Roeg ; ,2.5
651,Megumi Ogata ; Megumi Hayashibara ; Yûko Miyamura ; ,25 juillet 2013,Animation ; Action ; Science fiction ; ,Evangelion : 3.0,,Hideaki Anno ; Mahiro Maeda ; Masayuki ; ,
652,Jet Li ; Sharla Cheung ; Richard Ng ; ,27 mars 2000,Fantastique ; Action ; ,Evil Cult,,Jing Wong ; Sammo Kam-Bo Hung ; ,3.3
653,,24 août 2016,Documentaire ; ,"Exotica, Erotica, Etc.",3.3,Evangelia Kranioti ; ,3.4
