,actors,date,movie,press_rating,producer,spectators_rating
28,Caldwell Esselstyn ; T. Colin Campbell ; Mac Danzig ; ,16 octobre 2013,La santé dans l'assiette,2.8,Lee Fulkerson ; ,3.7
29,Jean-Paul Belmondo ; Aldo Bufi Landi ; Claudia Cardinale ; ,25 juillet 2001,La Scoumoune,,José Giovanni ; ,3.2
30,Clu Gulager ; Julie Ariola ; Heather McAdams ; ,/,La Secte de Waco,,,3.2
31,Eun-shim Lee ; Jeung-nyeo Ju ; Jin Kyu Kim ; ,15 août 2012,La Servante,4.1,Kim Ki-Young ; ,3.3
32,Gérard Jugnot ; Veronica D'Agostino ; Francesco Casisa ; ,13 mai 2009,La Sicilienne,2.8,Marco Amenta ; ,2.8
33,Robert Mitchum ; Teresa Wright ; Dame Judith Anderson ; ,4 septembre 2012,La Vallée de la peur,,Raoul Walsh ; ,3.6
34,Dolly Read ; Cynthia Myers ; Charles Napier ; ,7 janvier 2004,La Vallée des plaisirs,,Russ Meyer ; ,3.3
35,Robert De Niro ; Jerry Lewis ; Sandra Bernhard ; ,18 mai 1983,La Valse des pantins,5.0,Martin Scorsese ; ,3.9
36,Marlon Brando ; Karl Malden ; Slim Pickens ; ,1 septembre 2002,La Vengeance aux deux visages,,Marlon Brando ; ,3.8
37,Martine Chevallier ; Anne Bouvier ; Roland Giraud ; ,/,La Veuve tatouée,,Virginie Sauveur ; ,3.2
38,Cillian Murphy ; Tricia Vessey ; Jonathan Jackson ; ,27 mars 2002,La Vie à la folie,3.7,John Carney ; ,3.6
39,Michel Muller ; Jean Benguigui ; Ludovic Berthillot ; ,26 janvier 2005,La Vie de Michel Muller est plus belle que la vôtre,2.4,Michel Muller ; ,2.1
40,Roland Giraud ; Marie-Anne Chazel ; Clémentine Célarié ; ,3 décembre 1986,La Vie dissolue de Gérard Floque,,Georges Lautner ; ,2.7
41,Kirk Douglas ; Anthony Quinn ; James Donald ; ,15 janvier 1957,La Vie passionnée de Vincent Van Gogh,5.0,Vincente Minnelli ; George Cukor ; ,4.0
42,Naomi Tani ; Takako Kitagawa ; Shin Nakamaru ; ,26 juillet 2006,La Vie secrète de Madame Yoshino,4.1,Masaru Konuma ; ,3.2
43,Annie Girardot ; Philippe Noiret ; Marthe Keller ; ,12 février 2013,La Vieille fille,,Jean-Pierre Blanc ; ,3.6
44,Chantal Lauby ; Claude Perron ; Rossy de Palma ; ,2 avril 2003,Laisse tes mains sur mes hanches,3.6,Chantal Lauby ; ,2.2
45,Marc Messier ; Marina Orsini ; Carl Marotte ; ,/,Lance et Compte,,Frédérik D'Amours ; ,3.3
46,Mark Feuerstein ; Rebecca Romijn ; Stanley Tucci ; ,1 janvier 2016,Larry Gaye: hôtesse de l'air,,Sam Friedlander ; ,2.2
47,Meg Foster ; Jonathan Brandis ; Terry O'Quinn ; ,20 octobre 2004,Le Beau-Père 2,,Jeff Burr ; ,2.9
48,Michel Piccoli ; Pauline Etienne ; Eric Caravaca ; ,30 décembre 2009,Le Bel âge,3.6,Laurent Perreau ; ,2.8
49,Samuel L. Jackson ; Eugene Levy ; Luke Goss ; ,11 janvier 2006,Le Boss,2.3,Les Mayfield ; ,2.0
50,Andreas Lust ; Franziska Weisz ; Florian Wotruba ; ,10 novembre 2010,Le Braqueur - la dernière course,3.8,Benjamin Heisenberg ; ,3.2
51,Bernard Campan ; Cécile Rebboah ; Thomas Durastel ; ,4 août 2010,Le Café du pont,1.8,Manuel Poirier ; ,1.6
52,Silvio Orlando ; Margherita Buy ; Daniele Rampello ; ,22 mai 2006,Le Caïman,4.3,Nanni Moretti ; ,2.5
53,Cassidy Freeman ; Anessa Ramsey ; Lee Wilkof ; ,6 mars 2013,Le Chemin sans retour,,Jesse Holland ; Andy Mitton ; ,1.7
54,Peter Cushing ; André Morell ; Francis De Wolff ; ,23 décembre 1959,Le Chien des Baskerville,,Terence Fisher ; ,3.3
55,Diane Lane ; Viggo Mortensen ; Liev Schreiber ; ,30 août 2000,Le Choix d'une vie,3.2,Tony Goldwyn ; ,3.3
56,Jean Marais ; Lia Amanda ; Daniel Ivernel ; ,/,Le Comte de Monte-Cristo,,Robert Vernay ; ,3.5
57,Aran Bell ; Gaya Bommer Yemini ; Michaela Deprince ; ,12 décembre 2012,Le Concours de danse,3.3,Bess Kargman ; ,3.7
58,Jean-Louis Trintignant ; Dominique Sanda ; Stefania Sandrelli ; ,/,Le Conformiste,,Bernardo Bertolucci ; ,3.7
59,Michelle Nicastro ; Howard McGillin ; Jack Palance ; ,24 mai 1995,Le Cygne et la princesse,,Richard Rich ; ,3.4
60,,/,Le Dénonciateur,,Mitchell Leisen ; ,2.9
61,Leon Lai ; Feng Shaofeng ; Zhang Hanyu ; ,6 juillet 2012,Le Dernier royaume,,Daniel Lee ; ,3.2
62,Andie MacDowell ; Samuel Le Bihan ; Tim Roth ; ,14 septembre 2005,Le Dernier signe,2.1,Douglas Law ; ,1.6
63,Olivier Despax ; Jim Brown ; Rod Taylor ; ,4 décembre 2008,Le Dernier Train du Katanga,,Jack Cardiff ; ,3.6
64,Leslie Nielsen ; Michael York ; Kelly LeBrock ; ,12 juillet 2000,Le Détonateur,3.0,Pat Proft ; ,2.6
65,Denzel Washington ; Tom Sizemore ; Jennifer Beals ; ,10 janvier 1996,Le Diable en robe bleue,,Carl Franklin ; ,3.2
66,Fanny Ardant ; Corrado Olmi ; Vittorio Gassman ; ,16 février 2000,Le Dîner,2.6,Ettore Scola ; ,2.8
67,Eva Longoria ; Paul Rudd ; Lake Bell ; ,25 mars 2009,Le Fantôme de mon ex-fiancée,,Jeff Lowell ; ,2.0
68,Henry Fonda ; Vera Miles ; Anthony Quayle ; ,7 septembre 2004,Le Faux Coupable,,Alfred Hitchcock ; ,3.8
69,Ricardo Darín ; Norma Aleandro ; Héctor Alterio ; ,28 janvier 2004,Le Fils de la mariée,3.6,Juan José Campanella ; ,3.9
70,Fanny Ardant ; Josiane Balasko ; Thierry Frémont ; ,20 septembre 2000,Le fils du Français,2.6,Gérard Lauzier ; ,2.2
71,Conner Chapman ; Shaun Thomas ; Sean Gilder ; ,18 décembre 2013,Le Géant égoïste,3.9,Clio Barnard ; ,3.9
72,Laetitia Casta ; Mathieu Amalric ; Pierre Arditi ; ,27 décembre 2006,Le Grand appartement,3.2,Pascal Thomas ; ,1.7
73,Michel Serrault ; Gérard Rinaldi ; Jean Sarrus ; ,28 avril 2003,Le Grand bazar,,Claude Zidi ; ,3.4
74,Nidhi Jha ; Albert Ensasi Gonzalez Monteagudo ; Tom Ssekabira ; ,23 septembre 2015,Le Grand Jour,2.9,Pascal Plisson ; ,3.5
75,Patrick Dewaere ; Aurore Clément ; Philippe Léotard ; ,12 janvier 1977,Le Juge Fayard dit le shériff,,Yves Boisset ; ,3.8
76,Rita Tushingham ; Ray Brooks ; Michael Crawford ; ,3 mai 2006,Le Knack... et comment l'avoir,,Richard Lester ; ,2.9
77,James Faulkner ; Anna Mouglalis ; Gérard Watkins ; ,18 décembre 2002,Le Loup de la côte ouest,2.5,Hugo Santiago ; ,3.0
78,Daniel Brühl ; Robert Stadlober ; David Kross ; ,1 juin 2011,Le Maître des sorciers,,Marco Kreuzpaintner ; ,2.4
79,Paz Vega ; Moritz Bleibtreu ; Ángela Molina ; ,30 mai 2007,Le Mas des Allouettes,2.5,Paolo Taviani ; Vittorio Taviani ; ,3.0
80,Solweig Rediger-Lizlow ; Rossy de Palma ; Stéphan Guérin-Tillié ; ,/,Le monde à ses pieds,,Christian Faure ; ,3.7
81,Emily Osment ; Kay Panabaker ; Meaghan Rath ; ,/,Le Mur de l'humiliation,,Charles Binamé ; ,3.5
82,David Blue ; Jax Connolly ; Ashley Jones ; ,/,Le Noël du coeur,,Christine Conradt ; ,3.1
83,Jiang Wen ; Huai-Qing Tu ; Jiang Xi Ren ; ,2 février 2005,Le Palanquin des larmes,,Jacques Dorfmann ; ,3.3
84,Draghixa Jovanovic ; Julia Channel ; Christopher Clark ; ,/,Le Parfum de Mathilde,,Marc Dorcel ; Jean Rollin ; ,2.7
85,Michel Subor ; Anna Karina ; Henri-Jacques Huet ; ,25 janvier 1963,Le Petit Soldat,,Jean-Luc Godard ; ,3.7
86,Nathalie Baye ; Patrick Bouchitey ; Etienne Chicot ; ,7 avril 1976,Le Plein de super,4.2,Alain Cavalier ; ,3.8
87,Paul Newman ; Melvyn Douglas ; Patricia Neal ; ,10 juin 2004,Le Plus sauvage d'entre tous,5.0,Martin Ritt ; ,4.0
88,Folker Bohnet ; Fritz Wepper ; Michael Hinz ; ,1 octobre 2004,Le Pont,,Bernhard Wicki ; ,3.8
89,Alexander Becht ; Lars Steinhöfel ; Toni Deutsch ; ,23 septembre 2009,Le Pont,,Wolfang Panzer ; ,2.8
90,Georges Frêche ; Laurent Blondiau ; Frédéric Bort ; ,15 décembre 2010,Le Président,3.7,Yves Jeuland ; ,3.9
91,Anton Yelchin ; Robin Williams ; Tea Leoni ; ,5 septembre 2006,Le Prince de Greenwich Village,,David Duchovny ; ,3.5
92,Kam Heskin ; Luke Mably ; Maryam D'Abo ; ,14 septembre 2010,Le Prince et moi : Mariage royal,,Catherine Cyran ; ,3.3
93,Heath Ledger ; Shannyn Sossamon ; Mark Addy ; ,19 novembre 2003,Le Purificateur,2.0,Brian Helgeland ; ,2.3
94,Michelle Yeoh ; Barbie Hsu ; Kelly Lin ; ,1 juin 2012,Le Règne des Assassins,,Chao-Bin Su ; John Woo ; ,3.4
95,Martin Lawrence ; James Earl Jones ; Erin Cummings ; ,19 mars 2008,Le Retour de Roscoe Jenkins,,Malcolm D. Lee ; ,2.9
96,Anthony Starke ; George Clooney ; Karen Mistal ; ,5 novembre 2003,Le Retour des tomates tueuses,,John De Bello ; ,3.0
97,,1 janvier 2011,Le Roi des Ronces,,Kazuyoshi Katayama ; ,3.5
98,Atle Antonsen ; Linn Skåber ; Kåre Conradi ; ,2 janvier 2013,Le Roi du Curling,2.6,Ole Endresen ; ,3.6
99,Darrell Hammond ; Miranda Richardson ; Martin Vidnovic ; ,21 juillet 1999,Le Roi et moi,2.7,Richard Rich ; ,2.9
100,Sacha Guitry ; Marguerite Moreno ; Jacqueline Delubac ; ,18 septembre 1936,Le Roman d'un tricheur,,Sacha Guitry ; ,3.9
101,Frédéric Diefenthal ; Lorànt Deutsch ; Patrick Prejean ; ,10 août 2005,Le Roman de Renart,2.7,Thierry Schiel ; ,2.5
102,Gérard Philipe ; Danielle Darrieux ; Antonella Lualdi ; ,29 octobre 1954,Le Rouge et le Noir,,Claude Autant-Lara ; ,3.5
103,Hiroyuki Sanada ; Rie Miyazawa ; Tetsuro Tamba ; ,10 mai 2006,Le Samouraï du crépuscule,4.1,Yoji Yamada ; ,3.7
104,Dolph Lundgren ; M. Emmet Walsh ; Al White ; ,1 octobre 2000,Le Scorpion rouge,,Joseph Zito ; ,2.5
105,,19 mars 2014,Le Souffle des Dieux,2.7,Jan Schmidt-Garre ; ,3.5
106,Catherine Deneuve ; Emmanuelle Béart ; Vincent Perez ; ,19 mai 1999,Le temps retrouvé,3.9,Raoul Ruiz ; ,3.0
107,Paul Newman ; Charlotte Rampling ; Jack Warden ; ,16 février 1983,Le Verdict,,Sidney Lumet ; ,3.6
108,Bruno Solo ; M. Pokora ; Leslie Bourgouin ; ,14 février 2007,Le Vilain petit canard et moi,2.7,Michael Hegner ; Karsten Kiilerich ; ,2.1
109,Jean-Paul Belmondo ; Geneviève Bujold ; Marie Dubois ; ,18 mai 2004,Le Voleur,5.0,Louis Malle ; ,3.7
110,Didier Bourdon ; Nathalie Cerda ; Noémie Merlant ; ,/,Le Voyage de Mr Perrichon,,Eric Lavaine ; ,3.2
111,Anne Azoulay ; Ginette Garcin ; Eric Elmosnino ; ,6 juillet 2011,Léa,2.6,Bruno Rolland ; ,2.6
112,Dustin Hoffman ; Valerie Perrine ; Jan Miner ; ,11 juin 1975,Lenny,4.2,Bob Fosse ; ,3.9
113,Lorànt Deutsch ; Anna Mouglalis ; Caroline Sihol ; ,25 mai 2016,Les Amants du Flore (TV),,Ilan Duran Cohen ; ,3.3
114,Andy Gillet ; Stéphanie Crayencour ; Cécile Cassel ; ,5 septembre 2007,Les Amours d'Astrée et de Céladon,4.0,Eric Rohmer ; ,2.5
115,Paola Senatore ; Marina Hedman ; Paola Maiolini ; ,16 juillet 2015,Les Amours interdites d'une religieuse,,Joe D'Amato ; ,2.9
116,Cécile de France ; ,19 décembre 2007,Les Animaux amoureux,2.7,Laurent Charbonnier ; ,2.9
117,Dan O'Herlihy ; Jaime Fernandez ; Felipe de Alba ; ,/,Les Aventures de Robinson Crusoe,,Luis Buñuel ; ,3.1
118,Bob Hoskins ; James Fox ; Elaine Cassidy ; ,1 janvier 2001,Les Aventuriers Du Monde Perdu,,Stuart Orme ; ,3.2
119,Christian Clavier ; Marie-Anne Chazel ; Anémone ; ,16 décembre 1981,Les Babas cool,,François Leterrier ; ,2.6
120,Reda Kateb ; Sophie Semin ; Jens Harzer ; ,9 novembre 2016,Les Beaux Jours d'Aranjuez,2.5,Wim Wenders ; ,1.9
121,Peter Newman ; Michael Countryman ; Ken Leung ; ,12 juillet 2006,Les Berkman se séparent,3.8,Noah Baumbach ; ,2.6
122,Bernadette Lafont ; Stéphane Audran ; Clotilde Joano ; ,22 avril 1960,Les Bonnes femmes,,Claude Chabrol ; ,3.3
123,Raven-Symoné ; Adrienne Bailon ; Kiely Williams ; ,2 novembre 2005,Les Cheetah Girls,,Oz Scott ; ,3.1
124,Elga Andersen ; Marie-Hélène Arnaud ; Estella Blain ; ,22 juillet 2003,Les Collégiennes,,André Hunebelle ; ,2.9
125,Jason Bryden ; Mike Dopud ; Anthony Harrison ; ,9 avril 2008,Les Copains des neiges,,Robert Vince ; ,3.5
126,Dirk Bogarde ; Ingrid Thulin ; Helmut Griem ; ,17 février 2004,Les Damnés,,Luchino Visconti ; ,3.8
127,Adèle Haenel ; Vincent Rottiers ; Rochdy Labidi ; ,11 septembre 2002,Les Diables,3.6,Christophe Ruggia ; ,3.7
128,Jen Lilley ; Thomas Beaudoin ; Kati Salowsky ; ,/,Les Douze coups de Noël,,David Jackson ; ,3.5
129,Roger Carel ; Jacques Morel ; Pierre Tornade ; ,20 octobre 1976,Les Douze Travaux d'Asterix,,René Goscinny ; Albert Uderzo ; Pierre Watrin ; ,3.8
130,Michel Serrault ; William Nadylam ; Emma Javaux ; ,19 avril 2006,Les Enfants du pays,1.9,Pierre Javaux ; ,2.5
131,Dawn Cumming ; Erika Cool ; Guy Royer ; ,/,Les Fantasmes de Catherine,,Michel Barny ; ,2.8
132,Roger Coggio ; Michel Galabru ; Jean-Pierre Darras ; ,/,Les Fourberies de Scapin,,Roger Coggio ; ,3.2
133,Jean-Pierre Darroussin ; Anaïs Demoustier ; Judith Henry ; ,12 novembre 2008,Les Grandes Personnes,3.6,Anna Novion ; ,2.6
134,Philippe Noiret ; Jean-Pierre Marielle ; Jean Rochefort ; ,21 février 1996,Les Grands Ducs,,Patrice Leconte ; ,2.7
135,Anna Calder-Marshall ; Timothy Dalton ; Harry Andrews ; ,1 septembre 2017,Les Hauts de Hurlevent,,Robert Fuest ; ,3.0
136,Arthur J. Nascarella ; Vin Diesel ; Seth Green ; ,22 janvier 2003,Les Hommes de main,2.9,David Levien ; Brian Koppelman ; ,2.5
137,Tom Berenger ; Charlie Sheen ; Corbin Bernsen ; ,/,Les Indians,,David S. Ward ; ,3.5
138,Jacques Gamblin ; Kad Merad ; Rufus ; ,14 juin 2006,Les Irréductibles,2.7,Renaud Bertrand ; ,2.1
139,Kathleen Turner ; John Laughlin ; Anthony Perkins ; ,19 juin 1985,Les Jours et les Nuits de China Blue,,Ken Russell ; ,3.2
140,Valeria Bruni Tedeschi ; Hippolyte Girardot ; Linda Doudaeva ; ,9 juin 2010,Les mains en l'air,3.4,Romain Goupil ; ,2.4
141,Jason Segel ; Amy Adams ; Chris Cooper ; ,11 avril 2012,"Les Muppets, le retour",,James Bobin ; ,3.5
142,Richard Burton ; Roger Moore ; Richard Harris ; ,22 septembre 2005,Les Oies sauvages,,Andrew V. McLaglen ; ,3.6
143,Thierry Neuvic ; Hélène Fillières ; Olivier Baroux ; ,25 janvier 2012,Les Papas du dimanche,2.0,Louis Becker ; ,3.2
144,Antoine-Olivier Pilon ; Alice Morel-Michaud ; Rémi Goulet ; ,/,Les Pee-Wee 3D: L'hiver qui a changé ma vie,,Eric Tessier ; ,3.5
145,Brigitte Lahaie ; Alban Ceray ; Dominique Aveline ; ,/,Les Petites écolières,,Claude Mulot ; ,2.9
146,Bernadette Lafont ; Claude Brasseur ; Adèle Csech ; ,24 janvier 2007,Les Petites Vacances,3.3,Olivier Peyon ; ,3.0
147,Elizabeth Daily ; Nancy Cartwright ; Kath Soucie ; ,8 octobre 2003,Les Razmoket rencontrent les Delajungle,4.0,John Eng ; Norton Virgien ; ,3.1
148,Chris O'Dowd ; Deborah Mailman ; Jessica Mauboy ; ,8 août 2012,Les Saphirs,2.9,Wayne Blair ; Harvey Weinstein ; ,3.9
149,Thure Lindhardt ; Mads Mikkelsen ; Stine Stengade ; ,6 mai 2009,Les Soldats de l'ombre,,Ole Christian Madsen ; ,3.7
150,Georges Marchal ; Bourvil ; Gino Cervi ; ,22 octobre 2017,Les Trois Mousquetaires,,André Hunebelle ; ,3.5
151,Jean Rochefort ; Coluche ; Roland Dubillard ; ,6 juin 2007,Les Vécés étaient fermés de l'intérieur,,Patrice Leconte ; ,2.3
152,Arletty ; Fernand Ledoux ; Marie Déa ; ,5 décembre 1942,Les Visiteurs du soir,2.0,Marcel Carné ; ,3.5
153,Richard Harmon ; Jaren Brandt Bartlett ; Craig Bierko ; ,/,Les Yeux de l'amitié,,Allan Harmon ; ,3.4
154,Patrick Swayze ; Gia Carides ; Roger E. Mosley ; ,11 août 1999,Lettres à un tueur,3.3,David Carson ; ,2.5
155,André Dussollier ; Victoria Abril ; Samir Guesmi ; ,27 août 2008,Leur morale... et la nôtre,2.3,Florence Quentin ; ,1.7
156,Édgar Ramírez ; Erich Wildpret ; María Valverde ; ,29 mars 2016,Libertador,,Alberto Arvelo ; ,3.4
157,Christina Ricci ; Clea DuVall ; Gregg Henry ; ,/,Lizzie Borden a-t-elle tué ses parents?,,Nick Gomez ; ,3.1
158,Elizabeth Rodriguez ; Vince Vaughn ; Anne Heche ; ,14 juillet 1999,Loin du paradis,3.4,Joseph Ruben ; ,3.7
159,Chris Evans ; Jessica Biel ; Joy Bryant ; ,19 avril 2006,London,,Hunter Richards ; ,3.1
160,Paolo Graziosi ; Maxime Mansion ; Carmen Maura ; ,20 avril 1993,"Louis, Enfant Roi",,Roger Planchon ; ,3.1
161,Gael García Bernal ; Michelle Williams ; Sophie Nyweide ; ,7 septembre 2014,Love Away,,Lukas Moodysson ; ,3.3
162,Alfred Molina ; John Lithgow ; Marisa Tomei ; ,12 novembre 2014,Love Is Strange,3.6,Ira Sachs ; ,3.7
163,Lindsay Lohan ; Chris Pine ; Samaire Armstrong ; ,18 octobre 2006,Lucky girl,1.2,Donald Petrie ; ,2.7
164,Joseph Fiennes ; Alfred Molina ; Peter Ustinov ; ,17 décembre 2008,Luther,2.0,Eric Till ; ,3.3
165,Emmanuelle Béart ; Hafsia Herzi ; Laurent Grévill ; ,23 mars 2011,Ma compagne de nuit,2.6,Isabelle Brocard ; ,3.1
166,Uma Thurman ; Luke Wilson ; Anna Faris ; ,13 septembre 2006,Ma super ex,2.7,Ivan Reitman ; ,1.6
167,James Taylor ; Warren Oates ; Laurie Bird ; ,23 janvier 2008,Macadam à deux voies,4.8,Monte Hellman ; ,3.5
168,,28 septembre 2016,Mad Max VI,,George Miller ; ,3.1
169,Daniela Ramirez ; Cristóbal Tapia Montt ; Aida Jabolin ; ,26 août 2017,Madre,,Aaron Burns (V) ; ,3.0
170,Alain Bouzigues ; Clovis Cornillac ; Didier Bénureau ; ,7 mai 2003,Maléfique,3.7,Eric Valette ; ,2.4
171,Faye Dunaway ; Diana Scarwid ; Steve Forrest ; ,4 décembre 2003,Maman très chère,,Frank Perry ; ,3.1
172,Matthew Le Nevez ; Conan Stevens ; Jack Thompson ; ,4 décembre 2007,Man Thing,,Brett Leonard ; ,1.7
173,Bryce Dallas Howard ; Isaach de Bankolé ; Danny Glover ; ,9 novembre 2005,Manderlay,3.5,Lars von Trier ; ,3.2
174,James Mason ; Susan George ; Perry King ; ,/,Mandingo,,Richard Fleischer ; ,3.1
175,Joe Spinell ; Caroline Munro ; Gail Lawrence ; ,3 septembre 2001,Maniac,,William Lustig ; ,3.3
176,Jacqueline Pagnol ; Raymond Pellegrin ; Rellys ; ,16 janvier 1953,Manon des Sources,,Marcel Pagnol ; ,3.6
177,Danielle Darrieux ; Paul Guers ; Bernard Blier ; ,6 mai 2004,Marie-Octobre,,Julien Duvivier ; ,4.0
178,,/,Mathilda,,,3.6
179,Raven De La Croix ; Janet Wood ; Kitten Natividad ; ,27 avril 2007,Megavixens,,Russ Meyer ; ,3.0
180,Rachael Blake ; Lucie Debay ; Don Gallagher ; ,6 mai 2015,Melody,3.4,Bernard Bellefroid ; ,3.7
181,Nicolas Cazalé ; Sara Martins ; Anthony Delon ; ,9 décembre 2009,Mensch,2.6,Steve Suissa ; ,2.7
182,Isabelle Huppert ; Jacques Dutronc ; Anna Mouglalis ; ,25 octobre 2000,Merci pour le chocolat,4.1,Claude Chabrol ; ,2.7
183,Maria Schneider ; Joe Dallesandro ; Danièle Gégauff ; ,6 avril 1983,Merry-Go-Round,,Jacques Rivette ; ,2.8
184,Ugo Tognazzi ; Gastone Moschin ; Philippe Noiret ; ,18 août 1976,Mes chers amis,4.4,Mario Monicelli ; ,3.9
185,Lionel Messi ; Valentin Rodriguez ; Marc Balaguer ; ,/,Messi,,Álex de la Iglesia ; ,3.5
186,Julie Mauduech ; Hubert Koundé ; Mathieu Kassovitz ; ,18 août 1993,Métisse,,Mathieu Kassovitz ; ,3.0
187,Ben Gazzara ; Timothy Carey ; Seymour Cassel ; ,9 février 2000,Meurtre d'un bookmaker chinois,5.0,John Cassavetes ; ,3.8
188,Clémentine Célarié ; Gregori Derangère ; Steve Kalfa ; ,21 avril 2015,Meurtres à Rocamadour,,Lionel Bailliu ; ,3.1
189,Mario Casas ; Santiago Segura ; Carlos Areces ; ,/,Mi gran noche,,Álex de la Iglesia ; ,3.5
190,Luke Wilson ; Giovanni Ribisi ; James Caan ; ,5 juillet 2011,Middle Men,,George Gallo ; ,3.6
191,Miyoko Shôji ; Mami Koyama ; Fumiko Orikasa ; ,28 octobre 2003,Millennium Actress,,Satoshi Kon ; ,3.8
192,Jacopo Olmo Antinori ; Tea Falco ; Sonia Bergamasco ; ,18 septembre 2013,Moi et toi,3.3,Bernardo Bertolucci ; ,3.7
193,Bill Paxton ; Charlize Theron ; Peter Firth ; ,30 juin 1999,Mon ami Joe,3.3,Ron Underwood ; ,2.7
194,Frankie Muniz ; Diane Lane ; Luke Wilson ; ,16 août 2000,Mon chien Skip,2.9,Jay Russell ; ,3.5
195,Nathalie Baye ; Victor Sévaux ; Olivier Gourmet ; ,7 mars 2007,Mon Fils à Moi,3.4,Martial Fougeron ; ,2.5
196,Olivier Marchal ; Michaël Youn ; Elsa Lunghini ; ,/,Mon frère bien aimé,,Denis Malleval ; ,3.3
197,Presley Chweneyagae ; Mothusi Magano ; Israel Makoe ; ,19 juillet 2006,Mon nom est Tsotsi,3.2,Gavin Hood ; ,3.5
198,Yun-seok Kim ; Cho Jin-Woong ; Yeo Jin-gu ; ,28 octobre 2014,Monster Boy : Hwayi,,Joon-Hwan Jang ; ,3.9
199,Mimsy Farmer ; Klaus Grünberg ; Michel Chanderli ; ,21 octobre 1969,More,,Barbet Schroeder ; ,3.7
200,Annie Girardot ; François Simon ; Bruno Pradal ; ,20 janvier 1971,Mourir d'aimer,,André Cayatte ; ,3.6
