,actors,date,movie,press_rating,producer,spectators_rating
24,Steve McQueen ; Jacqueline Bisset ; Don Gordon ; ,17 mars 1969,Bullitt,,Peter Yates ; ,"3,9"
25,Emmanuelle Béart ; Béatrice Dalle ; Soko ; ,21 mars 2012,Bye Bye Blondie,"2,2",Virginie Despentes ; ,"2,7"
26,Philippe Torreton ; Samuel Le Bihan ; Bernard Le Coq ; ,16 octobre 1996,Capitaine Conan,,Bertrand Tavernier ; ,"3,2"
27,James Bell ; Sylvia Syms ; Anna Chancellor ; ,23 juillet 2003,Ce dont rêvent les filles,"2,0",Dennie Gordon ; ,"3,0"
28,Jean-Paul Belmondo ; Lino Ventura ; Bernard Blier ; ,17 avril 1964,Cent mille dollars au soleil,,Henri Verneuil ; ,"3,8"
29,Dane Cook ; Jessica Alba ; Dan Fogler ; ,26 décembre 2007,"Charlie, les filles lui disent merci","1,5",Mark Helfrich ; ,"2,5"
30,Cyril Descours ; Audrey Giacomini ; ,23 août 2017,Ciel Rouge,"2,4",Olivier Lorelle ; ,"3,1"
31,Arnas Fedaravicius ; Vilius Tumalavicius ; Eleanor Tomlinson ; ,27 janvier 2017,Clan of Violence,,Gabriele Salvatores ; ,"2,7"
32,Kristin Scott Thomas ; Pio Marmai ; Jean-Philippe Écoffey ; ,2 février 2011,Contre toi,"2,7",Lola Doillon ; ,"2,2"
33,Ralph Brown (II) ; Richard Gere ; Gregory Hines ; ,2 janvier 1985,Cotton Club,,Francis Ford Coppola ; ,"3,4"
34,Isabelle Nanty ; Valentin Bellegarde-Chappe ; Alexandre Medvedev ; ,1 juillet 2017,Couleur Locale,,Coline Serreau ; Samuel Tasinaje ; ,"3,5"
35,Eva Green ; María Valverde ; Juno Temple ; ,30 décembre 2009,Cracks,"2,7",Jordan Scott ; ,"3,5"
36,Harrison Ford ; Willem Dafoe ; Anne Archer ; ,19 octobre 1994,Danger immédiat,,Phillip Noyce ; ,"3,0"
37,Fairuza Balk ; Robin Tunney ; Rachel True ; ,24 juillet 1996,Dangereuse Alliance,,Andrew Fleming ; ,"2,9"
38,Tommy Lee Jones ; Charlize Theron ; Jason Patric ; ,7 novembre 2007,Dans la vallée d'Elah,"3,4",Paul Haggis ; ,"3,5"
39,Patrick J. Exenat ; Laure Azan ; Albert Sezikeye ; ,7 mars 2018,De l’amour sous la haine ?,,Patrick J. Exenat ; Daouidar Saidali ; ,"3,3"
40,Shah Rukh Khan ; Alia Bhatt ; Kunal Kapoor ; ,25 novembre 2016,Dear Zindagi,,Gauri Shinde ; ,"3,6"
41,Luke Goss ; Lauren Cohan ; Sean Bean ; ,1 mars 2011,Death Race 2,,Roel Reiné ; ,"2,3"
42,,11 octobre 2017,Des lois & des hommes,"3,5",Loïc Jourdain ; ,"3,6"
43,Coluche ; Michel Serrault ; Jean Yanne ; ,6 octobre 1982,Deux heures moins le quart avant Jésus-Christ,,Jean Yanne ; ,"2,8"
44,Spencer Tracy ; Sidney Poitier ; Katharine Hepburn ; ,5 février 2002,Devine qui vient dîner...,"2,6",Stanley Kramer ; ,"3,9"
45,Eléonor Klarwein ; Odile Michel ; Coralie Clement ; ,18 septembre 2008,Diabolo Menthe,,Diane Kurys ; ,"3,6"
46,Wilhelmenia Wiggins Fernandez ; Frédéric Andrei ; Jacques Fabbri ; ,11 mars 1981,Diva,,Jean-Jacques Beineix ; ,"3,3"
47,Kevin Costner ; Jennifer Garner ; Denis Leary ; ,11 février 2015,Draft Day,,Ivan Reitman ; ,
48,Beyoncé Knowles ; Jamie Foxx ; Eddie Murphy ; ,28 février 2007,Dreamgirls,"2,8",Bill Condon ; ,"2,6"
49,Sylvester Stallone ; Burt Reynolds ; Kip Pardue ; ,11 juillet 2001,Driven,"2,5",Renny Harlin ; ,"1,7"
50,Isabelle Carré ; Benoît Poelvoorde ; Jonathan Zaccaï ; ,21 septembre 2005,Entre ses mains,"3,5",Anne Fontaine ; ,"2,8"
51,Nicole Kidman ; Matthew Broderick ; Bette Midler ; ,7 juillet 2004,Et l'homme créa la femme,"2,4",Frank Oz ; ,"2,0"
52,Maribel Verdú ; Gael García Bernal ; Ana Lopez Mercado ; ,14 novembre 2001,Et... ta mère aussi !,"3,2",Alfonso Cuarón ; ,"3,3"
53,Blake Jenner ; Ryan Guzman ; Tyler Hoechlin ; ,20 avril 2016,Everybody Wants Some !!,"3,4",Richard Linklater ; ,"2,9"
54,Shah Rukh Khan ; Mariola Jaworska ; Joelle Koissi ; ,15 avril 2016,Fan,,Maneesh Sharma ; ,"3,9"
55,Jeremy Irons ; Geneviève Bujold ; Heidi von Palleske ; ,6 décembre 2000,Faux-Semblants,"5,0",David Cronenberg ; ,"3,6"
56,Emma Bell ; Shawn Ashmore ; Kevin Zegers ; ,13 octobre 2011,Frozen,,Adam Green (VI) ; ,"2,9"
57,Sigourney Weaver ; Bryan Brown ; Julie Harris ; ,25 janvier 1989,Gorilles dans la brume,,Michael Apted ; ,"3,6"
58,Zach Galligan ; Phoebe Cates ; Christopher Lee ; ,22 août 1990,"Gremlins 2, la nouvelle génération",,Joe Dante ; ,"3,4"
59,Ranveer Singh ; Arjun Kapoor ; Priyanka Chopra ; ,14 février 2014,Gunday,,Ali Abbas Zafar ; ,"3,3"
60,Karin Viard ; Laurent Lucas ; Julien Cottereau ; ,3 novembre 1999,Haut les coeurs!,"4,0",Solveig Anspach ; ,"3,5"
61,Pilou Asbæk ; Søren Malling ; Dar Salim ; ,10 juillet 2013,Hijacking,"3,8",Tobias Lindholm ; ,"3,9"
62,Camille Panonacle ; Patrick Chesnais ; Jane Birkin ; ,/,Hiver Rouge,,Xavier Durringer ; ,"3,1"
63,George Clooney ; Jennifer Lopez ; Ving Rhames ; ,2 décembre 1998,Hors d'atteinte,"4,0",Steven Soderbergh ; ,"2,9"
64,Alex Brendemühl ; Irene Montala ; Derek de Lint ; ,10 octobre 2012,Insensibles,"3,3",Juan Carlos Medina ; ,"3,3"
65,Coluche ; Gérard Depardieu ; Dominique Lavanant ; ,3 décembre 1980,Inspecteur la bavure,,Claude Zidi ; ,"3,0"
66,Bekim Fehmiu ; Gordana Jovanovic ; Bata Živojinović ; ,15 novembre 2017,J'ai même rencontré des tziganes heureux,"4,8",Aleksandar Petrovic ; ,"3,3"
67,Robin Williams ; Diane Lane ; Brian Kerwin ; ,11 décembre 1996,Jack,,Francis Ford Coppola ; ,"3,4"
68,Paul Terrry ; Mario Yedidia ; Steven Culp ; ,18 juin 1997,James et la pêche géante,,Henry Selick ; ,"3,3"
69,Michel Blanc ; Medeea Marinescu ; Wladimir Yordanoff ; ,11 janvier 2006,Je vous trouve très beau,"2,6",Isabelle Mergault ; ,"3,2"
70,Aubrey Peeples ; Stefanie Scott ; Aurora Perrineau ; ,13 avril 2016,Jem et les Hologrammes,"2,0",Jon M. Chu ; ,"2,7"
71,Meghan Ory ; Sophia Bush ; Jesse Metcalfe ; ,1 novembre 2006,John Tucker doit mourir,"1,1",Betty Thomas ; ,"2,8"
72,Jeremy Sisto ; David Boreanaz ; Neil Patrick Harris ; ,21 mars 2015,Justice League: The New Frontier,,Dave Bullock ; ,"3,4"
73,Jahking Guillory ; Kofi Siriboe ; Mahershala Ali ; ,14 avril 2017,Kicks,,Justin Tipping ; ,"3,2"
74,Daniel Radcliffe ; Dane DeHaan ; Michael C. Hall ; ,28 septembre 2015,Kill Your Darlings - Obsession meurtrière,,John Krokidas ; ,"3,6"
75,Pål Sverre Valheim Hagen ; Anders Baasmo Christiansen ; Gustaf Skarsgård ; ,1 avril 2015,Kon-Tiki,,Joachim Rønning ; Espen Sandberg ; ,"3,8"
76,Jérémie Renier ; Elio Germano ; Yannick Renier ; ,28 décembre 2016,"L'Ami, François d'Assise et ses frères","3,2",Renaud Fely ; Arnaud Louvet ; ,"3,4"
77,Cabu ; François Cavanna ; Georges Wolinski ; ,22 février 1973,L'An 01,,Jacques Doillon ; Alain Resnais ; Jean Rouch ; ,"3,5"
78,,21 septembre 2017,L'Arbre de l'enfance,,Anne Barth ; ,"3,7"
79,Jean-Paul Belmondo ; Marie-France Pisier ; Rachid Ferrache ; ,27 octobre 1982,L'As des As,,Gérard Oury ; ,"3,0"
80,Eric Lively ; Erica Durance ; Dustin Milligan ; ,17 juillet 2007,L'Effet papillon 2,,John R. Leonetti ; ,"1,4"
81,Gene Hackman ; Al Pacino ; Dorothy Tristan ; ,26 mai 1973,L'Epouvantail,,Jerry Schatzberg ; ,"3,7"
82,Nicole Kidman ; Sean Penn ; Chris McKinney ; ,8 juin 2005,L'Interprète,"3,0",Sydney Pollack ; ,"3,0"
83,Jeanine Forney ; Guy Chapelier ; Sylvie Moreau (III) ; ,16 décembre 1959,La Belle au bois dormant,,Wolfgang Reitherman ; Eric Larson ; Les Clark ; ,"3,8"
84,David Carradine ; Sylvester Stallone ; Mary Woronov ; ,7 avril 2009,La Course à la mort de l'an 2000,,Paul Bartel ; ,"2,7"
85,Vanessa Paradis ; Daniel Auteuil ; Claude Aufaure ; ,31 mars 1999,La Fille sur le Pont,"3,4",Patrice Leconte ; ,"3,5"
86,Bernadette Lafont ; Jean-Pierre Léaud ; Françoise Lebrun ; ,/,La Maman et la Putain,,Jean Eustache ; ,"4,0"
87,Michel Piccoli ; Romy Schneider ; Helmut Griem ; ,14 avril 1982,La Passante du Sans-Souci,,Jacques Rouffio ; ,"3,6"
88,Richard Gere ; Laura Linney ; Debra Messing ; ,17 avril 2002,La Prophétie des ombres,"2,5",Mark Pellington ; ,"2,5"
89,Jennifer Aniston ; Shirley MacLaine ; Mark Ruffalo ; ,11 janvier 2006,La Rumeur court...,"2,4",Rob Reiner ; ,"2,0"
90,Grégoire Colin ; François Levantal ; Fred Ulysse ; ,13 juillet 2011,La Traque,"2,8",Antoine Blossier ; ,"1,9"
91,Élodie Bouchez ; Natacha Régnier ; Grégoire Colin ; ,16 septembre 1998,La vie rêvée des anges,,Erick Zonca ; ,"3,1"
92,Naomi Watts ; Simon Baker ; David Dorfman ; ,30 mars 2005,Le Cercle - The Ring 2,"3,7",Hideo Nakata ; ,"2,2"
93,Harry Hamlin ; Judi Bowker ; Laurence Olivier ; ,8 juillet 1981,Le Choc des titans,,Desmond Davis ; ,"3,5"
94,Gene Tierney ; Don Ameche ; Charles Coburn ; ,26 août 1946,Le Ciel peut attendre,,Ernst Lubitsch ; ,"4,0"
95,Susan Sarandon ; Tommy Lee Jones ; Anthony LaPaglia ; ,7 décembre 1994,Le Client,,Joel Schumacher ; ,"2,9"
96,Emmanuelle Devos ; Pascal Elbé ; Jules Sitruk ; ,4 avril 2012,Le Fils de l'autre,"2,9",Lorraine Levy ; ,"4,0"
97,Miou-Miou ; Lambert Wilson ; Valeria Bruni Tedeschi ; ,30 avril 2008,Le Grand Alibi,"3,0",Pascal Bonitzer ; ,"1,8"
98,Christian Clavier ; Ryan Brodie ; Isabelle Nanty ; ,22 octobre 2014,Le Grimoire d'Arkandias,"2,7",Alexandre Castagnetti ; Julien Simonet ; ,"2,4"
99,Daniel Auteuil ; Mathieu Kassovitz ; Olivier Gourmet ; ,5 septembre 2012,Le Guetteur,"2,0",Michele Placido ; ,"2,6"
100,Manuel Pereiro ; Jacqueline Laurent ; Howard Vernon ; ,/,Le Journal intime d'une nymphomane,,Jesús Franco ; ,"3,2"
101,Vincent Cassel ; Déborah François ; Joséphine Japy ; ,13 juillet 2011,Le Moine,"2,6",Dominik Moll ; ,"2,3"
102,Anthony Starke ; George Clooney ; Karen Mistal ; ,5 novembre 2003,Le Retour des tomates tueuses,,John De Bello ; ,"3,0"
103,Matthew Broderick ; Moira Kelly ; Michelle Horn ; ,3 mars 1999,Le Roi Lion 2: l'Honneur de la Tribu,,Darrell Rooney ; Rob LaDuca ; ,"3,0"
104,Alain Delon ; François Périer ; Nathalie Delon ; ,25 octobre 1967,Le Samouraï,,Jean-Pierre Melville ; ,"3,9"
105,Garrett Wareing ; Dustin Hoffman ; Kathy Bates ; ,16 septembre 2015,Le Virtuose,,François Girard ; ,"3,7"
106,Lamberto Maggiorani ; Enzo Staiola ; Lianella Carell ; ,26 août 1949,Le Voleur de bicyclette,"4,8",Vittorio De Sica ; ,"4,1"
107,Karlheinz Böhm ; Moira Shearer ; Anna Massey ; ,16 novembre 1999,Le Voyeur,,Michael Powell ; ,"3,8"
108,Ioan Gruffudd ; Jessica Alba ; Michael Chiklis ; ,20 juillet 2005,Les 4 Fantastiques,"3,0",Tim Story ; ,"2,8"
109,Lino Ventura ; Francis Blanche ; Bernard Blier ; ,10 décembre 1964,Les Barbouzes,,Georges Lautner ; ,"3,8"
110,Roy Scheider ; Lorraine Gary ; Murray Hamilton ; ,22 mai 2001,Les Dents de la mer 2,,Jeannot Szwarc ; ,"2,0"
111,Lee Marvin ; Ernest Borgnine ; Charles Bronson ; ,27 septembre 1967,Les Douze salopards,"5,0",Robert Aldrich ; ,"3,9"
112,Jean-Pierre Marielle ; Claude Piéplu ; Jeanne Goupil ; ,20 août 1975,Les Galettes de Pont-Aven,,Joël Seria ; ,"3,5"
113,Dorsey Wright ; Roger Hill ; Michael Beck ; ,/,Les Guerriers de la nuit,,Walter Hill ; ,"3,8"
114,Raymond Aubrac ; Robert Chambeiron ; Daniel Cordier ; ,6 novembre 2013,Les jours heureux,"3,6",Gilles Perret ; ,"3,8"
115,Ryan Gosling ; George Clooney ; Philip Seymour Hoffman ; ,26 octobre 2011,Les Marches du Pouvoir,"3,3",George Clooney ; ,"3,5"
116,Scott Bairstow ; Charmaine Craig ; Al Harrington ; ,18 mars 2017,Les Nouvelles Aventures de Croc-Blanc,,Ken Olin ; ,"3,2"
117,Donal Logue ; Winona Ryder ; Trini Alvarado ; ,3 mai 1995,Les Quatre Filles du docteur March,,Gillian Armstrong ; ,"3,3"
118,Didier Bourdon ; Bernard Campan ; Pascal Légitimus ; ,12 décembre 2001,Les rois mages,"2,8",Didier Bourdon ; Bernard Campan ; ,"2,1"
119,Vincent Lindon ; Chiara Mastroianni ; Julie Bataille ; ,7 août 2013,Les Salauds,"2,9",Claire Denis ; ,"1,7"
120,Neil Patrick Harris ; Brendan Gleeson ; Jayma Mays ; ,31 juillet 2013,Les Schtroumpfs 2,"2,0",Raja Gosnell ; ,"3,2"
121,Lee Seung-yeon ; Jae Hee ; Kwon Hyuk-ho ; ,13 avril 2005,Locataires,"4,1",Kim Ki-duk ; ,"3,9"
122,Famke Janssen ; Jon Favreau ; Noah Emmerich ; ,26 juillet 2000,Love & Sex,"3,2",Valerie Breiman ; ,"3,3"
123,Jean Reno ; Tobias Moretti ; Manuel Camacho ; ,6 juillet 2016,L’ Aigle et l’Enfant,"2,9",Gerardo Olivares ; Otmar Penker ; ,"3,8"
124,Donald Sutherland ; Elliott Gould ; Tom Skerritt ; ,1 mai 1970,M.A.S.H.,"3,0",Robert Altman ; ,"3,5"
125,Jean Lefebvre ; Pierre Mondy ; Aldo Maccione ; ,13 décembre 1973,Mais où est donc passée la septième compagnie ?,,Robert Lamoureux ; ,"3,5"
126,James Wolk ; Constance Barron ; Michael Donovan ; ,22 novembre 2016,Mercy,,Chris Sparling ; ,"2,0"
127,Ange Dargent ; Théophile Baquet ; Audrey Tautou ; ,8 juillet 2015,Microbe et Gasoil,"4,0",Michel Gondry ; ,"3,6"
128,Michael Nyqvist ; Noomi Rapace ; Lena Endre ; ,28 juillet 2010,Millénium 3 - La Reine dans le palais des courants d'air,"3,1",Daniel Alfredson ; ,"3,8"
129,Renée Zellweger ; Ewan McGregor ; Emily Watson ; ,28 mars 2007,Miss Potter,"2,4",Chris Noonan ; ,"2,8"
130,Sam Rockwell ; Penélope Cruz ; Tracy Morgan ; ,14 octobre 2009,Mission-G,"2,6",Hoyt Yeatman ; ,"2,4"
131,Steven Seagal ; Pam Grier ; Henry Silva ; ,6 août 1988,Nico,,Andrew Davis ; ,"2,8"
132,Claude Brasseur ; Victor Lanoux ; Guy Bedos ; ,9 novembre 1977,Nous irons tous au paradis,,Yves Robert ; ,"3,4"
133,Ikue Ôtani ; Hiroaki Hirata ; Yûichi Nagashima ; ,24 août 2011,One Piece - Strong World,"3,1",Munehisa Sakai ; ,"4,2"
134,Liam Hemsworth ; Harrison Ford ; Gary Oldman ; ,1 août 2015,Paranoïa,,Robert Luketic ; ,"2,8"
135,Ed Harris ; David Duchovny ; William Fichtner ; ,22 juillet 2013,Phantom,,Todd Robinson ; ,"2,5"
136,Walter Pidgeon ; Anne Francis ; Leslie Nielsen ; ,24 avril 1957,Planète interdite,"4,5",Fred M. Wilcox ; ,"3,9"
137,Julien Doré ; Grégory Gadebois ; Jonathan Cohen ; ,5 juin 2013,Pop Redemption,"2,6",Martin Le Gall ; ,"3,2"
138,,/,Pornocratie,,Ovidie ; ,"3,2"
139,Jean Poiret ; Stéphane Audran ; Michel Bouquet ; ,10 avril 1985,Poulet au vinaigre,,Claude Chabrol ; ,"3,2"
140,Denzel Washington ; Kelly Lynch ; Russell Crowe ; ,17 janvier 1996,Programmé pour tuer,,Brett Leonard ; ,"2,3"
141,Vincent Lindon ; Hélène Vincent ; Emmanuelle Seigner ; ,19 septembre 2012,Quelques heures de printemps,"3,6",Stéphane Brizé ; ,"3,3"
142,Michel Bouquet ; Christa Théret ; Vincent Rottiers ; ,2 janvier 2013,Renoir,"3,4",Gilles Bourdos ; ,"3,0"
143,Milla Jovovich ; Michelle Rodriguez ; Kevin Durand ; ,26 septembre 2012,Resident Evil: Retribution,"1,9",Paul W.S. Anderson ; ,"2,2"
144,Valentin Lelong-Darmon ; Shulamit Adar ; Gilles Cohen ; ,22 décembre 2004,Rois & reine,"4,8",Arnaud Desplechin ; ,"3,2"
145,Benjamin Lavernhe ; Elisa Ruschke ; Aïssa Maïga ; ,23 novembre 2016,Rupture pour tous,"2,6",Eric Capitaine ; ,"3,1"
146,Tobin Bell ; Costas Mandylor ; Scott Patterson ; ,5 novembre 2008,Saw 5,"1,5",David Hackl ; ,"2,5"
147,Anna Faris ; Anthony Anderson ; Leslie Nielsen ; ,24 décembre 2003,Scary Movie 3,"3,1",David Zucker ; ,"2,1"
148,Yolande Moreau ; Ulrich Tukur ; Anne Bennent ; ,1 octobre 2008,Séraphine,"3,6",Martin Provost ; ,"3,7"
149,Paul Giamatti ; Thomas Haden Church ; Virginia Madsen ; ,9 février 2005,Sideways,"4,0",Alexander Payne ; ,"3,3"
150,Ethan Peck ; India Eisley ; Natalie Hall ; ,29 juillet 2016,Sleeping Beauty,,Pearry Reginald Teo ; ,"2,7"
151,Michael Vartan ; Radha Mitchell ; Sam Worthington ; ,13 août 2008,Solitaire,"2,5",Greg McLean ; ,"2,6"
152,Nastassja Kinski ; Peter Firth ; Leigh Lawson ; ,31 octobre 1979,Tess,"5,0",Roman Polanski ; ,"3,6"
153,Ralph Fiennes ; Rachel Weisz ; Danny Huston ; ,28 décembre 2005,The Constant Gardener,"3,5",Fernando Meirelles ; ,"3,8"
154,Timothy Olyphant ; Radha Mitchell ; Danielle Panabaker ; ,9 juin 2010,The Crazies,"2,4",Breck Eisner ; ,"2,7"
155,Tahar Rahim ; Simon Abkarian ; Makram Khoury ; ,14 janvier 2015,The Cut,"2,1",Fatih Akin ; ,"3,7"
156,Ethan Embry ; Shiri Appleby ; Kiara Glasco ; ,/,The Devil's Candy,,Sean Byrne ; ,"2,5"
157,Adrien Brody ; Keira Knightley ; Kris Kristofferson ; ,24 août 2005,The Jacket,"2,8",John Maybury ; ,"3,4"
158,Michelle Yeoh ; David Thewlis ; Benedict Wong ; ,30 novembre 2011,The Lady,"2,4",Luc Besson ; ,"3,9"
159,James Earl Jones ; Casey Tutton ; Jennifer Lawrence ; ,/,The Poker House,,Lori Petty ; ,"3,8"
160,Noa Koler ; Amos Tamam ; Oz Zehavi ; ,27 décembre 2017,The Wedding Plan,"3,1",Rama Burshtein ; ,"3,6"
161,Kevin Costner ; Bruce Greenwood ; Drake Cook ; ,10 octobre 2001,Treize jours,"3,5",Roger Donaldson ; ,"3,1"
162,Lola Creton ; Sebastian Urzendowsky ; Magne Havard Brekke ; ,6 juillet 2011,Un amour de jeunesse,"3,8",Mia Hansen-Løve ; ,"2,6"
163,Jean Dujardin ; Marie-Josée Croze ; Sandrine Kiberlain ; ,15 décembre 2010,Un balcon sur la mer,"3,2",Nicole Garcia ; ,"2,5"
164,Robert De Niro ; Katherine Heigl ; Diane Keaton ; ,22 mai 2013,Un Grand Mariage,"1,4",Justin Zackham ; ,"2,4"
165,Isabelle Huppert ; François Cluzet ; Marie Trintignant ; ,21 septembre 1988,Une affaire de femmes,,Claude Chabrol ; ,"3,6"
166,JoeyStarr ; Virginie Ledoyen ; Jasmine Trinca ; ,22 janvier 2014,Une autre vie,"2,4",Emmanuel Mouret ; ,"2,2"
167,Alexandra Paul ; Linden Ashby ; Michele Greene ; ,/,Une femme aux abois,,Morrie Ruvinsky ; ,"3,1"
168,Kim Delaney ; Kyle Secor ; Cristian de la Fuente ; ,/,Une Femme infidèle,,Harry Winer ; ,"3,0"
169,Sophia Loren ; Marcello Mastroianni ; John Vernon ; ,7 septembre 1977,Une journée particulière,"5,0",Ettore Scola ; ,"4,1"
170,Nicolas Cage ; Cody Walker ; Tom Sizemore ; ,/,USS Indianapolis,,Mario Van Peebles ; ,"2,7"
171,Emmanuelle Devos ; Sandrine Kiberlain ; Olivier Gourmet ; ,6 novembre 2013,Violette,"3,5",Martin Provost ; ,"2,6"
172,Shah Rukh Khan ; Arjun Rampal ; Kareena Kapoor ; ,24 juillet 2013,Voltage,,Anubhav Sinha ; ,"2,1"
173,Abbie Cornish ; Andrea Riseborough ; James d'Arcy ; ,9 mai 2012,W.E.,"1,8",Madonna ; ,"3,5"
174,Michael Mann ; Peter Bogdanovich ; Paul Schrader ; ,8 novembre 2017,We Blew It,"3,7",Jean-Baptiste Thoret ; ,"3,3"
175,Nicolas Cage ; Adam Beach ; Christian Slater ; ,4 septembre 2002,"Windtalkers, les messagers du vent","3,3",John Woo ; ,"2,9"
176,Nicolas Cage ; Tom Wright ; Michael Peña ; ,20 septembre 2006,World Trade Center,"2,0",Oliver Stone ; ,"2,2"
177,Luke Goss ; Robert Davi ; Patricia De Leon ; ,1 décembre 2017,Your Move,,Luke Goss ; ,
178,Catherine Demongeot ; Philippe Noiret ; Hubert Deschamps ; ,31 octobre 1960,Zazie dans le métro,,Louis Malle ; ,"3,1"
179,Channing Tatum ; Rosario Dawson ; Chris Pratt ; ,20 mai 2017,10 ans déjà,,Jamie Linden ; ,"2,5"
180,Sheri Moon Zombie ; Malcolm McDowell ; Elizabeth Daily ; ,9 décembre 2016,31,,Rob Zombie ; ,
181,Josh Hutcherson ; Emir Kusturica ; Daniel Brühl ; ,30 mai 2012,7 jours à la Havane,"1,9",Benicio Del Toro ; Pablo Trapero ; Julio Medem ; ,"3,1"
182,Rod Steiger ; Fay Spain ; James Gregory ; ,23 mars 2009,Al Capone,,Richard Wilson ; ,"3,1"
183,Richard Dreyfuss ; Ron Howard ; Paul Le Mat ; ,1 mars 1974,American Graffiti,"3,0",George Lucas ; ,"3,4"
184,Stephen Dorff ; Eddie Griffin ; Luis Da Silva Jr. ; ,8 juin 2016,American Hero,"3,1",Nick Love ; ,"2,4"
185,Birte Schnoeink ; Christian Friedel ; Stephan Grossmann ; ,4 février 2015,Amour Fou,"3,8",Jessica Hausner ; ,"3,0"
186,Isabelle Carré ; Gilbert Melki ; Anne Consigny ; ,11 avril 2007,Anna M.,"3,8",Michel Spinosa ; ,"2,9"
187,Denzel Washington ; Derek Luke ; Joy Bryant ; ,16 avril 2003,Antwone Fisher,"2,9",Denzel Washington ; ,"3,6"
188,Emiliano Redondo ; Alberto Fernandez ; José María Tasso ; ,3 novembre 2004,Attache-moi !,,Pedro Almodóvar ; ,"3,2"
189,Jean-Pierre Bacri ; Vincent Rottiers ; Ludmila Mikaël ; ,2 mars 2011,Avant l'aube,"3,5",Raphaël Jacoulot ; ,"3,1"
190,Harvey Keitel ; Frankie Thorn ; Victor Argo ; ,10 mars 1993,Bad Lieutenant,,Abel Ferrara ; ,"3,5"
191,Peter Jackson ; Terry Potter ; Pete O'Herne ; ,24 août 1988,Bad Taste,,Peter Jackson ; ,"3,4"
