,actors,date,genres,movie,press_rating,producers,spectators_rating
40,Jean Worms ; Marcel André ; Jacques Gretillat ; ,8 juin 1937,Comédie ; ,Gribouille,,Marc Allégret ; ,2.9
41,Adam Brody ; Mike Vogel ; Jennifer Morrison ; ,/,Comédie ; Aventure ; ,Grind,,Casey La Scala ; ,3.4
42,Jean Gabin ; Mireille Balin ; René Lefèvre ; ,15 septembre 1937,Drame ; Romance ; Guerre ; ,Gueule d'amour,,Jean Gremillon ; ,3.9
43,Callan McAuliffe ; Lorraine Nicholson ; Daniel Eric Gold ; ,18 novembre 2015,Thriller ; ,Hacker,,Akan Satayev ; ,2.8
44,David Chappelle ; Guillermo Diaz ; Jim Breuer ; ,15 février 2005,Comédie ; ,Half Baked,,Tamra Davis ; ,3.5
45,Demi Moore ; Henry Ian Cusick ; Beans El-Balawi ; ,6 décembre 2006,Thriller ; Romance ; ,Half Light,1.8,Craig Rosenberg ; ,2.4
46,Selim Boughedir ; Rabiaa Ben Abdallah ; Mohamed Driss ; ,9 avril 2003,Comédie ; ,"Halfaouine, l'enfant des terrasses",,Férid Boughedir ; ,3.7
47,Jamie Lee Curtis ; Donald Pleasence ; Charles Cyphers ; ,16 juin 1982,Epouvante-horreur ; Thriller ; ,Halloween 2,,Rick Rosenthal ; ,2.7
48,Donald Pleasence ; Michael Pataki ; Beau Starr ; ,22 mars 1999,Epouvante-horreur ; ,Halloween 4,,Dwight H. Little ; ,2.2
49,Donald Pleasence ; Ellie Cornell ; Matthew Walker ; ,5 octobre 2006,Epouvante-horreur ; Thriller ; ,Halloween 5 : La Revanche de Michael Myers,,Dominique Othenin-Girard ; ,1.8
50,Miyuki Sawashiro ; Reina Ueda ; Yoshiko Sakakibara ; ,24 août 2016,Animation ; Science fiction ; ,Hâmonî,,Takashi Nakamura ; Michael Arias ; ,3.2
51,Robert Cavanah ; Tabu ; Nathalie Auffret ; ,20 octobre 2008,Aventure ; ,Hanuman,,Frédéric Fougea ; ,2.7
52,Villmar Björkman ; Linnea Cart-Lamy ; Leif Edlund ; ,29 avril 2009,Comédie dramatique ; Drame ; ,Happy Sweden,2.5,Ruben Östlund ; ,2.9
53,,5 octobre 2016,Biopic ; Documentaire ; ,Happy Valley,,Amir Bar-Lev ; ,
54,Cuba Gooding Jr. ; Val Kilmer ; Tatiana Maslany ; ,19 novembre 2009,Action ; Science fiction ; ,Hardwired,,Ernie Barbarash ; ,2.3
55,Woody Allen ; Caroline Aaron ; Kirstie Alley ; ,21 janvier 1998,Comédie ; ,Harry dans tous ses états,,Woody Allen ; ,3.3
56,Joe Dallesandro ; Sylvia Miles ; Andrea Feldman ; ,16 avril 2003,Comédie dramatique ; ,Heat,,Paul Morrissey ; ,3.5
57,Pruitt Taylor Vince ; Shelley Winters ; Liv Tyler ; ,6 mai 1998,Comédie dramatique ; ,Heavy,,James Mangold ; ,3.2
58,Elsbeth Sigmund ; Heinrich Gretler ; Thomas Klameth ; ,15 octobre 2011,Drame ; Famille ; ,Heidi,,Luigi Comencini ; ,3.1
59,,21 décembre 2011,Documentaire ; Guerre ; ,Hell and Back Again,3.4,Danfung Dennis ; ,3.1
60,Kevin Bernhardt ; Terry Farrell ; Ken Carpenter ; ,5 janvier 2003,Epouvante-horreur ; ,Hellraiser 3,,Anthony Hickox ; ,2.1
61,Jon Gries ; Steve Railsback ; George DiCenzo ; ,20 avril 2004,Judiciaire ; Drame ; Epouvante-horreur ; ,Helter Skelter,,Tom Gries ; ,
62,Ray Winstone ; Joss Ackland ; Sid Mitchell ; ,/,Drame ; ,Henry VIII,,Pete Travis ; ,3.2
63,Chao Deng ; Heng Fu ; Jun Hu ; ,1 octobre 2008,Guerre ; Drame ; ,Héros de guerre,,Jingchu Zhang ; ,3.1
64,Luke Goss ; Tyler Johnston ; Michael Eklund ; ,6 août 2013,Thriller ; ,Hit Fast,,Justin Donnelly ; ,2.5
65,Dominic Darceuil ; David Boutin ; Ronald Houle ; ,/,Drame ; Policier ; ,Hochelaga,,Michel Jetté ; ,3.3
66,Quentin Tarantino ; Steven Spielberg ; Jan-Michael Vincent ; ,/,Documentaire ; ,Hollywood Don't Surf!,,Sam George ; Greg MacGillivray ; ,3.2
67,,10 février 2016,Documentaire ; ,Homeland : Irak année zéro - partie 2  / Après la bataille,4.5,Abbas Fahdel ; ,4.3
68,Colin Firth ; Heather Graham ; Minnie Driver ; ,20 juin 2004,Comédie ; Romance ; ,Hope Springs,,Mark Herman ; ,2.2
69,Andy Samberg ; Jorma Taccone ; Brittney Irvin ; ,22 août 2007,Comédie ; ,Hot Rod,,Akiva Schaffer ; ,3.2
70,Freddie Prinze Jr. ; Jessica Biel ; Fred Ward ; ,25 septembre 2002,Comédie ; Romance ; ,Hot summer,,Michael Tollin ; ,2.6
71,Gwyneth Paltrow ; Kelly Preston ; Christina Applegate ; ,1 octobre 2003,Comédie ; Romance ; ,Hôtesse à tout prix,2.2,Bruno Barreto ; ,1.9
72,Emmanuelle Vaugier ; Ed Quinn ; Sticky Fingaz ; ,24 octobre 2006,Epouvante-horreur ; ,House of the Dead 2,,Michael Hurst ; ,1.8
73,Claudia Gerini ; Catherine Mouchet ; Olivier Sitruk ; ,13 juin 2001,Comédie ; Policier ; ,HS Hors Service,2.5,Jean-Paul Lilienfeld ; ,2.3
74,Arletty ; Yves Deniaud ; Nicole Courcel ; ,/,Drame ; ,Huis clos,,Jacqueline Audry ; ,3.2
75,Tom Shadyac ; Marc Ian Barasch ; Coleman Barks ; ,1 mai 2013,Documentaire ; ,I Am,,Tom Shadyac ; ,3.3
76,Je-Hoon Lee ; Mun-hee Na ; Sung Yoo-bin ; ,/,Comédie dramatique ; ,I Can Speak,,Hyun-seok Kim ; ,3.2
77,Zhao Tao ; Hsiao-Hsien Hou ; Wong Kar-Wai ; ,19 janvier 2011,Documentaire ; ,"I Wish I Knew, histoires de Shanghai",3.5,Zhang-ke Jia ; ,2.8
78,Kurumi Mamiya ; Junko Minagawa ; Yûko Ohshima ; ,17 août 2011,Science fiction ; Animation ; Fantastique ; ,Ice,,Makoto Kobayashi ; ,3.0
79,Andrew MacVicar ; Taylor Firth ; Rob Mayes ; ,11 mars 2010,Drame ; Romance ; ,Ice Castles 2 : château de glace,,Donald Wrye ; ,3.6
80,Mark Moses ; Camille Sullivan ; Kaj-Erik Eriksen ; ,24 avril 2010,Science fiction ; ,Ice Twisters - Tornades de glace,,Steven R. Monroe ; ,2.3
81,Haruka Ayase ; Takao Osawa ; Shido Nakamura ; ,8 juin 2011,Action ; ,"Ichi, la femme samouraï",,Fumihiko Sori ; ,3.1
82,Serenay Sarıkaya ; Nejat İşler ; Zerrin Tekindor ; ,/,Romance ; ,İkimizin Yerine,,Umur Turagay ; ,3.1
83,Vittorio Gassman ; Dorian Gray ; Anna-Maria Ferrero ; ,17 juin 2008,Comédie ; ,Il Mattatore (L'homme aux cent visages),,Dino Risi ; ,3.8
84,,/,Thriller ; ,Illuminatis,,Paul Anthony (III) ; ,3.1
85,Lake Bell ; Fred Melamed ; Ken Marino ; ,22 janvier 2014,Comédie ; ,In A World...,,Lake Bell ; ,2.6
86,Sharunas Bartas ; Erwan Ribard ; Klavdiya Korshunova ; ,8 décembre 2010,Drame ; ,Indigène d'Eurasie,2.8,Sharunas Bartas ; ,2.8
87,Jean-Claude Van Damme ; Pat Morita ; Danny Trejo ; ,5 septembre 2002,Action ; Drame ; Romance ; ,Inferno,,John G. Avildsen ; ,2.4
88,Robert Klein ; Ramsey Faragallah ; Brian McConnachie ; ,23 juillet 2003,Drame ; ,Influences,2.4,Daniel Algrant ; ,2.2
89,Jennifer Batter ; Jeremy Make ; Jeffrey Richardson ; ,/,Action ; Fantastique ; Science fiction ; ,Ink,,Jamin Winans ; ,3.8
90,James Marsden ; Gary Oldman ; Christopher Lloyd ; ,/,Comédie dramatique ; Aventure ; ,Interstate 60,,Bob Gale ; ,3.5
91,Luke Perry ; Kim Cattrall ; Rebecca Gayheart ; ,14 décembre 2006,Science fiction ; Thriller ; ,Invasion,,Armand Mastroianni ; ,3.4
92,Yves Montand ; Olivier Martinez ; Sekkou Sall ; ,12 juin 1992,Drame ; ,IP5: L'île aux pachydermes,,Jean-Jacques Beineix ; ,3.2
93,,28 octobre 2009,Documentaire ; ,Irène,4.4,Alain Cavalier ; ,2.9
94,Yu Rongguang ; Donnie Yen ; Jean Wang ; ,25 août 2009,Action ; Drame ; ,Iron Monkey,,Woo-Ping Yuen ; ,3.0
95,Vanessa Redgrave ; James Fox ; Jason Robards ; ,29 novembre 2010,Comédie dramatique ; ,Isadora,,Karel Reisz ; ,3.0
96,Jean-Pierre Léaud ; Margi Clarke ; Serge Reggiani ; ,9 janvier 1991,Comédie dramatique ; ,J'ai engagé un tueur,,Aki Kaurismäki ; ,3.7
97,Yekaterina Golubeva ; Béatrice Dalle ; Alex Descas ; ,25 mai 1994,Drame ; Thriller ; ,J'ai pas sommeil,,Claire Denis ; ,2.9
98,Jean-Pierre Darroussin ; Emmanuelle Devos ; Eric Caravaca ; ,21 mars 2007,Comédie dramatique ; ,J'attends quelqu'un,3.7,Jérôme Bonnell ; ,1.9
99,Kareena Kapoor ; Shahid Kapur ; Saumya Tandon ; ,2 août 2017,Comédie ; Romance ; ,Jab We Met,,Imtiaz Ali ; ,3.4
100,AnnaSophia Robb ; Famke Janssen ; Richardson Taylor ; ,/,Drame ; ,Jack of the Red Hearts,,Janet Grillo ; ,3.2
101,Rick Ducommun ; Russell Ferrier ; Lomax Study ; ,22 août 2001,Comédie ; ,"Jack, roi de la glisse",,Robert Vince ; ,3.2
102,Johnny Knoxville ; Chris Pontius ; Spike Jonze ; ,26 mars 2008,Documentaire ; Comédie ; ,Jackass 2.5,,Jeff Tremaine ; ,3.1
103,Jason Acuña ; Johnny Knoxville ; Ryan Dunn ; ,24 août 2011,Comédie ; Documentaire ; ,Jackass 3.5,,Jeff Tremaine ; ,3.5
104,Bruce Lee ; Bruce Willis ; Arthur Miller ; ,/,Documentaire ; ,Jackie Chan : My Story,,Jackie Chan ; ,2.9
105,Jackie Chan ; Shu Qi ; Tony Leung Chiu Wai ; ,14 septembre 2000,Action ; Comédie ; Romance ; ,Jackie Chan à Hong Kong,,Vincent Kok ; ,3.3
106,Jacques Mesrine ; ,13 mars 2013,Documentaire ; ,Jacques Mesrine: profession ennemi public,,Hervé Palud ; ,3.1
107,Céline Tran ; Laurent Plancel ; ,/,Action ; Thriller ; ,Jailbreak,,,2.9
108,Christopher Abbott ; Cynthia Nixon ; Scott Mescudi ; ,30 août 2016,Drame ; ,James White,,Josh Mond ; ,3.2
109,Alba Gaia Bellugi ; Stéphane Freiss ; Yolande Moreau ; ,15 novembre 2006,Comédie dramatique ; ,Je m'appelle Elisabeth,2.6,Jean-Pierre Améris ; ,3.3
110,Romain Duris ; Rona Hartner ; Ouassini Embarek ; ,24 mars 1999,Comédie dramatique ; ,Je suis né d'une cigogne,3.2,Tony Gatlif ; ,3.3
111,François Cluzet ; Karin Viard ; Bernard Giraudeau ; ,11 août 2004,Thriller ; ,Je suis un assassin,3.0,Thomas Vincent ; ,2.4
112,Catherine Deneuve ; Jean-Louis Trintignant ; Gérard Depardieu ; ,17 décembre 1980,Comédie dramatique ; ,Je vous aime,,Claude Berri ; ,3.2
113,Margherita Buy ; Stefano Accorsi ; Fabrizia Sacchi ; ,9 juillet 2014,Comédie ; Romance ; ,Je voyage seule,3.3,Maria Sole Tognazzi ; ,3.3
114,Tomi Ungerer ; Katharina Thalbach ; Ulrich Tukur ; ,19 décembre 2012,Animation ; ,Jean de la Lune,3.8,Stephan Schesch ; Sarah Clara Weber ; ,3.5
115,Jacques Doniol-Valcroze ; Henri Storck ; Delphine Seyrig ; ,21 janvier 1976,Drame ; ,"Jeanne Dielman 23, Quai Du Commerce, 1080 Bruxelles",,Chantal Akerman ; ,3.6
116,Jason Segel ; Ed Helms ; Susan Sarandon ; ,26 septembre 2012,Comédie dramatique ; ,"Jeff, Who Lives at Home",,Jay Duplass ; Mark Duplass ; ,3.1
117,Derrick de Marney ; Nova Pilbeam ; Percy Marmont ; ,23 octobre 2000,Policier ; Thriller ; ,Jeune et innocent,5.0,Alfred Hitchcock ; ,3.7
118,Atli Oskar Fjalarsson ; Hreindís Ylva Garðarsdóttir ; Haraldur Ari Stefánsson ; ,20 juin 2012,Drame ; ,Jitters,2.9,Baldvin Zophoníasson ; ,3.8
119,Warren Beatty ; Julie Christie ; Rene Auberjonois ; ,19 décembre 1971,Western ; Drame ; ,John McCabe,4.7,Robert Altman ; ,3.8
120,Ulrich Tukur ; Daniel Brühl ; Steve Buscemi ; ,27 avril 2011,Historique ; Drame ; Biopic ; ,John Rabe,2.8,Florian Gallenberger ; ,3.6
121,Andrew McCarthy ; Nigel Havers ; Barbara De Rossi ; ,9 mai 1990,Drame ; ,Jours tranquilles à Clichy,,Claude Chabrol ; ,2.3
122,Claudia Udy ; Kenneth Le Galois ; Claire Nadeau ; ,27 juillet 1983,Erotique ; ,Joy,,Sergio Bergonzelli ; ,2.7
123,Jenny Runacre ; Nell Campbell ; Ian Charleson ; ,21 juin 2017,Drame ; ,Jubilee,,Derek Jarman ; ,3.2
124,Charlie David ; Richard Harmon ; Genevieve Buechner ; ,14 mars 2012,Drame ; ,Judas Kiss,,J.T. Tepnapa ; ,3.2
125,Marlon Brando ; James Mason ; John Gielgud ; ,16 octobre 1953,Péplum ; Drame ; Historique ; ,Jules César,,Joseph L. Mankiewicz ; ,3.8
126,Jane Fonda ; Vanessa Redgrave ; Meryl Streep ; ,18 mars 2014,Drame ; ,Julia,,Fred Zinnemann ; ,3.5
127,Angela Bassett ; Paula Patton ; Laz Alonso ; ,9 février 2016,Comédie dramatique ; ,Jumping the Broom,,Salim Akil ; ,3.4
128,Kennedy Brice ; Victoria Pratt ; Eddie Jemison ; ,/,Epouvante-horreur ; Science fiction ; ,June,,L. Gustavo Cooper ; ,2.8
129,Amy Adams ; Embeth Davidtz ; Ben McKenzie ; ,/,Drame ; ,Junebug,,Phil Morrison ; ,2.9
130,Eloise Mumford ; Michael Stahl-David ; Christopher Lloyd ; ,17 mars 2017,Comédie ; Romance ; ,Juste à temps pour Noël	,,Sean McNamara ; ,2.9
131,Stuart Allan ; Jon Bernthal ; Taissa Farmiga ; ,13 avril 2016,Animation ; Action ; Fantastique ; ,Justice League vs. Teen Titans,,Sam Liu ; ,3.6
132,Shiva ; Jiiva ; Jai ; ,9 février 2018,Comédie ; Comédie musicale ; ,Kalakalappu 2,,Sundar C. ; ,
133,Franco Nero ; Woody Strode ; William Berger ; ,3 août 2004,Western ; Drame ; Action ; ,Keoma,,Enzo G. Castellari ; ,3.8
134,Paul Walker ; Laurence Fishburne ; Olivia Wilde ; ,11 juillet 2011,Policier ; ,Kill Bobby Z,,John Herzfeld ; ,2.6
135,Steve Austin ; Dolph Lundgren ; Eric Keenleyside ; ,1 juillet 2013,Action ; ,Killers Game / Dette de sang,,Jesse V. Johnson ; ,2.4
136,Diane Lane ; Thomas Jane ; Mickey Rourke ; ,2 mars 2010,Thriller ; ,Killshot,,John Madden ; ,2.2
137,Michael Douglas ; Evan Rachel Wood ; Willis Burks II ; ,12 septembre 2007,Comédie ; ,King of California,2.7,Mike Cahill ; ,2.6
138,Ry Barrett ; Camille Hollett-French ; Jason Martorino ; ,1 octobre 2014,Epouvante-horreur ; ,Kingdom Come,,Greg A. Sager ; ,2.0
139,Woody Harrelson ; Randy Quaid ; Vanessa Angel ; ,/,Comédie ; ,Kingpin,,Bobby Farrelly ; Peter Farrelly ; ,3.6
140,Çağlar Çorumlu ; Büşra Pekin ; Ersin Korkut ; ,26 août 2017,Comédie ; Science fiction ; ,Kolonya Cumhuriyeti,,Murat Kepez ; ,3.1
141,,/,Documentaire ; Guerre ; ,Korengal,,Sebastian Junger ; ,3.0
142,Fernando Ramallo ; Jordi Vilches ; Marieta Orozco ; ,4 avril 2001,Comédie dramatique ; ,Krampack,3.6,Cesc Gay ; ,2.9
143,Simone Signoret ; Francis Huster ; Edith Clever ; ,24 janvier 1979,Drame ; ,L'Adolescente,,Jeanne Moreau ; ,3.0
144,Kate Beckinsale ; Nick Nolte ; Anna Anissimova ; ,14 novembre 2014,Drame ; Policier ; ,L'Affaire Cate McCall,,Karen Moncrieff ; ,3.5
145,James Mason ; Danielle Darrieux ; Michael Rennie ; ,20 juin 1952,Espionnage ; Drame ; Thriller ; ,L'Affaire Cicéron,5.0,Joseph L. Mankiewicz ; ,4.0
146,Anthony Hopkins ; Dean Jagger ; Cliff De Young ; ,/,Divers ; ,L'Affaire Lindbergh,,Buzz Kulik ; ,3.0
147,Errol Flynn ; Brenda Marshall ; Claude Rains ; ,7 juin 2006,Aventure ; Romance ; Action ; ,L'Aigle des mers,,Michael Curtiz ; ,3.8
148,Richard Bohringer ; Konstantin Khabensky ; Sergey Bezrukov ; ,7 juillet 2010,Drame ; Historique ; ,L'Amiral,,Andreï Kravtchouk ; ,3.5
149,Sam Jaeger ; Victor Garber ; Bree Turner ; ,12 décembre 2012,Romance ; Comédie ; ,L'Amour au compteur,,Sam Jaeger ; ,3.3
150,Stephen Fry ; Gene Saks ; Joseph Maher ; ,26 juillet 1995,Comédie ; Romance ; ,L'Amour en équation,,Fred Schepisi ; ,2.8
151,Jean-Pierre Léaud ; Marie-France Pisier ; Claude Jade ; ,/,Comédie ; Romance ; ,L'Amour en Fuite,,François Truffaut ; ,3.7
152,Elvis Presley ; Ann-Margret ; Cesare Danova ; ,26 janvier 2005,Comédie musicale ; Romance ; ,L'Amour en quatrième vitesse,,George Sidney ; ,3.5
153,Vivica A. Fox ; Morris Chestnut ; Anthony Anderson ; ,29 novembre 2002,Comédie ; ,L'Amour n'est qu'un jeu,,Mark Brown ; ,3.4
154,Zoë Lund ; Albert Sinkys ; Darlene Stuto ; ,18 août 1982,Thriller ; ,L'Ange de la vengeance,,Abel Ferrara ; ,3.2
155,Ariane Ascaride ; Jean-Pierre Darroussin ; Pierre Banderet ; ,14 avril 1993,Comédie dramatique ; ,L'Argent Fait le Bonheur,,Robert Guédiguian ; ,3.5
156,Jeff Speakman ; John Dye ; Mako ; ,/,Action ; Drame ; ,L'Arme Parfaite,,Mark DiSalle ; ,2.8
157,Yûki Kaji ; Marina Inoue ; Hiro Shimono ; ,/,Animation ; Science fiction ; Action ; ,L'Attaque des Titans - Film 1 - L’Arc et la flèche écarlates,,Tetsurô Araki ; ,3.3
158,Karim Saleh ; Hafsia Herzi ; Hiam Abbass ; ,27 mai 2009,Drame ; ,L'Aube du monde,2.9,Abbas Fahdel ; ,4.2
159,Marie Brahimi ; Nazim Boudjenah ; Karim Bouaiche ; ,7 novembre 2001,Drame ; ,L'autre monde,2.9,Merzak Allouache ; ,2.9
160,Gabriele Ferzetti ; Monica Vitti ; Léa Massari ; ,13 septembre 1960,Drame ; ,L'Avventura,5.0,Michelangelo Antonioni ; ,3.8
161,Gustavo Salmerón ; Irene Visedo ; Ricardo Trénor ; ,6 mai 2014,Epouvante-horreur ; ,L'Emprise du mal,,Miguel Ángel Toledo ; ,2.1
162,Andrew Kraulis ; Linda Purl ; Meredith Henderson ; ,/,Drama ; Thriller ; ,L'enfant inconnu,,Douglas Jackson ; ,3.1
163,Jeremy Cooper ; Viggo Mortensen ; Lindsay Duncan ; ,28 novembre 1990,Thriller ; ,L'Enfant miroir,,Philip Ridley ; ,3.1
164,Igor Samobor ; Natasa Barbara Gracner ; Tjasa Zeleznik ; ,4 mars 2015,Drame ; ,L'Ennemi de la classe,3.4,Rok Bicek ; ,3.7
165,Giuseppe Cristiano ; Aitana Sánchez-Gijón ; Dino Abbrescia ; ,3 août 2005,Thriller ; Drame ; ,L'Eté où j'ai grandi,3.5,Gabriele Salvatores ; ,3.2
166,Denis Lavant ; Iggy Pop ; Tchéky Karyo ; ,28 septembre 2016,Drame ; ,L'Étoile du jour,2.1,Sophie Blondy ; ,2.4
167,Katherine Heigl ; Danielle Harris ; Don Jeffcoat ; ,/,Comédie ; Famille ; ,L'étoile filante,,Blair Treu ; ,3.9
168,Nikita Mikhalkov ; Oleg Menchikov ; Nadezhda Mikhalkova ; ,/,Guerre ; Drame ; ,L'Exode - Soleil trompeur 2,,Nikita Mikhalkov ; ,2.9
169,Frank Sinatra ; Trevor Howard ; Raffaella Carra ; ,15 mai 2001,Guerre ; Action ; Aventure ; ,L'Express du colonel Von Ryan,,Mark Robson ; ,3.2
170,Chris O'Donnell ; Gene Hackman ; Faye Dunaway ; ,13 août 1997,Drame ; Thriller ; ,L'Héritage de la haine,,James Foley ; ,3.1
171,Olivia de Havilland ; Montgomery Clift ; Ralph Richardson ; ,20 février 2006,Drame ; Romance ; ,L'Héritière,,William Wyler ; ,4.0
172,Ingen Temee ; Botok ; Uuganbaatar Ikhbayar ; ,6 octobre 2004,Comédie dramatique ; ,L'Histoire du chameau qui pleure,3.8,Byambasuren Davaa ; Luigi Falorni ; ,3.3
173,Maurice Garrel ; Jean-Hugues Anglade ; Jacques Spiesser ; ,/,Thriller ; ,L'Homme à l'envers,,Josée Dayan ; ,3.1
174,Alec Guinness ; Joan Greenwood ; Cecil Parker ; ,10 septembre 2002,Comédie ; ,L'Homme au complet blanc,,Alexander Mackendrick ; ,3.7
