,actors,date,genres,movie,press_rating,producers,spectators_rating
816,Michael Moore ; ,10 novembre 1999,Documentaire ; ,The Big One,3.9,Michael Moore ; ,3.3
817,Robin Williams ; Holly Hunter ; Woody Harrelson ; ,7 juin 2007,Comédie ; Drame ; ,The Big White,,Mark Mylod ; ,2.7
818,Gerard Butler ; ,/,Action ; Thriller ; ,The Bricklayer,,,2.8
819,Laura Harris ; Richard Lintern ; Francis Magee ; ,/,Epouvante-horreur ; Thriller ; ,The Calling,,Richard Caesar ; ,2.6
820,William Shatner ; Patrick Stewart ; Scott Bakula ; ,/,Documentaire ; ,The Captains,,William Shatner ; ,3.3
821,Kim Byeong-Ok ; Ryoo Seung-bum ; Ahn Kil-Kang ; ,18 mai 2006,Action ; Drame ; Policier ; ,The City of Violence,,Ryoo Seung-wan ; ,3.1
822,Wesley Snipes ; Silvia Colloca ; Tim Dutton ; ,7 août 2006,Action ; ,The Detonator,,Leong Po-Chih ; ,2.4
823,Yoshimasa Hosoya ; Kana Hanazawa ; Taiten Kusunoki ; ,13 juillet 2016,Animation ; Science fiction ; Thriller ; ,The Empire of Corpses,,Ryôtarô Makihara ; ,3.0
824,Julianne Moore ; Michael Angarano ; Greg Kinnear ; ,/,Comédie ; Drame ; ,The English Teacher,,Craig Zisk ; ,2.9
825,Annette Bening ; Ed Harris ; Robin Williams ; ,16 juillet 2014,Drame ; Romance ; ,The Face of Love,2.7,Arie Posin ; ,3.1
826,Cuba Gooding Jr. ; Beyoncé Knowles ; Mike Epps ; ,3 mars 2004,Comédie ; Musical ; Drame ; ,The Fighting Temptations,2.6,Jonathan Lynn ; ,3.5
827,David Carranza ; Cal Bartlett ; Anthony Nuccio ; ,18 mars 2017,Science fiction ; ,The Frame,,Jamin Winans ; ,3.8
828,Stephen Dorff ; Christa Denton ; Louis Tripp ; ,/,Epouvante-horreur ; Fantastique ; ,The Gate - La Fissure,,Tibor Takacs ; ,2.7
829,Lewis Rainer ; Joséphine Berry ; Adam Quintero ; ,1 décembre 2017,Drame ; Romance ; ,The Girl From The Song,,,3.3
830,George Clooney ; Cate Blanchett ; Tobey Maguire ; ,14 février 2007,Thriller ; Guerre ; Romance ; ,The Good German,2.8,Steven Soderbergh ; ,2.2
831,Penélope Cruz ; Martin Freeman ; Gwyneth Paltrow ; ,/,Comédie ; Romance ; ,The Good Night,,Jake Paltrow ; ,3.0
832,Alexis Bledel ; Laurent Lucas ; Noémie Godin-Vigneau ; ,/,Drame ; ,The Kate Logan affair,,Noël Mitrani ; ,2.3
833,Isao Natsuyagi ; Jun Murakami ; Megumi Kagurazaka ; ,24 avril 2013,Drame ; ,The Land of hope,3.4,Sion Sono ; ,3.5
834,Eddie McClintock ; Amy Bailey ; ,/,Epouvante-horreur ; ,The Legend of Boogeyman,,Jeffery Scott Lando ; ,2.5
835,Jackie Chan ; Hee-Seon Kim ; Tony Leung Ka Fai ; ,16 juin 2009,Aventure ; ,The Myth,,Stanley Tong ; ,3.1
836,Lindsay Pulsipher ; Robert Longstreet ; Matt Olsen ; ,19 septembre 2012,Epouvante-horreur ; Fantastique ; Drame ; ,The Oregonian,2.0,Calvin Reeder ; ,2.5
837,Kevin Gates ; Michael G. Bartlett ; Craig Stovin ; ,2 septembre 2014,Epouvante-horreur ; ,The Paranormal Diaries: Clophill,,Kevin Gates ; Michael G. Bartlett ; ,1.6
838,Russell Tovey ; Arinzé Kene ; Nico Mirallegro ; ,/,Drame ; ,The Pass,,Ben A. Williams ; ,3.1
839,James Spader ; Claire Forlani ; Paul Giamatti ; ,/,Drame ; Historique ; Thriller ; ,The Pentagon Papers,,Rod Holcomb ; ,3.1
840,Vivian Wu ; Yoshi Oida ; Ken Ogata ; ,15 janvier 1997,Drame ; Romance ; ,The Pillow Book,,Peter Greenaway ; ,3.6
841,John Hurt ; Patrick Stewart ; Christopher Benjamin ; ,4 avril 2012,Animation ; Aventure ; Drame ; ,The Plague Dogs,3.9,Martin Rosen ; ,4.0
842,Christopher Walken ; Elias Koteas ; Virginia Madsen ; ,25 octobre 2000,Thriller ; Epouvante-horreur ; Fantastique ; ,The Prophecy,,Gregory Widen ; ,2.7
843,Ryan Kwanten ; Kristen Hager ; Ryan McPartlin ; ,/,Romance ; Comédie ; ,The Right Kind of Wrong,,Jeremiah S. Chechik ; ,3.1
844,Christopher Lambert ; Craig Sheffer ; David Arquette ; ,20 juillet 2004,Action ; ,The Road Killers,,Deran Sarafian ; ,3.4
845,Laverne Cox ; Victoria Justice ; Ryan McCartan ; ,18 mars 2017,Comédie musicale ; Comédie ; ,The Rocky Horror Picture Show (2016),,Kenny Ortega ; ,2.7
846,Katie Cassidy ; Garret Dillahunt ; Michelle Trachtenberg ; ,1 octobre 2014,Thriller ; ,The Scribbler,,John Suits ; ,2.5
847,Gunnar Eyolfsson ; Hilmir Snær Guðnason ; Gudrun S. Gisladottir ; ,26 mars 2003,Drame ; ,The Sea,2.9,Baltasar Kormákur ; ,3.1
848,Rosie Day ; Sean Pertwee ; Kevin Howarth ; ,4 novembre 2014,Action ; Thriller ; ,The Seasoning House,,Paul Hyett ; ,3.1
849,Dirk Bogarde ; Sarah Miles ; James Fox ; ,10 avril 1964,Drame ; ,The Servant,5.0,Joseph Losey ; ,4.0
850,Sam Worthington ; Steve Bastoni ; John Boxer (II) ; ,17 juillet 2012,Action ; ,The Shark,,Tim Boyle ; ,1.9
851,Shu Qi ; Aaron Kwok ; Ekin Cheng ; ,6 février 2002,Fantastique ; ,The Stormriders,,Wai Keung Lau ; ,3.4
852,C. Thomas Howell ; Judd Nelson ; Jason London ; ,17 mai 2011,Action ; Thriller ; ,The Terror Experiment,,George Mendeluk ; ,2.0
853,Damon Wayans ; Savion Glover ; Jada Pinkett Smith ; ,21 mars 2001,Comédie dramatique ; Musical ; ,The Very Black Show,3.5,Spike Lee ; ,3.5
854,Adam Sandler ; Kathy Bates ; Rob Schneider ; ,9 juin 1999,Comédie ; ,The Waterboy,2.7,Frank Coraci ; ,2.5
855,Jacir Eid ; Hassan Mutlag ; Hussein Salameh ; ,23 novembre 2016,Aventure ; Drame ; ,Theeb - la naissance d'un chef,3.8,Naji Abu Nowar ; ,3.9
856,Karen Meagher ; Reece Dinsdale ; Rita May ; ,/,Drame ; Guerre ; Science fiction ; ,Threads,,Mick Jackson ; ,3.7
857,Kevin Durant ; Taylor Gray ; James Belushi ; ,3 juillet 2013,Famille ; Comédie ; ,Thunderstruck,,John Whitesell ; ,2.7
858,Jorge Martínez de Hoyos ; Marga Lopez ; Enrique Rocha ; ,4 janvier 2017,Drame ; Western ; ,Tiempo de morir,,Arturo Ripstein ; ,3.2
859,Wallace Chung ; Lee Jung-jae ; Yueting Lang ; ,1 juillet 2017,Policier ; ,Tik Tok,,,2.6
860,Emilia Crow ; Jeff Daniels ; Adriana Richards ; ,1 juillet 2003,Science fiction ; ,"Timescape, le passager du futur",,David Twohy ; ,2.9
861,Randy Wayne ; Deja Kreutzberg ; Joshua Weigel ; ,18 janvier 2012,Drame ; ,To Save a Life,,Brian Baugh ; ,3.4
862,Paco León ; Rossy de Palma ; Oscar Martinez ; ,/,Comédie ; ,Toc toc,,Vicente Villanueva ; ,3.0
863,,19 février 2018,Documentaire ; ,Toi ! L'Auvergnat... dernier paysan,,René Duranton ; ,
864,Anupam Kher ; Akshay Kumar ; Sana Khan ; ,11 août 2017,Comédie ; ,Toilettes : une histoire d'amour,,Shreya Narayan ; ,2.9
865,Steve McQueen ; Linda Evans ; Billy Green Bush ; ,18 novembre 2005,Western ; ,Tom Horn,,William Wiard ; ,3.4
866,Fernandel ; Marcel Vallee ; Jacqueline Pagnol ; ,25 janvier 1951,Comédie dramatique ; ,Topaze,,Marcel Pagnol ; ,3.7
867,Santiago Segura ; Chus Lampreave ; Javier Cámara ; ,/,Comédie ; Policier ; ,"Torrente, el brazo tonto de la ley",3.0,Santiago Segura ; ,
868,Magaye Niang ; Mareme Niang ; Aminata Fall ; ,28 février 2015,Comédie dramatique ; ,Touki-bouki,,Djibril Diop Mambety ; ,3.3
869,Elijah Wood ; Eugene Hutz ; Boris Leskin ; ,14 décembre 2005,Comédie dramatique ; ,Tout est illuminé,3.9,Liev Schreiber ; ,3.5
870,Alan Ramírez ; Hugo Catalán ; Gerardo Del Razo ; ,20 mai 2015,Drame ; ,Tout le bonheur du monde,,Julien Hernandez ; ,3.0
871,Miou-Miou ; Sandrine Kiberlain ; Natacha Régnier ; ,4 octobre 2000,Comédie dramatique ; ,"Tout va bien, on s'en va",3.4,Claude Mouriéras ; ,3.0
872,Marthe Keller ; André Dussollier ; Charles Denner ; ,9 décembre 2003,Comédie dramatique ; ,Toute une vie,,Claude Lelouch ; ,3.0
873,Taylor Handley ; Danny Glover ; Vinnie Jones ; ,16 août 2016,Science fiction ; Drame ; Epouvante-horreur ; ,Toxin,,Jason Dudek ; ,2.6
874,Robin Williams ; Michael Gambon ; Joan Cusack ; ,28 avril 1993,Comédie ; Fantastique ; Drame ; ,Toys,,Barry Levinson ; ,2.9
875,Jean-Louis Trintignant ; Marie-France Pisier ; Henri Lambert ; ,6 novembre 2013,Comédie dramatique ; ,Trans-Europ-Express,,Alain Robbe-Grillet ; ,3.0
876,Asia Argento ; Amira Casar ; Birol Ünel ; ,4 octobre 2006,Drame ; ,Transylvania,3.5,Tony Gatlif ; ,2.8
877,Harmony Korine ; Travis Nicholson ; Rachel Korine ; ,7 mars 2017,Epouvante-horreur ; ,Trash Humpers,,Harmony Korine ; ,2.9
878,Charlton Heston ; Christian Bale ; Oliver Reed ; ,/,Aventure ; ,Treasure Island,,Fraser Clarke Heston ; ,3.8
879,,/,Divers ; ,tremblez tyrans,,,3.2
880,Mimie Mathy ; Michèle Bernier ; Isabelle De Botton ; ,22 mars 2012,Comédie ; ,Trois filles en cavale,,Didier Albert ; ,3.4
881,Alain-Julien Bellaïche ; Dimitri Semenic ; Florence Bolufer ; ,17 janvier 2018,Comédie dramatique ; Drame ; Fantastique ; ,Trois silences,,Alain-Julien Bellaïche ; Diana Rudychenko ; Nikolaus Roche-Kresse ; ,
882,María Canale ; Martina Juncadella ; Ailín Salas ; ,18 juillet 2012,Drame ; Comédie ; ,Trois soeurs,3.1,Milagros Mumenthaler ; ,2.4
883,Sakda Kaewbuadee ; Banlop Lomnoi ; Sirivech Jareonchon ; ,24 novembre 2004,Drame ; ,Tropical Malady,3.6,Apichatpong Weerasethakul ; ,3.4
884,Piotr Mamonov ; Youri Kuznetzov ; Oleg Yankovsky ; ,13 janvier 2010,Historique ; ,Tsar,3.7,Pavel Lungin ; ,3.5
885,Burt Reynolds ; Jackie Gleason ; Jerry Reed ; ,18 mars 2017,Comédie ; Action ; ,Tu fais pas le poids shérif !,,Hal Needham ; ,2.7
886,Judith Godrèche ; Sagamore Stévenin ; Ariane Seguillon ; ,5 janvier 2005,Comédie ; ,Tu vas rire mais je te quitte,2.9,Philippe Harel ; ,1.8
887,Salman Khan ; Sohail Khan ; Zhu Zhu ; ,23 juin 2017,Comédie dramatique ; ,Tubelight,,Kabir Khan ; ,3.2
888,Matt Czuchry ; Jesse Bradford ; Geoff Stults ; ,1 juin 2011,Comédie ; ,Tucker Max : histoire d'un serial f***er,,Bob Gosse ; ,2.4
889,Walter Matthau ; Joe Don Baker ; Felicia Farr ; ,28 décembre 2004,Policier ; Drame ; Thriller ; ,Tuez Charley Varrick!,4.5,Don Siegel ; ,3.6
890,Ray Liotta ; Lauren Holly ; Hector Elizondo ; ,30 avril 1997,Action ; Thriller ; ,Turbulences à 30 000 pieds,,Robert Butler ; ,2.0
891,Pras Michel ; Ja Rule ; Jason Statham ; ,21 janvier 2009,Action ; Drame ; Musical ; ,Turn it up,,Robert Adetuyi ; ,3.3
892,Seon-young ; Kim Sang-kyung ; Myung-sook ; ,28 janvier 2004,Drame ; Romance ; ,Turning Gate,4.2,Sang-Soo Hong ; ,3.3
893,Mike Tyson ; Monica Turner ; Cus D'Amato ; ,1 décembre 2009,Documentaire ; ,Tyson,,James Toback ; ,3.9
894,Kareena Kapoor ; Shahid Kapoor ; Diljit Dosanjh ; ,17 juin 2016,Drame ; Policier ; Thriller ; ,Udta Punjab,,Abhishek Chaubey ; ,3.1
895,Gaspard Ulliel ; Jasmine Trinca ; Michel Boujenah ; ,30 septembre 2009,Drame ; Romance ; ,Ultimatum,2.5,Alain Tasma ; ,2.2
896,Carlo Battisti ; Maria-Pia Casilio ; Lina Gennari ; ,10 octobre 1952,Drame ; ,Umberto D.,4.5,Vittorio De Sica ; ,4.1
897,Shabana Azmi ; Sunil Shetty ; Abhishek Bachchan ; ,/,Drame ; Bollywood ; Comédie musicale ; ,Umrao Jaan,,J.P. Dutta ; ,3.9
898,Heather Graham ; Mia Kirshner ; Tom Ellis ; ,1 décembre 2009,Comédie ; Romance ; ,Un bébé à tout prix,,Eric Styles ; ,2.3
899,Roger Souza ; Mélissandre Meertens ; Stéphan Guérin-Tillié ; ,/,Comédie ; ,Un bébé noir dans un couffin blanc,,Laurent Dussaux ; ,3.1
900,Valeria Bruni Tedeschi ; Bruno Todeschini ; Nathalie Boutefeu ; ,8 février 2006,Comédie dramatique ; ,Un couple parfait,3.8,Nobuhiro Suwa ; ,2.7
901,Danielle Darrieux ; Bourvil ; Roger Hanin ; ,7 septembre 2006,Drame ; ,Un Drôle de dimanche,,Marc Allégret ; ,2.9
902,Mohamed Hicham ; Hammou Graïa ; Isabelle Pichaud ; ,25 août 2004,Drame ; ,Un fils,4.3,Amal Bedjaoui ; ,3.4
903,Spencer Tracy ; Robert Ryan ; Lee Marvin ; ,/,Drame ; Western ; Thriller ; ,Un homme est passé,,John Sturges ; ,3.7
904,Marie-Sophie L. ; Anouk Aimée ; Jean-Louis Trintignant ; ,13 mai 1986,Romance ; Comédie dramatique ; ,Un Homme et une femme: vingt ans déjà,,Claude Lelouch ; ,2.7
905,Paul Scofield ; Wendy Hiller ; Leo McKern ; ,7 novembre 2001,Historique ; ,Un Homme pour l'éternité,,Fred Zinnemann ; ,3.4
906,Jean-Paul Belmondo ; Annie Girardot ; Maria Pia Conte ; ,24 mars 2009,Comédie dramatique ; ,Un homme qui me plaît,,Claude Lelouch ; ,3.4
907,Jean Lefebvre ; Dany Carrel ; Bernard Blier ; ,22 mars 1967,Comédie ; ,Un Idiot à Paris,,Serge Korber ; ,3.5
908,Gene Kelly ; Frank Sinatra ; Jules Munshin ; ,17 mai 1950,Comédie musicale ; Comédie ; Romance ; ,Un Jour à New York,,Stanley Donen ; Gene Kelly ; ,3.9
909,Dimitry Kubasov ; Natalie Rehorova ; Alexei Solonchev ; ,18 mars 2009,Drame ; ,Un lac,3.5,Philippe Grandrieux ; ,2.7
910,Jean-Pierre Mocky ; Michel Galabru ; Jean-Pierre Marielle ; ,13 juin 2012,Policier ; ,Un linceul n'a pas de poches,,Jean-Pierre Mocky ; ,3.1
911,Jason Gray-Stanford ; Meredith Monroe ; Tom Berry ; ,31 mars 2014,Policier ; Thriller ; ,Un mari sur Internet,,Curtis Crawford ; ,3.1
912,Jodhi May ; Jeroen Krabbe ; Barbara Hershey ; ,29 août 2017,Drame ; ,Un monde a part,,Chris Menges ; ,3.8
913,Yannick Guérin ; Simon Abkarian ; Lubna Azabal ; ,18 décembre 2002,Drame ; ,Un monde presque paisible,3.4,Michel Deville ; ,2.8
914,Tim Allen ; Jamie Lee Curtis ; Dan Aykroyd ; ,15 décembre 2004,Comédie ; ,Un Noël de folie !,2.0,Joe Roth ; ,2.1
915,Linus Roache ; Tabu ; Irrfan Khan ; ,28 mars 2007,Comédie dramatique ; Romance ; ,Un nom pour un autre,3.0,Mira Nair ; ,3.6
916,Ken Berry ; Stefanie Powers ; Helen Hayes ; ,26 mai 2004,Comédie ; Famille ; ,Un nouvel amour de Coccinelle,,Robert Stevenson ; ,3.1
917,Clara Augarde ; Lio ; Michel Galabru ; ,4 août 2010,Drame ; ,Un Poison Violent,3.5,Katell Quillévéré ; ,2.5
918,Charles Chaplin ; Michael Chaplin ; Dawn Addams ; ,/,Comédie ; ,Un Roi à New York,4.0,Charles Chaplin ; ,3.9
919,Paulina Veltina ; Júlia Ferré ; Eli Piz ; ,17 février 2016,Drame ; ,Un Soleil froid en été,2.0,Mathieu Gari ; ,
920,Charlotte Rampling ; Philippe Noiret ; Peter Ustinov ; ,25 mai 1977,Drame ; ,Un taxi mauve,,Yves Boisset ; ,3.5
921,Fernando Colunga ; Miguel Varoni ; Saúl Lisazo ; ,14 août 2012,Action ; Aventure ; ,Un voleur qui vole un voleur,,Joe Menendez ; ,3.0
922,Aaron Tveit ; Matt Barr ; Chace Crawford ; ,/,Drame ; Comédie ; ,Undrafted,,Joseph Mazzello ; ,3.1
923,Brooke April ; Karen Bach ; ,/,Erotique ; ,Une Américaine à Paris,,Kris Kramski ; ,3.4
924,Barbra Streisand ; Kris Kristofferson ; Gary Busey ; ,/,Drame ; Musical ; ,Une Étoile est née,,Frank Pierson ; ,3.7
925,Aïssa Maïga ; Ulrich Tukur ; Jacques Martial ; ,/,Drame ; Science fiction ; ,Une famille parfaite (TV),,Patrick-Mario Bernard ; Pierre Trividic ; ,3.0
926,Lacey Chabert ; Tyron Leitso ; Laura Adkin ; ,/,Romance ; Drame ; ,Une Famille pour Noël,,Amanda Tapping ; ,3.7
927,Macha Méril ; Bernard Noel ; Philippe Leroy ; ,21 mai 2003,Drame ; ,Une Femme Mariée,,Jean-Luc Godard ; ,3.5
928,Sophie Marceau ; David Spade ; Patrick Bruel ; ,18 mars 2017,Comédie ; Romance ; ,Une fille qui a du chien,,Jeff Pollack ; ,2.6
929,Jeanne Moreau ; Orson Welles ; Roger Coggio ; ,22 mai 2012,Drame ; ,Une Histoire immortelle,,Orson Welles ; ,3.1
930,Romy Schneider ; Claude Brasseur ; Bruno Cremer ; ,22 novembre 1978,Drame ; ,Une Histoire Simple,,Claude Sautet ; ,3.6
931,Donald Sutherland ; Marlon Brando ; Jürgen Prochnow ; ,1 août 2006,Drame ; Historique ; ,Une Saison blanche et seche,,Euzhan Palcy ; ,3.8
932,Bruce Willis ; Michelle Pfeiffer ; Paul Reiser ; ,24 mai 2000,Romance ; Drame ; Comédie ; ,Une vie à deux,2.5,Rob Reiner ; ,2.7
933,Kim Saeron ; Park Doyeon ; Park Myeong-Shin ; ,6 janvier 2010,Drame ; ,Une vie toute neuve,3.7,Ounie Lecomte ; ,3.9
934,Jennifer Brea ; Colin Taylor ; Kate Debenham Taylor ; ,19 janvier 2018,Documentaire ; ,Unrest,,Jennifer Brea ; ,3.2
935,Marina Aleksandrova ; Aleksey Chadov ; ,2 juillet 2013,Action ; Policier ; ,Urban Racer,,Oleg Fesenko ; ,2.7
936,Leonardo Sbaraglia ; Najwa Nimri ; Tchéky Karyo ; ,1 septembre 2004,Drame ; ,Utopía,2.7,Maria Ripoll ; ,2.3
937,Anne Caillon ; Bernard Yerlès ; Jérôme Huguet ; ,/,Thriller ; ,Vacances mortelles (TV),,Laurence Katrian ; ,2.7
938,Nicolas Cage ; Deborah Foreman ; Elizabeth Daily ; ,5 août 2003,Comédie ; Romance ; ,Valley Girl,,Martha Coolidge ; ,3.0
939,Emil Jannings ; Lya de Putti ; Warwick Ward ; ,23 janvier 2017,Drame ; Romance ; Policier ; ,Varieté,,Ewald André Dupont ; ,3.0
940,,21 septembre 2016,Documentaire ; ,Vendanges,3.2,Paul Lacoste ; ,3.0
941,Burt Lancaster ; Gary Cooper ; Denise Darcel ; ,11 mai 1955,Western ; ,Vera Cruz,5.0,Robert Aldrich ; ,3.8
942,Samuel Theis ; Jérôme Pouly ; Antoine Coesens ; ,/,Historique ; ,"Versailles, le rêve d'un roi",,Thierry Binisti ; ,3.5
943,Victoria Hamilton ; Jonathan Firth ; James Callis ; ,/,Historique ; Biopic ; ,Victoria et Albert,,John Erman ; ,3.1
944,Nathan Corbin ; James Fuentes ; Noelle Bailey ; ,18 août 2009,Aventure ; Drame ; ,Vikings,,Tony Stone ; ,2.3
945,Liza del Sierra ; Dario Lado ; Shalim Ortiz ; ,23 juin 2015,Thriller ; Policier ; Drame ; ,Villa Captive,,Emmanuel Silvestre ; ,2.8
946,Burt Lancaster ; Silvana Mangano ; Helmut Berger ; ,13 juin 2012,Drame ; ,Violence et Passion,4.5,Luchino Visconti ; ,3.9
947,Simone Valère ; Carmen Sevilla ; Luis Mariano ; ,18 mars 2017,Comédie musicale ; ,Violettes impériales,,Richard Pottier ; ,2.8
948,Vahina Giocante ; Samuel Jouy ; François Berléand ; ,27 février 2002,Drame ; ,Vivante,2.7,Sandrine Ray ; ,2.6
949,Fanny Ardant ; Jean-Louis Trintignant ; Jean-Pierre Kalfon ; ,10 août 1983,Policier ; ,Vivement dimanche !,3.7,François Truffaut ; ,3.5
950,Pepe Rovira ; Antonio Centeno ; Arántzazu Ruiz ; ,7 février 2018,Drame ; ,Vivir y Otras Ficciones,3.1,Jo Sol ; ,3.2
951,Eijirô Tôno ; Toshirô Mifune ; Takashi Shimura ; ,2 novembre 2006,Drame ; ,Vivre dans la peur,5.0,Akira Kurosawa ; ,3.7
952,Emmanuelle Béart ; Sandrine Bonnaire ; André Dussollier ; ,9 septembre 1998,Drame ; ,Voleur de vie,,Yves Angelo ; ,2.9
953,Marshall R. Teague ; Chuck Norris ; Sheree J. Wilson ; ,/,Action ; Thriller ; ,"Walker, Texas Ranger: Trial by Fire",,Aaron Norris ; ,3.3
954,Amélie Paulmier ; Gary Guénaire ; Florian Bresler ; ,11 janvier 2017,Drame ; ,Wanderlust,,Enguerrand Jouvin ; Lou Occelli ; ,3.1
955,Hae-il Park ; Ryu Seung-Ryong ; Chae-won Moon ; ,20 novembre 2012,Action ; Historique ; ,War of the Arrows,,Han-min Kim ; ,3.3
956,Umin Boya ; Masanobu Ando ; Landy Wen ; ,10 novembre 2014,Action ; Drame ; Historique ; ,Warriors of the rainbow,,Te-Sheng Wei ; ,3.4
957,Rustum Roy ; Kurt Wütrhich ; Alois Gruber ; ,28 mars 2012,Documentaire ; ,"Water, le pouvoir secret de l’eau",1.7,Anastasyia Popova ; ,3.2
958,Benicio Del Toro ; Ryan Phillippe ; Juliette Lewis ; ,6 décembre 2000,Policier ; Thriller ; ,Way of the Gun,3.4,Christopher McQuarrie ; ,2.8
959,Nick Nolte ; Lane Smith ; William Forsythe ; ,/,Drame ; ,Weeds,,John D. Hancock ; ,3.3
960,Mireille Darc ; Jean Yanne ; Jean-Pierre Léaud ; ,29 décembre 1967,Comédie dramatique ; ,Week-end,,Jean-Luc Godard ; ,3.1
961,Sandy Gardiner ; Callard Harris ; Veronica Sywak ; ,15 octobre 2008,Epouvante-horreur ; ,Welcome to the Jungle,,Jonathan Hensleigh ; ,1.5
962,Janeane Garofalo ; David Hyde Pierce ; Paul Rudd ; ,17 mai 2016,Comédie ; ,Wet Hot American Summer,,David Wain ; ,2.9
963,Blake Woodruff ; Joel Edgerton ; Dule Hill ; ,6 septembre 2011,Policier ; Epouvante-horreur ; ,Whisper,,Stewart Hendler ; ,2.5
964,Alexis Arquette ; Carrie Snodgress ; Michael Beach ; ,3 janvier 1996,Drame ; Thriller ; ,White Man,,Desmond Nakano ; ,3.0
965,Thomas Dekker ; Rumer Willis ; Ron Jeremy ; ,/,Drame ; ,Whore,,Thomas Dekker ; ,3.1
966,Pam Grier ; Rutger Hauer ; Romano Orzari ; ,/,Action ; Drame ; ,Wilder,,Rodney Gibbons ; ,2.9
967,Emily Blunt ; Ashton Holmes ; Martin Donovan ; ,9 janvier 2008,Epouvante-horreur ; Thriller ; ,Wind Chill,,Gregory Jacobs ; ,2.5
968,Sediqa Rasuli ; Qodratollah Qadiri ; Amina Musavi ; ,30 novembre 2016,Drame ; ,Wolf and Sheep,3.5,Shahrbanoo Sadat ; ,3.1
969,Hiroyuki Sanada ; Cecilia Cheung ; Nicholas Tse ; ,15 mars 2006,Aventure ; Action ; Romance ; ,"Wu ji, la légende des cavaliers du vent",2.4,Chen Kaige ; ,2.2
970,Jackie Chan ; Sammo Kam-Bo Hung ; Fengchao Liu ; ,8 avril 2009,Action ; Drame ; Famille ; ,Wushu,,Antony Szeto ; ,2.7
971,Tomokazu Seki ; Junko Iwao ; Ken Narita ; ,7 avril 2004,Animation ; Fantastique ; Action ; ,X,,Rintaro ; ,2.9
972,Leslie Nielsen ; George Kennedy ; O. J. Simpson ; ,11 mai 1994,Comédie ; ,Y a-t-il un flic pour sauver Hollywood ?,,Peter Segal ; ,2.3
973,Scott Hikman ; Anthony Strachan ; Callum Blue ; ,26 septembre 2001,Aventure ; Historique ; ,"Young blades, la jeunesse des Trois Mousquetaires",2.5,Mario Andreacchio ; ,2.7
974,Yvette Trion ; Camille Trion ; René Trion ; ,2 juillet 2008,Documentaire ; ,Yvette bon Dieu !,3.3,Sylvestre Chatenay ; ,3.2
975,Stephen Dorff ; Alice Taglioni ; Loai Nofi ; ,27 février 2013,Drame ; Guerre ; ,Zaytoun,2.5,Eran Riklis ; ,3.7
976,Andre Keuck ; Calvin Robertson ; Rachel Benichak ; ,/,Drame ; ,Zero Day,,Ben Coccio ; ,3.1
977,Lori Heuring ; Scout Taylor-Compton ; Chloë Grace Moretz ; ,4 novembre 2008,Epouvante-horreur ; Drame ; ,Zombies,,J.S. Cardone ; ,2.0
978,Corey Sevier ; Eve Mauro ; Jasen Wade ; ,10 février 2014,Epouvante-horreur ; Action ; ,Zombies : Global Attack,,John Lyde ; ,2.0
979,Coyote ; Jenny Edwards ; John Edwards (II) ; ,/,Drame ; ,Zoo,,Robinson Devor ; ,3.3
980,Crusoe Kurddal ; Jamie Gulpilil ; Richard Birrinbirrin ; ,20 décembre 2006,Aventure ; ,"10 canoés, 150 lances et 3 épouses",3.4,Rolf De Heer ; Peter Djigirr ; Peter Djigirr ; ,3.4
981,Ane Dahl Torp ; Laurent Stocker ; Hildegun Riise ; ,11 mars 2015,Drame ; ,1001 grammes,3.1,Bent Hamer ; ,3.4
982,Barry Bostwick ; Samuel West ; Kath Soucie ; ,6 novembre 2002,Animation ; Famille ; ,101 Dalmatiens 2 : Sur la Trace des Héros,,Brian Smith (VI) ; Jim Kammerud ; ,2.3
983,Liu Wenqing ; Jing-chun Wang ; Yan Ni ; ,9 mai 2012,Drame ; ,11 fleurs,3.4,Wang Xiaoshuai ; ,3.6
984,Moira Kelly ; Amanda Tapping ; Kacey Rohl ; ,19 octobre 2017,Drame ; Thriller ; ,12 ans sans ma fille,,Mark Jean ; ,3.5
985,Tom Novembre ; Thierry Frémont ; Léa Seydoux ; ,28 novembre 2007,Thriller ; ,13th French Street,2.3,Jean-Pierre Mocky ; ,2.7
986,Pyotr Kislov ; Artur Smolyaninov ; Violetta Davydovskaya ; ,19 janvier 2011,Drame ; Historique ; ,1612,,Vladimir Khotinenko ; ,3.3
987,Darlene Love ; Lisa Fischer ; Judith Hill ; ,4 décembre 2013,Documentaire ; ,20 Feet from Stardom,3.7,Morgan Neville ; ,3.9
988,Robert Englund ; Lin Shaye ; Bill McKinney ; ,11 novembre 2006,Epouvante-horreur ; Comédie ; ,2001 Maniacs,,Tim Sullivan ; ,2.5
989,Lubna Azabal ; Benoît Magimel ; Sami Bouajila ; ,5 décembre 2007,Drame ; ,24 mesures,3.0,Jalil Lespert ; ,2.0
990,Eric Tsang ; Leon Lai ; Eugenia Yuan ; ,25 juin 2003,Epouvante-horreur ; ,3 histoires de l'au-delà,3.3,Jee-Woon Kim ; Nonzee Nimibutr ; Peter Chan ; ,3.0
991,Vivica A. Fox ; Ayo Makun ; John Schmedes ; ,18 janvier 2017,Comédie ; ,30 Days in Atlanta,,Robert O. Peters ; ,
992,,25 mars 2015,Documentaire ; ,300 Hommes,3.8,Aline Dalbis ; Emmanuel Gras ; ,3.7
