,actors,date,movie,press_rating,producer,spectators_rating
0,Anton Walbrook ; Moira Shearer ; Marius Goring ; ,10 juin 1949,Les Chaussons rouges,5.0,Michael Powell ; Emeric Pressburger ; ,4.2
1,Dustin Hoffman ; Robert Redford ; Jack Warden ; ,22 septembre 1976,Les Hommes du Président,,Alan J. Pakula ; ,3.8
2,Ricardo Darín ; Gaston Pauls ; Leticia Bredice ; ,4 septembre 2002,Les Neuf Reines,3.8,Fabián Bielinsky ; ,3.7
3,Didier Bourdon ; Bernard Campan ; Pascal Légitimus ; ,12 décembre 2001,Les rois mages,2.8,Didier Bourdon ; Bernard Campan ; ,2.1
4,Elena Anaya ; ,27 janvier 2016,Les Saisons,3.7,Jacques Perrin ; Jacques Cluzaud ; ,3.8
5,Stéphane Audran ; Jean-Pierre Bacri ; Jean-Luc Bideau ; ,10 février 1988,Les Saisons du plaisir,,Jean-Pierre Mocky ; ,2.6
6,Julianne Moore ; Dennis Quaid ; Dennis Haysbert ; ,12 mars 2003,Loin du paradis,4.4,Todd Haynes ; ,3.6
7,Anton Glanzelius ; Manfred Serner ; Anki Lidén ; ,13 janvier 1988,Ma vie de chien,,Lasse Hallström ; ,3.6
8,Gerard Butler ; Michelle Monaghan ; Michael Shannon ; ,2 janvier 2013,Machine Gun,,Marc Forster ; ,3.8
9,Josiane Balasko ; Mathilde Seigner ; Marina Foïs ; ,9 mai 2012,Maman,2.6,Alexandra Leclère ; ,2.5
10,Julianne Moore ; Dominic West ; Gary Sinise ; ,1 décembre 2004,Mémoire effacée,2.7,Joseph Ruben ; ,2.2
11,Michael Nyqvist ; Noomi Rapace ; Lena Endre ; ,28 juillet 2010,Millénium 3 - La Reine dans le palais des courants d'air,3.1,Daniel Alfredson ; ,3.8
12,Ice Cube ; Kevin Hart ; John Leguizamo ; ,14 mai 2014,Mise à l'épreuve,1.8,Tim Story ; Tracy E. Thomas ; ,3.2
13,Edouard Baer ; Benoît Magimel ; Atmen Kélif ; ,1 décembre 2010,Mon pote,2.4,Marc Esposito ; ,3.5
14,Rumer Willis ; Deano Clavet ; Stéphanie Biddle ; ,10 mai 2000,Mon voisin le tueur,2.7,Jonathan Lynn ; ,2.8
15,Rémi Gaillard ; Nicole Ferroni ; Alban Ivanov ; ,5 mars 2014,N'importe qui,2.5,Raphaël Frydman ; ,2.0
16,Sophie Marceau ; Monica Bellucci ; Brigitte Catillon ; ,3 juin 2009,Ne te retourne pas,2.5,Marina De Van ; ,2.0
17,Michael Jai White ; Alex Meraz ; Dean Geyer ; ,21 septembre 2011,Never Back Down 2,,Michael Jai White ; ,3.1
18,Madeleine Barbulée ; Danièle Delorme ; Frederic Duvalles ; ,19 février 2003,Ni vu ni connu,,Yves Robert ; ,3.9
19,Christopher Walken ; Isabella Rossellini ; Vincent Gallo ; ,27 novembre 1996,Nos funérailles,,Abel Ferrara ; ,3.3
20,Barbra Streisand ; Robert Redford ; Bradford Dillman ; ,/,Nos plus belles années,,Sydney Pollack ; ,3.7
21,Gina Lollobrigida ; Anthony Quinn ; Jean Danet ; ,19 décembre 1956,Notre-Dame de Paris,,Jean Delannoy ; ,3.0
22,Denzel Washington ; Eva Mendes ; Dean Cain ; ,28 janvier 2004,Out of Time,2.8,Carl Franklin ; ,2.6
23,Emma Roberts ; Jake T. Austin ; Lisa Kudrow ; ,18 février 2009,Palace pour chiens,2.0,Thor Freudenthal ; ,2.9
24,Emma Roberts ; Jack Kilmer ; James Franco ; ,11 juin 2014,Palo Alto,3.4,Gia Coppola ; ,3.3
25,Zac Efron ; Marcia Gay Harden ; Paul Giamatti ; ,2 octobre 2013,Parkland,3.1,Peter Landesman ; ,3.1
26,José Garcia ; Vincent Cassel ; Sergio Peris-Mencheta ; ,10 octobre 2007,Sa Majesté Minor,2.1,Jean-Jacques Annaud ; ,1.4
27,Gina Lollobrigida ; George Sanders ; Yul Brynner ; ,21 décembre 2003,Salomon et la reine de Saba,,King Vidor ; ,3.6
28,Sandrine Bonnaire ; Macha Méril ; Stéphane Freiss ; ,4 décembre 1985,Sans toit ni loi,,Agnès Varda ; ,3.7
29,Fred Testot ; Antoine Duléry ; Julie Ferrier ; ,9 mai 2012,"Sea, No Sex and Sun",2.2,Christophe Turpin ; ,2.0
30,Hailee Steinfeld ; Jessica Alba ; Samuel L. Jackson ; ,27 juillet 2015,Secret Agency,,Kyle Newman ; ,2.6
31,Ray Winstone ; Ben Kingsley ; Amanda Redman ; ,17 janvier 2001,Sexy Beast,3.3,Jonathan Glazer ; ,3.2
32,Ally Sheedy ; Steve Guttenberg ; Fisher Stevens ; ,23 mars 2004,Short Circuit,,John Badham ; ,3.3
33,Dale Midkiff ; Fred Gwynne ; Denise Crosby ; ,17 janvier 1990,Simetierre,,Mary Lambert ; ,2.9
34,Romy Schneider ; Karlheinz Böhm ; Magda Schneider ; ,7 novembre 2002,Sissi,1.0,Ernst Marischka ; ,3.3
35,Lance Guest ; Catherine Mary Stewart ; Barbara Bosson ; ,18 août 2009,Starfighter,,Nick Castle ; ,3.4
36,Jennifer Lopez ; Vincent D'Onofrio ; Vince Vaughn ; ,18 octobre 2000,The Cell,3.0,Tarsem Singh ; ,2.2
37,Tommy Lee Jones ; Ben Affleck ; Chris Cooper ; ,30 mars 2011,The Company Men,3.3,John Wells ; ,3.4
38,Pierce Brosnan ; Ashley Greene ; Justin Chatwin ; ,1 septembre 2016,The Duke,,Aaron Kaufman ; ,1.9
39,Pierce Brosnan ; Susan Sarandon ; Johnny Simmons ; ,2 décembre 2009,The Greatest,,Shana Feste ; ,3.7
40,Caity Lotz ; Toby Stephens ; Sam Hazeldine ; ,17 juin 2014,The Machine,,Caradog W. James ; ,2.5
41,John Cena ; Robert Patrick ; Kelly Carlson ; ,9 mai 2007,The Marine,1.5,John Bonito ; ,1.8
42,Chao Deng ; Yun Lin ; Show Lo ; ,/,The Mermaid,,Stephen Chow ; ,3.3
43,Nicolas Cage ; Sarah Paulson ; Connie Nielsen ; ,4 avril 2016,The Runner,,Austin Stark ; ,
44,Viggo Mortensen ; Kirsten Dunst ; Oscar Isaac ; ,18 juin 2014,The Two Faces of January,3.4,Hossein Amini ; ,3.1
45,Mickey Rourke ; Marisa Tomei ; Evan Rachel Wood ; ,18 février 2009,The Wrestler,4.4,Darren Aronofsky ; ,3.9
46,Dustin Hoffman ; Jessica Lange ; Teri Garr ; ,2 mars 1983,Tootsie,4.2,Sydney Pollack ; ,3.6
47,Yuliya Mayarchuk ; Max Parodi ; Francesca Nunzi ; ,16 août 2007,Transgressing,,Tinto Brass ; ,2.4
48,Jean-Pierre Marielle ; Victor Lanoux ; Christine Dejoux ; ,3 mars 2004,Un Moment d'égarement,,Claude Berri ; ,3.3
49,Odette Annable ; Gary Oldman ; Cam Gigandet ; ,11 mars 2009,Unborn,2.1,David S. Goyer ; ,2.1
50,Ryan Gosling ; Patricia Clarkson ; Emily Mortimer ; ,24 décembre 2008,Une fiancée pas comme les autres,3.1,Craig Gillespie ; ,3.5
51,Will Ferrell ; Amy Poehler ; Jason Mantzoukas ; ,26 juin 2017,Vegas Academy : Coup de Poker pour la Fac,,Andrew Jay Cohen ; ,2.8
52,Betsy Palmer ; Adrienne King ; Jeannine Taylor ; ,11 février 1981,Vendredi 13,,Sean S. Cunningham ; ,2.8
53,Soko ; Ariane Labed ; Ginger Romàn ; ,7 septembre 2016,Voir du Pays,3.5,Delphine Coulin ; Muriel Coulin ; ,3.2
54,Ben Stiller ; Vince Vaughn ; Jonah Hill ; ,12 septembre 2012,Voisins du troisième type,2.6,Akiva Schaffer ; ,2.4
55,Tommy Lee Jones ; Anne Heche ; Gaby Hoffmann ; ,27 août 1997,Volcano,,Mick Jackson ; ,2.0
56,Steven Bauer ; Nia Peeples ; Ed Quinn ; ,4 décembre 2012,Werewolf,,Louis Morneau ; ,2.2
57,Jack Nicholson ; Michelle Pfeiffer ; James Spader ; ,14 septembre 1994,Wolf,,Mike Nichols ; ,3.1
58,Charlize Theron ; Patton Oswalt ; Patrick Wilson ; ,28 mars 2012,Young Adult,3.0,Jason Reitman ; ,2.3
59,Max Renaudin ; Simon Abkarian ; François-Xavier Demaison ; ,8 février 2012,Zarafa,3.6,Rémi Bezançon ; Jean-Christophe Lie ; ,3.9
60,Shannon Elizabeth ; Tony Shalhoub ; F. Murray Abraham ; ,16 janvier 2002,13 fantômes,2.3,Steve Beck ; ,1.8
61,Lara Flynn Boyle ; Stephen Baldwin ; Josh Charles ; ,3 août 1994,"2 garçons, 1 fille, 3 possibilités",,Andrew Fleming ; ,2.9
62,Aamir Khan ; Sharman Joshi ; Madhavan ; ,24 décembre 2009,3 Idiots,,Rajkumar Hirani ; ,4.0
63,Bruce Willis ; William Atherton ; Franco Nero ; ,3 octobre 1990,58 minutes pour vivre,2.6,Renny Harlin ; ,3.9
64,Antoine Gouy ; Paul Lefèvre ; Fanny Valette ; ,24 juin 2015,A Love You,2.6,Paul Lefèvre ; ,2.9
65,Jean-Pierre Darroussin ; Valeria Bruni Tedeschi ; Richard Berry ; ,27 novembre 2002,Ah ! si j'étais riche,3.2,Michel Munz ; Gérard Bitton ; ,2.5
66,Nicholas Jacob ; Michael Aloni ; Jamil Khoury ; ,22 mai 2013,Alata,2.8,Michael Mayer ; ,4.1
67,Kathryn Beaumont ; Ed Wynn ; Richard Haydn ; ,6 avril 2005,Alice au pays des merveilles,,Hamilton Luske ; Wilfred Jackson ; Clyde Geronomi ; ,3.8
68,Donald Sutherland ; Sissy Spacek ; James d'Arcy ; ,25 avril 2007,American Haunting,1.8,Courtney Solomon ; ,2.1
69,Rüdiger Vogler ; Lisa Kreuzer ; Hanns Zischler ; ,23 septembre 2008,Au fil du temps,,Wim Wenders ; ,3.5
70,Mike Myers ; Heather Graham ; Michael York ; ,27 octobre 1999,Austin Powers - l'espion qui m'a tirée,3.2,Jay Roach ; ,2.6
71,Jean-Pierre Bacri ; Vincent Rottiers ; Ludmila Mikaël ; ,2 mars 2011,Avant l'aube,3.5,Raphaël Jacoulot ; ,3.1
72,Kurt Russell ; William Baldwin ; Robert De Niro ; ,2 octobre 1991,Backdraft,,Ron Howard ; ,3.4
73,Will Smith ; Martin Lawrence ; Jordi Mollà ; ,15 octobre 2003,Bad Boys II,2.3,Michael Bay ; ,2.9
74,Maurice LaMarche ; Jodi Benson ; Lacey Chabert ; ,8 octobre 2002,Balto 2 : la quête du loup,,Phil Weinstein ; ,2.7
75,,12 janvier 1994,Baraka,2.2,Ron Fricke ; ,4.2
76,Laurence Fishburne ; Derek Luke ; Orlando Jones ; ,30 juillet 2003,Biker Boyz,2.0,Reggie Rock Bythewood ; ,2.6
77,Jeremy Sumpter ; Phoebe Tonkin ; Ed Westwick ; ,/,Billionaire Ransom,,Jim Gillespie ; ,2.6
78,,1 juillet 2014,Blackfish,,Gabriela Cowperthwaite ; ,4.4
79,Renée Zellweger ; Colin Firth ; Hugh Grant ; ,8 décembre 2004,Bridget Jones : l'âge de raison,2.6,Beeban Kidron ; ,2.7
80,Paul Newman ; Robert Redford ; Katharine Ross ; ,6 février 1970,Butch Cassidy et le Kid,4.3,George Roy Hill ; ,4.0
81,Isabelle Adjani ; Corinne Masiero ; Lyes Salem ; ,7 décembre 2016,Carole Matthieu,2.8,Louis-Julien Petit ; ,3.1
82,Jean-Paul Rouve ; Mélanie Doutey ; Kad Merad ; ,21 novembre 2007,"Ce soir, je dors chez toi",2.3,Olivier Baroux ; ,2.3
83,Liam James ; Steve Carell ; Toni Collette ; ,27 novembre 2013,Cet été-là,3.1,Nat Faxon ; Jim Rash ; ,3.7
84,Uma Thurman ; Ralph Fiennes ; Sean Connery ; ,19 août 1998,Chapeau melon et bottes de cuir,,Jeremiah S. Chechik ; ,1.5
85,Robert Downey Jr. ; Geraldine Chaplin ; Dan Aykroyd ; ,17 février 1993,Chaplin,,Richard Attenborough ; ,4.0
86,Ary Abittan ; Tim Allen ; ,20 février 2013,Chimpanzés,2.8,Mark Linfield ; Alastair Fothergill ; ,3.8
87,Danielle De Niese ; ,26 avril 2014,Cosi Fan Tutte (Pathé Live),,Michael Haneke ; ,2.9
88,Stephen Chow ; Wah Yuen ; Leung Siu Lung ; ,8 juin 2005,Crazy kung-fu,4.1,Stephen Chow ; ,3.3
89,Federico Luppi ; Ron Perlman ; Claudio Brook ; ,18 août 2001,Cronos,,Guillermo del Toro ; ,3.1
90,Sylvie Testud ; Lambert Wilson ; Frédéric Diefenthal ; ,10 septembre 2003,Dédales,2.4,René Manzor ; ,3.2
91,Romain Duris ; Benoît Magimel ; Zoé Félix ; ,22 avril 1998,Déjà mort,,Olivier Dahan ; ,2.8
92,Pierce Brosnan ; Jonathan Pryce ; Michelle Yeoh ; ,17 décembre 1997,Demain ne meurt jamais,,Roger Spottiswoode ; ,3.1
93,Ali Larter ; A.J. Cook ; Michael Landes ; ,9 avril 2003,Destination finale 2,3.5,David R. Ellis ; ,2.9
94,Niels Schneider ; August Diehl ; Hans Peter Cloos ; ,8 juin 2016,Diamant noir,3.9,Arthur Harari ; ,3.5
95,Olivier Barthelemy ; Corinne Masiero ; Pascal Demolon ; ,21 janvier 2015,Discount,3.6,Louis-Julien Petit ; ,3.4
96,Spencer Tracy ; Ingrid Bergman ; Lana Turner ; ,25 septembre 1946,Dr. Jekyll et Mr. Hyde,,Victor Fleming ; ,3.7
97,Harrison Ford ; Ray Liotta ; Ashley Judd ; ,4 août 2010,Droit de passage,2.1,Wayne Kramer ; ,3.2
98,Jocelyne Desverchere ; Anthony Moreau ; ,29 novembre 2017,Editeur,3.3,Paul Otchakovsky-Laurens ; ,3.0
99,Hee-won Kim ; Jang Dong-gun ; Jô Odagiri ; ,31 juillet 2012,Far Away : Les soldats de l’espoir,,Kang Je-kyu ; ,4.1
100,Valeria Bruni Tedeschi ; Micaela Ramazzotti ; Bob Messini ; ,8 juin 2016,Folles de Joie,3.8,Paolo Virzì ; ,4.0
101,Philippe Torreton ; ,13 avril 2016,Free to Run,4.1,Pierre Morath ; ,4.2
102,Patrick Huard ; Justin Chatwin ; Paul Doucet ; ,/,Funkytown,,Daniel Roby ; ,3.4
103,Gérald Laroche ; Shirley Bousquet ; Francis Renaud ; ,20 février 2002,Gangsters,2.9,Olivier Marchal ; ,3.1
104,Sean Connery ; Gert Fröbe ; Honor Blackman ; ,18 février 1965,Goldfinger,,Guy Hamilton ; ,3.8
105,Joseph Fiennes ; Dennis Haysbert ; Diane Kruger ; ,11 avril 2007,Goodbye Bafana,2.5,Bille August ; ,3.7
106,Michel Piccoli ; Nanni Moretti ; Jerzy Stuhr ; ,7 septembre 2011,Habemus Papam,4.0,Nanni Moretti ; ,3.5
107,Kenneth Branagh ; Richard Attenborough ; Brian Blessed ; ,14 mai 1997,Hamlet,,Kenneth Branagh ; ,4.0
108,Takeshi Kitano ; Tetsu Watanabe ; Kayoko Kishimoto ; ,5 novembre 1997,Hana-Bi,,Takeshi Kitano ; ,3.9
109,Ashley Benson ; Matt McGorry ; Kaili Vernoff ; ,16 mars 2017,Harcelée,,Branden Kramer ; ,2.2
110,Karin Viard ; Laurent Lucas ; Julien Cottereau ; ,3 novembre 1999,Haut les coeurs!,4.0,Solveig Anspach ; ,3.5
111,Ramzy Bedia ; Élodie Bouchez ; Etienne Chicot ; ,6 juillet 2016,Hibou,3.4,Ramzy Bedia ; ,2.2
112,Jamel Debbouze ; Roschdy Zem ; Sami Bouajila ; ,22 septembre 2010,Hors-la-loi,2.6,Rachid Bouchareb ; ,2.7
113,Paul Walker ; Genesis Rodriguez ; Judd Lormand ; ,3 septembre 2014,Hours,,Eric Heisserer ; ,3.3
114,Ralph Fiennes ; Julie Christie ; Richard E. Grant ; ,12 avril 2000,Il était une fois Jesus,2.9,Stanislav Sokolov ; Derek Hayes ; ,3.5
115,Kierston Wareing ; Juliet Ellis ; Leslaw Zurek ; ,2 janvier 2008,It's a Free World,4.1,Ken Loach ; ,3.5
116,Daniele Liotti ; Paloma Bloyd ; Irene Montala ; ,1 juin 2016,J'Ai failli te dire je t'aime,,Joaquín Llamas ; ,3.6
117,Paul Terrry ; Mario Yedidia ; Steven Culp ; ,18 juin 1997,James et la pêche géante,,Henry Selick ; ,3.3
118,Céline Sallette ; Anne Benoit ; Elyes Aguis ; ,6 janvier 2016,Je vous souhaite d'être follement aimée,3.0,Ounie Lecomte ; ,3.2
119,Becky Fischer ; Mike Papantonio ; ,18 avril 2007,Jesus Camp,3.7,Heidi Ewing ; Rachel Grady ; ,3.5
120,Kevin Spacey ; Jeff Bridges ; Mary McCormack ; ,8 mai 2002,"K-Pax, l'homme qui vient de loin",2.6,Iain Softley ; ,3.3
121,Daniel Radcliffe ; Dane DeHaan ; Michael C. Hall ; ,28 septembre 2015,Kill Your Darlings - Obsession meurtrière,,John Krokidas ; ,3.6
122,Garrett Clayton ; James Franco ; Christian Slater ; ,22 février 2017,King Cobra,,Justin Kelly ; ,2.5
123,Jürgen Prochnow ; Sam Neill ; David Warner ; ,8 février 1995,L'Antre de la folie,,John Carpenter ; ,3.6
124,Cillian Murphy ; Jennifer Connelly ; Mélanie Laurent ; ,26 octobre 2016,L'Attrape-rêves,2.2,Claudia Llosa ; ,2.8
125,Josiane Balasko ; Christian Clavier ; Gérard Jugnot ; ,5 décembre 2007,L'auberge rouge,2.0,Gérard Krawczyk ; ,1.8
126,Juliette Binoche ; Nikolaj Coster-Waldau ; Lauryn Canny ; ,6 mai 2015,L'Epreuve,2.7,Erik Poppe ; ,3.9
127,Gérard Jugnot ; Alice Taglioni ; Jean-Paul Rouve ; ,31 janvier 2007,L'Île aux trésors,1.4,Alain Berbérian ; ,1.1
128,Christa Théret ; Johan Libéreau ; Maud Wyler ; ,21 septembre 2011,La Brindille,3.1,Emmanuelle Millet ; ,3.6
129,Isabelle Huppert ; Sandrine Bonnaire ; Jacqueline Bisset ; ,30 août 1995,La cérémonie,,Claude Chabrol ; ,3.5
130,Al Pacino ; Karen Allen ; Paul Sorvino ; ,24 septembre 1980,La Chasse - Cruising,5.0,William Friedkin ; ,3.6
131,James McAvoy ; Robin Wright ; Justin Long ; ,24 novembre 2011,La Conspiration,3.5,Robert Redford ; ,3.7
132,Phoebe Fox ; Jeremy Irvine ; Helen McCrory ; ,14 janvier 2015,La Dame en Noir 2 : L’Ange de la Mort,3.0,Tom Harper (III) ; ,2.3
133,John Krasinski ; Anna Kendrick ; Mary Elizabeth Winstead ; ,25 décembre 2016,La Famille Hollar,,John Krasinski ; ,3.2
134,Powers Boothe ; Meg Foster ; Charley Boorman ; ,26 juin 1985,La Forêt d'émeraude,,John Boorman ; ,3.6
135,Gene Barry ; Ann Robinson ; Jack Kruschen ; ,7 septembre 2000,La Guerre des Mondes,,Byron Haskin ; ,2.7
136,Alejandro Jodorowsky ; Horacio Salinas ; Ramona Saunders ; ,16 janvier 1974,La Montagne sacrée,4.5,Alejandro Jodorowsky ; ,3.7
137,Patrick Labyorteaux ; Julie McCullough ; Katie Wilson ; ,17 avril 2012,La Nouvelle ère de glace,,Travis Fort ; ,1.3
138,Grégoire Colin ; François Levantal ; Fred Ulysse ; ,13 juillet 2011,La Traque,2.8,Antoine Blossier ; ,1.9
139,Tom Hanks ; Melanie Griffith ; Bruce Willis ; ,13 mars 1991,Le Bûcher des vanités,,Brian De Palma ; ,2.7
140,Jean-Claude Brialy ; Laurence de Monaghan ; Aurora Cornu ; ,15 novembre 1970,Le Genou de Claire,,Eric Rohmer ; ,3.7
141,Miou-Miou ; Lambert Wilson ; Valeria Bruni Tedeschi ; ,30 avril 2008,Le Grand Alibi,3.0,Pascal Bonitzer ; ,1.8
142,Charlotte De Turckheim ; Chantal Lauby ; Chantal Ladesou ; ,/,Le Grand ménage,,Régis Musset ; ,3.2
143,Jessica Brown Findlay ; Andrew Scott ; Jeremy Irvine ; ,28 février 2017,Le Merveilleux Jardin Secret de Bella Brown,,Simon Aboud ; ,3.5
144,Jean-Marie Bigard ; Doudi ; Thiam Aïssatou ; ,29 avril 2009,Le Missionnaire,1.8,Roger Delattre ; ,2.5
145,,31 octobre 2007,Le Premier cri,2.8,Gilles de Maistre ; ,3.0
146,Gérard Depardieu ; Nathalie Baye ; Bernard-Pierre Donnadieu ; ,12 mai 1982,Le Retour de Martin Guerre,,Daniel Vigne ; ,3.3
147,Gunnar Björnstrand ; Bengt Ekerot ; Bibi Andersson ; ,16 février 1957,Le Septième Sceau,4.6,Ingmar Bergman ; ,3.9
148,Christopher Reeve ; Kirstie Alley ; Linda Kozlowski ; ,16 août 1995,Le Village des damnés,,John Carpenter ; ,2.7
149,Troy Baker ; Grey Griffin ; Nolan North ; ,3 mai 2016,Lego DC Comics Super Heroes: Justice League - Cosmic Clash,,Rick Morales ; ,3.0
150,Warwick Davis ; Jennifer Aniston ; Ken Olandt ; ,18 mars 2017,Leprechaun,,Mark Jones ; ,2.3
151,Claude Legault ; Guillaume Lemay-Thivierge ; Paul Doucet ; ,6 août 2008,Les 3 p'tits cochons,2.7,Patrick Huard ; ,2.8
152,Mélanie Laurent ; Denis Ménochet ; Marie Denarnaud ; ,23 novembre 2011,Les Adoptés,2.9,Mélanie Laurent ; ,3.7
153,John Neville ; Jonathan Pryce ; Sarah Polley ; ,8 mars 1989,Les Aventures du baron de Münchausen,,Terry Gilliam ; ,3.6
154,Katherine Waterston ; John Leguizamo ; Cynthia Nixon ; ,2 décembre 2010,Les Babysitters,,David Ross ; ,2.4
155,Emma de Caunes ; Yannick Renier ; Jeanne Rosa ; ,1 avril 2015,Les Châteaux de sable,3.3,Olivier Jahan ; ,3.9
156,Julien Beramis ; Marine Griset ; Michel Elias ; ,20 juillet 2011,Les Contes de la nuit,3.7,Michel Ocelot ; ,3.6
157,Al Pacino ; Christopher Walken ; Alan Arkin ; ,4 septembre 2013,Les Derniers affranchis,,Fisher Stevens ; ,3.4
158,Frédéric Cerdal ; Marjolaine Poulain ; Fily Keita ; ,25 juin 2003,Les Enfants de la pluie,3.0,Philippe Leclerc ; ,3.4
159,James Cameron ; Bill Paxton ; John Bruno ; ,10 septembre 2003,Les Fantômes du Titanic,3.0,James Cameron ; ,3.5
160,Nakhane Touré ; Bongile Mantsai ; Niza Jay Ncoyini ; ,19 avril 2017,Les Initiés,3.6,John Trengove ; ,3.5
161,Jean-Marc Bory ; Pascale Roberts ; Jean Babilee ; ,28 mars 2018,Les Loups dans la bergerie,,Hervé Bromberger ; ,3.0
162,Donal Logue ; Winona Ryder ; Trini Alvarado ; ,3 mai 1995,Les Quatre Filles du docteur March,,Gillian Armstrong ; ,3.3
163,Benoît Poelvoorde ; Marc Zinga ; Tatiana Rojo ; ,5 février 2014,Les Rayures du zèbre,3.3,Benoît Mariage ; ,2.3
164,Hugo Silva ; Mario Casas ; Pepón Nieto ; ,8 janvier 2014,Les Sorcières de Zugarramurdi,2.9,Álex de la Iglesia ; ,2.9
165,Mirtel Pohla ; Evelin Võigemast ; ,2 décembre 2015,Les Twinners et la malédiction de Souptown,,Margus Paju ; ,2.8
166,Gaëtan Vettier ; Amanda Dawson ; Manuel Blanc ; ,28 octobre 2015,Little Gay Boy,3.3,Antony Hickling ; ,3.3
167,Soo Go ; Kyung-Gu Sol ; Kang Hye-Jeong ; ,8 avril 2017,Loosideu Deurim,,Jun-seong Kim ; ,2.9
168,Brittany Murphy ; Matthew Rhys ; Santiago Cabrera ; ,25 avril 2007,Love (et ses petits désastres),2.7,Alek Keshishian ; ,2.6
169,Jean-Louis Trintignant ; Françoise Fabian ; Marie-Christine Barrault ; ,4 juin 1974,Ma nuit chez Maud,,Eric Rohmer ; ,3.9
170,Nicole Kidman ; Will Ferrell ; Shirley MacLaine ; ,21 septembre 2005,Ma sorcière bien-aimée,2.9,Nora Ephron ; ,1.3
171,Cher ; Sam Elliott ; Eric Stoltz ; ,6 janvier 2004,Mask,,Peter Bogdanovich ; ,3.8
172,James Wolk ; Constance Barron ; Michael Donovan ; ,22 novembre 2016,Mercy,,Chris Sparling ; ,2.0
173,Michel Petrucciani ; ,17 août 2011,Michel Petrucciani,3.5,Michael Radford ; ,3.9
174,Gérard Depardieu ; Nathalie Baye ; Mathieu Amalric ; ,28 février 2007,Michou d'Auber,2.7,Thomas Gilou ; ,3.2
175,Gabriel Byrne ; Marcia Gay Harden ; John Turturro ; ,27 février 1991,Miller's Crossing,5.0,Joel Coen ; Ethan Coen ; ,3.9
176,Tawfeek Barhom ; Michael Moshonov ; Danielle Kitzis ; ,11 février 2015,Mon fils,3.5,Eran Riklis ; ,4.0
177,Tadanobu Asano ; Honglei Sun ; Khulan Chuluun ; ,9 avril 2008,Mongol,3.2,Sergey Bodrov ; ,2.8
178,Alain Delon ; Ornella Muti ; Stéphane Audran ; ,7 décembre 1977,Mort d'un pourri,,Georges Lautner ; ,3.6
179,Daniel Day-Lewis ; Brenda Fricker ; Alison Whelan ; ,4 avril 1990,My Left Foot,,Jim Sheridan ; ,3.6
180,Michel Houellebecq ; Marius Bertram ; Benoît Delépine ; ,10 septembre 2014,Near Death Experience,3.1,Gustave Kervern ; Benoît Delépine ; ,2.8
181,Ximun Fuchs ; Hélène Hervé ; Fafiole Palassio ; ,31 janvier 2018,Non,2.4,Eñaut Castagnet ; Ximun Fuchs ; ,3.4
182,Takeshi Kitano ; Jun Kunimura ; Ryô Kase ; ,24 novembre 2010,Outrage,2.6,Takeshi Kitano ; ,3.2
183,Stef Aerts ; Marie Vinck ; Wouter Hendrickx ; ,12 octobre 2011,Oxygène,3.0,Hans Van Nuffel ; ,4.2
184,Hyuk Jang ; Soo Ae ; Park Min-ha ; ,8 avril 2014,Pandémie,,Sung-Soo Kim ; ,3.3
185,Mario Adorf ; Ulrich Tukur ; Benjamin Sadler ; ,30 juin 2014,Pinocchio,,Anna Justice ; ,2.8
186,Hugh Grant ; Toni Collette ; Rachel Weisz ; ,13 novembre 2002,Pour un garçon,3.7,Paul Weitz ; Chris Weitz ; ,3.1
187,Melissa George ; Ed Speleers ; Eamonn Walker ; ,1 février 2012,Poursuite mortelle,,Julian Gilbey ; ,2.6
188,,23 novembre 2016,Qu'est-ce qu'on attend?,3.3,Marie-Monique Robin ; ,4.1
189,,/,Rex Studios,,,3.5
190,Johnny Depp ; Aaron Eckhart ; Michael Rispoli ; ,30 novembre 2011,Rhum Express,2.4,Bruce Robinson ; ,2.5
191,Samuel L. Jackson ; Colin Farrell ; Michelle Rodriguez ; ,3 décembre 2003,S.W.A.T. unité d'élite,2.5,Clark Johnson ; ,2.4
192,Tobin Bell ; Costas Mandylor ; Scott Patterson ; ,5 novembre 2008,Saw 5,1.5,David Hackl ; ,2.5
193,Jan White ; Raymond Laine ; Joedda McClain ; ,1 février 2006,Season Of the Witch,,George A. Romero ; ,2.5
194,Sara Paxton ; Dustin Milligan ; Katharine McPhee ; ,21 septembre 2011,Shark 3D,1.8,David R. Ellis ; ,1.5
195,Clive Owen ; Paul Giamatti ; Monica Bellucci ; ,19 septembre 2007,Shoot'Em Up,3.0,Michael Davis ; ,2.8
196,Bill Murray ; Melissa McCarthy ; Jaeden Lieberher ; ,24 octobre 2014,St. Vincent,,Theodore Melfi ; ,4.0
197,Ben Stiller ; Owen Wilson ; Vince Vaughn ; ,21 avril 2004,Starsky et Hutch,2.9,Todd Phillips ; ,2.2
198,Mathilde Goffart ; Yaël Abecassis ; Guy Bedos ; ,16 janvier 2008,Survivre avec les loups,2.9,Véra Belmont ; ,2.9
199,Martin Compston ; Michelle Coulter ; Annmarie Fulton ; ,11 décembre 2002,Sweet Sixteen,4.5,Ken Loach ; ,3.8
200,Song Kang-Ho ; Shin Ha-Kyun ; Doona Bae ; ,3 septembre 2003,Sympathy for Mr. Vengeance,3.1,Park Chan-Wook ; ,3.7
