,actors,date,movie,press_rating,producer,spectators_rating
17,Sami Bouajila ; Élodie Bouchez ; Bruno Lochet ; ,14 février 2001,La Faute à Voltaire,3.7,Abdellatif Kechiche ; ,3.7
18,Dany Boon ; Michèle Laroque ; Daniel Prévost ; ,7 juin 2006,La Maison du bonheur,2.9,Dany Boon ; ,2.4
19,Lucien Jean-Baptiste ; Anne Consigny ; Firmine Richard ; ,25 mars 2009,La Première étoile,3.1,Lucien Jean-Baptiste ; ,3.0
20,Guillaume Canet ; Ana Girardot ; Jean-Yves Berteloot ; ,12 novembre 2014,La Prochaine fois je viserai le coeur,3.7,Cédric Anger ; ,3.1
21,Sandra Bullock ; Ryan Reynolds ; Betty White ; ,23 septembre 2009,La Proposition,2.5,Anne Fletcher ; ,3.2
22,Gérard Depardieu ; Gisèle Casadesus ; Maurane ; ,2 juin 2010,La Tête en friche,3.1,Jean Becker ; ,3.9
23,Jean-Pierre Bacri ; Mathieu Amalric ; Valeria Golino ; ,16 décembre 2015,La Vie très privée de Monsieur Sim,3.5,Michel Leclerc ; ,3.0
24,Jim Sturgess ; Kate Bosworth ; Laurence Fishburne ; ,4 juin 2008,Las Vegas 21,3.0,Robert Luketic ; ,3.5
25,Boris Rehlinger ; Virginie Efira ; Vincent Ropion ; ,30 novembre 2011,Le Chat Potté,3.0,Chris Miller (LX) ; ,3.5
26,Jack Nicholson ; Glenn Close ; Pierce Brosnan ; ,26 février 1997,Mars Attacks!,4.0,Tim Burton ; ,3.5
27,Al Pacino ; William Hickey ; Ellen Barkin ; ,10 janvier 1990,Mélodie pour un meurtre,,Harold Becker ; ,3.0
28,Emma Thompson ; Maggie Gyllenhaal ; Rhys Ifans ; ,31 mars 2010,Nanny McPhee et le Big Bang,2.5,Susanna White ; ,2.9
29,Samuel L. Jackson ; Carrie-Anne Moss ; Michael Sheen ; ,7 septembre 2010,No Limit,,Gregor Jordan ; ,3.5
30,Théo Frilet ; Valentine Catzéflis ; Michel Blanc ; ,16 juillet 2008,Nos 18 ans,2.4,Frédéric Berthe ; ,2.9
31,Seth Rogen ; Rose Byrne ; Zac Efron ; ,6 août 2014,Nos pires voisins,2.2,Nicholas Stoller ; ,2.6
32,Elijah Wood ; Jennifer Connelly ; Christopher Plummer ; ,19 août 2009,Numéro 9,3.7,Shane Acker ; ,3.4
33,Liev Schreiber ; Naomi Watts ; Ron Perlman ; ,10 mai 2017,Outsider,3.1,Philippe Falardeau ; ,2.8
34,Gary Oldman ; William Hurt ; Matt LeBlanc ; ,9 décembre 1998,Perdus dans l'espace,2.8,Stephen Hopkins ; ,1.6
35,Ewan McGregor ; Eva Green ; Ewen Bremner ; ,28 mars 2012,Perfect Sense,3.0,David Mackenzie ; ,3.7
36,Bubba Smith ; David Graf ; Michael Winslow ; ,18 mai 2004,Police Academy 5 : Débarquement à Miami Beach,,Alan Myerson ; ,2.1
37,Bérénice Bejo ; Jacques Frantz ; Nathalie Homs ; ,1 août 2012,Rebelle,3.5,Mark Andrews ; Brenda Chapman ; Steve Purcell ; ,3.9
38,Patrick Swayze ; Kelly Lynch ; Sam Elliott ; ,3 janvier 1990,Road House,,Rowdy Herrington ; ,2.9
39,Tippi Hedren ; Melanie Griffith ; Noel Marshall ; ,20 octobre 2015,Roar,,Noel Marshall ; ,3.4
40,Elena Anaya ; Natasha Yarovenko ; Enrico Lo Verso ; ,2 décembre 2005,Room in Rome,,Julio Medem ; ,3.6
41,Eric Berger ; André Dussollier ; Sabine Azéma ; ,21 novembre 2001,Tanguy,3.7,Étienne Chatiliez ; ,2.5
42,Grant Bardsley ; Thierry Bourdon ; Susan Sheridan ; ,27 novembre 1985,Taram et le chaudron magique,,Ted Berman ; Richard Rich ; ,3.1
43,Reese Witherspoon ; Chris Pine ; Tom Hardy ; ,21 mars 2012,Target,1.8,McG ; ,3.3
44,Xiaosong Gao ; Edward Norton ; Nicole Kidman ; ,21 décembre 2017,The Guardian Brothers,,Gary Wang ; ,3.2
45,Mel Gibson ; Heath Ledger ; Tchéky Karyo ; ,12 juillet 2000,"The Patriot, le chemin de la liberté",2.7,Roland Emmerich ; ,3.5
46,Leïla Bekhti ; Benjamin Siksou ; Cécile Cassel ; ,23 février 2011,"Toi, moi, les autres",2.2,Audrey Estrougo ; ,2.7
47,Arnold Schwarzenegger ; Rachel Ticotin ; Sharon Stone ; ,17 octobre 1990,Total Recall,3.8,Paul Verhoeven ; ,3.8
48,Louise Bourgoin ; Pio Marmai ; Josiane Balasko ; ,28 septembre 2011,Un Heureux Événement,3.0,Rémi Bezançon ; ,3.6
49,Ari Folman ; Ori Sivan ; Ronny Dayag ; ,25 juin 2008,Valse avec Bachir,4.5,Ari Folman ; ,4.1
50,Brad Pitt ; Angelina Jolie ; Mélanie Laurent ; ,9 décembre 2015,Vue sur mer,1.9,Angelina Jolie ; ,2.3
51,Aaron Eckhart ; Michelle Rodriguez ; Ramon Rodríguez ; ,16 mars 2011,World Invasion : Battle Los Angeles,2.9,Jonathan Liebesman ; ,2.6
52,Michèle Mercier ; Robert Hossein ; Jean Rochefort ; ,8 décembre 1964,Angélique marquise des anges,,Bernard Borderie ; ,2.7
53,Cyril Raffaelli ; David Belle ; Tony D'Amario ; ,10 novembre 2004,Banlieue 13,2.8,Pierre Morel ; ,2.1
54,Patrick Dewaere ; Ariel Besse ; Maurice Ronet ; ,16 septembre 1981,Beau-Père,,Bertrand Blier ; ,3.6
55,Wesley Snipes ; Stephen Dorff ; Kris Kristofferson ; ,18 novembre 1998,Blade,,Stephen Norrington ; ,3.1
56,Jason Statham ; Paddy Considine ; Aidan Gillen ; ,22 juin 2011,Blitz,2.8,Elliott Lester ; ,2.8
57,Fernando Rey ; Carole Bouquet ; Ángela Molina ; ,17 août 1977,Cet obscur objet du désir,,Luis Buñuel ; ,3.7
58,Philippe Noiret ; Jacques Perrin ; Salvatore Cascio ; ,20 septembre 1989,Cinema Paradiso,3.2,Giuseppe Tornatore ; ,4.0
59,Najarra Townsend ; Caroline Williams ; Alice Macdonald ; ,1 mars 2017,Contracted,,Eric England ; ,2.6
60,Jean-Jacques Lelté ; Magali Moreau ; Maurice Poli ; ,1 février 2017,Cruel,2.7,Éric Cherrière ; ,3.0
61,Félix de Givry ; Pauline Etienne ; Hugo Conzelmann ; ,19 novembre 2014,Eden,3.0,Mia Hansen-Løve ; ,2.6
62,Wallace Ford ; Leila Hyams ; Olga Baclanova ; ,7 octobre 1932,Freaks,,Tod Browning ; ,4.2
63,Naomi Watts ; Tim Roth ; Michael Pitt ; ,23 avril 2008,Funny Games U.S.,3.5,Michael Haneke ; ,3.2
64,Nikki Blonsky ; John Travolta ; Michelle Pfeiffer ; ,22 août 2007,Hairspray,3.0,Adam Shankman ; ,3.4
65,Don Cheadle ; Joaquin Phoenix ; Nick Nolte ; ,30 mars 2005,Hotel Rwanda,4.0,Terry George ; ,4.0
66,Helen Mirren ; Ryan Reynolds ; Daniel Brühl ; ,15 juillet 2015,La femme au tableau,3.4,Simon Curtis ; ,4.1
67,Alain Delon ; Romy Schneider ; Maurice Ronet ; ,31 janvier 1969,La Piscine,4.5,Jacques Deray ; ,3.4
68,Charlton Heston ; Roddy McDowall ; Kim Hunter ; ,21 novembre 2000,La Planète des singes,4.0,Franklin J. Schaffner ; ,3.8
69,Mimosa Willamo ; Ilkka Heiskanen ; ,22 septembre 2017,Lake Bodom,,Taneli Mustonen ; ,2.2
70,Brooke Shields ; Christopher Atkins ; Leo McKern ; ,28 janvier 1981,Le Lagon Bleu,,Randal Kleiser ; ,3.2
71,Julia Roberts ; Kirsten Dunst ; Julia Stiles ; ,21 janvier 2004,Le Sourire de Mona Lisa,2.5,Mike Newell ; ,3.0
72,Jérémie Elkaïm ; Sara Giraudeau ; Jonathan Lambert ; ,22 juillet 2015,Les Bêtises,3.0,Rose Philippon ; Alice Philippon ; ,2.9
73,Noël Roquevert ; Simone Signoret ; Vera Clouzot ; ,29 janvier 1955,Les Diaboliques,,Henri-Georges Clouzot ; ,4.2
74,Kim Hye-Ja ; Won Bin ; Ku Jin ; ,27 janvier 2010,Mother,4.4,Joon-Ho Bong ; ,4.0
75,Luis Gnecco ; Gael García Bernal ; Mercedes Morán ; ,4 janvier 2017,Neruda,3.9,Pablo Larraín ; ,3.3
76,Clovis Cornillac ; Laurent Gerra ; Michel Vigné ; ,5 juillet 2006,"Nos voisins, les hommes",3.3,Tim Johnson ; Karey Kirkpatrick ; ,3.3
77,Joel Hogan ; Josh Potthoff ; Megan Peta Hill ; ,27 juin 2018,Open Water 3: Cage Dive,,Gerald Rascionato ; ,1.8
78,Josh Hartnett ; Diane Kruger ; Rose Byrne ; ,26 janvier 2005,Rencontre à Wicker Park,2.4,Paul McGuigan ; ,3.3
79,Stephen Spinella ; Roxane Mesquida ; Jack Plotnick ; ,10 novembre 2010,Rubber,3.2,Quentin Dupieux ; ,3.1
80,Jason Statham ; Robert John Burke ; Chris Sarandon ; ,27 juin 2012,Safe,2.3,Boaz Yakin ; ,3.4
81,Hiro Hayama ; Leni Lan ; Miyavi Matsunoi ; ,4 décembre 2013,Sex and Zen 3D,,Christopher Sun Lap Key ; ,3.2
82,Youko Honna ; Keiju Kobayashi ; Shigeru Tsuyuguchi ; ,7 janvier 2015,Si tu tends l'oreille,,Yoshifumi Kondo ; ,4.2
83,Robert Redford ; Brad Pitt ; Catherine McCormack ; ,9 janvier 2002,"Spy game, jeu d'espions",3.1,Tony Scott ; ,3.5
84,Isabelle Adjani ; Christopher Lambert ; Richard Bohringer ; ,10 avril 1985,Subway,,Luc Besson ; ,3.1
85,Jamel Debbouze ; Alain Chabat ; Fred Testot ; ,4 avril 2012,Sur la piste du Marsupilami,3.8,Alain Chabat ; ,2.5
86,Tsilla Chelton ; Catherine Jacob ; Eric Prat ; ,4 avril 1990,Tatie Danielle,,Étienne Chatiliez ; ,3.4
87,Irrfan Khan ; Nimrat Kaur ; Nawazuddin Siddiqui ; ,11 décembre 2013,The Lunchbox,3.9,Ritesh Batra ; ,4.0
88,Fily Keita ; Claire Guyot ; Céline Mauge ; ,22 juillet 2009,Totally Spies ! Le film,2.7,Pascal Jardin (II) ; ,2.4
89,Michael Parks ; Justin Long ; Haley Joel Osment ; ,4 mars 2015,Tusk,,Kevin Smith ; ,2.2
90,Ryan Reynolds ; Isla Fisher ; Elizabeth Banks ; ,25 juin 2008,"Un jour, peut-être",3.0,Adam Brooks ; ,3.4
91,Anzac Wallace ; Merata Mita ; Bruno Lawrence ; ,27 juin 1984,Utu,,Geoff Murphy ; ,3.6
92,Haluk Bilginer ; Melisa Sözen ; Demet Akbağ ; ,6 août 2014,Winter Sleep,3.8,Nuri Bilge Ceylan ; ,3.8
93,Châu Belle Dinh ; Williams Belle ; Malik Diouf ; ,4 avril 2001,Yamakasi,3.0,Ariel Zeitoun ; ,1.9
94,Anton Yelchin ; Felicity Jones ; Jennifer Lawrence ; ,18 mars 2017,À la folie,,Drake Doremus ; ,3.6
95,Warren Christie ; Ryan Robbins ; Lloyd Owen ; ,5 octobre 2011,Apollo 18,1.7,Gonzalo Lopez-Gallego ; ,1.9
96,,7 mars 2018,Atlal,3.3,Djamel Kerkar ; ,3.2
97,Joe Mantegna ; Lara Flynn Boyle ; Joe Pantoliano ; ,26 octobre 1994,Bébé part en vadrouille,,Patrick Read Johnson ; ,2.6
98,Emily Watson ; Stellan Skarsgård ; Jean-Marc Barr ; ,9 octobre 1996,Breaking the Waves,,Lars von Trier ; ,3.6
99,Guillaume Canet ; Gilles Lellouche ; Lambert Wilson ; ,27 juillet 2011,Cars 2,2.6,Brad Lewis ; John Lasseter ; ,3.4
100,Bajram Severdzan ; Srdjan Todorovic ; Branka Katic ; ,6 octobre 1999,"Chat noir, chat blanc",4.4,Emir Kusturica ; ,4.0
101,Kévin Azaïs ; Monia Chokri ; Nathan Willcocks ; ,25 janvier 2017,Compte tes blessures,2.9,Morgan Simon ; ,3.8
102,Johnny Depp ; Gary Farmer ; Lance Henriksen ; ,3 janvier 1996,Dead Man,,Jim Jarmusch ; ,3.9
103,Eléonor Klarwein ; Odile Michel ; Coralie Clement ; ,18 septembre 2008,Diabolo Menthe,,Diane Kurys ; ,3.6
104,Daphne Patakia ; Simon Abkarian ; Maryne Cayon ; ,9 août 2017,Djam,3.4,Tony Gatlif ; ,3.8
105,Sam Worthington ; Elizabeth Banks ; Jamie Bell ; ,15 février 2012,Dos au mur,2.3,Asger Leth ; ,3.5
106,Hanno Koffler ; Max Riemelt ; Attila Borlan ; ,5 mars 2014,Freier Fall,3.0,Stephan Lacant ; ,4.0
107,Susanne Lothar ; Ulrich Mühe ; Arno Frisch ; ,14 janvier 1998,Funny Games,3.8,Michael Haneke ; ,3.8
108,Robrecht Vanden Thoren ; Johan Heldenbergh ; Gilles De Schrijver ; ,7 mars 2012,Hasta la vista,3.5,Geoffrey Enthoven ; ,4.3
109,Ruth Wilson ; Bob Balaban ; Lucy Boynton ; ,28 octobre 2016,I Am The Pretty Thing That Lives In The House,,Osgood Perkins (II) ; ,1.5
110,Zachary Gordon ; Steve Zahn ; Rachael Harris ; ,27 octobre 2010,Journal d'un dégonflé,1.3,Thor Freudenthal ; ,2.8
111,Nicolas Cage ; Jay Baruchel ; Teresa Palmer ; ,11 août 2010,L'Apprenti Sorcier,2.8,Jon Turteltaub ; ,3.1
112,Simon Abkarian ; Virginie Ledoyen ; Robinson Stévenin ; ,16 septembre 2009,L'Armée du crime,3.5,Robert Guédiguian ; ,3.3
113,Dennis Quaid ; Martin Short ; Meg Ryan ; ,16 décembre 1987,L'Aventure intérieure,,Joe Dante ; ,3.5
114,Steve McQueen ; Charles Bronson ; James Garner ; ,11 septembre 1963,La Grande évasion,3.8,John Sturges ; ,4.2
115,Russell Crowe ; Olga Kurylenko ; Yılmaz Erdoğan ; ,15 avril 2015,La Promesse d'une vie,2.5,Russell Crowe ; ,3.7
116,Eric Judor ; Ramzy Bedia ; Marina Foïs ; ,28 mars 2001,La Tour Montparnasse infernale,2.9,Charles Nemes ; ,2.4
117,Jean Dujardin ; Albert Dupontel ; Anne Alvaro ; ,25 août 2010,Le Bruit des glaçons,3.6,Bertrand Blier ; ,2.4
118,Redman ; Hannah Spearritt ; John Waters ; ,2 mars 2005,Le Fils de Chucky,3.4,Don Mancini ; ,1.9
119,Josiane Balasko ; Garance Le Guillermic ; Togo Igawa ; ,3 juillet 2009,Le Hérisson,3.0,Mona Achache ; ,3.5
120,Ed Skrein ; Ray Stevenson ; Loan Chabanol ; ,9 septembre 2015,Le Transporteur Héritage,,Camille Delamarre ; ,2.3
121,Robert Gustafsson ; Iwar Wiklander ; David Wiberg ; ,28 mai 2014,Le Vieux qui ne voulait pas fêter son anniversaire,2.8,Felix Herngren ; ,3.7
122,Steve Austin ; Vinnie Jones ; Nathan Jones ; ,10 août 2010,Les Condamnés,,Scott Wiper ; ,2.6
123,François Damiens ; Finnegan Oldfield ; Agathe Dronne ; ,25 novembre 2015,Les Cowboys,3.5,Thomas Bidegain ; ,3.7
124,Catherine Deneuve ; Françoise Dorléac ; Danielle Darrieux ; ,8 mars 1967,Les Demoiselles De Rochefort,,Jacques Demy ; ,3.5
125,James Franco ; Selena Gomez ; Vincent D'Onofrio ; ,6 août 2017,Les Insoumis,,James Franco ; ,3.2
126,Ariane Ascaride ; Jean-Pierre Darroussin ; Gérard Meylan ; ,16 novembre 2011,Les Neiges du Kilimandjaro,4.1,Robert Guédiguian ; ,3.7
127,Charles Chaplin ; Paulette Goddard ; Chester Conklin ; ,24 septembre 1936,Les Temps modernes,4.6,Charles Chaplin ; ,4.4
128,Jim Carrey ; Danny DeVito ; Courtney Love ; ,15 mars 2000,Man on the Moon,4.0,Milos Forman ; ,3.8
129,Ivan Yankovskiy ; Sabina Akhmedova ; Lyubov Aksyonova ; ,19 septembre 2017,Nightwatchmen - Les gardiens de la nuit,,Emilis Velyvis ; ,2.7
130,Benoît Poelvoorde ; Jean-Paul Rouve ; Julie Depardieu ; ,11 février 2004,Podium,3.3,Yann Moix ; ,2.5
131,Adam Sandler ; John Turturro ; Emmanuelle Chriqui ; ,27 août 2008,Rien que pour vos cheveux,3.1,Dennis Dugan ; ,2.8
132,Alain Chabat ; Med Hondo ; Barbara Tissier ; ,23 juin 2004,Shrek 2,4.1,Andrew Adamson ; Kelly Asbury ; Conrad Vernon ; ,3.9
133,Douglas Smith ; Lucien Laviscount ; Doug Jones ; ,6 juin 2017,The Bye Bye Man,,Stacy Title ; ,2.4
134,Tommy Lee Jones ; Hilary Swank ; Miranda Otto ; ,18 mai 2014,The Homesman,3.5,Tommy Lee Jones ; ,3.6
135,Mari Töröcsik ; Imre Soós ; Adam Szirtes ; ,15 septembre 2006,Un Petit carrousel de fête,,Zoltan Fabri ; ,2.9
136,Shah Rukh Khan ; Preity Zinta ; Rani Mukerji ; ,26 avril 2006,Veer-Zaara,3.7,Yash Chopra ; ,3.7
137,Laurent Lafitte ; Christophe Malavoy ; Judith El Zein ; ,18 décembre 2013,16 ans ou presque,1.8,Tristan Séguéla ; ,2.7
138,Madonna ; Bruce Greenwood ; Elizabeth Banks ; ,21 mai 2003,A la dérive,2.0,Guy Ritchie ; ,2.2
139,Azize Diabate Abdoulaye ; Pascal N'Zonzi ; Oxmo Puccino ; ,21 octobre 2015,Adama,3.7,Simon Rouby ; ,3.7
140,Jean Reno ; Caterina Murino ; Alban Lenoir ; ,19 août 2015,Antigang,2.3,Benjamin Rocher ; ,3.1
141,Shane West ; Leslie Bibb ; Matt Craven ; ,23 avril 2017,Awakening The Zodiac,,Jonathan Wright ; ,2.1
142,Liam Neeson ; Dan Stevens ; Boyd Holbrook ; ,15 octobre 2014,Balade entre les tombes,3.3,Scott Frank ; ,3.1
143,Ethan Hawke ; Julie Delpy ; Andrea Eckert ; ,29 mars 1995,Before Sunrise,,Richard Linklater ; ,3.7
144,Franck Dubosc ; Marina Foïs ; Charles Crombez ; ,27 février 2013,Boule & Bill,1.5,Alexandre Charlot ; Franck Magnier ; ,1.8
145,Jason Statham ; Saffron Burrows ; Stephen Campbell Moore ; ,6 août 2008,Braquage à l'Anglaise,3.8,Roger Donaldson ; ,3.5
146,Sissy Spacek ; Piper Laurie ; Amy Irving ; ,22 avril 1977,Carrie au bal du diable,4.3,Brian De Palma ; ,3.6
147,Michael Fassbender ; Dominic West ; Olga Kurylenko ; ,7 juillet 2010,Centurion,2.8,Neil Marshall ; ,2.9
148,Chavela Vargas ; ,15 novembre 2017,Chavela Vargas,3.8,Catherine Gund ; Daresha Kyi ; ,4.0
149,Vinessa Shaw ; William Atherton ; Aaron Stanford ; ,13 janvier 2017,Clinical,,Alistair Legrand ; ,2.5
150,Harrison Ford ; Daniel Craig ; Olivia Wilde ; ,24 août 2011,Cowboys & envahisseurs,2.5,Jon Favreau ; ,2.5
151,Sandrine Kiberlain ; Laurent Lafitte ; Pascal Demolon ; ,24 septembre 2014,Elle l'adore,3.7,Jeanne Herry ; ,3.7
152,Oskar Werner ; Julie Christie ; Cyril Cusack ; ,11 septembre 1966,Fahrenheit 451,,François Truffaut ; ,3.6
153,Ha-Neul Kang ; Mu-Yeol Kim ; Seong-kun Mun ; ,21 février 2018,Forgotten,,Hang-Jun Zhang ; ,3.5
154,Danny DeVito ; John Travolta ; Gene Hackman ; ,27 mars 1996,Get Shorty,,Barry Sonnenfeld ; ,2.5
155,George Clooney ; Catherine Zeta-Jones ; Geoffrey Rush ; ,19 novembre 2003,Intolérable cruauté,4.0,Joel Coen ; Ethan Coen ; ,2.6
156,Samuel L. Jackson ; Callan McAuliffe ; India Eisley ; ,13 février 2017,Kite,,Ralph Ziman ; ,
157,Clark Gable ; Yvonne De Carlo ; Sidney Poitier ; ,1 janvier 1958,L'Esclave libre,5.0,Raoul Walsh ; ,3.6
158,Nicole Kidman ; Sean Penn ; Chris McKinney ; ,8 juin 2005,L'Interprète,3.0,Sydney Pollack ; ,3.0
159,Paulina García ; Claudio Rissi ; ,13 décembre 2017,La Fiancée du désert,3.1,Cecilia Atán ; Valeria Pivato ; ,3.3
160,Julie Andrews ; Christopher Plummer ; Richard Haydn ; ,16 février 1966,La Mélodie du bonheur,2.0,Robert Wise ; ,3.9
161,Pauline Etienne ; Isabelle Huppert ; Martina Gedeck ; ,20 mars 2013,La Religieuse,3.3,Guillaume Nicloux ; ,3.4
162,Ben Affleck ; Morgan Freeman ; Ciarán Hinds ; ,24 juillet 2002,La Somme de toutes les peurs,2.5,Phil Alden Robinson ; ,2.4
163,James Stewart ; Donna Reed ; Lionel Barrymore ; ,10 décembre 1947,La Vie est belle,5.0,Frank Capra ; ,4.2
164,Min-Hee Kim ; Hae-hyo Kwon ; Kim Saeybuk ; ,7 juin 2017,Le Jour d'après,4.1,Sang-Soo Hong ; ,3.5
165,Cillian Murphy ; Padraic Delaney ; Liam Cunningham ; ,23 août 2006,Le Vent se lève,3.8,Ken Loach ; ,2.1
166,Dorsey Wright ; Roger Hill ; Michael Beck ; ,/,Les Guerriers de la nuit,,Walter Hill ; ,3.8
167,Kirk Douglas ; Ralph Meeker ; Adolphe Menjou ; ,26 mars 1975,Les Sentiers de la gloire,4.6,Stanley Kubrick ; ,4.3
168,Zabou Breitman ; Bernard Campan ; Nina Rodriguez ; ,17 novembre 2010,No et moi,3.0,Zabou Breitman ; ,3.5
169,Mayumi Tanaka ; Ikue Ôtani ; Hikari Mitsushima ; ,2 novembre 2016,One Piece: Gold,3.2,Hiroako Miyamoto ; ,4.2
170,Dennis Quaid ; Ben Foster ; Cam Gigandet ; ,30 septembre 2009,Pandorum,2.9,Christian Alvart ; ,3.2
171,Leon Robinson ; Doug E. Doug ; John Candy ; ,13 avril 1994,Rasta rockett,3.0,Jon Turteltaub ; ,3.8
172,Matthias Schweighöfer ; Kaya Yanar ; Dieter Hallervorden ; ,20 avril 2016,Robinson Crusoe,3.1,Vincent Kesteloot ; ,2.9
173,Chad McKnight ; Brianne Davis ; AJ Bowen ; ,13 novembre 2016,Synchronicity,,Jacob Gentry ; ,2.1
174,Adrien Brody ; Forest Whitaker ; Cam Gigandet ; ,11 janvier 2011,The Experiment,,Paul Scheuring ; ,3.1
175,Angelina Jolie ; Johnny Depp ; Timothy Dalton ; ,15 décembre 2010,The Tourist,1.6,Florian Henckel von Donnersmarck ; ,2.4
176,Nicolas Cage ; Cody Walker ; Tom Sizemore ; ,/,USS Indianapolis,,Mario Van Peebles ; ,2.7
177,Gérard Depardieu ; Sigourney Weaver ; Armand Assante ; ,12 octobre 1992,1492 : Christophe Colomb,,Ridley Scott ; ,3.1
178,Dan Aykroyd ; Ned Beatty ; John Belushi ; ,12 mars 1980,1941,,Steven Spielberg ; ,3.0
179,Jesse Eisenberg ; Kristen Stewart ; Topher Grace ; ,19 août 2015,American Ultra,2.9,Nima Nourizadeh ; ,3.1
180,Paul Walker ; Jason Biggs ; Bruce Greenwood ; ,26 avril 2006,"Antartica, prisonniers du froid",3.0,Frank Marshall ; ,3.6
181,Val Kilmer ; Tommy Lee Jones ; Jim Carrey ; ,19 juillet 1995,Batman Forever,,Joel Schumacher ; ,1.9
182,Thimothy Balme ; Ian Watkin ; Diana Penalver ; ,27 janvier 1993,Braindead,,Peter Jackson ; ,3.9
183,Isidora Simijonovic ; Vukasin Jasnic ; Sanja Mikitisin ; ,17 avril 2013,Clip,2.6,Maja Milos ; ,3.4
184,Mélanie Laurent ; Jérémie Renier ; Pierre Garand ; ,22 mai 2013,Epic : la bataille du royaume secret,3.5,Chris Wedge ; ,4.0
185,Kristen Stewart ; Nicholas Hoult ; Guy Pearce ; ,20 octobre 2016,Equals,,Drake Doremus ; ,3.4
186,Adam Sandler ; Drew Barrymore ; Bella Thorne ; ,12 septembre 2014,Famille recomposée,,Frank Coraci ; ,3.1
187,Lucas Black ; Shad Moss ; Brian Tee ; ,19 juillet 2006,Fast & Furious : Tokyo Drift,1.6,Justin Lin ; ,2.3
188,Denis Lavant ; Edith Scob ; Eva Mendes ; ,4 juillet 2012,Holy Motors,4.3,Leos Carax ; ,2.9
189,Kathrine Narducci ; Francis Capra ; Lillo Brancato ; ,20 avril 1994,Il était une fois le Bronx,,Robert De Niro ; ,4.1
190,Donnie Yen ; Mike Tyson ; Patrick Tam (II) ; ,20 avril 2016,Ip Man 3,,Wilson Yip ; ,4.0
191,Shah Rukh Khan ; Katrina Kaif ; Anushka Sharma ; ,21 novembre 2012,Jusqu'à mon dernier Souffle,3.2,Yash Chopra ; ,4.2
192,Katherine Heigl ; Ashton Kutcher ; Tom Selleck ; ,23 juin 2010,Kiss & Kill,1.8,Robert Luketic ; ,2.5
193,Ray Romano ; John Leguizamo ; Denis Leary ; ,26 juin 2002,L'Âge de glace,4.1,Chris Wedge ; Carlos Saldanha ; ,4.2
194,Stephen Bradley (II) ; Clint Eastwood ; Patrick McGoohan ; ,31 octobre 1979,L'Evadé d'Alcatraz,,Don Siegel ; ,4.0
195,Bénédicte Lecroard ; Emmanuel Jacomi ; François Leroux ; ,21 octobre 1992,La Belle et la Bête,,Gary Trousdale ; Kirk Wise ; ,4.1
196,Larry Roberts ; Barbara Luddy ; Peggy Lee ; ,1 octobre 1955,La Belle et le Clochard,5.0,Hamilton Luske ; Clyde Geronimi ; Wilfred Jackson ; ,3.9
