,actors,date,genres,movie,press_rating,producers,spectators_rating
402,George Lazenby ; Diana Rigg ; Telly Savalas ; ,12 décembre 1969,Espionnage ; Action ; ,Au service secret de sa Majesté,,Peter Hunt ; ,3.1
403,Javier Bardem ; Johnny Depp ; Olivier Martinez ; ,13 juin 2001,Drame ; Biopic ; ,Avant la nuit,3.4,Julian Schnabel ; ,3.5
404,Tyrese Gibson ; Taraji P. Henson ; Omar Gooding ; ,19 septembre 2001,Comédie ; ,Baby Boy,2.7,John Singleton ; ,3.7
405,Emmanuelle Seigner ; Isild Le Besco ; Noémie Lvovsky ; ,16 novembre 2005,Drame ; Musical ; ,Backstage,3.7,Emmanuelle Bercot ; ,2.4
406,Evan Rachel Wood ; Scott Speedman ; Treat Williams ; ,/,Comédie ; Romance ; Drame ; ,Barefoot,,Andrew Fleming ; ,3.4
407,Tatsuya Fujiwara ; Aki Maeda ; Shugo Oshinari ; ,20 janvier 2005,Action ; Epouvante-horreur ; ,Battle Royale II - Requiem,,Kinji Fukasaku ; Kenta Fukasaku ; ,1.6
408,Michael Cera ; Portia Doubleday ; Jean Smart ; ,1 septembre 2010,Comédie ; ,Be Bad !,2.8,Miguel Arteta ; ,2.4
409,Amy Acker ; Alexis Denisof ; Clark Gregg ; ,29 janvier 2014,Comédie ; Drame ; Romance ; ,Beaucoup de bruit pour rien,3.2,Joss Whedon ; ,3.4
410,Miriam Mayet ; Lana Cooper ; Matthias Faust ; ,21 août 2012,Drame ; Erotique ; Romance ; ,Bedways,,Rolf Peter Kahl ; ,2.5
411,Jacques Gamblin ; Yaël Abecassis ; Jalil Lespert ; ,18 juillet 2001,Drame ; ,Bella ciao,2.3,Stéphane Giusti ; ,3.0
412,Gérard Depardieu ; Clovis Cornillac ; Jacques Gamblin ; ,25 février 2009,Policier ; Drame ; Thriller ; ,Bellamy,3.6,Claude Chabrol ; ,1.9
413,Niels Schneider ; Agathe Bonitzer ; Mathieu Amalric ; ,18 janvier 2017,Comédie dramatique ; ,Belle dormant,3.6,Ado Arrietta ; ,2.5
414,DMX ; Nas ; Hassan Johnson ; ,/,Policier ; Drame ; ,Belly,,Hype Williams ; ,2.9
415,Michèle Morgan ; Catherine Deneuve ; Michel Piccoli ; ,/,Comédie ; Erotique ; ,Benjamin ou les mémoires d'un puceau,,Michel Deville ; ,3.4
416,Gérard Jugnot ; Jean Reno ; Thierry Lhermitte ; ,17 décembre 2014,Comédie ; ,Benoît Brisefer : les Taxis Rouges,3.0,Manuel Pradal ; ,1.9
417,Jack Black ; Shirley MacLaine ; Matthew McConaughey ; ,5 novembre 2014,Comédie ; Drame ; ,Bernie,,Richard Linklater ; ,3.5
418,David Wenham ; Susie Porter ; Catherine McClements ; ,1 août 2001,Comédie ; Romance ; Erotique ; ,Better Than Sex,2.3,Jonathan Teplitzky ; ,2.9
419,Tzahi Grad ; Lior Ashkenazi ; Rotem Keinan ; ,2 juillet 2014,Thriller ; Comédie ; Policier ; ,Big Bad Wolves,2.4,Aharon Keshales ; Navot Papushado ; ,3.2
420,Patti D'Arbanville ; Bernard Giraudeau ; Mona Kristensen ; ,/,Erotique ; Drame ; Romance ; ,Bilitis,,David Hamilton ; ,3.1
421,Gautier Kusnierek ; Thierry Lhermitte ; Arielle Dombasle ; ,19 mai 1999,Comédie ; ,C'est pas ma faute !,3.0,Jacques Monnet ; ,2.5
422,Philippe Torreton ; Maria Pitarresi ; Nadia Kaci ; ,12 mars 1999,Drame ; ,Ça commence aujourd'hui,4.1,Bertrand Tavernier ; ,3.7
423,Liza Minnelli ; Michael York ; Helmut Griem ; ,15 septembre 1972,Drame ; Musical ; ,Cabaret,,Bob Fosse ; ,3.8
424,Nicole Kidman ; Sam Neill ; Billy Zane ; ,23 août 1989,Thriller ; Drame ; ,Calme Blanc,,Phillip Noyce ; ,2.9
425,Rock Hudson ; Barbara Rush ; Jeff Morrow ; ,16 septembre 1955,Aventure ; Drame ; Romance ; ,Capitaine Mystère,,Douglas Sirk ; ,2.7
426,Michael Moore ; Wallace Shawn ; ,25 novembre 2009,Documentaire ; ,Capitalism: A Love Story,3.0,Michael Moore ; ,3.5
427,Isabelle Huppert ; Kathy Mulville ; Marc Zanetta ; ,19 septembre 2012,Drame ; Action ; ,Captive,3.1,Brillante Mendoza ; ,2.7
428,Jamie Kaler ; Helena Bonham Carter ; Hugh Laurie ; ,9 février 2000,Animation ; ,Carnivale,2.8,Deane Taylor ; ,3.1
429,Jean-Paul Rouve ; Sami Bouajila ; Audrey Lamy ; ,31 mars 2014,Drame ; ,Ce soir je vais tuer l'assassin de mon fils,,Pierre Aknine ; ,3.8
430,Benicio Del Toro ; Carlos Bardem ; Demian Bichir ; ,28 janvier 2009,Biopic ; Guerre ; ,Che - 2ème partie : Guerilla,3.2,Steven Soderbergh ; ,2.9
431,José Garcia ; Anna Mouglalis ; Samuel Benchetrit ; ,30 mars 2011,Comédie ; ,Chez Gino,2.5,Samuel Benchetrit ; ,1.6
432,Ary Abittan ; Tim Allen ; ,20 février 2013,Documentaire ; ,Chimpanzés,2.8,Mark Linfield ; Alastair Fothergill ; ,3.8
433,Liu Ye ; Yuanyuan Gao ; Hideo Nakaizumi ; ,21 juillet 2010,Drame ; Guerre ; Historique ; ,City of Life and Death,3.7,Chuan Lu ; ,3.9
434,Stephen Chow ; Jiao Xu ; Lei Huang ; ,10 septembre 2008,Comédie ; Science fiction ; ,CJ7,,Stephen Chow ; ,3.3
435,Stella Maeve ; Alexander Nifong ; Jamal Mallory-McCree ; ,6 janvier 2015,Science fiction ; Thriller ; ,Cloned: The Recreator Chronicles,,Gregory Orr ; ,2.3
436,Brian Blessed ; Richard Clifford ; Bryce Dallas Howard ; ,/,Comédie ; Drame ; Romance ; ,Comme il vous plaira,,Kenneth Branagh ; ,3.1
437,Audrey Hepburn ; Peter O'Toole ; Eli Wallach ; ,2 septembre 1966,Policier ; Comédie ; Romance ; ,Comment voler un million de dollars,,William Wyler ; ,4.1
438,Fabrice Luchini ; Sandrine Bonnaire ; Michel Duchaussoy ; ,25 février 2004,Romance ; Drame ; Thriller ; ,Confidences trop intimes,3.7,Patrice Leconte ; ,2.6
439,Gabriel Byrne ; Brad Pitt ; Michele Abrams ; ,5 janvier 1994,Comédie ; Fantastique ; Animation ; ,Cool World,,Ralph Bakshi ; ,2.0
440,André Dussollier ; Marthe Keller ; Julien Boisselier ; ,30 janvier 2008,Thriller ; Policier ; ,Cortex,3.1,Nicolas Boukhrief ; ,2.5
441,Catherine Frot ; Karim Seghair ; Marie Raynal ; ,27 avril 2011,Policier ; ,Coup d'éclat,3.0,José Alcala ; ,2.4
442,Teri Garr ; Raul Julia ; Nastassja Kinski ; ,29 septembre 1982,Drame ; Romance ; Comédie musicale ; ,Coup de coeur,,Francis Ford Coppola ; ,3.5
443,Naamah Alva ; Daizy Blu ; Philippe Decoufflé ; ,5 octobre 2011,Documentaire ; ,Crazy Horse,3.3,Frederick Wiseman ; ,2.6
444,Paul Hogan ; Linda Kozlowski ; Serge Cockburn ; ,27 juin 2001,Comédie ; Aventure ; ,Crocodile Dundee 3,2.1,Simon Wincer ; ,1.6
445,Juliane Köhler ; Liv Ullmann ; Sven Nordin ; ,7 mai 2014,Drame ; ,D'une vie à l'autre,3.1,Georg Maas ; Judith Kaufmann ; ,3.8
446,Al Pacino ; Annette Bening ; Bobby Cannavale ; ,3 novembre 2015,Drame ; Comédie ; ,Danny Collins,,Dan Fogelman ; ,3.8
447,Marina De Van ; Laurent Lucas ; Léa Drucker ; ,4 décembre 2002,Drame ; Epouvante-horreur ; ,Dans Ma Peau,4.0,Marina De Van ; ,3.1
448,Ryan Phillippe ; Eva Green ; Sam Riley ; ,7 avril 2010,Fantastique ; Science fiction ; Thriller ; ,Dark World,,Gerald McMorrow ; ,2.5
449,David Lynch ; ,15 février 2017,Documentaire ; Biopic ; ,David Lynch: The Art Life,3.4,Jon Nguyen ; Rick Barnes (XVII) ; Olivia Neergaard-Holm ; ,3.5
450,Ethan Hawke ; Gwyneth Paltrow ; Anne Bancroft ; ,6 mai 1998,Drame ; Romance ; ,De grandes espérances,,Alfonso Cuarón ; ,3.4
451,Kenneth Branagh ; Emma Thompson ; Andy Garcia ; ,4 mars 1992,Policier ; Thriller ; ,Dead Again,3.8,Kenneth Branagh ; ,3.4
452,Ario Bayu ; Sam Hazeldine ; Mike Lewis ; ,15 mai 2013,Action ; Epouvante-horreur ; ,Dead Mine,,Steven Sheil ; ,1.7
453,Isabelle Fuhrman ; Liana Liberato ; Joel Courtney ; ,4 juillet 2016,Aventure ; Drame ; Comédie ; ,Dear Eleanor,,Kevin Connolly ; ,2.9
454,Josiane Balasko ; Michel Blanc ; Brigitte Roüan ; ,5 juin 2013,Comédie ; ,Demi-soeur,1.3,Josiane Balasko ; ,2.5
455,Ben Affleck ; Samuel L. Jackson ; Toni Collette ; ,6 novembre 2002,Drame ; ,Dérapages incontrôlés,3.7,Roger Michell ; ,2.6
456,Frank C. Turner ; Greg Miller ; Terry Chen ; ,1 août 2001,Comédie dramatique ; Thriller ; ,Destination : Graceland,2.9,Demian Lichtenstein ; ,3.0
457,Dragos Bucur ; Gheorghe Visu ; Vlad Ivanov ; ,28 septembre 2016,Drame ; Thriller ; ,Dogs,3.3,Bogdan Mirică ; ,3.0
458,Jude Law ; Richard E. Grant ; Demian Bichir ; ,4 juin 2014,Comédie ; Policier ; ,Dom Hemingway,2.5,Richard Shepard ; ,2.8
459,Guillermo Arriaga ; Jacques Audiard ; John Boorman ; ,15 mai 2013,Documentaire ; ,Dreamers,2.7,Noëlle Deschamps ; ,3.2
460,Sam Worthington ; Xavier Samuel ; Lesley-Ann Brandt ; ,7 août 2013,Drame ; ,Drift,,Morgan O'Neill ; Ben Nott ; ,
461,Rock Hudson ; Lauren Bacall ; Robert Stack ; ,9 janvier 1957,Drame ; Romance ; ,Ecrit sur du vent,5.0,Douglas Sirk ; ,4.0
462,Whoopi Goldberg ; Frank Langella ; Dennis Farina ; ,/,Comédie ; ,Eddie,,Steve Rash ; ,2.8
463,Michael Landes ; Timothy Gibbs ; Wendy Glenn ; ,24 octobre 2012,Thriller ; Epouvante-horreur ; ,Eleven,,Darren Lynn Bousman ; ,1.7
464,Jean-Louis Rolland ; Florence Giorgetti ; Patrick Raynal ; ,8 juillet 2015,Drame ; ,Encore,,Paul Vecchiali ; ,3.3
465,Hiep Thi Le ; Tommy Lee Jones ; Joan Chen ; ,19 janvier 1994,Guerre ; Drame ; ,Entre ciel et terre,,Oliver Stone ; ,3.6
466,Edward Norton ; Lucy DeVito ; Kent Jude Bernard ; ,2 novembre 2011,Comédie ; Drame ; Thriller ; ,Escroc(s) en herbe,,Tim Blake Nelson ; ,2.5
467,Pernilla Allwin ; Bertil Guve ; Pernilla August ; ,9 mars 1983,Drame ; ,Fanny et Alexandre,,Ingmar Bergman ; ,4.1
468,Leopold Stokowski ; Steve Martin ; Quincy Jones ; ,24 mai 2000,Animation ; Famille ; Fantastique ; ,Fantasia 2000,3.2,Eric Goldberg ; Pixote Hunt ; Hendel Butoy ; ,3.3
469,Moussa Keita ; Aminata Ousmane ; Safiatou Mahamane ; ,/,Drame ; ,Faraw !  Une mère des sables,,Abdoulaye Ascofare ; ,3.0
470,Gene Wilder ; Richard Pryor ; Georg Stanford Brown ; ,29 novembre 2002,Comédie ; Judiciaire ; ,Faut s'faire la malle,,Sidney Poitier ; ,3.0
471,Cheech Marin ; Tommy Chong ; Strother Martin ; ,6 juin 2002,Comédie ; Aventure ; ,Faut trouver le joint,,Lou Adler ; ,3.6
472,Balthazar Getty ; Henry Rollins ; Navi Rawat ; ,17 avril 2007,Epouvante-horreur ; Comédie ; ,Feast,,John Gulager ; ,2.6
473,,20 février 2018,Documentaire ; ,Femme paysanne,,René Duranton ; ,
474,Omar Epps ; Adam Goldberg ; Brigdgette Wilson-Sampras ; ,21 janvier 2003,Drame ; ,Fièvre à Columbus University,,John Singleton ; ,3.4
475,Jean-Paul Belmondo ; Michel Galabru ; Marie Laforêt ; ,28 mars 1979,Policier ; Action ; ,Flic ou voyou,,Georges Lautner ; ,3.1
476,Michael Fassbender ; Domhnall Gleeson ; Maggie Gyllenhaal ; ,4 février 2015,Comédie ; Drame ; Musical ; ,Frank,2.7,Lenny Abrahamson ; ,3.4
477,Robert Englund ; Lisa Zane ; Shon Greenblatt ; ,8 janvier 1992,Epouvante-horreur ; Thriller ; Fantastique ; ,Freddy - Chapitre 6 : La fin de Freddy - L'ultime cauchemar,,Rachel Talalay ; ,2.0
478,Reese Witherspoon ; Kiefer Sutherland ; Brooke Shields ; ,3 septembre 1997,Thriller ; ,Freeway,,Matthew Bright ; ,3.5
479,Mark Lee (II) ; Mel Gibson ; Bill Kerr ; ,10 mars 1982,Drame ; Historique ; Guerre ; ,Gallipoli,,Peter Weir ; ,3.8
480,Dominic Cooper ; Samuel L. Jackson ; Gloria Reuben ; ,17 juin 2014,Thriller ; Policier ; ,Game of Fear,,Peter Howitt ; ,2.8
481,Pierre-Marie Escourrou ; Catherine Chevallier ; Anny Duperey ; ,2 mars 1998,Animation ; Aventure ; Science fiction ; ,Gandahar,,René Laloux ; ,3.9
482,Nicole Garcia ; Reda Kateb ; François Damiens ; ,4 septembre 2013,Comédie dramatique ; ,Gare du Nord,3.5,Claire Simon ; ,2.4
483,Golshifteh Farahani ; Maximilien Seweryn ; François Nour ; ,7 décembre 2016,Drame ; ,Go Home,2.6,Jihane Chouaib ; ,3.1
484,Delphine Seyrig ; Myriam Boyer ; Fanny Cottençon ; ,25 juin 1986,Comédie dramatique ; Documentaire ; ,Golden Eighties,,Chantal Akerman ; ,2.8
485,Alexandre Prince ; Stomy Bugsy ; Titoff ; ,7 mai 2003,Policier ; Action ; Comédie ; ,Gomez & Tavarès,2.9,Gilles Paquet-Brenner ; ,1.3
486,Sylvia Kristel ; Umberto Orsini ; Jean-Pierre Bouvier ; ,21 juin 1978,Erotique ; ,Goodbye Emmanuelle,,François Leterrier ; ,2.5
487,Sylvester Stallone ; Donald Sutherland ; John Amos ; ,23 août 1989,Action ; ,Haute sécurité,,John Flynn ; ,2.9
488,Sienna Guillory ; Matthew Marsden ; Rufus Sewell ; ,6 juin 2012,Action ; Aventure ; Drame ; ,Hélène de Troie,,John Kent Harrison ; ,2.6
489,Arnold Schwarzenegger ; Arnold Stang ; Taina Elg ; ,/,Aventure ; Fantastique ; Famille ; ,Hercule à New York,,Arthur Allan Seidelman ; ,1.8
490,Virginie Ledoyen ; Maidi Roth ; Marie Laforêt ; ,27 août 1997,Comédie dramatique ; Musical ; ,Héroïnes,,Gérard Krawczyk ; ,2.7
491,Siren Jørgensen ; Frode Winther Gunnes ; Anders Baasmo Christiansen ; ,8 décembre 2017,Thriller ; ,Hevn (Revenge),,Kjersti Steinsbø ; ,3.0
492,Kyle MacLachlan ; Michael Nouri ; Claudia Christian ; ,12 juillet 2005,Epouvante-horreur ; Action ; ,Hidden,,Jack Sholder ; ,3.6
493,Sophia Loren ; Marcello Mastroianni ; Aldo Giuffre ; ,15 mai 1964,Comédie ; Romance ; ,"Hier, aujourd'hui et demain",5.0,Vittorio De Sica ; ,3.8
494,John Cusack ; Iben Hjejle ; Todd Louiso ; ,6 septembre 2000,Comédie ; Drame ; ,High Fidelity,3.5,Stephen Frears ; ,3.3
495,Ricardo Darín ; Alberto Ammann ; Calu Rivero ; ,12 février 2014,Thriller ; Policier ; ,Hipótesis,2.6,Hernán Goldfrid ; ,2.9
496,Nomi ; Lou Charmelle ; Amélie Jolie ; ,/,Erotique ; Comédie ; ,Histoires de sexe(s),,Jack Tyler ; Ovidie ; ,3.0
497,François Sagat ; Chiara Mastroianni ; Omar Ben Sellem ; ,22 septembre 2010,Drame ; ,Homme au bain,2.0,Christophe Honoré ; ,1.9
498,Andy Garcia ; Tim Roth ; Laurence Fishburne ; ,25 mars 1998,Policier ; Thriller ; Drame ; ,Hoodlum,,Bill Duke ; ,3.2
499,Justin Wang ; Endurance Newton ; Dieudonné Bertrand Balo’o ; ,28 janvier 2015,Drame ; ,Hope,3.8,Boris Lojkine ; ,4.1
500,Francesca Agostini ; Mischa Barton ; Danny Trejo ; ,25 novembre 2016,Thriller ; Epouvante-horreur ; ,Hope Lost,,David Petrucci ; ,2.2
501,Michael Douglas ; Jeremy Irvine ; Hanna Mangan Lawrence ; ,12 octobre 2015,Thriller ; ,Hors de portée,,Jean-Baptiste Leonetti ; ,2.8
502,Saoirse Ronan ; Tom Holland ; George MacKay ; ,12 mars 2014,Action ; Drame ; ,How I Live Now (Maintenant c'est ma vie),2.6,Kevin Macdonald ; ,3.6
503,Muhammed Uzuner ; Yılmaz Erdoğan ; Taner Birsel ; ,2 novembre 2011,Drame ; Thriller ; ,Il était une fois en Anatolie,3.7,Nuri Bilge Ceylan ; ,3.3
504,Jet Li ; Jacky Cheung ; Rosamund Kwan ; ,20 juin 2001,Arts Martiaux ; Aventure ; ,Il était une fois en Chine,4.5,Tsui Hark ; James Wong (II) ; ,3.6
505,Evelyne Brochu ; Sabrina Ouazani ; Sivan Levy ; ,3 avril 2013,Drame ; ,Inch'Allah,3.0,Anaïs Barbeau-Lavalette ; ,3.5
506,Anna Polina ; Tarra White ; Defrancesca Gallardo ; ,/,Erotique ; ,Inglorious Bitches,,Max Candy ; ,3.2
507,Zoé Auclair ; Lea Bridarolli ; Bérangère Haubruge ; ,12 janvier 2005,Comédie dramatique ; ,Innocence,3.5,Lucile Hadzihalilovic ; ,2.7
508,Paul Terrry ; Mario Yedidia ; Steven Culp ; ,18 juin 1997,Animation ; Aventure ; ,James et la pêche géante,,Henry Selick ; ,3.3
509,Janis Joplin ; Cat Power ; ,6 janvier 2016,Documentaire ; ,Janis,3.3,Amy Berg ; ,3.9
510,Lorànt Deutsch ; Philippe Torreton ; Sara Forestier ; ,18 avril 2007,Drame ; Historique ; ,"Jean de La Fontaine, le défi",2.0,Daniel Vigne ; ,1.6
511,Anne Hathaway ; Bijou Phillips ; Shiri Appleby ; ,11 juillet 2007,Drame ; ,Jeux de gangs,,Barbara Kopple ; ,2.4
512,Margaret Wycherly ; Henry Travers ; Forrest Tucker ; ,7 mai 2008,Drame ; ,Jody et le faon,,Clarence Brown ; ,3.1
513,Thommy Berggren ; Anja Schmidt ; Kelvin Malave ; ,8 décembre 1971,Drame ; ,Joe Hill,,Bo Widerberg ; ,3.7
514,Clint Eastwood ; Robert Duvall ; John Saxon ; ,11 août 1972,Western ; ,Joe Kidd,,John Sturges ; ,2.9
515,Zachary Gordon ; Steve Zahn ; Robert Capron ; ,24 octobre 2012,Comédie ; Famille ; ,Journal d'un Dégonflé : ça fait suer !,,David Bowers ; ,3.1
516,Atta Yaqub ; Eva Birthistle ; Shabana Bakhsh ; ,14 juillet 2004,Drame ; Romance ; ,Just a kiss,4.0,Ken Loach ; ,3.5
517,Pierre-Olivier Mornas ; Bernard-Pierre Donnadieu ; Ticky Holgado ; ,15 septembre 1993,Historique ; ,Justinien Trouvé ou le bâtard de Dieu,,Christian Fechner ; ,3.5
518,Will Poulter ; Alma Jodorowsky ; Cara Delevingne ; ,3 octobre 2016,Drame ; ,Kids In Love,,Chris Foggin ; ,
519,Simon Pegg ; Steve Le Marquand ; Alice Braga ; ,20 décembre 2016,Action ; Comédie ; Thriller ; ,Kill Me Three Times,,Kriv Stenders ; ,2.6
520,Louis Jouvet ; Jean Brochard ; Pierre Renoir ; ,21 mars 1951,Comédie ; ,Knock,,Guy Lefranc ; ,3.9
521,Romain Duris ; Aïssa Maïga ; Clément Sibony ; ,12 septembre 2007,Comédie ; ,L'Age d'homme... maintenant ou jamais,2.1,Raphael Fejtö ; ,1.7
522,Sophie Renoir ; Emmanuelle Chaulet ; Eric Viellard ; ,26 août 1987,Comédie dramatique ; ,L'Ami de mon amie,,Eric Rohmer ; ,3.8
523,Alfred Molina ; Brenda Blethyn ; Christopher Walken ; ,28 juillet 2004,Comédie ; ,"L'Amour, six pieds sous terre",2.9,Nick Hurran ; ,3.2
524,Sergey Dreiden ; Sergey Nadporozhsky ; Sergey Muchenikov ; ,26 mars 2003,Historique ; Fantastique ; Drame ; ,L'Arche russe,3.4,Aleksandr Sokurov ; ,3.7
525,,18 octobre 2017,Documentaire ; ,L'Assemblée,3.3,Mariana Otero ; ,3.4
526,Michel Simon ; Gilles Margaritis ; Jacques Prévert ; ,12 septembre 1934,Comédie dramatique ; Romance ; ,L'Atalante,,Jean Vigo ; ,3.8
527,Grigoriy Dobrygin ; Ekaterina Vilkova ; Viktor Verzhbitskiy ; ,28 juillet 2010,Action ; Fantastique ; ,L'Eclair noir,1.0,Alexander Voytinskiy ; Dmitri Kiselyov ; ,2.8
528,,15 novembre 2017,Documentaire ; ,L'École de la vie,3.7,Maite Alberdi ; ,3.4
529,Tommy Lee Jones ; Samuel L. Jackson ; Blair Underwood ; ,20 septembre 2000,Drame ; Guerre ; ,L'Enfer du devoir,2.3,William Friedkin ; ,2.6
530,Caroline Goodall ; Russell Crowe ; Amiel Daemion ; ,/,Famille ; Drame ; ,L'étalon d'argent,,John Tatoulis ; ,3.5
531,Markku Peltola ; Kati Outinen ; Juhani Niemela ; ,6 novembre 2002,Drame ; Comédie ; ,L'Homme sans passé,4.8,Aki Kaurismäki ; ,3.4
532,Sandrine Kiberlain ; Jean-Paul Belmondo ; Cristiana Réali ; ,1 octobre 2010,Policier ; Drame ; ,L'Inconnu dans la maison,,Georges Lautner ; ,3.1
533,John Travolta ; Vince Vaughn ; Matt O'Leary ; ,22 mai 2002,Thriller ; ,L'Intrus,2.3,Harold Becker ; ,2.5
534,Anna Castillo ; Javier Gutiérrez ; Pep Ambrós ; ,13 juillet 2016,Drame ; Comédie dramatique ; ,L'Olivier,3.2,Icíar Bollaín ; ,3.8
535,Teresa Wright ; MacDonald Carey ; Joseph Cotten ; ,17 juillet 2001,Policier ; Thriller ; ,L'Ombre d'un doute,,Alfred Hitchcock ; ,3.9
536,Philippe Dumas ; Jean-Claude Donda ; Jacques Ferrière ; ,14 août 1991,Animation ; Aventure ; Famille ; ,La Bande à Picsou : le film - Le Trésor de la lampe perdue,,Bob Hathcock ; Gaëttan Brizzi ; Paul Brizzi ; ,3.3
537,Zhang Hanyu ; Gengxin Lin ; Tony Leung Ka Fai ; ,17 juin 2015,Action ; Aventure ; ,La Bataille de la Montagne du Tigre,3.8,Tsui Hark ; ,3.1
538,William L. Petersen ; Karen Sillas ; Charles Martin Smith ; ,18 septembre 2013,Drame ; Science fiction ; Epouvante-horreur ; ,La Bête,,Jeff Bleckner ; ,3.5
539,Frédéric Dorkel ; Angélina Dauber ; Joseph Dorkel ; ,26 janvier 2011,Drame ; ,La BM du Seigneur,3.5,Jean-Charles Hue ; ,3.0
540,David Warner ; Angela Lansbury ; Sarah Patterson ; ,15 octobre 2002,Drame ; Epouvante-horreur ; ,La Compagnie des loups,,Neil Jordan ; ,3.4
541,Rita Hayworth ; Orson Welles ; Everett Sloane ; ,24 décembre 1947,Drame ; Policier ; Thriller ; ,La Dame de Shanghai,5.0,Orson Welles ; ,4.0
542,Benoît Magimel ; Laura Smet ; Aurore Clément ; ,17 novembre 2004,Drame ; Romance ; Thriller ; ,La demoiselle d'honneur,3.6,Claude Chabrol ; ,2.1
543,Nicole Kidman ; Jason Bateman ; Christopher Walken ; ,6 juin 2017,Comédie dramatique ; ,La Famille Fang,,Jason Bateman ; ,2.4
544,Claudia Cardinale ; Jacques Perrin ; Luciana Angiolillo ; ,/,Comédie dramatique ; ,La Fille à la valise,4.4,Valerio Zurlini ; ,3.9
545,Mel Brooks ; Dom DeLuise ; Madeline Kahn ; ,3 février 1982,Comédie ; Musical ; ,La folle Histoire du Monde,,Mel Brooks ; ,3.3
546,Lino Ventura ; Annie Girardot ; Isabelle Adjani ; ,23 octobre 1974,Comédie ; Romance ; Drame ; ,La Gifle,,Claude Pinoteau ; ,2.9
547,Rachida Brakni ; Cyril Descours ; Clémentine Célarié ; ,9 mars 2011,Drame ; ,La Ligne droite,2.2,Régis Wargnier ; ,3.1
548,Haley Bennett ; Chace Crawford ; Nina Siemaszko ; ,16 mars 2010,Drame ; Epouvante-horreur ; ,La Malédiction de Molly Hartley,2.0,Mickey Liddell ; ,2.1
549,Bernadette Lafont ; Jean-Pierre Léaud ; Françoise Lebrun ; ,/,Drame ; Romance ; ,La Maman et la Putain,,Jean Eustache ; ,4.0
550,François Pouron ; Fleur Geffrier ; Pierre Molinier ; ,26 avril 2017,Drame ; ,La Morsure des Dieux,2.8,Cheyenne Carron ; ,3.5
551,Donald Sumpter ; Debbie Farrington ; Marjorie Yates ; ,13 juillet 2016,Policier ; Thriller ; ,La Panthère noire,,Ian Merrick ; ,2.9
552,Barry Sullivan ; Norma Bengell ; Angel Aranda ; ,6 juillet 2016,Science fiction ; Fantastique ; ,La Planète des vampires,4.0,Mario Bava ; ,2.7
553,Reda Kateb ; Ludivine Sagnier ; Johan Heldenbergh ; ,17 juin 2015,Drame ; ,La Résistance de l'air,2.6,Fred Grivois ; ,3.1
554,Mischa Barton ; Devon Sawa ; Michael Clarke Duncan ; ,13 janvier 2014,Thriller ; Epouvante-horreur ; ,La Résurrection,,Matt Orlando ; ,1.9
555,Jude Law ; Elina Löwensohn ; Timothy Spall ; ,16 août 2000,Fantastique ; Romance ; Thriller ; ,La Sagesse des crocodiles,3.3,Leong Po-Chih ; ,2.5
556,Catherine Frot ; Déborah François ; Pascal Greggory ; ,9 août 2006,Drame ; Thriller ; ,La tourneuse de pages,3.3,Denis Dercourt ; ,2.9
557,Andréa Ferréol ; Marie-Christine Adam ; Paul Belmondo ; ,/,Comédie ; ,La Victoire au bout du bâton,,Jean-Michel Verner ; ,3.0
558,,29 octobre 2008,Documentaire ; ,La Vie moderne,4.4,Raymond Depardon ; ,3.6
559,Stany Coppet ; Aurélien Recoing ; Elli Medeiros ; ,25 novembre 2015,Biopic ; Aventure ; Drame ; ,La Vie Pure,3.1,Jérémy Banster ; ,3.8
560,Billy Crystal ; Daniel Stern ; Bruno Kirby ; ,8 mai 2001,Comédie ; Aventure ; Western ; ,"La Vie, l'amour, les vaches",,Ron Underwood ; ,3.5
561,Michael Keaton ; Deborah Kara Unger ; Chandra West ; ,2 février 2005,Thriller ; Fantastique ; Drame ; ,La Voix des morts,2.5,Geoffrey Sax ; ,2.1
562,Diana Ross ; Billy Dee Williams ; Richard Pryor ; ,27 mars 2018,Biopic ; Musical ; Drame ; ,Lady Sings the Blues,,Sidney J. Furie ; ,3.1
563,Oliver Platt ; Bill Pullman ; Bridget Fonda ; ,5 juillet 2000,Epouvante-horreur ; ,Lake Placid,3.1,Steve Miner ; ,2.0
564,Rediat Amare ; Indris Mohamed ; Surafel Teka ; ,30 septembre 2015,Drame ; ,Lamb,3.4,Yared Zeleke ; ,3.7
565,Amanda Root ; David Jason ; Angela Thorne ; ,1 décembre 2016,Animation ; Aventure ; Famille ; ,Le Bon Gros Géant,,Brian Cosgrove ; ,3.6
566,Patrick de Barding ; Sylviane Rozenberg ; Gerard Szymonski ; ,/,Aventure ; ,Le Cerf-volant du bout du monde,,Roger Pigaut ; Wang Kia-Yi ; ,3.7
567,Jean-Paul Belmondo ; Marie-France Pisier ; Bernard Blier ; ,13 octobre 1976,Policier ; Drame ; Thriller ; ,Le corps de mon ennemi,,Henri Verneuil ; ,3.8
568,Sacha Guitry ; Lana Marconi ; Emile Drain ; ,29 septembre 1948,Historique ; ,Le Diable boiteux,,Sacha Guitry ; ,3.8
569,Massimo Troisi ; Maria Grazia Cucinotta ; Philippe Noiret ; ,14 mars 2000,Comédie dramatique ; ,Le Facteur,,Michael Radford ; ,3.4
