,actors,date,genres,movie,press_rating,producers,spectators_rating
29,Wagner Moura ; André Ramiro ; Milhem Cortaz ; ,10 février 2012,Action ; Policier ; Drame ; ,Troupe d'élite : l'ennemi intérieur,,José Padilha ; ,3.9
30,Ian McKellen ; Brad Renfro ; Bruce Davison ; ,20 janvier 1999,Drame ; Thriller ; ,Un Élève doué,3.4,Bryan Singer ; ,3.2
31,Morgan Freeman ; Virginia Madsen ; Madeline Carroll ; ,31 janvier 2001,Comédie ; Drame ; ,Un été magique,,Rob Reiner ; ,3.8
32,Karin Viard ; Charles Berling ; Ludivine Sagnier ; ,20 juin 2001,Thriller ; Epouvante-horreur ; ,Un jeu d'enfants,3.0,Laurent Tuel ; ,2.0
33,Luke Grimes ; Jessica Alba ; Vincent D'Onofrio ; ,8 décembre 2017,Comédie ; ,Un Noël à El Camino,,David E. Talbert ; ,2.1
34,John Malkovich ; Debra Winger ; Jill Bennett ; ,21 novembre 1990,Aventure ; Drame ; ,Un Thé au Sahara,,Bernardo Bertolucci ; ,3.7
35,Sahar Dolatshahi ; Ali Mosaffa ; Ali Reza Aghakhani ; ,19 juillet 2017,Drame ; ,Un Vent de liberté,3.4,Behnam Behzadi ; ,3.4
36,André Dussollier ; Thierry Frémont ; Rachida Brakni ; ,25 novembre 2009,Thriller ; Espionnage ; ,Une affaire d'Etat,3.4,Eric Valette ; ,3.1
37,Annabelle Stephenson ; Jane Seymour ; Nicholas Gonzalez ; ,11 août 2017,Drame ; ,Une prière pour la pluie,,Alex Ranarivelo ; ,2.7
38,Colin Firth ; Annette Bening ; Meg Tilly ; ,6 décembre 1989,Drame ; Historique ; Romance ; ,Valmont,,Milos Forman ; ,3.0
39,Carlo Ferrante ; Vera Van Dooren ; Pierre Lognay ; ,1 septembre 2010,Comédie ; Fantastique ; ,Vampires,2.6,Vincent Lannoo ; ,2.7
40,Sarah Michelle Gellar ; Jonathan Tucker ; David Thewlis ; ,13 avril 2010,Drame ; ,Veronika décide de mourir,,Emily Young ; ,3.3
41,Josh Brolin ; James Cromwell ; Ellen Burstyn ; ,29 octobre 2008,Biopic ; Drame ; ,W. - L'improbable Président,2.6,Oliver Stone ; ,2.4
42,Ethan Hawke ; Nicky Katt ; Julie Delpy ; ,14 mars 2007,Animation ; Drame ; ,Waking Life,,Richard Linklater ; ,3.7
43,Nina Simone ; James Baldwin ; Stokely Carmichael ; ,26 juin 2015,Documentaire ; ,"What Happened, Miss Simone?",,Liz Garbus ; ,3.9
44,Pascal Elbé ; Mathilde Seigner ; Kad Merad ; ,22 août 2007,Comédie ; ,3 Amis,2.6,Michel Boujenah ; ,2.2
45,Ingeborga Dapkunaite ; Jason Day ; Vahina Giocante ; ,21 mars 2012,Comédie ; Romance ; ,30 Beats,1.9,Alexis Lloyd ; ,3.1
46,Dean Jones ; Suzanne Pleshette ; Charles Ruggles ; ,15 mars 1967,Comédie ; Famille ; ,4 Bassets pour un danois,,Norman Tokar ; ,3.6
47,Willem Dafoe ; Shanyn Leigh ; Natasha Lyonne ; ,19 décembre 2012,Drame ; Science fiction ; ,4h44 Dernier jour sur terre,3.3,Abel Ferrara ; ,2.2
48,Adam Sandler ; Don Cheadle ; Jada Pinkett Smith ; ,23 janvier 2008,Drame ; ,A coeur ouvert,,Mike Binder ; ,3.7
49,Ryan Destiny ; Meagan Good ; Raven-Symoné ; ,/,Drame ; ,A Girl Like Grace,,Ty Hodges ; ,3.0
50,Denzel Washington ; Meg Ryan ; Lou Diamond Phillips ; ,8 janvier 1997,Drame ; Guerre ; Action ; ,A l'épreuve du feu,,Edward Zwick ; ,2.7
51,Rémi Laurent ; Stéphane Hillel ; Véronique Delbourg ; ,7 janvier 1976,Comédie ; ,A nous les petites anglaises,,Michel Lang ; ,2.4
52,Feng Hsu ; Chun Shih ; Ying Bai ; ,29 juillet 2015,Action ; Aventure ; Arts Martiaux ; ,A Touch Of Zen,,King Hu ; ,3.6
53,Benoît Delépine ; Gustave Kervern ; Jan Bucquoy ; ,13 octobre 2004,Comédie ; ,Aaltra,3.8,Benoît Delépine ; Gustave Kervern ; ,3.2
54,Lori Heuring ; Linden Ashby ; Joe Egender ; ,4 janvier 2011,Thriller ; ,Affamés,,Steven Hentges ; ,2.0
55,Jane Seymour ; Mila Kunis ; Emmanuelle Chriqui ; ,/,Comédie ; Drame ; Romance ; ,After Sex,,Eric Amadio ; ,2.9
56,Eli Roth ; Andrea Osvart ; Ariel Levy ; ,27 novembre 2013,Thriller ; ,"Aftershock, l'enfer sur terre",,Nicolas Lopez ; ,1.9
57,Kelly Hu ; Robert Picardo ; Nick Stellate ; ,23 février 2016,Science fiction ; Action ; ,Age of Tomorrow,,James Kondelik ; ,1.8
58,Ryan Phillippe ; Chris Cooper ; Laura Linney ; ,28 novembre 2007,Thriller ; Espionnage ; Drame ; ,Agent double,3.2,Billy Ray ; ,2.7
59,Vincent Cassel ; Monica Bellucci ; Charles Berling ; ,31 mars 2004,Espionnage ; Action ; Thriller ; ,Agents secrets,3.2,Frédéric Schoendoerffer ; ,1.6
60,Ali Sobhy ; Ahmed Magdy ; Salwa Mohamed Ali ; ,7 juin 2017,Comédie dramatique ; ,"Ali, la chèvre & Ibrahim",3.0,Sherif El Bendary ; ,3.5
61,Virginia Davis ; Margie Gay ; Lois Hardwick ; ,17 janvier 2018,Animation ; Famille ; Comédie ; ,Alice comedies 2,4.0,Walt Disney ; ,3.2
62,John Travolta ; Kirstie Alley ; David Gallagher ; ,8 décembre 1993,Comédie ; Famille ; Romance ; ,Allo maman c'est Noël,,Tom Ropelewski ; ,2.3
63,Evan Rachel Wood ; Julia Sarah Stone ; Denis O'Hare ; ,/,Drame ; Romance ; Thriller ; ,Allure,,Jason Sanchez ; ,3.0
64,Angeliki Papoulia ; Ariane Labed ; Aris Servetalis ; ,27 mars 2013,Drame ; ,Alps,3.2,Yórgos Lánthimos ; ,2.4
65,Chad Donella ; Jennifer Morrison ; Steve Monroe ; ,7 mai 2009,Comédie ; Romance ; ,American Sexy Girls,,Michael Davis ; ,1.7
66,Paul Walker ; Matt Dillon ; Brendan Fraser ; ,5 mars 2014,Action ; Comédie ; ,American Stories,,Wayne Kramer ; ,2.9
67,Juana Acosta ; Kolia Abiteboul ; Bruno Clairefond ; ,5 juillet 2017,Drame ; ,Anna,3.2,Jacques Toulemonde Vidal ; ,3.3
68,Adèle Haenel ; Sylvie Lachat ; Ulysse Grosjean ; ,12 octobre 2011,Drame ; ,Après le Sud,3.3,Jean-Jacques Jauffret ; ,2.9
69,David Arquette ; Kari Wuhrer ; Scott Terra ; ,31 juillet 2002,Comédie ; Epouvante-horreur ; Action ; ,"Arac attack, les monstres à huit pattes",3.7,Ellory Elkayem ; ,1.8
70,Nat Wolff ; Mickey Rourke ; Emma Roberts ; ,23 septembre 2016,Comédie ; Drame ; Romance ; ,Ashby,,Tony McNamara ; ,3.1
71,François Cluzet ; Christophe Malavoy ; Jean-Pierre Bisson ; ,28 octobre 2003,Comédie dramatique ; ,Association de malfaiteurs,,Claude Zidi ; ,3.3
72,Roger Carel ; Jacques Morel ; Jacques Balutin ; ,18 octobre 2000,Animation ; Comédie ; ,Astérix et Cléopâtre,,René Goscinny ; Albert Uderzo ; ,3.7
73,Roger Carel ; Jacques Frantz ; Lorànt Deutsch ; ,12 avril 2006,Animation ; ,Astérix et les Vikings,2.9,Stefan Fjeldmark ; Jesper Møller ; ,2.5
74,Ben Stiller ; Edward Norton ; Jenna Elfman ; ,11 octobre 2000,Romance ; Comédie dramatique ; ,Au nom d'Anna,3.8,Edward Norton ; ,3.0
75,Margaux Chatelier ; Carole Bouquet ; François Berléand ; ,22 mars 2006,Musical ; ,Aurore,2.4,Nils Tavernier ; ,2.2
76,Denis Leary ; Elizabeth Hurley ; Steffani Brass ; ,/,Comédie dramatique ; Romance ; ,Bad boy,,Victoria Hochberg ; ,3.4
77,Anna Karina ; Claude Brasseur ; Sami Frey ; ,7 janvier 2003,Drame ; ,Bande à part,,Jean-Luc Godard ; ,3.7
78,Jon Foo ; Caroline Ducey ; Michaël Cohen ; ,13 juin 2012,Action ; Arts Martiaux ; ,Bangkok Fighter,3.0,Jean-Marc Minéo ; ,2.9
79,Barbra Streisand ; Chris Pine ; Melissa McCarthy ; ,23 novembre 2017,Documentaire ; ,Barbra: The Music…The Mem’ries…The Magic!,,Barbra Streisand ; ,3.2
80,Peter Weller ; Ariel Winter ; David Selby ; ,2 mai 2013,Action ; Animation ; ,"Batman: The Dark Knight Returns, Part 2",,Jay Oliva ; ,4.3
81,Ben McKenzie ; Bryan Cranston ; Eliza Dushku ; ,4 juillet 2012,Animation ; Action ; ,Batman: Year One,,Sam Liu ; Lauren Montgomery ; ,4.0
82,Sigourney Weaver ; Jennifer Love Hewitt ; Gene Hackman ; ,26 septembre 2001,Comédie ; ,Beautés empoisonnées,2.9,David Mirkin ; ,2.6
83,Baard Owe ; Bjorn Floberg ; Jesper Asholt ; ,15 juin 2001,Aventure ; Famille ; Science fiction ; ,Beyond,,Ake Sandgren ; ,2.7
84,Michael Jai White ; Salli Richardson ; Tommy Davidson ; ,13 janvier 2010,Action ; Comédie ; ,Black Dynamite,2.8,Scott Sanders ; ,3.6
85,Kim Bodnia ; Mads Mikkelsen ; Rikke Louise Andersson ; ,26 octobre 2016,Thriller ; Drame ; ,Bleeder,3.5,Nicolas Winding Refn ; ,3.8
86,Sam Rockwell ; Olivia Wilde ; Michelle Monaghan ; ,6 mai 2014,Comédie ; Drame ; Romance ; ,Blonde sur ordonnance,,Geoff Moore ; David Posamentier ; ,2.7
87,Dan Aykroyd ; John Goodman ; Joe Morton ; ,20 mai 1998,Comédie ; Comédie musicale ; ,Blues Brothers 2000,,John Landis ; ,2.5
88,Sigourney Weaver ; Ryan Kelley ; Henry Czerny ; ,5 octobre 2010,Drame ; Biopic ; ,Bobby : seul contre tous,,Russell Mulcahy ; ,4.4
89,Floris Bosveld ; Ingrid Jansen ; Lorenzo van Velzen Bottazzi ; ,7 janvier 2013,Comédie musicale ; Drame ; ,Born to Dance,,Jeffrey Elmont ; ,2.8
90,Hidetaka Yoshioka ; Sayuri Yoshinaga ; Kiyokazu Kanze ; ,29 janvier 2014,Animation ; ,"Bouddha, Le Grand Départ",,Kôzô Morishita ; ,3.4
91,Christopher Walken ; Natalie Wood ; Louise Fletcher ; ,1 février 1984,Action ; Science fiction ; Thriller ; ,Brainstorm,,Douglas Trumbull ; ,3.2
92,Joel David Moore ; Tamara Feldman ; Deon Richmond ; ,2 octobre 2008,Epouvante-horreur ; Comédie ; ,Butcher - La Légende de Victor Crowley,,Adam Green (VI) ; ,2.1
93,Pascal Cervo ; Astrid Adverbe ; Julien Lucq ; ,9 mars 2016,Drame ; Romance ; ,C'est l'amour,3.3,Paul Vecchiali ; ,2.5
94,Lucien Jean-Baptiste ; Jacques Dutronc ; Sandrine Bonnaire ; ,7 novembre 2001,Comédie dramatique ; ,C'est La Vie,3.3,Jean-Pierre Améris ; ,3.5
95,Malcolm McDowell ; David Warner ; Mary Steenburgen ; ,23 janvier 1980,Science fiction ; Epouvante-horreur ; ,C'était demain,,Nicholas Meyer ; ,3.4
96,Emily Bergl ; Amy Irving ; Jason London ; ,25 août 1999,Epouvante-horreur ; ,Carrie 2 : la haine,2.3,Katt Shea ; ,1.9
97,Isabelle Duflocq ; Pascaline Dogliani ; ,17 novembre 2010,Documentaire ; ,Ce n'est qu'un début,3.3,Jean-Pierre Pozzi ; Pierre Barougier ; ,3.5
98,Marius Colucci ; Armelle Deutsch ; Lamine Lezghad ; ,/,Divers ; ,Cent pages blanches,,Laurent Jaoui ; ,3.4
99,Fernanda Montenegro ; Vinicius de Oliveira ; Marília Pêra ; ,2 décembre 1998,Drame ; ,Central do Brasil,,Walter Salles ; ,3.7
100,Uma Thurman ; Ralph Fiennes ; Sean Connery ; ,19 août 1998,Aventure ; Action ; ,Chapeau melon et bottes de cuir,,Jeremiah S. Chechik ; ,1.5
101,Charlotte Gainsbourg ; Serge Gainsbourg ; Roland Bertin ; ,16 avril 2007,Comédie dramatique ; ,Charlotte For Ever,,Serge Gainsbourg ; ,3.2
102,Rick Moranis ; John Shea ; Lloyd Bridges ; ,3 février 1993,Comédie ; Famille ; ,"Chérie, j'ai agrandi le bébé",,Randal Kleiser ; ,1.5
103,Tim Roth ; Sarah Sutherland ; Robin Bartlett ; ,21 octobre 2015,Drame ; ,Chronic,3.0,Michel Franco ; ,2.9
104,Bette Davis ; Olivia de Havilland ; Joseph Cotten ; ,9 août 2005,Thriller ; ,"Chut, Chut, chère Charlotte",5.0,Robert Aldrich ; ,3.9
105,John Hannah ; Famke Janssen ; Peter Stormare ; ,2 août 2000,Comédie dramatique ; ,Circus,3.0,Rob Walker ; ,2.8
106,Brian O'Halloran ; Jeff Anderson ; Jason Mewes ; ,11 octobre 2011,Comédie ; ,"Clerks, les employés modèles",,Kevin Smith ; ,3.8
107,Tim Curry ; Christopher Lloyd ; Eileen Brennan ; ,4 décembre 2003,Comédie ; Policier ; ,Cluedo,,Jonathan Lynn ; ,3.6
108,Anna Mouglalis ; Mads Mikkelsen ; Elena Morozova ; ,30 décembre 2009,Drame ; Romance ; ,Coco Chanel & Igor Stravinsky,2.7,Jan Kounen ; ,2.4
109,Roberto Benigni ; Steven Wright ; Joie Lee ; ,7 avril 2004,Comédie dramatique ; Musical ; ,Coffee and cigarettes,3.8,Jim Jarmusch ; ,3.5
110,Kamel Saleh ; Houari Djerir ; Brahim Aimad ; ,31 mai 2000,Comédie dramatique ; ,Comme un aimant,3.5,Akhenaton ; Kamel Saleh ; ,2.9
111,Richard Pryor ; John Candy ; Lonette McKee ; ,14 août 1985,Comédie ; ,Comment claquer un million de dollars par jour,,Walter Hill ; ,3.4
112,Gilbert Melki ; Emmanuelle Devos ; Nina Meurisse ; ,20 janvier 2010,Policier ; Thriller ; ,Complices,3.4,Frédéric Mermoud ; ,3.5
113,Melvil Poupaud ; Amanda Langlet ; Gwenaëlle Simon ; ,5 juin 1996,Romance ; ,Conte d'été,,Eric Rohmer ; ,3.5
114,Mallory Sandler ; Kevin Rothery ; Christine MacInnis ; ,6 avril 2006,Comédie ; Aventure ; ,Course folle,,Jerry Zucker ; ,3.3
115,Amber Clayton ; Eddie Baroo ; Justin Batchelor ; ,3 avril 2013,Thriller ; Science fiction ; ,Crawlspace,,Justin Dix ; ,2.1
116,Johnny Hallyday ; Sylvie Vartan ; Evelyne Dandry ; ,20 septembre 2000,Musical ; ,"D'où viens-tu, Johnny ?",,Noël Howard ; ,2.8
117,Céline Rajot ; Eric Bonicatto ; Marie Caldera ; ,22 mars 2017,Comédie ; Romance ; ,Dans sa bulle,,Pierre-Loup Rajot ; ,3.3
118,Konstantin Khabensky ; Mariya Poroshina ; Vladimir Menshov ; ,23 janvier 2008,Fantastique ; Action ; Thriller ; ,Day Watch,1.8,Timur Bekmambetov ; ,2.4
119,Tatsuya Fujiwara ; Kenichi Matsuyama ; Asaka Seto ; ,4 janvier 2008,Policier ; Action ; Epouvante-horreur ; ,Death Note Le film,,Shûsuke Kaneko ; ,3.2
120,Bruce Willis ; Bruce Dern ; William Sanderson ; ,12 mars 1997,Policier ; ,Dernier recours,,Walter Hill ; ,2.4
121,Ewan McGregor ; Emily Blunt ; Amr Waked ; ,6 juin 2012,Drame ; Comédie ; Romance ; ,Des saumons dans le désert,2.2,Lasse Hallström ; ,2.9
122,Tom Frederic ; Janet Montgomery ; Gil Kolirin ; ,27 octobre 2010,Epouvante-horreur ; ,Détour mortel 3,,Declan O'Brien ; ,2.0
123,Doug Bradley ; Camilla Arfwedson ; Simon Ginty ; ,2 octobre 2013,Epouvante-horreur ; ,Détour Mortel 5,,Declan O'Brien ; ,2.1
124,Warren Beatty ; Al Pacino ; Madonna ; ,26 septembre 1990,Policier ; Action ; ,Dick Tracy,,Warren Beatty ; ,2.5
125,Louis Hofmann ; Sabine Timoteo ; Ada Philine Stappenbeck ; ,21 novembre 2017,Drame ; ,Die Mitte der Welt,,Jakob M. Erwa ; ,3.7
126,Audrey Tautou ; Chiwetel Ejiofor ; Sergi López ; ,3 septembre 2003,Thriller ; Drame ; ,"Dirty pretty things, loin de chez eux",3.8,Stephen Frears ; ,3.0
127,François-Xavier Demaison ; Pascale Arbillot ; Mathias Mlekuz ; ,14 octobre 2009,Comédie ; Romance ; ,Divorces,2.2,Valérie Guignabodet ; ,1.9
128,Johan Libéreau ; Salomé Stévenin ; Jean-Philippe Écoffey ; ,22 juin 2005,Drame ; ,Douches froides,3.6,Antony Cordier ; ,2.5
129,Masako Nozawa ; Takeshi Kusao ; Mayumi Tanaka ; ,25 octobre 1995,Animation ; ,Dragon Ball Z le film,,Mitsuo Hashimoto ; ,3.0
130,Brigitte Lecordier ; Bin Shimada ; Atsushi Kisaichi ; ,11 janvier 2018,Animation ; Action ; Aventure ; ,Dragon Ball Z: Fusions,,,4.1
131,Steve Martin ; Jack Black ; Owen Wilson ; ,19 septembre 2012,Comédie ; ,Drôles d'oiseaux,1.5,David Frankel ; ,2.6
132,Brandon Routh ; Sam Huntington ; Anita Briem ; ,18 juillet 2012,Fantastique ; Epouvante-horreur ; Comédie ; ,Dylan Dog,,Kevin Munroe ; ,2.0
133,Dakota Fanning ; Emma Thompson ; Julie Walters ; ,1 mars 2016,Biopic ; Drame ; Historique ; ,Effie Gray,,Richard Laxton ; ,2.8
134,Ricardo Darín ; Ignacio Huang ; Muriel Santa Ana ; ,8 février 2012,Comédie dramatique ; ,El Chino,3.0,Sebastián Borensztein ; ,3.8
135,Charlotte Vega ; Alex Maruny ; Ivana Baquero ; ,/,Comédie dramatique ; Romance ; ,El club de los incomprendidos,,Carlos Sedes ; ,3.1
136,Julien Doré ; Marina Hands ; Guillaume Gallienne ; ,7 avril 2010,Comédie ; ,"Ensemble, nous allons vivre une très, très grande histoire d'amour...",3.0,Pascal Thomas ; ,1.9
137,Gérard Lanvin ; Jean-Pierre Darroussin ; Barbara Schulz ; ,8 avril 2009,Comédie ; ,Erreur de la banque en votre faveur,3.1,Michel Munz ; Gérard Bitton ; ,2.9
138,Tiffany Dupont ; Luke Goss ; Tommy 'Tiny' Lister ; ,18 août 2010,Historique ; ,"Esther, reine de Perse",,Michael O. Sajbel ; ,2.7
139,Peter Sarsgaard ; Winona Ryder ; Jim Gaffigan ; ,27 janvier 2016,Biopic ; Drame ; Historique ; ,Experimenter,2.5,Michael Almereyda ; ,3.5
140,Brittany Allen ; Freddie Stroma ; Melanie Papalia ; ,/,Science fiction ; Epouvante-horreur ; ,Extraterrestrial,,Colin Minihan ; ,2.8
141,Harriet MacMasters-Green ; Jarreth J. Merz ; Matt Patresi ; ,27 décembre 2017,Thriller ; Epouvante-horreur ; ,Fairytale,,Christian Bisceglia ; ,2.8
142,Louis de Funès ; Yvonne Clech ; Jean-Pierre Marielle ; ,3 novembre 2003,Comédie ; ,Faites sauter la banque,,Jean Girault ; ,3.5
143,Robert De Niro ; Meryl Streep ; Harvey Keitel ; ,27 mars 1985,Comédie dramatique ; ,Falling in love,,Ulu Grosbard ; ,3.3
144,Lenora Crichlow ; Lily James ; Bradley James (II) ; ,1 juillet 2014,Drame ; ,Fast Girls,,Regan Hall ; ,3.6
145,Pierfrancesco Favino ; Kasia Smutniak ; Marta Gastini ; ,24 janvier 2018,Comédie ; ,Femme et Mari,,Simone Godano ; ,2.9
146,Amira Casar ; Marina Foïs ; Olivia Bonamy ; ,11 septembre 2002,Comédie ; ,"Filles perdues, cheveux gras",2.8,Claude Duty ; ,2.0
147,Adrienne Barbeau ; Jamie Lee Curtis ; Janet Leigh ; ,19 mars 1980,Epouvante-horreur ; ,Fog,,John Carpenter ; ,3.0
148,Calista Flockhart ; Yasmin Murphy ; Elena Anaya ; ,12 juin 2006,Epouvante-horreur ; Thriller ; ,Fragile,,Jaume Balagueró ; ,3.0
149,Katie Couric ; Eric Foner ; Philip Bosco ; ,/,Documentaire ; Historique ; ,Freedom : A History Of Us (TV),,Philip Kunhardt III ; Peter W. Kunhardt ; Nancy Steiner ; ,3.6
150,Jean Gabin ; Françoise Arnoul ; María Félix ; ,29 avril 1955,Comédie dramatique ; Musical ; ,French Cancan,,Jean Renoir ; ,3.8
151,Michael J. Willett ; Paul Iacono ; Sasha Pieterse ; ,1 mai 2016,Comédie ; ,G.B.F.,,Darren Stein ; ,3.1
152,Olivier Rabourdin ; Philippe Katerine ; Alka Balbir ; ,13 janvier 2016,Comédie ; ,Gaz de France,2.9,Benoît Forgeard ; ,2.5
153,George Harrison ; Terry Gilliam ; Eric Idle ; ,17 octobre 2011,Documentaire ; ,George Harrison: Living in the Material World,,Martin Scorsese ; ,4.0
154,Céline Sallette ; Rachid Yous ; David Murgia ; ,15 octobre 2014,Drame ; Musical ; ,Geronimo,3.1,Tony Gatlif ; ,3.1
155,Nolan Gould ; Andrea Frankle ; Brett Lapeyrouse ; ,21 octobre 2014,Epouvante-horreur ; ,Ghoul,,Gregory Wilson ; ,2.4
156,Diana Amft ; Karoline Herfurth ; Felicitas Woll ; ,25 septembre 2003,Comédie ; Romance ; ,Girls & Sex,,Dennis Gansel ; ,2.4
157,Richard Coyle ; Ruth Bradley ; Russell Tovey ; ,/,Comédie ; Epouvante-horreur ; Science fiction ; ,Grabbers,,Jon Wright ; ,2.6
158,Dennis Quaid ; Winona Ryder ; John Doe ; ,25 octobre 1989,Comédie ; Biopic ; Musical ; ,Great balls of fire!,,Jim McBride ; ,3.7
159,Rob Corddry ; Leslie Bibb ; Keegan-Michael Key ; ,18 mars 2017,Comédie ; Epouvante-horreur ; ,Hell Baby,,Robert Ben Garant ; Thomas Lennon ; ,3.0
160,Larry Bishop ; Léonor Varela ; Michael Madsen ; ,4 juin 2009,Action ; Drame ; Thriller ; ,Hell Ride,,Larry Bishop ; ,2.1
161,Chloë Grace Moretz ; Juliette Lewis ; Blake Lively ; ,/,Comédie ; Drame ; ,Hick,,Derick Martini ; ,3.7
162,David Dewaele ; Alexandra Lematre ; Valérie Mestdagh ; ,19 octobre 2011,Drame ; ,Hors Satan,3.4,Bruno Dumont ; ,2.5
163,Charlie Sheen ; Lloyd Bridges ; Valeria Golino ; ,25 août 1993,Comédie ; Action ; ,Hot shots ! 2,,Jim Abrahams ; ,3.3
164,Catherine Deneuve ; Patrick Dewaere ; Etienne Chicot ; ,2 décembre 1981,Drame ; ,Hôtel des Amériques,,André Téchiné ; ,3.6
165,Bruce Willis ; Andie MacDowell ; Danny Aiello ; ,21 août 1991,Aventure ; Action ; Comédie ; ,"Hudson Hawk, gentleman et cambrioleur",,Michael Lehmann ; ,2.6
166,Fan Bingbing ; Guo Tao ; Da Peng ; ,5 juillet 2017,Comédie dramatique ; ,I Am Not Madame Bovary,3.1,Feng Xiaogang ; ,3.3
167,Chishu Ryu ; Shuji Sano ; Shin Saburi ; ,29 juin 2005,Drame ; ,Il était un père,5.0,Yasujirô Ozu ; ,4.0
168,Dyanne Thorne ; Max Thayer ; Jerry Delony ; ,/,Erotique ; Epouvante-horreur ; ,"Ilsa, gardienne du harem",,Don Edmonds ; ,2.5
169,Alexis Bledel ; William Hurt ; Sissy Spacek ; ,27 octobre 2004,Fantastique ; Drame ; ,Immortels,,Jay Russell ; ,3.2
