,actors,date,movie,press_rating,producer,spectators_rating
34,Jonathan Lambert ; Pauline Lefevre ; Cyril Lignac ; ,5 février 2014,L'île des Miam-nimaux : Tempête de boulettes géantes 2,"2,9",Cody Cameron ; Kris Pearn ; ,"3,5"
35,Adel Imam ; Nour El-Sherif ; Youssra ; ,23 août 2006,L'Immeuble Yacoubian,"3,6",Marwan Hamed ; ,"3,3"
36,Donald Sutherland ; Brooke Adams ; Jeff Goldblum ; ,25 octobre 2000,L'Invasion des profanateurs,,Philip Kaufman ; ,"3,4"
37,Michel Piccoli ; Emmanuelle Béart ; Jane Birkin ; ,4 septembre 1991,La Belle Noiseuse,,Jacques Rivette ; ,"3,4"
38,Pierre Richard ; Victor Lanoux ; Raymond Bussières ; ,11 octobre 1978,La Carapate,,Gérard Oury ; ,"3,3"
39,Lindsay Lohan ; Justin Long ; Breckin Meyer ; ,3 août 2005,La Coccinelle revient,"2,7",Angela Robinson ; ,"2,1"
40,Eliane Annie Adalto ; Pierre Barbieux ; Bernard Bombeau ; ,7 novembre 2007,La Commune (Paris 1871),"4,2",Peter Watkins ; ,"3,7"
41,Vincent Lindon ; Cécile de France ; Eric Berger ; ,10 novembre 2004,La confiance règne,"2,9",Étienne Chatiliez ; ,"1,8"
42,Dane Cook ; Kate Hudson ; Jason Biggs ; ,19 août 2009,La Copine de mon meilleur ami,"2,4",Howard Deutch ; ,"2,3"
43,Julie Mendez ; Ursula Andress ; John Richardson ; ,/,La Déesse de feu,,Robert Day ; ,"3,0"
44,Nikita Bellucci ; Lana Fever ; Emma Deep ; ,/,La Délicate fesse,,Olivier Lesein ; ,"3,0"
45,Heiner Lauterbach ; Gesine Cukrowski ; Max von Thun ; ,/,La Dernière prophétie,,Rainer Matsutani ; ,"3,1"
46,Raimu ; Ginette Leclerc ; Fernand Charpin ; ,7 septembre 1938,La femme du boulanger,,Marcel Pagnol ; ,"3,6"
47,Marco Perrin ; Amarande ; Olga Valéry ; ,19 mai 2010,La Fessée ou Les mémoires de monsieur Léon maître-fesseur,,Claude Bernard-Aubert ; ,"3,2"
48,Virginie Legeay ; Jean-Claude Brisseau ; Claude Morel ; ,6 février 2013,La Fille de nulle part,"3,8",Jean-Claude Brisseau ; ,"2,5"
49,Robert Mitchum ; Trevor Howard ; Christopher Jones ; ,9 novembre 1970,La Fille de Ryan,"4,0",David Lean ; ,"4,2"
50,Richard Briers ; John Hurt ; John Bennett ; ,28 novembre 2012,La Folle escapade,"4,3",Martin Rosen ; ,"3,9"
51,Donald Sutherland ; Sean Connery ; Lesley-Anne Down ; ,4 octobre 2001,La Grande attaque du train d'or,,Michael Crichton ; ,"3,4"
52,Jean Seberg ; Maurice Ronet ; Daniel Gélin ; ,25 mai 1966,La Ligne de démarcation,,Claude Chabrol ; ,"3,5"
53,Jill Clayburgh ; Matthew Barry ; Renato Salvatori ; ,19 mars 2008,La Luna,,Bernardo Bertolucci ; ,"3,6"
54,Gregory Peck ; Ingrid Bergman ; Leo G. Carroll ; ,/,La Maison du Docteur Edwardes,,Alfred Hitchcock ; ,"3,9"
55,Jennifer Tilly ; Danielle Bisutti ; Fiona Dourif ; ,1 novembre 2013,La Malédiction de Chucky,,Don Mancini ; ,"2,6"
56,José Sacristán ; Bárbara Lennie ; Luis Bermejo ; ,12 août 2015,La Nina de Fuego,"3,6",Carlos Vermut ; ,"3,3"
57,Tom Courtenay ; Juliette Gréco ; Peter O'Toole ; ,12 avril 1967,La Nuit des généraux,,Anatole Litvak ; ,"3,7"
58,Renée Falconetti ; Eugene Silvain ; Andre Berley ; ,25 septembre 1928,La Passion de Jeanne d'Arc,"4,8",Carl Theodor Dreyer ; ,"4,2"
59,Benoît Magimel ; Ramata Koite ; Patrick Bauchau ; ,10 septembre 2008,La possibilité d'une île,"1,7",Michel Houellebecq ; ,"1,3"
60,Marlon Brando ; Robert Redford ; Jane Fonda ; ,15 septembre 1966,La Poursuite impitoyable,,Arthur Penn ; ,"3,9"
61,Jean-Michel Balthazar ; Sophie Leboutte ; Jérémie Renier ; ,16 octobre 1996,La Promesse,,Jean-Pierre Dardenne ; Luc Dardenne ; ,"3,6"
62,,/,La Route 66 - De Chicago à Los Angeles,,Marc Poirel ; ,"3,1"
63,Jean-Paul Belmondo ; Catherine Deneuve ; Michel Bouquet ; ,/,La Sirène du Mississipi,"2,3",François Truffaut ; ,"3,5"
64,Hidetaka Yoshioka ; Masato Hagiwara ; Yuka Nanri ; ,15 avril 2009,La Tour au-delà des nuages,,Makoto Shinkai ; ,"3,5"
65,Pierre Fresnay ; Raimu ; Fernand Charpin ; ,2 novembre 1932,La Trilogie Marseillaise de Marcel Pagnol : Fanny,,Marc Allégret ; ,"3,9"
66,José Jaspe ; Alain Delon ; Virna Lisi ; ,28 février 1964,La Tulipe noire,,Christian-Jaque ; ,"3,3"
67,Amanda Fuller ; Sherilyn Fenn ; Chloe-Charlotte Crampton ; ,22 septembre 2015,La Véritable histoire de Brittany Murphy,,Joe Menendez ; ,"2,9"
68,Julien Baumgartner ; Sandrine Kiberlain ; Emilie Dequenne ; ,5 septembre 2007,La Vie d'artiste,"2,9",Marc Fitoussi ; ,"2,2"
69,Nathalie Baye ; Malik Zidi ; Johan Leysen ; ,2 septembre 2015,La Volante,"2,0",Christophe Ali ; Nicolas Bonilauri ; ,"2,8"
70,Diana Ross ; Billy Dee Williams ; Richard Pryor ; ,27 mars 2018,Lady Sings the Blues,,Sidney J. Furie ; ,"3,1"
71,Jean Rochefort ; Miou-Miou ; Jean Carmet ; ,12 février 1992,Le Bal des casse-pieds,,Yves Robert ; ,"2,9"
72,Samuel L. Jackson ; Eugene Levy ; Luke Goss ; ,11 janvier 2006,Le Boss,"2,3",Les Mayfield ; ,"2,0"
73,Jean Marais ; Sabine Sesselmann ; Francois Chaumette ; ,13 janvier 1960,Le Bossu,,André Hunebelle ; ,"3,2"
74,Vincent Desagnat ; Bruno Salomone ; Omar Sy ; ,6 octobre 2004,Le Carton,"3,1",Charles Nemes ; ,"2,4"
75,Jamie Lee Curtis ; Piper Perabo ; Nick Zano ; ,25 mars 2009,Le Chihuahua de Beverly Hills,"1,8",Raja Gosnell ; ,"2,0"
76,Aran Bell ; Gaya Bommer Yemini ; Michaela Deprince ; ,12 décembre 2012,Le Concours de danse,"3,3",Bess Kargman ; ,"3,7"
77,Arnold Schwarzenegger ; Kathryn Harrold ; Sam Wanamaker ; ,16 juillet 1986,Le Contrat,,John Irvin ; ,"2,0"
78,Jean-Paul Belmondo ; Marie-France Pisier ; Bernard Blier ; ,13 octobre 1976,Le corps de mon ennemi,,Henri Verneuil ; ,"3,8"
79,Youcef Agal ; Ysmahane Yaqini ; Moussa Maaskri ; ,14 février 2018,Le Crime des anges,,Bania Medjbar ; ,"3,8"
80,Guillermo Toledo ; Monica Cervera ; Luis Varela ; ,11 mai 2005,Le Crime farpait,"3,8",Álex de la Iglesia ; ,"3,5"
81,Pierre Jolivet ; Jean Reno ; Jean Bouise ; ,6 avril 1983,Le Dernier Combat,,Luc Besson ; ,"3,1"
82,Robert De Niro ; Wesley Snipes ; Ellen Barkin ; ,9 juillet 1997,Le Fan,,Tony Scott ; ,"2,6"
83,Humphrey Bogart ; Mary Astor ; Gladys George ; ,31 juillet 1946,Le Faucon maltais,"4,2",John Huston ; ,"3,9"
84,Eddie Murphy ; John Saxon ; Hector Elizondo ; ,17 août 1994,Le Flic de Beverly Hills 3,,John Landis ; ,"2,6"
85,András Gyémánt ; László Gyémánt ; Gyöngyvér Bognár ; ,19 mars 2014,Le Grand Cahier,"3,0",Janos Szasz ; ,"3,6"
86,Aimee Teegarden ; Thomas McDonell ; Nicholas Braun ; ,7 mars 2012,Le Grand Soir,,Joe Nussbaum ; ,"3,2"
87,Jauris Casanova ; Hélène Seuzaret ; Benjamin Boyer ; ,16 septembre 2015,Le Grand Tout,,Nicolas Bazz ; ,"3,7"
88,Mena Suvari ; Nick Cannon ; Michael Welch ; ,6 juillet 2012,Le Jour des morts,,Steve Miner ; ,"2,2"
89,Sabu (II) ; Frank Puglia ; Joseph Calleia ; ,6 juin 1998,Le Livre de la jungle,,Zoltan Korda ; ,"3,5"
90,David Naughton ; Griffin Dunne ; Jenny Agutter ; ,4 novembre 1981,Le Loup-garou de Londres,,John Landis ; ,"3,3"
91,Jean Rochefort ; Anna Galiena ; Jacques Mathou ; ,3 octobre 1990,Le mari de la coiffeuse,,Patrice Leconte ; ,"3,6"
92,Thierry Lhermitte ; Anémone ; Michel Aumont ; ,5 novembre 2002,Le Mariage du siècle,,Philippe Galland ; ,"1,9"
93,Jackie Chan ; Claire Forlani ; Lee Evans ; ,24 décembre 2003,Le Médaillon,"2,3",Gordon Chan ; ,"1,8"
94,Martin Sheen ; Lucas Quintana ; Jacqueline Duprey ; ,1 juin 2017,Le Messager,,,"2,7"
95,Martina Gedeck ; Wolfgang Maria Bauer ; Karlheinz Hackl ; ,13 mars 2013,Le Mur Invisible,"3,4",Julian Roman Pölsler ; ,"3,7"
96,Hayden Christensen ; Peter Sarsgaard ; Chloë Sevigny ; ,2 décembre 2005,Le Mystificateur,,Billy Ray ; ,"2,9"
97,Richie Andrusco ; Richard Brewster ; Winifred Cushing ; ,11 février 2009,Le Petit fugitif,"4,8",Morris Engel ; Ruth Orkin ; Raymond Abrashkin ; ,"3,9"
98,Sara Martins ; Thierry Godard ; Anne Suarez ; ,/,Le Poids des mensonges,,Serge Meynard ; ,"3,3"
99,Shoichi Ozawa ; Sumiko Sakamoto ; Masaomi Kondo ; ,3 novembre 2015,Le Pornographe,,Shohei Imamura ; ,
100,Jean-Pierre Darroussin ; Clotilde Courau ; Julie Delarme ; ,7 octobre 1998,Le Poulpe,,Guillaume Nicloux ; ,"2,8"
101,Michael Douglas ; Annette Bening ; Martin Sheen ; ,13 décembre 1995,Le Président et Miss Wade,,Rob Reiner ; ,"2,8"
102,James McGowan ; Julia Stiles ; Luke Mably ; ,1 juin 2006,Le Prince et moi,,Martha Coolidge ; ,"3,1"
103,Kam Heskin ; Luke Mably ; Maryam D'Abo ; ,14 septembre 2010,Le Prince et moi : Mariage royal,,Catherine Cyran ; ,"3,3"
104,David Ramsey ; Eddie Murphy ; James Coburn ; ,4 septembre 1996,Le Professeur Foldingue,,Tom Shadyac ; ,"1,9"
105,Nicholas Lea ; Ryan Robbins ; Gina Holden ; ,6 février 2013,"Le Projet Philadelphia, l'expérience interdite",,Paul Ziller ; ,"1,8"
106,Gérard Jugnot ; Anémone ; Jean-Pierre Bisson ; ,3 novembre 1982,Le Quart d'heure américain,,Philippe Galland ; ,"2,3"
107,Donnie Yen ; Chow Yun-Fat ; Kelly Chen ; ,/,Le Roi singe,,Pou-Soi Cheang ; ,"2,8"
108,André Dussollier ; Alberto Sordi ; Isabella Ferrari ; ,20 novembre 1996,Le Roman d'un jeune homme pauvre,,Ettore Scola ; ,"3,0"
109,Jeanne Balibar ; Esther Gorintin ; Anna Prucnal ; ,13 février 2002,Le Stade de Wimbledon,"3,7",Mathieu Amalric ; ,"2,6"
110,Jean Carmet ; Gérard Depardieu ; Michel Piccoli ; ,15 novembre 1978,Le Sucre,,Jacques Rouffio ; ,"3,5"
111,David Bennent ; Mario Adorf ; Angela Winkler ; ,19 septembre 1979,Le Tambour,"1,0",Volker Schlöndorff ; ,"3,5"
112,Mihaly Vig ; P. Horvath ; Laszlo Lugossy ; ,18 octobre 2006,Le Tango de Satan,,Bela Tarr ; ,"4,0"
113,Spencer Tracy ; Harry Bellaver ; Joey Ray ; ,1 octobre 1958,Le Vieil Homme et la Mer,,John Sturges ; ,"3,4"
114,George Sanders ; Barbara Shelley ; Martin Stephens ; ,/,Le Village des damnés,,Wolf Rilla ; ,"3,5"
115,,8 février 2017,Le Voyage en ballon,"3,3",Anna Bengtsson ; ,"3,2"
116,Vanessa Scalera ; Linda Caridi ; Alessio Praticò ; ,13 juillet 2016,Lea,"3,2",Marco Tullio Giordana ; ,"3,8"
117,R. A. Mihailoff ; David Cloud ; Beth DePatie ; ,14 octobre 2004,Leatherface : Massacre à la tronçonneuse III,,Jeff Burr ; ,"2,3"
118,Bridgit Mendler ; Adam Hicks ; Hayley Kiyoko ; ,21 septembre 2011,Lemonade Mouth,,Patricia Riggen ; ,"4,1"
119,Willem Dafoe ; Sean Patrick Flanery ; Norman Reedus ; ,23 mai 2006,Les Anges de Boston,,Troy Duffy ; ,"3,3"
120,Michael Sheen ; Lena Headey ; Sam Neill ; ,12 mars 2014,Les Aventures extraordinaires d'un apprenti détective,,Jonathan Newman ; ,"2,4"
121,Joel McCrea ; Fay Wray ; Robert Armstrong ; ,/,Les Chasses du comte Zaroff,,Ernest B. Schoedsack ; Irving Pichel ; ,"3,6"
122,Dirk Bogarde ; Ingrid Thulin ; Helmut Griem ; ,17 février 2004,Les Damnés,,Luchino Visconti ; ,"3,8"
123,Benoît Poelvoorde ; Florence Loiret-Caille ; Augustin Legrand ; ,21 novembre 2007,Les Deux mondes,"2,7",Daniel Cohen ; ,"2,1"
124,Marlee Matlin ; William Hurt ; Piper Laurie ; ,18 mars 1987,Les Enfants du silence,,Randa Haines ; ,"3,8"
125,Adama Bila ; Elysée Rouamba ; Rodrigue Ouattara ; ,20 mai 2009,Les Enfants invisibles,"3,0",Ridley Scott ; John Woo ; Jordan Scott ; ,"3,4"
126,Sandra Bullock ; Nicole Kidman ; Stockard Channing ; ,17 mars 1999,Les Ensorceleuses,"2,7",Griffin Dunne ; ,"2,5"
127,Karl Markovics ; August Diehl ; Devid Striesow ; ,6 février 2008,Les Faussaires,"2,9",Stefan Ruzowitzky ; ,"3,2"
128,Zoé Chauveau ; André Dussollier ; Alain Doutey ; ,/,Les Filles de Grenoble,,Joël Le Moigné ; ,"3,1"
129,Gérard Lanvin ; Jacques Villeret ; Thomas M. Pollard ; ,15 octobre 1986,Les Frères Pétard,,Hervé Palud ; ,"2,5"
130,Gérard Philipe ; Jeanne Moreau ; Annette Storyberg ; ,9 septembre 1959,Les Liaisons dangereuses 1960,,Roger Vadim ; ,"3,2"
131,Bill Skarsgård ; Alicia Vikander ; ,29 novembre 2017,Les Moomins attendent Noël,"3,0",Jakub Wroński ; Ira Carpelan ; ,"3,2"
132,Guillaume De Tonquédec ; Jeanne Balibar ; Nicolas Bouchaud ; ,28 janvier 2015,Les Nuits d'été,"3,1",Mario Fanfani ; ,"2,7"
133,Richard Burton ; Roger Moore ; Richard Harris ; ,22 septembre 2005,Les Oies sauvages,,Andrew V. McLaglen ; ,"3,6"
134,Gérard Lanvin ; Gérard Darmon ; Jacques Villeret ; ,19 octobre 2005,Les Parrains,"3,1",Frédéric Forestier ; ,"2,2"
135,Ian McShane ; Alexander Ludwig ; Frances Conroy ; ,31 octobre 2007,Les Portes du temps,"1,8",David L. Cunningham ; ,"1,9"
136,Sergi López ; Céline Sallette ; Eric Cantona ; ,23 septembre 2015,Les Rois du monde,"2,1",Laurent Laffargue ; ,"2,5"
137,Anjelica Huston ; Mai Zetterling ; Jasen Fisher ; ,30 novembre 2011,Les Sorcières,,Nicolas Roeg ; ,"3,6"
138,Anjelica Huston ; Raul Julia ; Christopher Lloyd ; ,22 décembre 1993,Les Valeurs de la famille Addams,,Barry Sonnenfeld ; ,"3,5"
139,Arletty ; Fernand Ledoux ; Marie Déa ; ,5 décembre 1942,Les Visiteurs du soir,"2,0",Marcel Carné ; ,"3,5"
140,Declan Conneely ; Johnny Gatcombe ; Adrian Guillette ; ,28 août 2013,Leviathan,"3,6",Lucien Castaing-Taylor ; Verena Paravel ; ,"3,2"
141,Koen De Bouw ; Filip Peeters ; Bruno Vanden Broecke ; ,18 mars 2017,Loft,,Erik van Looy ; ,"3,7"
142,Katharina Lorenz ; Nicole Heesters ; Liv Lisa Fries ; ,31 mai 2017,Lou Andreas-Salomé,"2,8",Cordula Kablitz-Post ; ,"3,2"
143,Denis Lavant ; Géraldine Pailhas ; Philip Desmeules ; ,9 mars 2016,Louis-Ferdinand Céline,"3,2",Emmanuel Bourdieu ; ,"2,3"
144,Jena Malone ; Riley Keough ; Brooklyn Decker ; ,22 mai 2017,Lovesong,,Kim So-yong ; ,"3,2"
145,Lindsay Lohan ; Chris Pine ; Samaire Armstrong ; ,18 octobre 2006,Lucky girl,"1,2",Donald Petrie ; ,"2,7"
146,Edward G. Robinson ; Yoko Tani ; Yves Montand ; ,1 décembre 2006,Ma Geisha,,Jack Cardiff ; ,"2,9"
147,Anton Glanzelius ; Manfred Serner ; Anki Lidén ; ,13 janvier 1988,Ma vie de chien,,Lasse Hallström ; ,"3,6"
148,Diane Keaton ; Queen Latifah ; Katie Holmes ; ,23 juillet 2008,Mad Money,"2,8",Callie Khouri ; ,"2,7"
149,Joe Spinell ; Caroline Munro ; Gail Lawrence ; ,3 septembre 2001,Maniac,,William Lustig ; ,"3,3"
150,Mark Wahlberg ; Jeremy Piven ; Jimmy Kimmel ; ,/,Manny,,Leon Gast ; ,"3,5"
151,Danielle Darrieux ; Paul Guers ; Bernard Blier ; ,6 mai 2004,Marie-Octobre,,Julien Duvivier ; ,"4,0"
152,Kate Winslet ; Pierre Clémenti ; Kevin McKidd ; ,13 janvier 1999,Marrakech Express,"2,9",Gillies MacKinnon ; ,"3,2"
153,Annabeth Gish ; Jessica Lowndes ; Grant Gustin ; ,/,Mauvaise influence (TV),,Vic Sarin ; ,"3,6"
154,Lyliana Wray ; Patrick Johnson ; Peter O'Brien ; ,30 septembre 2016,Maximum Ride,,Jay Martin ; ,"2,7"
155,Catherine Deneuve ; Marina Hands ; Marie-Josée Croze ; ,7 octobre 2009,Mères et filles,"3,2",Julie Lopes Curval ; ,"3,1"
156,Lionel Messi ; Valentin Rodriguez ; Marc Balaguer ; ,/,Messi,,Álex de la Iglesia ; ,"3,5"
157,Brigid Brannagh ; Brian Krause ; Jordan Baker ; ,/,Meurtre à la carte,,John Murlowski ; ,"2,8"
158,Dany Boon ; Garance Lagraa ; Charlie Girerd ; ,10 décembre 2008,Mia et le Migou,"4,1",Jacques-Rémy Girerd ; ,"3,5"
159,Bradley Cooper ; Vinnie Jones ; Brooke Shields ; ,29 juillet 2009,Midnight Meat Train,"3,4",Ryûhei Kitamura ; ,"2,8"
160,Alexandra Lamy ; Stéphane Rousseau ; Bérénice Bejo ; ,12 mars 2008,Modern Love,"2,2",Stéphane Kazandjian ; ,"2,1"
161,Philippe Caubère ; Joséphine Derenne ; Brigitte Catillon ; ,/,Molière,"5,0",Ariane Mnouchkine ; ,"3,8"
162,Guslagie Malanda ; Pierre Andrau ; Nadia Moussa ; ,31 décembre 2014,Mon Amie Victoria,"3,4",Jean-Paul Civeyrac ; ,"2,7"
163,Michael Jackson ; Sean Lennon ; Kellie Parker ; ,31 décembre 2007,Moonwalker,,Jerry Kramer ; Colin Chilvers ; Jim Blashfield ; ,"3,3"
164,Kevin Costner ; Demi Moore ; Marg Helgenberger ; ,29 août 2007,Mr. Brooks,"2,0",Bruce A. Evans ; ,"2,8"
165,Timothy Spall ; Paul Jesson ; Dorothy Atkinson ; ,3 décembre 2014,Mr. Turner,"3,8",Mike Leigh ; ,"3,2"
166,Ricky Gervais ; Tina Fey ; Ty Burrell ; ,18 mars 2017,Muppets most wanted,,James Bobin ; ,"3,2"
167,Jason Patric ; Ray Liotta ; Chi McBride ; ,30 juillet 2003,Narc,"3,8",Joe Carnahan ; ,"3,4"
168,Donald Sutherland ; Julie Christie ; Hilary Mason ; ,18 septembre 1974,Ne vous retournez pas,,Nicolas Roeg ; ,"3,3"
169,Kirk Douglas ; Martin Sheen ; Katharine Ross ; ,9 juillet 1980,"Nimitz, retour vers l'enfer",,Don Taylor ; ,"3,0"
170,William Lee Scott ; Melissa Joan Hart ; Daniel Baldwin ; ,15 juin 2010,Nine Dead,,Chris Shadley ; ,"2,0"
171,Gustav Dyekjaer Giese ; Oscar Dyekjaer Giese ; Lene Maria Christensen ; ,9 octobre 2013,Northwest,"3,8",Michael Noer ; ,"4,0"
172,,6 septembre 2017,Nothing To Hide,,Marc Meillassoux ; ,"3,6"
173,Alice Taglioni ; Jocelyn Quivrin ; Thierry Lhermitte ; ,13 février 2008,Notre univers impitoyable,"2,9",Léa Fazer ; ,"2,2"
174,Alec Baldwin ; Brian Cox ; Christopher Plummer ; ,4 septembre 2003,Nuremberg,,Yves Simoneau ; ,"3,6"
175,Leonardo Sbaraglia ; Chino Darín ; Mirella Pascual ; ,25 janvier 2017,O Silêncio do Céu,,Marco Dutra ; ,"3,2"
176,Cliff Robertson ; Geneviève Bujold ; John Lithgow ; ,18 mai 1977,Obsession,"4,3",Brian De Palma ; ,"3,4"
177,Julia Stiles ; Scott Speedman ; Pixie Davies ; ,20 mai 2015,Out Of The Dark,,Lluis Quilez ; ,"2,2"
178,James Mason ; Ava Gardner ; Nigel Patrick ; ,4 juillet 1951,Pandora,"5,0",Albert Lewin ; ,"4,0"
179,Jeff Daniels ; Emma Stone ; Ryan Reynolds ; ,/,Paper Man,,Kieran Mulroney ; Michele Mulroney ; ,"3,7"
180,Jude Law ; Juliette Binoche ; Robin Wright ; ,14 mars 2007,Par effraction,"2,7",Anthony Minghella ; ,"2,4"
181,Tassadit Mandi ; Zahir Bouzerar ; Karole Rocher ; ,29 mars 2017,Paris la blanche,"3,3",Lidia Terki ; ,"3,6"
182,Charles Dance ; Rachel Griffiths ; Sharni Vinson ; ,17 mars 2015,Patrick,,Mark Hartley ; ,"2,1"
183,Pelle Hvenegaard ; Max von Sydow ; Erik Paaske ; ,2 novembre 1988,Pelle le conquérant,,Bille August ; ,"3,5"
184,Robin Williams ; Mandy Moore ; John Krasinski ; ,22 août 2007,Permis de mariage,"1,5",Ken Kwapis ; ,"2,1"
185,Harriet Owen ; Blayne Weaver ; Corey Burton ; ,14 août 2002,"Peter Pan, retour au Pays Imaginaire","3,1",Robin Budd ; Donovan Cook ; ,"3,0"
186,Jason Sudeikis ; Tyler Labine ; Lake Bell ; ,1 avril 2015,Petite orgie entre amis,,Alex Gregory ; Peter Huyck ; ,"2,9"
187,Patrick Fugit ; Shannyn Sossamon ; Shea Whigham ; ,4 août 2010,Petits suicides entre amis,"4,0",Goran Dukic ; ,"3,5"
188,Philippe Noiret ; Michel Serrault ; Dorothée ; ,/,Pile ou face,,Robert Enrico ; ,"3,3"
189,Mario Adorf ; Ulrich Tukur ; Benjamin Sadler ; ,30 juin 2014,Pinocchio,,Anna Justice ; ,"2,8"
190,Aksel Hennie ; Wes Bentley ; Stephanie Sigman ; ,28 janvier 2015,Pioneer,"2,9",Erik Skjoldbjaerg ; ,"2,4"
191,Walter Matthau ; Cris Campion ; Damien Thomas ; ,2 avril 2009,Pirates,,Roman Polanski ; ,"3,4"
192,Rick D. Wasserman ; Lisa Ann Beley ; Mark Hildreth ; ,10 août 2010,Planète Hulk,,Sam Liu ; ,"3,3"
193,Val Kilmer ; Carrie-Anne Moss ; Benjamin Bratt ; ,29 novembre 2000,Planète rouge,"2,3",Antony Hoffman ; ,"1,9"
