,actors,date,genres,movie,press_rating,producers,spectators_rating
27,Peter Schrum ; Billy Bob Thornton ; Frances McDormand ; ,7 novembre 2001,Policier ; Drame ; ,The Barber : l'homme qui n'était pas là,3.8,Joel Coen ; ,3.8
28,Melissa McCarthy ; Kristen Bell ; Peter Dinklage ; ,30 septembre 2016,Comédie ; ,The Boss,,Ben Falcone ; ,2.3
29,Sam Riley ; Paula Beer ; Tobias Moretti ; ,22 avril 2015,Western ; ,The Dark Valley,,Andreas Prochaska ; ,3.6
30,Maggie Smith ; Alex Jennings ; Jim Broadbent ; ,16 mars 2016,Comédie dramatique ; Biopic ; ,The Lady In The Van,3.4,Nicholas Hytner ; ,3.4
31,Liev Schreiber ; Elias Koteas ; Romola Garai ; ,1 août 2013,Science fiction ; Epouvante-horreur ; ,The Last Days on Mars,,Ruairí Robinson ; ,2.3
32,John Hawkes ; Helen Hunt ; William H. Macy ; ,6 mars 2013,Comédie dramatique ; ,The Sessions,3.4,Ben Lewin ; ,3.9
33,Sylvia Hoeks ; Barry Atsma ; Dirk Roofthooft ; ,17 février 2011,Drame ; ,The Storm,,Ben Sombogaart ; ,3.3
34,Karra Elejalde ; Candela Fernandez ; Bárbara Goenaga ; ,17 juin 2009,Thriller ; Fantastique ; ,Timecrimes,,Nacho Vigalondo ; ,3.2
35,Louise Bourgoin ; Cédric Kahn ; Laurent Stocker ; ,4 septembre 2013,Comédie dramatique ; ,"Tirez la langue, mademoiselle",3.6,Axelle Ropert ; ,2.0
36,Tom Hanks ; Mare Winningham ; Craig T. Nelson ; ,3 septembre 1999,Comédie ; Policier ; ,Turner & Hooch,,Roger Spottiswoode ; ,3.2
37,Predrag 'Miki' Manojlovic ; Lazar Ristovski ; Slavko Stimac ; ,25 octobre 1995,Comédie dramatique ; Guerre ; ,Underground,,Emir Kusturica ; ,4.0
38,Jean-Pierre Bacri ; Emilie Dequenne ; Brigitte Catillon ; ,13 novembre 2002,Comédie dramatique ; ,Une femme de ménage,4.0,Claude Berri ; ,2.2
39,Victoria Bedos ; Chantal Lauby ; François Berléand ; ,8 juin 2016,Comédie ; ,Vicky,2.6,Denis Imbert ; ,1.8
40,Soko ; Ariane Labed ; Ginger Romàn ; ,7 septembre 2016,Drame ; ,Voir du Pays,3.5,Delphine Coulin ; Muriel Coulin ; ,3.2
41,Michael Douglas ; Martin Sheen ; Charlie Sheen ; ,10 février 1988,Drame ; ,Wall Street,,Oliver Stone ; ,3.7
42,Jean-Paul Belmondo ; Catherine Spaak ; Georges Géret ; ,12 décembre 1964,Guerre ; Drame ; ,Week-end À Zuydcoote,,Henri Verneuil ; ,3.7
43,Tina Fey ; Margot Robbie ; Martin Freeman ; ,29 septembre 2016,Comédie ; Guerre ; Drame ; ,Whiskey Tango Foxtrot,,John Requa ; Glenn Ficarra ; ,3.4
44,Nora-Jane Noone ; Alexandra Park ; Diane Farr ; ,/,Thriller ; ,12 Feet Deep,,Matt Eskandari ; ,3.3
45,Robert De Niro ; Gérard Depardieu ; Dominique Sanda ; ,1 septembre 1976,Drame ; Historique ; ,1900,,Bernardo Bertolucci ; ,3.8
46,Sandra Bullock ; Viggo Mortensen ; Elizabeth Perkins ; ,21 juin 2000,Drame ; ,28 jours en sursis,2.9,Betty Thomas ; ,2.7
47,Elle Fanning ; Naomi Watts ; Susan Sarandon ; ,22 mars 2017,Comédie ; Drame ; ,3 Generations,,Gaby Dellal ; ,
48,Pierfrancesco Favino ; Filippo Nigro ; Marco Giallini ; ,18 juillet 2012,Action ; Drame ; Policier ; ,A.C.A.B.: All Cops Are Bastards,3.0,Stefano Sollima ; ,3.6
49,Nora Arnezeder ; Gérard Lanvin ; Tomer Sisley ; ,18 décembre 2013,Historique ; Aventure ; ,Angélique,2.1,Ariel Zeitoun ; ,2.5
50,Vincent Lindon ; Soko ; Chiara Mastroianni ; ,7 novembre 2012,Drame ; ,Augustine,3.9,Alice Winocour ; ,2.7
51,Dale DaBone ; James Deen ; Lexi Belle ; ,/,Erotique ; ,Batman XXX,,Axel Braun ; ,3.1
52,Master Hee Il Cho ; James Earl Jones ; Louise Fletcher ; ,5 juin 2010,Action ; Drame ; ,Best of the Best,,Robert Radler ; ,3.5
53,Patrick Chesnais ; Jeanne Lambert ; Miou-Miou ; ,13 juin 2012,Drame ; ,Bienvenue Parmi Nous,1.3,Jean Becker ; ,3.1
54,Fan Liao ; Lun-mei Gwei ; Xue-bing Wang ; ,11 juin 2014,Policier ; Drame ; ,Black Coal,4.0,Yi'nan Diao ; ,3.0
55,Nathan Meister ; Peter Feeney ; Tammy Davis ; ,19 mars 2008,Epouvante-horreur ; Comédie ; ,Black Sheep,3.1,Jonathan King (II) ; ,2.5
56,Paul Walker ; David Belle ; RZA ; ,23 avril 2014,Action ; Policier ; ,Brick Mansions,3.0,Camille Delamarre ; ,2.5
57,Jane Val ; Micheline Dax ; Jean Martinelli ; ,8 décembre 1982,Animation ; ,Brisby et le secret de Nimh,,Don Bluth ; ,3.8
58,Scott Adkins ; Marko Zaror ; Cung Le ; ,4 août 2017,Action ; Thriller ; ,Chien sauvage,,Jesse V. Johnson ; ,2.3
59,Cyril Descours ; Audrey Giacomini ; ,23 août 2017,Drame ; ,Ciel Rouge,2.4,Olivier Lorelle ; ,3.1
60,Hossein Sabzian ; Mohsen Makhmalbaf ; Abolfazl Ahankhah ; ,31 octobre 1991,Drame ; ,Close Up,,Abbas Kiarostami ; ,4.0
61,Shane West ; Edward Burns ; Ving Rhames ; ,3 novembre 2010,Action ; Thriller ; ,Conspiracy,,Greg Marcks ; ,2.5
62,Clint Eastwood ; Jeff Daniels ; Wanda De Jesus ; ,23 octobre 2002,Thriller ; ,Créance de sang,3.6,Clint Eastwood ; ,3.3
63,Barret Oliver ; Mary Beth Hurt ; Michael McKean ; ,18 mars 2017,Aventure ; Science fiction ; Famille ; ,D.A.R.Y.L.,,Simon Wincer ; ,3.3
64,Spencer Tracy ; Sidney Poitier ; Katharine Hepburn ; ,5 février 2002,Comédie dramatique ; Romance ; ,Devine qui vient dîner...,2.6,Stanley Kramer ; ,3.9
65,Scott Eastwood ; Walton Goggins ; Camilla Belle ; ,2 mars 2016,Western ; Action ; ,Diablo,,Lawrence Roeck ; ,2.0
66,Danny Dyer ; Stephen Graham ; Noel Clarke ; ,20 juillet 2010,Comédie ; Epouvante-horreur ; ,Doghouse,,Jake West ; ,2.8
67,Keira Knightley ; Mickey Rourke ; Édgar Ramírez ; ,23 novembre 2005,Policier ; Action ; Drame ; ,Domino,3.1,Tony Scott ; ,2.8
68,Jackie Chan ; John Cusack ; Adrien Brody ; ,22 janvier 2016,Action ; Aventure ; Drame ; ,Dragon Blade,,Daniel Lee ; ,
69,Anne Hathaway ; Hugh Dancy ; Cary Elwes ; ,11 mai 2005,Comédie ; Fantastique ; Romance ; ,Ella au pays enchanté,3.3,Tommy O'Haver ; ,3.0
70,Elie Semoun ; François-Xavier Demaison ; Camille Timmerman ; ,19 octobre 2011,Animation ; Comédie musicale ; ,Emilie Jolie,2.1,Francis Nielsen ; Philippe Chatel ; ,2.7
71,Jessica Brown Findlay ; Jodie Comer ; Jack Lowden ; ,7 février 2018,Biopic ; Drame ; ,England Is Mine,2.7,Mark Gill (II) ; ,2.9
72,Ryoo Seung-bum ; Lee Won-geun ; Young-Min Kim ; ,5 juillet 2017,Drame ; ,Entre deux rives,3.0,Kim Ki-duk ; ,3.7
73,Maureen Teefy ; Gene Anthony Ray ; Paul McCrane ; ,10 septembre 1980,Comédie dramatique ; Musical ; ,Fame,,Alan Parker ; ,3.0
74,Kiefer Sutherland ; Donald Sutherland ; Demi Moore ; ,16 mars 2017,Western ; Drame ; ,Forsaken,,Jon Cassar ; ,
75,Robert Englund ; Ken Kirzinger ; Kelly Rowland ; ,29 octobre 2003,Epouvante-horreur ; Fantastique ; ,Freddy contre Jason,3.0,Ronny Yu ; ,2.2
76,Philippe Torreton ; ,13 avril 2016,Documentaire ; ,Free to Run,4.1,Pierre Morath ; ,4.2
77,Milla Jovovich ; Ben Affleck ; Matthew McConaughey ; ,26 mai 2003,Comédie ; Drame ; ,Génération rebelle,,Richard Linklater ; ,3.2
78,Pier-Gabriel Lajoie ; Walter Borden ; Katie Boland ; ,26 mars 2014,Comédie ; Romance ; ,Gerontophilia,3.5,Bruce LaBruce ; ,3.2
79,Pierce Brosnan ; Sean Bean ; Izabella Scorupco ; ,20 décembre 1995,Espionnage ; Action ; ,GoldenEye,2.8,Martin Campbell ; ,3.6
80,Jacob Reynolds ; Nick Sutton ; Jacob Sewell ; ,10 mai 2007,Comédie dramatique ; ,Gummo,3.5,Harmony Korine ; ,3.9
81,Ramzy Bedia ; Eric Judor ; Jean-Pierre Lazzerini ; ,16 février 2011,Comédie ; ,Halal police d'Etat,2.8,Rachid Dhibou ; ,1.5
82,Tom Green (III) ; Anna Popplewell ; Enisha Brewster ; ,16 mai 2016,Action ; Science fiction ; ,Halo 4 - Forward Unto Dawn,,Stewart Hendler ; ,3.5
83,Fionn O'Shea ; Nicholas Galitzine ; Andrew Scott ; ,22 juillet 2017,Drame ; ,Handsome Devil,,,3.7
84,Bernard Fresson ; Stella Dassas ; Pierre Barbaud ; ,10 juin 1959,Drame ; ,"Hiroshima, mon amour",5.0,Alain Resnais ; ,3.7
85,Adam Sandler ; Keri Russell ; Guy Pearce ; ,24 décembre 2008,Comédie ; Fantastique ; Famille ; ,Histoires enchantées,2.1,Adam Shankman ; ,2.8
86,Bette Midler ; Sarah Jessica Parker ; Kathy Najimy ; ,26 janvier 1994,Fantastique ; Comédie ; Famille ; ,Hocus Pocus : Les trois sorcières,,Kenny Ortega ; ,3.1
87,Marit Synnøve Berg ; Frode Winther Gunnes ; Morten Larsen ; ,15 août 2012,Action ; Thriller ; Drame ; ,Hold-up,2.9,Erik Skjoldbjaerg ; ,2.6
88,Jamel Debbouze ; Roschdy Zem ; Sami Bouajila ; ,22 septembre 2010,Historique ; Drame ; Guerre ; ,Hors-la-loi,2.6,Rachid Bouchareb ; ,2.7
89,Sophie Marceau ; Charles Berling ; Vincent Perez ; ,1 octobre 2003,Romance ; Comédie ; ,Je reste !,2.5,Diane Kurys ; ,1.7
90,Bill McKinney ; Clint Eastwood ; Chief Dan George ; ,1 octobre 1976,Western ; ,Josey Wales hors la loi,,Clint Eastwood ; ,3.9
91,John Wood ; Carol Kane ; Annie Potts ; ,24 mars 2004,Comédie ; Romance ; Thriller ; ,Jumpin' Jack Flash,,Penny Marshall ; ,3.5
92,Lambert Wilson ; ,15 février 2017,Documentaire ; ,L'Empereur,3.5,Luc Jacquet ; ,3.3
93,Gene Hackman ; Al Pacino ; Dorothy Tristan ; ,26 mai 1973,Drame ; ,L'Epouvantail,,Jerry Schatzberg ; ,3.7
94,Will Ferrell ; Emma Thompson ; Maggie Gyllenhaal ; ,10 janvier 2007,Comédie ; Fantastique ; Romance ; ,L'Incroyable destin de Harold Crick,3.2,Marc Forster ; ,3.3
95,Vahina Giocante ; Nicolas Duvauchelle ; Steve Le Roi ; ,21 juillet 2010,Comédie dramatique ; Romance ; ,La Blonde aux seins nus,2.2,Manuel Pradal ; ,2.1
96,,12 mars 2014,Documentaire ; ,La Cour de Babel,4.2,Julie Bertuccelli ; ,4.0
97,Roseanne ; Marie Vincent ; Judi Dench ; ,28 juillet 2004,Animation ; Comédie ; ,La Ferme se rebelle,2.0,Will Finn ; John Sanford ; ,2.0
98,Pio Marmai ; Karim Belkhadra ; Omar Sy ; ,4 novembre 2009,Comédie ; Policier ; ,La Loi de Murphy,1.8,Christophe Campos ; ,2.2
99,Thierry Lhermitte ; Miou-Miou ; Eddy Mitchell ; ,18 décembre 1991,Aventure ; Comédie ; ,La Totale!,,Claude Zidi ; ,2.4
100,Jean Marais ; Sabine Sesselmann ; Francois Chaumette ; ,13 janvier 1960,Aventure ; ,Le Bossu,,André Hunebelle ; ,3.2
101,Jennifer Aniston ; Gerard Butler ; Christine Baranski ; ,14 avril 2010,Comédie ; Action ; Romance ; ,Le Chasseur de primes,2.1,Andy Tennant ; ,2.2
102,Judge Reinhold ; Hugh Hefner ; Stephen Liska ; ,26 août 1987,Comédie ; Policier ; Thriller ; ,Le Flic de Beverly Hills 2,,Tony Scott ; ,3.0
103,Tim Robbins ; Jennifer Jason Leigh ; John Mahoney ; ,12 mai 1994,Comédie dramatique ; ,Le Grand saut,,Joel Coen ; Ethan Coen ; ,3.4
104,Jean-Claude Van Damme ; Roger Moore ; James Remar ; ,24 juillet 1996,Arts Martiaux ; Aventure ; Action ; ,Le Grand Tournoi,,Jean-Claude Van Damme ; ,2.3
105,Pierce Brosnan ; Sophie Marceau ; Denise Richards ; ,1 décembre 1999,Action ; Espionnage ; ,Le Monde ne suffit pas,3.0,Michael Apted ; ,2.8
106,Dakota Fanning ; André Benjamin ; Sam Shepard ; ,7 février 2007,Fantastique ; Comédie ; Famille ; ,Le Petit monde de Charlotte,2.9,Gary Winick ; ,2.4
107,Jean-Paul Rouve ; Anne Brochet ; Denis Podalydès ; ,8 mars 2006,Comédie dramatique ; ,Le Temps des porte-plumes,2.8,Daniel Duval ; ,2.2
108,Stuart Regen ; Carey Lowell ; Lucinda Jenney ; ,20 mars 1996,Drame ; ,Leaving Las Vegas,,Mike Figgis ; ,3.8
109,Juliette Binoche ; Denis Lavant ; Klaus Michael Gruber ; ,16 octobre 1991,Comédie dramatique ; ,Les Amants du Pont-Neuf,,Leos Carax ; ,3.4
110,Lino Ventura ; Alain Delon ; Serge Reggiani ; ,12 avril 1967,Aventure ; ,Les Aventuriers,,Robert Enrico ; ,3.7
111,Henry Fonda ; Zeffie Tilbury ; Charley Grapewin ; ,31 décembre 1947,Drame ; ,Les Raisins de la colère,4.8,John Ford ; ,4.1
112,Otto Waalkes ; Gustav-Peter Wöhler ; Boris Aljinovic ; ,2 décembre 2015,Comédie ; Animation ; Famille ; ,Les Sept nains,,Boris Aljinovic ; Harald Siepermann ; ,2.7
113,Keanu Reeves ; Aitana Sánchez-Gijón ; Anthony Quinn ; ,9 janvier 2001,Romance ; Drame ; ,Les Vendanges de feu,,Alfonso Arau ; ,3.5
114,Pete Postlethwaite ; Philip Jackson ; Jim Carter ; ,25 juin 1997,Comédie dramatique ; ,Les Virtuoses,,Mark Herman ; ,3.8
115,Declan Conneely ; Johnny Gatcombe ; Adrian Guillette ; ,28 août 2013,Documentaire ; ,Leviathan,3.6,Lucien Castaing-Taylor ; Verena Paravel ; ,3.2
116,Robert De Niro ; Billy Crystal ; Lisa Kudrow ; ,29 septembre 1999,Comédie ; ,Mafia Blues,3.6,Harold Ramis ; ,3.1
117,Flore Bonaventura ; Louise Herrero ; Macha Méril ; ,1 octobre 2013,Drame ; ,Malgré-elles,,Denis Malleval ; ,4.1
118,Jeanne Jestin ; Emilie Dequenne ; Camille Chamoux ; ,9 novembre 2016,Comédie dramatique ; ,Maman a tort,3.3,Marc Fitoussi ; ,3.4
119,Jason François ; Michaël Dauber ; Frédéric Dorkel ; ,17 septembre 2014,Drame ; ,Mange tes morts - Tu ne diras point,4.0,Jean-Charles Hue ; ,3.0
120,Woody Allen ; Diane Keaton ; Michael Murphy ; ,5 décembre 1979,Comédie dramatique ; Romance ; ,Manhattan,4.6,Woody Allen ; ,4.0
121,Jordana Brewster ; Taylor Handley ; Diora Baird ; ,7 février 2007,Epouvante-horreur ; ,Massacre à la tronçonneuse : le commencement,2.5,Jonathan Liebesman ; ,2.8
122,Steve Carell ; Anne Hathaway ; Alan Arkin ; ,10 septembre 2008,Espionnage ; Action ; Comédie ; ,Max la menace,3.0,Peter Segal ; ,2.7
123,Mike Epps ; George Lopez ; Mike Tyson ; ,3 janvier 2017,Comédie ; ,Meet The Blacks,,Deon Taylor ; ,
124,James Wolk ; Constance Barron ; Michael Donovan ; ,22 novembre 2016,Thriller ; ,Mercy,,Chris Sparling ; ,2.0
125,Hélène Seuzaret ; Michel Cymes ; Kalvin Winson ; ,/,Policier ; ,Meurtres en Pays d'Oléron,,Thierry Binisti ; ,3.1
126,Ryan Reynolds ; Ray Liotta ; Jeremy Piven ; ,1 août 2007,Action ; Comédie ; Policier ; ,Mi$e à prix,3.1,Joe Carnahan ; ,3.3
127,François-Xavier Demaison ; Laurent Lafitte ; Guy Bedos ; ,27 avril 2011,Comédie ; ,"Moi, Michel G, Milliardaire, Maître du monde",3.2,Stéphane Kazandjian ; ,2.7
128,Lina El Arabi ; Samia Sassi ; Marc Lavoine ; ,2 mars 2016,Drame ; ,Ne m'abandonne pas,,Xavier Durringer ; ,3.8
129,Nino Manfredi ; Vittorio Gassman ; Stefania Sandrelli ; ,5 mai 1976,Comédie dramatique ; ,Nous nous sommes tant aimés !,5.0,Ettore Scola ; ,3.8
130,Aaron Taylor-Johnson ; Kristin Scott Thomas ; Anne-Marie Duff ; ,8 décembre 2010,Biopic ; Drame ; Musical ; ,Nowhere Boy,2.5,Sam Taylor-Johnson ; ,3.8
131,Sam Quartin ; Chris Schellenger ; Davy J. Marr ; ,24 octobre 2016,Drame ; Musical ; Romance ; ,NY84,,Cyril Morin ; ,
132,Kad Merad ; Alice Taglioni ; Peter Coyote ; ,22 octobre 2014,Comédie ; Aventure ; ,On a marché sur Bangkok,1.2,Olivier Baroux ; ,1.6
133,Denzel Washington ; Eva Mendes ; Dean Cain ; ,28 janvier 2004,Policier ; Thriller ; Comédie ; ,Out of Time,2.8,Carl Franklin ; ,2.6
134,Katie Featherston ; Brian Boland ; Molly Ephraim ; ,20 octobre 2010,Epouvante-horreur ; ,Paranormal Activity 2,2.2,Tod Williams ; ,2.2
135,Arielle Dombasle ; Amanda Langlet ; Pascal Greggory ; ,23 février 1983,Comédie dramatique ; Romance ; ,Pauline à la plage,,Eric Rohmer ; ,3.4
136,Edouard Baer ; Jean-Pierre Marielle ; Audrey Tautou ; ,14 octobre 2015,Animation ; Aventure ; ,Phantom Boy,3.4,Alain Gagnol ; Jean-Loup Felicioli ; ,4.0
137,John Travolta ; Kyra Sedgwick ; Forest Whitaker ; ,18 septembre 1996,Drame ; Fantastique ; Romance ; ,Phenomène,,Jon Turteltaub ; ,2.9
138,Gina Carano ; Michael Fassbender ; Ewan McGregor ; ,11 juillet 2012,Action ; ,Piégée,2.8,Steven Soderbergh ; ,2.1
139,Adan Jodorowsky ; Pamela Flores ; Brontis Jodorowsky ; ,5 octobre 2016,Fantastique ; Biopic ; Drame ; ,Poesía Sin Fin,4.0,Alejandro Jodorowsky ; ,3.7
140,Oh Young-su ; Kim Ki-duk ; Young-Min Kim ; ,14 avril 2004,Comédie dramatique ; ,"Printemps, été, automne, hiver... et printemps",4.1,Kim Ki-duk ; ,3.8
141,Francisca Caballero ; Carmen Maura ; Luis Hostalot ; ,4 mai 2006,Comédie dramatique ; ,Qu'est-ce que j'ai fait pour mériter ça ?,,Pedro Almodóvar ; ,3.6
142,Rachel McAdams ; Cillian Murphy ; Brian Cox ; ,26 octobre 2005,Thriller ; Action ; ,Red Eye / sous haute pression,2.8,Wes Craven ; ,2.5
143,Liam Neeson ; Jessica Lange ; John Hurt ; ,7 juin 1995,Aventure ; Historique ; Drame ; ,Rob Roy,,Michael Caton-Jones ; ,3.1
144,Stefano Cassetti ; Isild Le Besco ; Patrick Dell'Isola ; ,16 mai 2001,Comédie dramatique ; ,Roberto Succo,4.1,Cédric Kahn ; ,3.0
145,Chris Klein ; Jean Reno ; LL Cool J ; ,13 mars 2002,Action ; Science fiction ; ,Rollerball,2.7,John McTiernan ; ,1.4
146,Russell Wong ; Jet Li ; DMX ; ,1 novembre 2000,Action ; Thriller ; Arts Martiaux ; ,Roméo doit mourir,2.1,Andrzej Bartkowiak ; ,2.4
147,Brenda Blethyn ; Marianne Jean-Baptiste ; Timothy Spall ; ,18 septembre 1996,Drame ; ,Secrets et mensonges,,Mike Leigh ; ,3.7
148,Denise Dodé ; Alexandra Robert ; Jean-Michel Dubourg ; ,22 février 2017,Comédie ; ,Seule... mais pas trop !,,Alexandra Robert ; ,3.9
149,Clive Owen ; Paul Giamatti ; Monica Bellucci ; ,19 septembre 2007,Action ; Thriller ; ,Shoot'Em Up,3.0,Michael Davis ; ,2.8
150,Edgar Flores ; Paulina Gaitan ; Kristian Ferrer ; ,21 octobre 2009,Thriller ; ,Sin Nombre,3.9,Cary Fukunaga ; ,4.0
151,Antonio Banderas ; Carla Gugino ; Alexa PenaVega ; ,1 janvier 2003,Aventure ; Action ; Comédie ; ,Spy kids 2 - espions en herbe,3.7,Robert Rodriguez ; ,1.7
152,Jon Foster ; Samaire Armstrong ; Frankie Muniz ; ,12 juillet 2006,Epouvante-horreur ; ,Stay Alive,1.8,William Brent Bell ; ,2.3
153,Christopher Reeve ; Marlon Brando ; Gene Hackman ; ,26 janvier 1979,Aventure ; Science fiction ; Action ; ,Superman,,Richard Donner ; ,3.4
154,Jessica Harper ; Joan Bennett ; Stefania Casini ; ,18 mai 1977,Epouvante-horreur ; Thriller ; ,Suspiria,,Dario Argento ; ,3.8
155,Charlotte Rampling ; Ludivine Sagnier ; Charles Dance ; ,21 mai 2003,Thriller ; Drame ; Erotique ; ,Swimming Pool,3.4,François Ozon ; ,2.5
156,Song Kang-Ho ; Shin Ha-Kyun ; Doona Bae ; ,3 septembre 2003,Drame ; Thriller ; Policier ; ,Sympathy for Mr. Vengeance,3.1,Park Chan-Wook ; ,3.7
157,Stuart Allan ; Jake T. Austin ; Taissa Farmiga ; ,16 mars 2017,Animation ; Action ; Aventure ; ,Teen Titans: The Judas Contract,,Sam Liu ; ,
158,Brit Marling ; Alexander Skarsgård ; Ellen Page ; ,10 juillet 2013,Thriller ; ,The East,3.0,Zal Batmanglij ; ,3.5
159,Rachel Hurd-Wood ; Harry Treadaway ; Thomas Brodie-Sangster ; ,23 novembre 2011,Fantastique ; Thriller ; ,"The Last Son, la malédiction",2.8,Agnès Merlet ; ,3.1
160,Anne-Marie Duff ; Sean Colgan ; Nora-Jane Noone ; ,5 février 2003,Drame ; ,The Magdalene Sisters,4.1,Peter Mullan ; ,3.9
161,Geoffrey Couët ; François Nambot ; Mario Fanfani ; ,27 avril 2016,Drame ; ,Théo & Hugo dans le même bateau,3.9,Olivier Ducastel ; Jacques Martineau ; ,3.4
162,Niels Arestrup ; Lorànt Deutsch ; Patrick Chesnais ; ,24 août 2011,Drame ; ,Tu seras mon fils,2.8,Gilles Legrand ; ,3.9
163,Rebecca Hall ; Jason Sudeikis ; Dianna Agron ; ,17 juillet 2013,Comédie ; Romance ; ,Tumbledown,,Sean Mewshaw ; ,
164,Kirk Douglas ; Silvana Mangano ; Anthony Quinn ; ,12 janvier 2000,Aventure ; Péplum ; ,Ulysse,,Mario Camerini ; ,3.5
165,Alban Lenoir ; Samuel Jouy ; Paul Hamy ; ,10 juin 2015,Drame ; ,Un Français,2.9,Diastème ; ,2.9
166,Michel Serrault ; Mathilde Seigner ; Jean-Paul Roussillon ; ,5 septembre 2001,Comédie dramatique ; ,Une hirondelle a fait le printemps,3.3,Christian Carion ; ,2.5
167,Eri Fukatsu ; Tadanobu Asano ; Yû Aoi ; ,30 septembre 2015,Romance ; Drame ; ,Vers l'autre rive,4.3,Kiyoshi Kurosawa ; ,3.6
168,Riz Ahmed ; Arsher Ali ; Nigel Lindsay ; ,8 décembre 2010,Comédie dramatique ; ,We Are Four Lions,3.0,Chris Morris ; ,3.3
