,actors,date,genres,movie,press_rating,producers,spectators_rating
647,Michael Caine ; Paul Hubschmid ; Oscar Homolka ; ,22 janvier 2004,Espionnage ; Thriller ; ,Mes funérailles à Berlin,,Guy Hamilton ; ,3.0
648,Vittorio Gassman ; Nino Manfredi ; Andréa Ferréol ; ,23 octobre 2013,Comédie ; ,"Mesdames et Messieurs, Bonsoir",,Luigi Comencini ; Nanni Loy ; Luigi Magni ; ,3.0
649,Alan Rickman ; David Hemblen ; Simon McBurney ; ,/,Historique ; ,Mesmer,,Roger Spottiswoode ; ,3.3
650,Pierre Arditi ; Catherine Jacob ; François Morel ; ,1 octobre 1997,Comédie ; ,Messieurs les enfants,,Pierre Boutron ; ,2.9
651,Joe Lando ; Claudia Christian ; Cooper Harris ; ,21 octobre 2010,Action ; Science fiction ; ,Meteor Apocalypse,,Micho Rutare ; ,2.2
652,Tom Wopat ; Roxanne Hart ; Darrin Klimek ; ,/,Science fiction ; Action ; ,Météorites,,Chris Thompson ; ,2.9
653,Sergei Puskepalis ; Anatoliy Belyy ; Svetlana Khodchenkova ; ,/,Action ; Drame ; Thriller ; ,Metro,,Anton Megerdichev ; ,3.2
654,Adriana Karembeu ; Bruno Madinier ; Anne Loiret ; ,/,Drame ; Policier ; ,Meurtre à Etretat,,Laurence Katrian ; ,2.8
655,Alex Descas ; Joy Olasunmibo Ogunmakin ; Thibault Vinçon ; ,/,Drame ; ,Meurtre à Pacot,,Raoul Peck ; ,3.1
656,Hugh Fraser ; Neil Cunningham ; Lynda La Plante ; ,28 août 2000,Comédie dramatique ; ,Meurtre dans un Jardin Anglais,,Peter Greenaway ; ,3.5
657,Woody Allen ; Diane Keaton ; Alan Alda ; ,13 octobre 1993,Comédie ; Policier ; ,Meurtre mystérieux à Manhattan,,Woody Allen ; ,3.8
658,Christopher Plummer ; James Mason ; David Hemmings ; ,/,Policier ; Epouvante-horreur ; ,Meurtre par décret,,Bob Clark ; ,4.0
659,Michèle Bernier ; David Kammenos ; Jean-Pierre Michael ; ,/,Policier ; Drame ; ,Meurtres à Orléans,,Jean-Marc Seban ; ,3.0
660,Claire Borotra ; Thomas Jouannet ; Smadi Wolfman ; ,24 janvier 2018,Policier ; Thriller ; ,Meurtres au Pays basque,,Eric Duret ; ,3.1
661,Anthony Quinn ; Yaphet Kotto ; Anthony Franciosa ; ,/,Policier ; ,Meurtres dans la 110e rue,,Barry Shear ; ,3.1
662,Sofia Essaïdi ; Frédéric Diefenthal ; Arnaud Binard ; ,/,Policier ; Drame ; ,Meurtres en Auvergne,,Thierry Binisti ; ,2.9
663,Sean Connery ; George Grizzard ; Robert Conrad ; ,/,Drame ; Thriller ; ,Meurtres en direct,,Richard Brooks ; ,2.6
664,Chad Coleman ; Sam Adegoke ; Russell Andrews ; ,/,Biopic ; Documentaire ; ,Michael Jackson: Searching For Neverland,,Dianne Houston ; ,3.0
665,,/,Animation ; ,Mickey au Pays des Géants,,Burt Gillett ; ,3.2
666,Warren Beatty ; Alexandra Stewart ; Hurd Hatfield ; ,5 février 2014,Judiciaire ; Drame ; ,Mickey One,,Arthur Penn ; ,3.3
667,Wayne Allwine ; Russi Taylor ; Tony Anselmo ; ,7 décembre 2001,Animation ; Comédie ; Famille ; ,"Mickey, il était une fois Noël",,Jun Falkenstein ; Alex Mann ; Bradley Raymond ; ,3.8
668,James Woods ; Jonathan Freeman (II) ; Bill Farmer ; ,15 octobre 2002,Animation ; Famille ; ,"Mickey, le club des méchants",,Jamie Mitchell ; ,3.5
669,Robert Lax ; Aghali Ag Rhissa ; Johann Le Guillerm ; ,12 juin 1996,Documentaire ; ,Middle of the Moment,,Nicolas Humbert ; Werner Penzel ; ,
670,Andy Garcia ; Vera Farmiga ; Taissa Farmiga ; ,2 juillet 2014,Romance ; Comédie ; ,Middleton,,Adam Rodgers ; ,3.2
671,Anthony Bertaud ; Carole Reppel-Baele ; Bruno Henry ; ,4 décembre 2013,Thriller ; ,Midnight Globe,2.7,Jonathan Musset ; ,3.3
672,Takashi Tsukamoto ; ,/,Drame ; ,Midnight Sun,,Norihiro Koizumi ; ,3.0
673,Bahram Aloui ; Lofti Ebdelli ; ,5 juin 2013,Comédie dramatique ; ,Millefeuille,3.6,Nouri Bouzid ; ,3.1
674,Virginie Ledoyen ; Patrick Bouchitey ; Laura Martel ; ,16 janvier 1991,Drame ; ,Mima,,Philomène Esposito ; ,3.2
675,Sid Haig ; Allen Maldonado ; Gavin Grazer ; ,3 mars 2014,Epouvante-horreur ; ,Mimesis - La nuit des morts vivants,,Douglas Schulze ; ,1.9
676,Giancarlo Giannini ; Mariangela Melato ; Turi Ferro ; ,16 novembre 2011,Comédie dramatique ; ,Mimi Metallo blessé dans son honneur,,Lina Wertmüller ; ,3.2
677,Lance Henriksen ; Karl Geary ; Amanda Plummer ; ,/,Epouvante-horreur ; Science fiction ; ,Mimic 3: Sentinel,,J.T. Petty ; ,2.3
678,Louis Jouvet ; Jeanne Fusier-Gir ; Pauline Carton ; ,1 janvier 2016,Comédie ; ,Miquette et sa mère,,Henri-Georges Clouzot ; ,2.8
679,Mara Wilson ; Richard Attenborough ; Elizabeth Perkins ; ,7 novembre 2001,Comédie dramatique ; Famille ; ,Miracle sur la 34e rue,,Les Mayfield ; ,3.6
680,Marie Gillain ; Jean-François Stévenin ; Eduardo Paxeco ; ,23 mars 2016,Drame ; Historique ; ,Mirage d'Amour avec fanfare,1.3,Hubert Toint ; ,3.1
681,Jean Gabin ; Robert Arnoux ; Odette Barencey ; ,2 mai 1947,Drame ; ,Miroir,,Raymond Lamy ; ,2.8
682,Jayam Ravi ; ,12 février 2016,Action ; Romance ; ,Miruthan,,,2.9
683,Noell Coet ; Daniel Hugh Kelly ; Charlie O'Connell ; ,3 novembre 2014,Drame ; Epouvante-horreur ; Thriller ; ,Mischief Night,,Richard Schenkman ; ,2.4
684,Tom Berenger ; Tommy Flanagan ; Martha Higareda ; ,27 avril 2010,Action ; Comédie ; Policier ; ,Mise à Prix 2,,P.J. Pesce ; ,2.0
685,Totò ; Sophia Loren ; Dolores Palumbo ; ,7 juin 2017,Comédie ; ,Misère et noblesse,,Mario Mattoli ; ,3.3
686,Geraldine McEwan ; Juliet Stevenson ; Denis Lawson ; ,/,Drame ; Policier ; ,Miss Marple - Témoin indésirable (TV),,Moira Armstrong ; ,3.2
687,Katie Holmes ; James Badge Dale ; Callan Mulvey ; ,2 mai 2016,Drame ; Thriller ; ,Miss Meadows,,Karen Leigh Hopkins ; ,2.6
688,Christophe Malavoy ; Micky Sebastian ; Eric Fraticelli ; ,25 mai 2016,Comédie dramatique ; Thriller ; ,Mission sacrée,,Daniel Vigne ; ,2.8
689,Kate Spicer ; Tom Spicer ; William Spicer ; ,9 octobre 2013,Documentaire ; Aventure ; Biopic ; ,Mission To Lars,3.1,James Moore (II) ; William Spicer ; ,3.6
690,Jackie Chan ; Alan Tam ; Rosamund Kwan ; ,13 août 2007,Aventure ; Action ; Comédie ; ,Mister Dynamite,,Jackie Chan ; Eric Tsang ; ,3.6
691,Charles Bronson ; Al Lettieri ; Linda Cristal ; ,1 août 2006,Action ; ,Mister Majestyk,,Richard Fleischer ; ,3.1
692,Kinnosuke Nakamura ; Irie Wakaba ; Isao Kimura ; ,3 décembre 2014,Aventure ; Drame ; Arts Martiaux ; ,Miyamoto Musashi,,Tomu Uchida ; ,3.3
693,Denzel Washington ; Wesley Snipes ; Giancarlo Esposito ; ,21 novembre 1990,Musical ; Drame ; Romance ; ,Mo' better blues,,Spike Lee ; ,3.8
694,Géraldine Pailhas ; Luc Picard ; Felicia Shulman ; ,27 avril 2016,Drame ; ,Mobile Étoile,3.2,Raphaël Nadjari ; ,3.2
695,Michael Lerner ; Sean Young ; Kim Darby ; ,/,Divers ; ,Mockingbird Don't Sing,,Harry Bromley Davenport ; ,3.0
696,Jean Yanne ; Bernard Blier ; Nicole Calfan ; ,/,Comédie ; ,Moi y'en a vouloir des sous,,Jean Yanne ; ,3.4
697,Jean Yanne ; Jodie Foster ; Sydne Rome ; ,3 mars 2015,Comédie dramatique ; ,"Moi, fleur bleue",,Eric Le Hung ; ,3.1
698,Emmanuel Delaville ; Michel Laviale ; Anne-Catherine Husson-Traoré ; ,29 septembre 2010,Documentaire ; ,"Moi, la finance et le développement durable",2.4,Jocelyne Lemaire Darnaud ; ,3.4
699,Pascal Elso ; Arthur Vaughan Whitehead ; Morgan Sarpaux ; ,/,Divers ; ,"Moi, Louis, enfant de la mine",,Thierry Binisti ; Nadine Lermite ; ,3.2
700,Claude Hébert ; Jacqueline Milliere ; Joseph Leportier ; ,27 octobre 1976,Drame ; ,"Moi, Pierre Rivière, ayant égorgé ma mère, ma soeur et mon frère",4.5,René Allio ; ,3.4
701,John Hawkes ; Miranda July ; Miles Thompson ; ,21 septembre 2005,Comédie dramatique ; ,"Moi, toi et tous les autres",4.1,Miranda July ; ,3.0
702,Elisabeth Shue ; Aaron Eckhart ; Thomas Jane ; ,16 août 2000,Comédie dramatique ; Romance ; ,Molly,,John Duigan ; ,3.1
703,Lauren McKnight ; Chris Zylka ; Matt Angel ; ,/,Epouvante-horreur ; ,Mon effroyable anniversaire 2,,Jacob Gentry ; ,3.1
704,Lauren McKnight ; Kirsten Prout ; Ryan Sypek ; ,/,Epouvante-horreur ; ,Mon effroyable anniversaire 3,,Jacob Gentry ; ,3.1
705,,11 janvier 2017,Animation ; ,"Mon Œil, la métamorphose",,,
706,Dana Delany ; Hart Bochner ; Bruce Ramsay ; ,/,Drame ; ,Mon Enfant à tout prix,,Peter Svatek ; ,3.0
707,Frances Fisher ; Markie Post ; Alicia Witt ; ,/,Comédie dramatique ; ,Mon ex-futur mari,,Bradford May ; ,3.2
708,Taraji P. Henson ; Terry O'Quinn ; David Haydn-Jones ; ,/,Drame ; ,Mon fils a disparu (TV),,Gary Harvey ; ,3.4
709,Aurore Clément ; Jean-Luc Bideau ; Cyril Troley ; ,31 janvier 2007,Comédie ; ,Mon frère se marie,3.5,Jean-Stéphane Bron ; ,2.5
710,Christopher Lloyd ; Jeff Daniels ; Elizabeth Hurley ; ,23 août 2000,Comédie ; Science fiction ; ,Mon martien favori,,Donald Petrie ; ,3.1
711,Presley Chweneyagae ; Mothusi Magano ; Israel Makoe ; ,19 juillet 2006,Drame ; Thriller ; ,Mon nom est Tsotsi,3.2,Gavin Hood ; ,3.5
712,Zakes Mokae ; J.T. Walsh ; Peter Michael Goetz ; ,7 mars 1990,Comédie dramatique ; Comédie ; ,Mon père,,Gary David Goldberg ; ,2.9
713,Jack Coleman ; Cassi Thomson ; Clare Carey ; ,/,Comédie dramatique ; Famille ; ,Mon père ce rockeur,,Ernie Barbarash ; ,3.2
714,Betty Beniski ; Emy Russo ; ,/,Erotique ; ,Mon pur cauchemar,,Olivier Lesein ; ,3.1
715,Dana Ivgy ; Ronit Elkabetz ; Meshar Cohen ; ,1 décembre 2004,Drame ; Romance ; ,Mon trésor,3.8,Keren Yedaya ; ,3.6
716,Nina Dobrev ; Kevin Sorbo ; Peter Stebbings ; ,25 mars 2010,Epouvante-horreur ; ,Mon voisin le loup-garou,,Brenton Spencer ; ,3.0
717,Nicholas Brendon ; Chandra West ; Vincent Ventresca ; ,/,Policier ; Thriller ; ,Mon Voisin si secret,,Leslie Hope ; ,2.4
718,Vincent Dieutre ; Itvan Kebadian ; Jorg Neitzert ; ,19 novembre 2003,Drame ; ,Mon voyage d'hiver,3.2,Vincent Dieutre ; ,3.2
719,,/,Documentaire ; ,"Mondo Cane 2, l'incroyable Verité",,Gualtiero Jacopetti ; Franco Prosperi ; ,3.1
720,Terence Donovan ; Tony Bonner ; Ed Devereaux ; ,14 mai 1986,Policier ; ,Money Movers - L'Attaque du Fourgon blindé,,Bruce Beresford ; ,3.1
721,Jay Thomas ; Billy Drago ; Richard Moll ; ,/,Aventure ; Comédie ; ,Monkey Business,,Paulette Victor-Lifton ; ,3.1
722,Jonathan Mangum ; Erin Allin O'Reilly ; Kayden Magnuson ; ,16 mai 2016,Famille ; Comédie ; ,Monkey Up,,Robert Vince ; ,2.6
723,Brendan Fraser ; Whoopi Goldberg ; Bridget Fonda ; ,20 mars 2002,Fantastique ; Animation ; Comédie ; ,Monkeybone,,Henry Selick ; ,2.7
724,Philippe Torreton ; Richard E. Grant ; Jay Rodan ; ,12 février 2003,Historique ; Aventure ; ,Monsieur N.,3.2,Antoine de Caunes ; ,2.7
725,Laurent Gerra ; François Morel ; Hélène Alexandridis ; ,/,Drame ; Policier ; ,Monsieur Paul,,Olivier Schatzky ; ,3.1
726,Pierre Fresnay ; Aime Clariond ; Jean Debucourt ; ,29 mars 2005,Biopic ; ,Monsieur Vincent,,Maurice Cloche ; ,3.4
727,Erin Fitzgerald ; Kate Higgins ; Hank Banks ; ,24 juin 2014,Animation ; ,"Monster High - Scaris, la ville des frayeurs",,Dustin Mckenzie ; ,3.0
728,Kate Higgins ; Laura Bailey ; Erin Fitzgerald ; ,14 octobre 2014,Animation ; ,Monster High : Fusion monstrueuse,,William Lau ; Sylvain Blais ; ,2.9
729,Tatsuya Fujiwara ; Takayuki Yamada ; Satomi Ishihara ; ,23 février 2018,Fantastique ; Drame ; ,Monsterz,,Hideo Nakata ; ,3.3
730,Edith Piaf ; Jean-Louis Barrault ; Roger Duchesne ; ,19 novembre 1941,Romance ; ,Montmartre-sur-Seine,,Georges Lacombe ; ,3.0
731,Gérard Philipe ; Lilli Palmer ; Anouk Aimée ; ,4 avril 1958,Drame ; Biopic ; ,Montparnasse 19,,Jacques Becker ; ,3.2
732,Outi Alanen ; Vuokko Hovatta ; Jarmo Koski ; ,11 novembre 2009,Animation ; Fantastique ; ,Moomin et la folle aventure de l'été,2.8,Maria Lindberg ; ,3.2
733,Michael Paré ; Lisa Eichhorn ; Dean Devlin ; ,19 septembre 2002,Science fiction ; ,Moon 44,,Roland Emmerich ; ,2.0
734,Elizabeth Perkins ; Whoopi Goldberg ; Kathleen Turner ; ,31 juillet 1996,Drame ; ,Moonlight et Valentino,,David Anspaugh ; ,3.2
735,Jake Gyllenhaal ; Dustin Hoffman ; Holly Hunter ; ,11 mars 2003,Drame ; Romance ; ,Moonlight Mile,,Brad Silberling ; ,2.8
736,Buzz Aldrin ; Neil Armstrong ; Michael Collins ; ,30 juillet 2014,Documentaire ; ,Moonwalk One,4.0,Theo Kamecke ; ,3.4
737,Fatoumata Diawara ; Tella Kpomahou ; Alex Ogou ; ,/,Drame ; ,Morbayassa,,Cheick Fantamady Camara ; ,3.0
738,Bernard Bresslaw ; Arthur Mullard ; Peter Collingwood ; ,4 juin 2013,Drame ; ,Morgan,,Karel Reisz ; ,3.0
739,Harry Hamlin ; Shannon Sturges ; Jack Scalia ; ,2 janvier 2001,Science fiction ; Epouvante-horreur ; Thriller ; ,Morsures mortelles,,Noel Nosseck ; ,2.7
740,Dennis Quaid ; Meg Ryan ; Charlotte Rampling ; ,22 janvier 2003,Thriller ; ,Mort à l'arrivée,,Annabel Jankel ; Rocky Morton ; ,3.1
741,Fehd Benchemsi ; Fouad Labied ; Mouhcine Malzi ; ,21 août 2013,Drame ; ,Mort à vendre,3.3,Faouzi Bensaïdi ; ,3.0
742,Bela Lugosi ; George Zucco ; Nat Pendleton ; ,18 mai 2005,Epouvante-horreur ; ,Mort de peur,,Christy Cabanne ; ,2.9
743,Maggie Lawson ; Sadie Leblanc ; Sarah Edmondson ; ,/,Comédie ; Drame ; Policier ; ,Mort en beauté,,Jerry Ciccoritti ; ,3.2
744,Peter Horton ; Nathaniel Parker ; Richard Jenkins ; ,/,Drame ; ,Mort sur le toit du monde,,Robert Markowitz ; ,3.1
745,Aïssa Maïga ; Bruno Solo ; Bruno Debrandt ; ,1 juillet 2017,Thriller ; ,Mortel été (TV),,Denis Malleval ; ,2.8
746,Sarah Parish ; Paul McGann ; Nicole Lewis ; ,/,Thriller ; ,Mortelles retrouvailles,,John Deery ; ,3.1
747,Vera Alentova ; Irina Muravyova ; Aleksey Batalov ; ,/,Comédie dramatique ; Romance ; ,Moscou ne croit pas aux larmes,,Vladimir Menshov ; ,3.6
748,John Gielgud ; Irene Worth ; Suzanne Flon ; ,22 mai 2006,Documentaire ; ,Mourir à Madrid,,Frédéric Rossif ; ,3.5
749,Fernando Santos ; Alexander David ; Gonçalo Ferreira de Almeida ; ,28 avril 2010,Drame ; Biopic ; ,Mourir comme un homme,3.9,João Pedro Rodrigues ; ,3.1
750,Melissa Lauren ; Phil Hollyday ; Cynthia Lavigne ; ,/,Erotique ; ,Mr & Mrs Sexxx,,Fabien Lafait ; ,3.1
751,James Stewart ; Maureen O'Hara ; Fabian Forte ; ,6 septembre 2005,Comédie ; ,Mr Hobbs prend des vacances,,Henry Koster ; ,2.8
752,Barry Pepper ; Tom Wilkinson ; Jacinda Barrett ; ,23 novembre 2010,Thriller ; ,Mr. Ripley et les ombres,,Roger Spottiswoode ; ,2.5
753,Rani Mukerji ; Hrithik Roshan ; Kareena Kapoor ; ,/,Comédie musicale ; Drame ; Famille ; ,Mujhse Dosti Karoge!,,,3.8
754,Bernadette Heerwagen ; Felix Klare ; Benjamin Sadler ; ,17 août 2015,Drame ; Historique ; ,Munich 72,,Dror Zahavi ; ,3.0
755,Ricky Gervais ; Tina Fey ; Ty Burrell ; ,18 mars 2017,Comédie ; ,Muppets most wanted,,James Bobin ; ,3.2
756,Cuba Gooding Jr. ; Tom Berenger ; Eric Stoltz ; ,4 novembre 1999,Policier ; Action ; Thriller ; ,Murder of Crows,,Rowdy Herrington ; ,3.0
757,Tessa Thompson ; Sean Patrick Thomas ; Jordan Ladd ; ,/,Thriller ; ,Murder on the 13th Floor,,Hanelle M. Culpepper ; ,2.7
758,Tim Curry ; Forest Whitaker ; Stacy Edwards ; ,/,Comédie dramatique ; Epouvante-horreur ; ,Murder Party,,Jeremy Saulnier ; ,3.0
759,Alison Sweeney ; Cameron Mathison ; Barbara Niven ; ,/,Policier ; ,Murder She Baked : A Peach Cobbler Murder Mystery,,Mark Jean ; ,3.0
760,Sven Garrett ; Cerina Vincent ; Jade Risser ; ,9 février 2010,Epouvante-horreur ; Thriller ; ,Murder-Set-Pieces,,Nick Palumbo ; ,2.2
761,Mary Margaret O'Hara ; Bobby Sommer ; Ela Piplits ; ,18 décembre 2013,Drame ; ,Museum Hours,3.2,Jem Cohen ; ,3.0
762,Simone Signoret ; Daniel Olbrychski ; Laura Morante ; ,/,Divers ; ,Music Hall,,Marcel Bluwal ; ,3.0
763,Allen Garfield ; Stevo Polyi ; Rich Turner ; ,/,Comédie ; ,My Best Friend's Birthday,,Quentin Tarantino ; ,2.9
764,James Floyd ; Fady Elsayed ; Anthony Welsh (II) ; ,/,Drame ; ,My Brother The Devil,,Sally El Hosaini ; ,3.5
765,Maya Rudolph ; Lena Dunham ; Jason Schwartzman ; ,21 juin 2018,Animation ; Comédie ; Drame ; ,My Entire High School Sinking Into The Sea,,Dash Shaw ; ,3.0
766,Gérard Depardieu ; Katherine Heigl ; Lauren Hutton ; ,22 juin 1994,Comédie ; Romance ; ,"My father, ce héros",,Steve Miner ; ,2.2
767,James Woods ; JoBeth Williams ; James Garner ; ,/,Drame ; ,My Name is Bill W. (TV),,Daniel Petrie ; ,3.1
768,Alexandra Staden ; Nikolaj Coster-Waldau ; Raymond Cruz ; ,/,Action ; Drame ; ,My Name Is Modesty : A Modesty Blaise Adventure,,Scott Spiegel ; ,2.3
769,Renée Zellweger ; Forest Whitaker ; Elias Koteas ; ,7 avril 2010,Comédie dramatique ; ,My Own Love Song,2.2,Olivier Dahan ; ,2.8
770,Aliya Telebarisova ; Ayan Utebergen ; ,2 juillet 2013,Drame ; Historique ; Aventure ; ,Myn Bala,,Akan Satayev ; ,3.0
771,Gina Holden ; Lochlyn Munro ; Pruitt Taylor Vince ; ,17 avril 2012,Aventure ; Epouvante-horreur ; Science fiction ; ,Mysterious Island,,Mark Sheppard ; ,2.0
772,Russell Crowe ; Hank Azaria ; Mary McCormack ; ,2 octobre 2003,Comédie ; Drame ; ,"Mystery, Alaska",,Jay Roach ; ,2.9
773,Melanie Stone ; Adam Johnson ; Jake Stormoen ; ,12 septembre 2017,Fantastique ; ,Mythica: The Godslayer,,John Lyde ; ,3.1
774,Salim Kechiouche ; Julie Djiézion ; Jade-Mariuka Robitaille ; ,/,Drame ; Policier ; Thriller ; ,N.O.I.R.,,Yves Christian Fournier ; ,2.9
775,Jyothika Saravanan ; G.V. Prakash Kumar ; ,16 février 2018,Drame ; ,Naachiyaar,,Bala ; ,
776,Nicole Kidman ; Ben Chaplin ; Vincent Cassel ; ,6 août 2003,Comédie dramatique ; Romance ; Thriller ; ,Nadia,2.9,Jez Butterworth ; ,2.2
777,Chingmy Yau Suk-Ching ; Simon Yam ; Carrie Ng ; ,/,Action ; Romance ; ,Naked Killer,,Clarence Fok Yiu-leung ; ,2.9
778,Catherine Hessling ; Pierre Lestringuez ; Jacqueline Forzane ; ,25 juin 1926,Drame ; Romance ; ,Nana,,Jean Renoir ; ,3.2
779,Martine Carol ; Charles Boyer ; Noël Roquevert ; ,31 août 1955,Drame ; ,Nana,,Christian-Jaque ; ,3.1
780,Hiroki Narimiya ; Kanata Hongo ; Anna Nose ; ,/,Drame ; Romance ; ,Nana 2,,Kentarô Ohtani ; ,3.0
781,Emma Roberts ; Rachael Leigh Cook ; Max Thieriot ; ,11 juin 2008,Comédie ; Policier ; Famille ; ,Nancy Drew,,Andrew Fleming ; ,3.2
782,Yossi Pollak ; Melanie Peres ; Orna Porat ; ,29 juin 2011,Drame ; ,Naomi,2.9,Eitan Zur ; ,3.0
783,,16 mai 2016,Action ; Aventure ; Animation ; ,Naruto Le Film 3: Mission spéciale au pays de la Lune,,,3.5
784,Junko Takeuchi ; Masaki Terasoma ; Nakamura Chie ; ,25 juillet 2012,Animation ; Action ; Fantastique ; ,Naruto le film: La Prison sanglante,,Masahiko Murata ; ,3.3
785,Junko Takeuchi ; Toshiyuki Morikawa ; Ryūzaburō Ōtomo ; ,24 août 2011,Animation ; Aventure ; Fantastique ; ,Naruto Shippuden - Le film : The Lost Tower,,Masahiko Murata ; ,3.7
786,Junko Takeuchi ; Nakamura Chie ; Satoshi Hino ; ,16 mai 2016,Animation ; ,Naruto Shippuden : La Flamme de la volonté,,Masahiko Murata ; ,3.3
787,Junko Takeuchi ; Nakamura Chie ; Yoichi Masukawa ; ,1 décembre 2010,Aventure ; Animation ; ,"Naruto Shippūden, le film : la mort de Naruto",,Hajime Kamegaki ; ,3.6
788,Sissy Spacek ; Tommy Lee Jones ; Levon Helm ; ,1 avril 1981,Biopic ; Drame ; ,Nashville Lady,,Michael Apted ; ,3.3
789,Serge Bromberg ; Gisèle Casadesus ; Niall Greig Fulton ; ,26 octobre 2015,Documentaire ; Biopic ; ,Natan,,David Cairns ; Paul Duane ; ,3.2
790,Eric Roberts ; Lance Henriksen ; Frank Novak ; ,/,Thriller ; ,Nature of the Beast,,Victor Salva ; ,3.0
791,France Dougnac ; Myriam Boyer ; Stavros Tornes ; ,/,Comédie dramatique ; Documentaire ; ,Nausicaa,,Agnès Varda ; ,3.0
792,Dominique Swain ; Jake Busey ; Lilan Bowden ; ,6 août 2013,Action ; Science fiction ; Thriller ; ,Nazis at the Center of the Earth,,Joseph J. Lawson ; ,1.7
793,Gretel Sieveking ; Malte Sieveking ; Margarete Sieveking ; ,25 septembre 2013,Documentaire ; ,Ne m'oublie pas,3.4,David Sieveking ; ,3.6
794,Sergio Castellitto ; Isabelle Gélinas ; Rachida Brakni ; ,18 août 2004,Comédie ; ,Ne quittez pas !,3.3,Arthur Joffé ; ,2.9
795,Erin Chambers ; Ty Hodges ; Robin Riker ; ,/,Famille ; Fantastique ; ,Ne regarde pas sous le lit,,Kenneth Johnson ; ,3.3
796,Sami Frey ; Ann Zacharias ; Micheline Presle ; ,16 juin 2015,Drame ; ,Néa,,Nelly Kaplan ; ,2.8
797,,/,Epouvante-horreur ; ,Necromentia,,,2.2
798,Michela Torrepadula ; Ben Gazzara ; Daniel Duval ; ,20 septembre 1994,Drame ; ,"Nefertiti, la fille du soleil",,Guy Gilles ; ,2.7
799,Jeanne Crain ; Vincent Price ; Edmund Purdom ; ,13 septembre 2007,Drame ; Historique ; ,"Nefertiti, reine du Nil",,Fernando Cerchio ; ,2.9
800,Jean-François Stévenin ; Juliet Berto ; Robert Liensol ; ,20 mai 1981,Drame ; ,Neige,,Jean-Henri Roger ; Juliet Berto ; ,2.9
801,,/,Epouvante-horreur ; ,Neighbor,,Robert Angelo Masciantonio ; ,3.0
802,Neil Young ; ,9 janvier 2013,Documentaire ; Musical ; ,Neil Young Journeys,,Jonathan Demme ; ,3.1
803,Sami Bouajila ; Rachid Djaïdani ; Nozha Khouadra ; ,/,Comédie dramatique ; ,Nés quelque part,,Malik Chibane ; ,3.0
804,Riccardo Scamarcio ; Jasmine Trinca ; Anna Galiena ; ,/,Drame ; ,Nessuno si salva da solo,,Sergio Castellitto ; ,3.1
805,Michel Serrault ; Jane Birkin ; Guy Marchand ; ,14 avril 1982,Policier ; ,"Nestor Burma, détective de choc",,Jean-Luc Miesch ; ,2.4
806,Steve McQueen ; Karl Malden ; Brian Keith ; ,6 mai 2004,Western ; ,Nevada Smith,,Henry Hathaway ; ,3.5
807,Hector Echavarria ; Patrick Kilpatrick ; James Russo ; ,5 octobre 2010,Arts Martiaux ; Action ; Drame ; ,Never Surrender,,Hector Echavarria ; ,2.6
808,Philippe Fretun ; Govinda ; Satish Kaushik ; ,4 juillet 2007,Comédie ; ,"New délire, les aventures d'un Indien dans le show-biz",2.0,Eric Le Roch ; ,2.7
809,Jonathan Patrick Moore ; Erin Bethea ; Terry O'Quinn ; ,/,Drame ; Romance ; ,New Life,,Drew Waters ; ,3.1
810,Blake Shields ; Michael Shannon ; Will Estes ; ,/,Drame ; ,New Port South,,Kyle Cooper ; ,3.1
811,Yul Brynner ; Max von Sydow ; Joanna Miles ; ,2 février 2010,Action ; Science fiction ; Thriller ; ,New York ne répond plus,,Robert Clouse ; ,2.8
812,Jean-Yves Lune ; Laurent Graziano ; Inès Froissard ; ,8 mars 2017,Science fiction ; ,New-Age,,Rashed Mdini ; ,3.5
813,Rajkummar Rao ; Anjali Patil ; Pankaj Tripathi ; ,/,Comédie dramatique ; ,Newton,,Amit Masurkar ; ,3.1
814,Muriel Robin ; Gilbert Melki ; Jérôme Kircher ; ,25 mai 2016,Comédie ; ,"Ni reprise, ni échangée",,Josée Dayan ; ,3.0
815,Michael Jayston ; Janet Suzman ; Roderic Noble ; ,/,Drame ; Historique ; ,Nicholas and Alexandra,,Franklin J. Schaffner ; ,3.1
816,William Powell ; Myrna Loy ; James Stewart ; ,18 novembre 2005,Comédie ; Policier ; ,"Nick, Gentleman détective",,W.S. Van Dyke ; ,3.1
817,Diego Luna ; Daniel Giménez Cacho ; Lucas Crespi ; ,27 octobre 2004,Comédie ; ,Nicotina,2.7,Hugo Rodriguez ; ,3.0
818,June Haver ; William Lundigan ; Marilyn Monroe ; ,20 avril 2004,Comédie ; ,Nid d'amour,,Joseph M. Newman ; ,3.1
819,Tiffany Shepis ; Blythe Metz ; Luciano Szafir ; ,/,Epouvante-horreur ; ,Nightmare Man,,Rolfe Kanefsky ; ,3.0
820,Sissy Spacek ; Glenn Close ; Robin Wright ; ,13 novembre 2007,Comédie dramatique ; ,Nine Lives,,Rodrigo García ; ,3.0
821,,/,Divers ; ,Nirvana,,Danny Pang ; ,3.0
822,Don Scardino ; Caitlin O'Heany ; Elizabeth Kemp ; ,25 janvier 2007,Thriller ; Epouvante-horreur ; ,Noces Sanglantes,,Armand Mastroianni ; ,3.0
