,actors,date,movie,press_rating,producer,spectators_rating
90,,/,La Planète des monstres,,Ishirô Honda ; ,3.0
91,,6 mai 2014,La Planète des tempêtes,,Pavel Klushantsev ; ,2.5
92,Billy Zane ; Cristian Solimeno ; Melinda Y. Cohen ; ,/,La Planque,,Stephen Manuel ; ,2.7
93,Ernest Borgnine ; Ida Lupino ; Eddie Albert ; ,11 octobre 2007,La Pluie du diable,,Robert Fuest ; ,2.4
94,Gordon Scott ; Sean Connery ; ,/,La Plus grande aventure de Tarzan,,John Guillermin ; ,2.9
95,,3 juin 2015,La Porte d'Anna,3.2,Patrick Dumont ; François Hébrard ; ,3.7
96,Rim Turkhi ; Orwa Nyrabia ; Hiam Abbass ; ,9 octobre 2004,La Porte du soleil,4.0,Yousry Nasrallah ; ,2.9
97,Joan Crawford ; Van Heflin ; Raymond Massey ; ,7 mars 2007,La Possédée,,Curtis Bernhardt ; ,3.3
98,Gregory Peck ; Christopher Plummer ; John Gielgud ; ,3 février 2015,La Pourpre et le Noir,,Jerry London ; ,3.7
99,William Holden ; Ernest Borgnine ; Woody Strode ; ,2 juin 2009,La Poursuite sauvage,,Daniel Mann ; ,2.8
100,Robert Englund ; Ted Levine ; Jeremy Crutchley ; ,/,La Presseuse diabolique,,Tobe Hooper ; ,2.2
101,Yvette Mimieux ; Tommy Lee Jones ; Emmich Cliff ; ,/,La Prison du viol,,Michael Miller (VIII) ; ,2.7
102,Vittorio Caprioli ; Edwige Fenech ; ,8 juillet 2008,La Prof donne des Leçons particulières,,Nando Cicero ; ,2.8
103,Christopher Lambert ; John Lone ; Joan Chen ; ,3 mai 1995,La Proie,,J.F. Lawton ; ,2.7
104,Annie Girardot ; Daniel Gélin ; Michèle Girardon ; ,20 août 2013,La Proie pour l'ombre,,Alexandre Astruc ; ,3.2
105,Lola Naymark ; Thierry Neuvic ; Maxime Leroux ; ,3 juillet 2007,La Promeneuse d'oiseaux,,Jacques Otmezguine ; ,3.1
106,Melina Mercouri ; Assi Dayan ; Didier Haudepin ; ,/,La Promesse de l'aube,,Jules Dassin ; ,3.0
107,Isild Le Besco ; Olivier Marchal ; Catherine Belkhodja ; ,/,La Puce,3.8,Emmanuelle Bercot ; ,
108,Karin Schubert ; Georges Géret ; Amidou ; ,/,La Punition,,Pierre-Alain Jolivet ; ,3.1
109,Michel Piccoli ; Sandrine Bonnaire ; Sabine Azéma ; ,3 décembre 1986,La Puritaine,,Jacques Doillon ; ,2.6
110,Theresa Russell ; Michael Crabtree ; John Diehl ; ,/,La Putain,,Ken Russell ; ,3.3
111,Barbara Laage ; Walter Bryant ; Ivan Desny ; ,8 octobre 1952,La Putain respectueuse,,Charles Brabant ; Marcello Pagliero ; ,3.1
112,Suvinder Pal Vicky ; Rajbir Kaur ; Gurpreet Bhangu ; ,8 juin 2016,La Quatrième Voie (Chauthi Koot),3.1,Gurvinder Singh ; ,3.6
113,Jacques Denis ; Christian Rist ; Jean-Pierre Sentier ; ,19 septembre 2001,La Question,4.0,Laurent Heynemann ; ,3.1
114,George Hilton ; Anita Strindberg ; Alberto de Mendoza ; ,10 avril 2006,La queue du scorpion,,Sergio Martino ; ,3.1
115,Claudia Cardinale ; George Chakiris ; Marc Michel ; ,2 juillet 2007,La Ragazza,,Luigi Comencini ; ,3.2
116,Glenn Ford ; Stella Stevens ; David Reynoso ; ,/,La rage de survivre,,Gilberto Gazcón ; ,3.1
117,,/,La Rage de vaincre,,Jean-Pierre Armanet ; ,3.0
118,Jason Flemyng ; Antony Sher ; Dorothy Tutin ; ,/,La Rage de vivre,2.7,Nancy Meckler ; ,
119,Isild Le Besco ; Emilie Dequenne ; Grégoire Colin ; ,31 août 2005,La Ravisseuse,2.8,Antoine Santana ; ,3.0
120,Mathieu Lardier ; Mehdi Ortelsberg ; Noémie Chicheportiche ; ,8 février 2017,La Règle du Jeu,,Ambroise Carminati ; ,3.5
121,Satu Silvo ; Outi Vainionkulma ; Sebastien Kaastrasalo ; ,3 décembre 2003,La Reine des neiges,,,3.3
122,Michel Aumont ; Thomas Jouannet ; Astrid Bergès-Frisbey ; ,4 novembre 2009,La Reine morte,,Pierre Boutron ; ,3.2
123,Jean Simmons ; Stewart Granger ; Deborah Kerr ; ,/,La Reine vierge,,George Sidney ; ,3.3
124,,7 octobre 2009,La République Marseille,3.7,Denis Gheerbrant ; ,3.1
125,John Agar ; John Bromfield ; Lori Nelson ; ,27 avril 2016,La Revanche de la creature,,Jack Arnold ; ,3.3
126,Paul Hays-Marshall ; ,15 février 2001,La Revanche de Samson,,Sisworo Gautama Putra ; ,2.9
127,Justin Chon ; Kevin Wu ; Harry Shum Jr. ; ,26 janvier 2015,La Revanche des Dragons verts,,Andrew Loo ; Wai Keung Lau ; ,2.8
128,Jackie Sandler ; Rob Schneider ; David Spade ; ,25 juillet 2006,La Revanche Des Losers,,Dennis Dugan ; ,2.5
129,Véronique Catanzaro ; Patrick Guillemin ; ,/,La Revanche des mortes vivantes,,Pierre B. Reinhard ; ,2.2
130,Michel Aumont ; André Wilms ; Clementine Amouroux ; ,2 octobre 2000,La Révolte des enfants,,Gérard Poitou-Weber ; ,3.2
131,Nicholas Hammond ; Michael Pataki ; Robert F. Simon ; ,/,La Riposte de l'homme-araignée,,Ron Satlof ; ,2.5
132,Henri Garcin ; Olga Zuiderhoek ; Ingeborg Elzevier ; ,11 décembre 1996,La robe,,Alex Van Warmerdam ; ,3.1
133,Rock Hudson ; Robert Stack ; Dorothy Malone ; ,19 février 1958,La Ronde de l'aube,5.0,Douglas Sirk ; ,3.4
134,Lena Stolze ; Wulf Kessler ; Oliver Siebert ; ,/,La Rose blanche,,Michael Verhoeven ; ,3.4
135,Tyrone Power ; Orson Welles ; Cécile Aubry ; ,27 octobre 1950,La Rose noire,,Henry Hathaway ; ,2.8
136,Margit Carstensen ; Ulli Lommel ; Anna Karina ; ,16 novembre 1976,La Roulette chinoise,,Rainer Werner Fassbinder ; ,3.5
137,Desi Arnaz Jr. ; Marjorie Main ; Keenan Wynn ; ,2 mai 2006,La Roulotte du plaisir,,Vincente Minnelli ; ,3.1
138,Kirk Douglas ; Robert Mitchum ; Richard Widmark ; ,19 novembre 2012,La Route de l'ouest,,Andrew V. McLaglen ; ,3.3
139,Yasmine Bleeth ; Jere Burns ; Alana Austin ; ,1 septembre 2004,La Route de la vengeance,,Deran Sarafian ; ,3.3
140,Pierre Fresnay ; Henri Vilbert ; Claude Laydu ; ,14 octobre 1953,La Route Napoléon,,Jean Delannoy ; ,3.1
141,Cameron Mitchell ; Giorgio Ardisson ; Andrea Checchi ; ,/,La Ruée des Vikings,,Mario Bava ; ,3.1
142,Vanessa Redgrave ; Ray Liotta ; Catherine McCormack ; ,10 septembre 2003,La Rumeur des anges,,Peter O'Fallon ; ,2.9
143,Alessandro Gassman ; Ana Caterina Morariu ; Brando Pacitto ; ,/,La sacra famiglia,,Raffaele Mertes ; ,3.1
144,Xavier Mathieu ; ,20 mars 2013,La Saga des Conti,3.7,Jérôme Palteau ; ,3.4
145,Rabiaa Ben Abdallah ; Ezzedine Gennoun ; ,27 décembre 2000,La Saison des Hommes,3.6,Moufida Tlatli ; ,3.4
146,Olivier Marchal ; Julien Tortora ; Isabelle Renauld ; ,12 avril 2013,La Saison des immortelles,,Henri Helman ; ,3.2
147,Laurent Lucas ; Aurélien Recoing ; Gabrielle Lazure ; ,6 août 2008,La Saison des orphelins,1.9,David Tarde ; ,2.7
148,Jean-Luc Bideau ; Bulle Ogier ; Jacques Denis ; ,28 janvier 2004,La Salamandre,,Alain Tanner ; ,3.7
149,Marlene Dietrich ; Jean Arthur ; John Lund ; ,6 décembre 2005,La Scandaleuse de Berlin,,Billy Wilder ; ,3.7
150,Hubert Gillet ; Emmanuel Salinger ; Thibault de Montalembert ; ,24 août 1999,La Sentinelle,,Arnaud Desplechin ; ,3.5
151,Pierre Arditi ; Claude Rich ; Jean-Claude Drouot ; ,/,La Séparation,,François Hanss ; ,2.9
152,Jürgen Prochnow ; Michael Biehn ; Demi Moore ; ,3 mai 2000,La Septième prophétie,,Carl Schultz ; ,2.4
153,Ellen Burstyn ; Samantha Mathis ; Jodelle Ferland ; ,/,La Sirène,,Peter Masterson ; ,3.1
154,Guy Amram ; ,/,La Société,,,3.0
155,Corinne Touzet ; Béatrice Dalle ; Omero Antonutti ; ,22 juin 1988,La Sorcière,,Marco Bellocchio ; ,2.5
156,Richard Bohringer ; Christophe Malavoy ; Roland Blanche ; ,5 avril 2017,La Soule,,Michel Sibra ; ,2.9
157,Sô Yamamura ; Mariko Okada ; Sumiko Hidaka ; ,2 avril 2008,La Source thermale d'Akitsu,4.5,Yoshishige Yoshida ; ,3.6
158,Peter Sellers ; Jean Seberg ; William Hartnell ; ,26 août 2002,La Souris qui rugissait,,Jack Arnold ; ,3.4
159,Jonathan Rhys-Meyers ; Gretchen Mol ; Bruce Greenwood ; ,/,La splendeur des Amberson,,Alfonso Arau ; ,3.0
160,Allan Gurganus ; Emily Maddison ; Patricia Neal ; ,28 avril 2004,La Splendeur des McElwee,3.4,Ross McElwee ; ,3.0
161,Ricky Ullman ; Leah Pipes ; Spencer Redford ; ,/,La Star idéale,,Mark A.Z. Dippé ; ,3.2
162,Lorne Greene ; Keiju Kobayashi ; Rhonda Leigh Hopkins ; ,/,La Submersion du japon,,Shirô Moritani ; Andrew Meyer ; ,3.0
163,Fernandel ; Maria Mauban ; Andrex ; ,1 février 1952,La Table aux crevés,,Henri Verneuil ; ,3.3
164,Claude Brasseur ; Olivier Martinez ; Bernard Le Coq ; ,12 janvier 2000,La Taule,2.4,Alain Robak ; ,2.6
165,Jacqueline Bisset ; Mary Kay Place ; Joseph Gordon-Levitt ; ,18 mai 2005,La Tentation d'Aaron,,C. Jay Cox ; ,3.7
166,Luc Moullet ; ,13 janvier 2010,La Terre de la folie,4.2,Luc Moullet ; ,3.1
167,Andrzej Seweryn ; Daniel Olbrychski ; Wojciech Pszoniak ; ,/,La Terre de la grande promesse,,Andrzej Wajda ; ,3.4
168,Claudio Santamaria ; Chiara Caselli ; Matheus Nachtergaele ; ,17 décembre 2008,La Terre des hommes rouges,3.7,Marco Bechis ; ,3.6
169,Anthony Perkins ; Jane Fonda ; Ray Walston ; ,16 mars 2017,La Tête à l'envers,,Joshua Logan ; ,3.0
170,Carole Laure ; Raymond Cloutier ; Reynald Bouchard ; ,/,La Tête de Normande Saint-Onge,,Gilles Carle ; ,3.0
171,David Murgia ; Alice de Lencquesaing ; Georges Hicter ; ,17 avril 2013,La Tête la première,2.8,Amélie van Elmbt ; ,2.6
172,Paul Newman ; Joanne Woodward ; Anthony Franciosa ; ,12 novembre 1975,La Toile d'araignée,,Stuart Rosenberg ; ,3.2
173,Bernadette Lafont ; Jean-François Stévenin ; Virginie Thevenet ; ,2 février 2004,La Tortue sur le dos,,Luc Béraud ; ,3.0
174,Jacqueline MacInnes Wood ; Shawn Roberts ; Marc Bendavid ; ,/,La trahison de mon mari,,Ron Oliver ; ,3.1
175,Corinne Touzet ; Thierry Redler ; Luc Bernard ; ,/,La traversée du phare,,Thierry Redler ; ,3.6
176,Richard Gere ; Dalaï Lama ; Lobsang Dhamchoe ; ,19 janvier 2011,La Traversée du Zanskar,2.7,Frederick Marx ; ,3.3
177,John Turturro ; Rade Serbedzija ; Stefano Dionisi ; ,19 novembre 1997,La Trêve,,Francesco Rosi ; ,3.2
178,Victor Lanoux ; Anny Duperey ; Valérie Mairesse ; ,1 août 1984,La Triche,,Yannick Bellon ; ,3.1
179,Subir Banerjee ; Chunibala Devi ; Runki Banerjee ; ,30 septembre 2003,La Trilogie d'Apu : La Complainte du sentier,,Satyajit Ray ; ,4.0
180,,18 juillet 2007,La Trilogie de la jeunesse,,Nagisa Oshima ; ,3.1
181,Volker Spengler ; Bulle Ogier ; Eddie Constantine ; ,30 mai 1979,La Troisième génération,,Rainer Werner Fassbinder ; ,3.3
182,,/,La última cima,,Juan Manuel Cotelo ; Alexis Martínez ; ,3.2
183,Ezzatollah Entezami ; Ali Nassirian ; Mahin Shahabi ; ,4 juin 2014,La Vache,5.0,Dariush Mehrjui ; ,3.3
184,,13 février 2013,La Valise ou le cercueil,,Charly Cassan ; Marie Havenel ; ,3.5
185,James Franciscus ; Gila Golan ; Richard Carlson ; ,30 avril 2009,La Vallée de Gwangi,,Jim O'Connolly ; ,2.6
186,Kirk Douglas ; Eve Miller ; Edgar Buchanan ; ,3 février 2003,La Vallée des géants,,Felix Feist ; ,3.0
187,Robert Taylor ; Eleanor Parker ; Carlos Thompson ; ,12 avril 2016,La Vallée des rois,,Robert Pirosh ; ,2.9
188,Jean-Louis Trintignant ; Laura Morante ; Caroline Cartier ; ,/,La Vallée fantôme,,Alain Tanner ; ,2.9
189,Arthur O'Connell ; Florinda Bolkan ; Per Oscarsson ; ,25 mai 2004,La Vallée perdue,,James Clavell ; ,3.9
190,Renzo Montagnani ; Carmen Russo ; Cinzia De Ponti ; ,/,La vamp du bahut,,Giuliano Carnimeo ; ,2.9
191,Isabelle Huppert ; Béatrice Dalle ; Jean-Louis Murat ; ,10 janvier 1990,La Vengeance d'une femme,,Jacques Doillon ; ,2.5
192,Casper Van Dien ; Kristen Miller ; Geoffrey Lewis ; ,/,La Vengeance de la momie,,Kevin VanHook ; ,3.0
193,Uwe Beyer ; Rolf Henniger ; Siegfried Wischnewski ; ,13 décembre 1966,La vengeance de Siegfried,,Harald Reinl ; ,3.1
194,Lasse Poysti ; Romain Coindet ; Arielle Moutel ; ,/,La Vénitienne,,Saara Saarela ; ,2.9
195,Shanley Caswell ; Maureen McCormick ; Eric Roberts ; ,16 octobre 2012,La Véritable histoire de Blanche-Neige,,David DeCoteau ; ,1.7
196,Nicole de Boer ; Barbara Niven ; Thea Gill ; ,/,La Vérité sur mon passé,,Curtis Crawford ; ,3.0
197,Sami Frey ; Debra Winger ; Theresa Russell ; ,11 août 2004,La Veuve noire,,Bob Rafelson ; ,2.8
198,Koji Takahashi ; Masako Izumi ; Yuji Kotaka ; ,/,La Vie d'un tatoué,,Seijun Suzuki ; ,3.1
199,Jean-Pierre Léaud ; Matti Pellonpää ; Evelyne Didi ; ,/,La vie de bohème,,Aki Kaurismäki ; ,3.6
200,Jonathan Zaccaï ; Sarah Adler ; Johan Libéreau ; ,20 février 2015,La Vie des bêtes,,Orso Miret ; ,2.8
201,Thibault de Montalembert ; Laurence Côte ; Roch Leibovici ; ,11 avril 2003,La Vie des morts,,Arnaud Desplechin ; ,3.1
202,Shirley Temple ; Joan Davis ; Charles Farrell ; ,18 octobre 2006,La Vie en rose,,Irving Cummings ; ,3.0
203,Jean Dasté ; Madeleine Sologne ; Roger Blin ; ,4 février 2003,La Vie Est À Nous,,Jacques B. Brunius ; Henri Cartier-Bresson ; Pierre Unik ; ,3.2
204,Vittorio Gassman ; Ruggero Raimondi ; Geraldine Chaplin ; ,15 janvier 2003,La Vie est un roman,,Alain Resnais ; ,2.8
205,Raymond Massey ; Ralph Richardson ; Edward Chapman ; ,23 janvier 2008,La Vie future,,William Cameron Menzies ; ,2.8
206,David Thewlis ; Irène Jacob ; Michael Imperioli ; ,14 novembre 2007,La Vie intérieure de Martin Frost,1.8,Paul Auster ; ,2.7
207,Isabelle Huppert ; Frédéric Pierrot ; Lolita Chammah ; ,1 mars 2000,La Vie moderne,3.5,Laurence Ferreira Barbosa ; ,2.3
208,Bette Davis ; Errol Flynn ; Olivia de Havilland ; ,7 juin 2006,La Vie Privée d'Elisabeth d'Angleterre,,Michael Curtiz ; ,3.4
209,Alan Alda ; Barbara Harris ; Meryl Streep ; ,26 septembre 1979,La Vie privée d'un sénateur,,Jerry Schatzberg ; ,3.1
210,Forman Shane ; William Rotsler ; Dee Lockwood ; ,/,La Vie sexuelle de Roméo et Juliette,,Peter Perry Jr. ; ,3.1
211,Emmanuelle Laborit ; Philippe Noiret ; Laura Betti ; ,13 août 1997,La Vie silencieuse de Marianna Ucria,,Roberto Faenza ; ,2.6
212,Bette Davis ; Miriam Hopkins ; George Brent ; ,18 mars 2009,La Vieille fille,,Edmund Goulding ; ,3.3
213,Lee Hunjoo ; Jung Bosuk ; Yougsoo Moon ; ,26 février 2003,La Vierge mise à nu par ses prétendants,3.6,Sang-Soo Hong ; ,3.3
214,Olivier Martinez ; Emma Suárez ; François Marthouret ; ,7 février 2001,La Ville des prodiges,2.8,Mario Camus ; ,2.8
