,actors,date,movie,press_rating,producer,spectators_rating
16,François Goeske ; Elodie Bollée ; Lennard Bertzbach ; ,14 octobre 2009,Français pour débutant,"1,6",Christian Ditter ; ,"3,0"
17,Karel Roden ; Joshua Sasse ; Robert Gwilym ; ,4 décembre 2013,Frankenstein's Army,,Richard Raaphorst ; ,"2,1"
18,Alexander Schwab ; Claude Jeangirard ; Sylvia Hoeks ; ,1 mars 2006,Frankie,"3,3",Fabienne Berthaud ; ,"3,3"
19,Angela Davis ; Eisa Davis ; ,3 avril 2013,Free Angela,"3,1",Shola Lynch ; ,"3,8"
20,Natalie Portman ; Hanna Laszlo ; Hiam Abbass ; ,9 novembre 2005,Free Zone,"3,6",Amos Gitaï ; ,"2,4"
21,Ice Cube ; Chris Tucker ; Nia Long ; ,7 mars 2001,Friday,,F. Gary Gray ; ,"3,7"
22,Adam Scott ; Jennifer Westfeldt ; Jon Hamm ; ,1 août 2012,Friends With Kids,"2,2",Jennifer Westfeldt ; ,"2,5"
23,,/,Full metal alchemist the movie : conqueror of shambala,,,"4,0"
24,Stanislas Merhar ; Marion Cotillard ; Wadeck Stanczak ; ,9 août 2000,Furia,"2,7",Alexandre Aja ; ,"2,3"
25,Spencer Tracy ; Sylvia Sidney ; Edward Ellis ; ,14 septembre 2005,Furie,"5,0",Fritz Lang ; ,"3,8"
26,Andy Whitfield ; Dwaine Stevenson ; Samantha Noble ; ,18 mars 2017,Gabriel,,Shane Abbess ; ,"2,3"
27,Isabelle Huppert ; Pascal Greggory ; Claudia Coli ; ,28 septembre 2005,Gabrielle,"3,4",Patrice Chéreau ; ,"2,2"
28,Omar Epps ; LL Cool J ; Nia Long ; ,28 juin 2000,Gangsta Cop,"3,5",Michael Rymer ; ,"3,7"
29,,13 avril 2016,Gardiens de la Terre,"2,5",Rolf Winters ; Renata Heinen ; ,"4,0"
30,Melvil Poupaud ; Andrzej Seweryn ; Monique Mélinand ; ,26 mars 1997,Généalogies d'un crime,,Raoul Ruiz ; ,"3,4"
31,Sotigui Kouyate ; ,20 octobre 2004,Genesis,"3,5",Claude Nuridsany ; Marie Pérennou ; ,"2,9"
32,Anjelica Huston ; Donal McCann ; Helena Carroll ; ,13 janvier 1988,Gens de Dublin,"5,0",John Huston ; ,"3,6"
33,Brayan Santamaria ; Carlos Fernando Perez ; Alejandra Borrero ; ,18 mars 2015,Gente de Bien,"3,8",Franco Lolli (II) ; ,"3,6"
34,Jean Sorel ; Berthe Granval ; Claude Brasseur ; ,16 septembre 1963,Germinal,,Yves Allégret ; ,"3,4"
35,Wes Studi ; Matt Damon ; Gene Hackman ; ,30 mars 1994,Géronimo,,Walter Hill ; ,"3,3"
36,,1 juillet 2017,Given,,,"3,4"
37,Golshifteh Farahani ; Maximilien Seweryn ; François Nour ; ,7 décembre 2016,Go Home,"2,6",Jihane Chouaib ; ,"3,1"
38,Alban Lenoir ; Charlie Bruneau ; Tiphaine Daviot ; ,27 février 2014,Goal of the dead - Seconde mi-temps,"4,0",Thierry Poiraud ; ,"3,2"
39,Philip Seymour Hoffman ; Richard Jenkins ; Christina Hendricks ; ,27 mai 2015,God's Pocket,,John Slattery ; ,"2,6"
40,Miriam Stein (II) ; Marie Bäumer ; Maxim Mehmet ; ,/,Gotthard,,Urs Egger ; ,"3,0"
41,Chiwetel Ejiofor ; Thandie Newton ; Anika Noni Rose ; ,28 septembre 2015,Half of a Yellow Sun,,Biyi Bandele ; ,"3,5"
42,Yû Aoi ; Anne Suzuki ; Shôko Aida ; ,11 mai 2016,Hana et Alice mènent l'enquête,"3,8",Shunji Iwai ; ,"3,5"
43,Jeong-myoung Chun ; Yeong-Nam Jang ; Jin Ji-hee ; ,1 avril 2009,Hansel et Gretel,,Pil-Sung Yim ; ,"3,7"
44,Andie MacDowell ; David Strathairn ; Adrien Brody ; ,24 janvier 2001,Harrison's Flowers,"3,8",Élie Chouraqui ; ,"3,4"
45,Robert Redford ; Lena Olin ; Alan Arkin ; ,27 février 1991,Havana,,Sydney Pollack ; ,"3,0"
46,Aubrey Peeples ; Keir Gilchrist ; Peter Facinelli ; ,2 janvier 2018,Heartthrob,,Chris Sivertson ; ,"3,4"
47,,21 décembre 2011,Hell and Back Again,"3,4",Danfung Dennis ; ,"3,1"
48,Rob Corddry ; Leslie Bibb ; Keegan-Michael Key ; ,18 mars 2017,Hell Baby,,Robert Ben Garant ; Thomas Lennon ; ,"3,0"
49,Clare Higgins ; Ashley Laurence ; Kenneth Cranham ; ,5 juillet 1989,Hellraiser 2 : les écorchés,,Tony Randel ; ,"2,9"
50,Pippo Delbono ; Miss Ming ; Jackie Berroyer ; ,4 décembre 2013,Henri,"3,3",Yolande Moreau ; ,"3,5"
51,Julien Boisselier ; Joachim Krol ; Andreas Schmidt ; ,4 mai 2011,Henri IV,,Jo Baier ; ,"3,0"
52,Ashraf Barhom ; Hafsia Herzi ; Hiam Abbass ; ,12 décembre 2012,Héritage,"3,4",Hiam Abbass ; ,"3,1"
53,Maria de Medeiros ; Micheline Presle ; Wim Willaert ; ,4 mai 2011,"HH, Hitler à Hollywood","3,2",Frédéric Sojcher ; ,"3,1"
54,Rupert Everett ; Colin Firth ; Michael Jenn ; ,9 janvier 1985,Histoire d'une trahison,,Marek Kanievska ; ,"3,9"
55,Wo Ma ; Siu Ming Lau ; Leslie Cheung ; ,20 décembre 2000,Histoire de fantômes chinois,"3,0",Siu-Tung Ching ; ,"3,7"
56,Jean-Pierre Darroussin ; Judith Godrèche ; Josiane Balasko ; ,8 décembre 2010,Holiday,"2,4",Guillaume Nicloux ; ,"2,1"
57,Lena Olin ; Harrison Ford ; Josh Hartnett ; ,1 octobre 2003,Hollywood Homicide,"2,6",Ron Shelton ; ,"1,8"
58,Cassie Ventura ; Kenny Wormald ; Bobby Lockwood ; ,30 novembre 2016,Honey 3: Dare to Dance,,Bille Woodruff ; ,"2,9"
59,Alicia Vikander ; David Dencik ; Anna Bjelkerud ; ,/,Hotell,,Lisa Langseth ; ,"3,0"
60,Tony Curtis ; Janet Leigh ; Torin Thatcher ; ,/,Houdini le grand magicien,,George Marshall ; ,"3,3"
61,Jewel Staite ; Lauren Holly ; Katharine Isabelle ; ,28 juin 2016,How to Plan an Orgy in a Small Town,,Jeremy Lalonde ; ,"2,7"
62,Kim Basinger ; Lukas Haas ; Craig Sheffer ; ,18 août 2009,Hunted,,Susan Montford ; ,"1,7"
63,Christopher Lee ; Susan Strasberg ; Ann Todd ; ,4 mars 2009,Hurler de peur,,Seth Holt ; ,"3,5"
64,Peter Ferdinando ; Stephen Graham ; Neil Maskell ; ,6 mai 2015,Hyena,"3,0",Gerard Johnson ; ,"2,6"
65,Tim Allen ; Spencer Breslin ; Elizabeth Mitchell ; ,18 décembre 2002,Hyper Noël,"3,0",Michael Lembeck ; ,"3,1"
66,Deragh Campbell ; Hannah Gross ; Kim Taylor ; ,25 décembre 2013,I Used To Be Darker,"3,4",Matthew Porterfield ; ,"2,7"
67,André Benjamin ; Antwan Andre Patton ; Paula Patton ; ,10 janvier 2007,Idlewild gangsters club,"2,3",Bryan Barber ; ,"3,5"
68,James Lipton ; John Cusack ; Molly Shannon ; ,17 décembre 2008,Igor,"3,3",Tony Leondis ; ,"2,3"
69,Walter Chiari ; Michèle Mercier ; Roberto Ciccolini ; ,21 novembre 2007,Il Giovedi,,Dino Risi ; ,"3,7"
70,,8 février 2006,Ils ne mouraient pas tous mais tous étaient frappés,"3,4",Marc-Antoine Roudil ; Sophie Bruneau ; ,"3,3"
71,Jean Lefebvre ; Henri Guybet ; Julien Guiomar ; ,28 juin 1978,Ils sont fous ces sorciers,,Georges Lautner ; ,"2,5"
72,Kevin Kline ; Joan Cusack ; Matt Dillon ; ,25 février 1998,In & Out,,Frank Oz ; ,"2,5"
73,Jon Foster ; Austin Nichols ; Amber Heard ; ,7 septembre 2010,Informers,,Gregor Jordan ; ,"2,1"
74,Jay Chou ; Shawn Yue ; Edison Chen ; ,22 mars 2007,Initial D,,Wai Keung Lau ; Alan Mak ; ,"3,8"
75,Sofia Manousha ; Benjamin Ramon ; Hande Kodja ; ,/,Insoumise,,Jawad Rhalib ; ,"3,1"
76,Leonardo Sbaraglia ; Eusebio Poncela ; Max von Sydow ; ,15 janvier 2003,Intacto,"3,3",Juan Carlos Fresnadillo ; ,"2,6"
77,Val Lauren ; James Franco ; Christian Patrick ; ,30 octobre 2013,Interior. Leather Bar.,"2,1",James Franco ; Travis Mathews ; Michael Lannan ; ,"2,2"
78,Yu Rongguang ; Donnie Yen ; Jean Wang ; ,25 août 2009,Iron Monkey,,Woo-Ping Yuen ; ,"3,0"
79,Susan Sarandon ; Sam Neill ; Emily Blunt ; ,10 septembre 2008,Irresistible,,Ann Turner ; ,"2,4"
80,Nathalie Baye ; Francis Huster ; Richard Bohringer ; ,16 février 1983,J'ai épousé une ombre,,Robin Davis ; ,"3,4"
81,Christian Marquand ; Antonella Lualdi ; Daniel Cauchy ; ,26 juin 1959,J'irai cracher sur vos tombes,"4,0",Michel Gast ; Christian Marquand ; ,"2,7"
82,Antoine de Maximy ; ,19 novembre 2008,J'irai dormir à Hollywood,"3,7",Antoine de Maximy ; ,"3,9"
83,Céline Tran ; Laurent Plancel ; ,/,Jailbreak,,,"2,9"
84,Alejandro Ferretis ; Magdalena Flores ; Martin Serrano ; ,15 janvier 2003,Japón,"3,8",Carlos Reygadas ; ,"3,3"
85,Levi Miller (II) ; Hugo Weaving ; Toni Collette ; ,/,Jasper Jones,,Rachel Perkins ; ,"3,2"
86,Rose McGowan ; Rebecca Gayheart ; Julie Benz ; ,22 février 2000,Jawbreaker,"2,0",Darren Stein ; ,"3,1"
87,Bruno Debrandt ; Samuel Jouy ; Marie Denarnaud ; ,/,Je suis coupable,,Christophe Lamotte ; ,"3,1"
88,Philippe Katerine ; Julie Depardieu ; Aurore Clément ; ,26 janvier 2011,Je suis un no man's land,"3,0",Thierry Jousse ; ,"2,1"
89,,24 janvier 2018,"Jean Douchet, l’enfant agité","3,1",Fabien Hagege ; Guillaume Namur ; Vincent Haasser ; ,"3,4"
90,Katherine Heigl ; Alexis Bledel ; Tom Wilkinson ; ,14 novembre 2016,Jenny's Wedding,,Mary Agnes Donoghue ; ,"3,0"
91,Matthias Koeberlin ; Naike Rivelli ; Manou Lubowski ; ,18 mars 2014,Jesus Code,,Sebastian Niemann ; ,"3,7"
92,Jesse Eisenberg ; Justin Bartha ; Ari Graynor ; ,16 février 2011,Jewish Connection,"3,1",Kevin Asch ; ,"2,5"
93,Lewis McKenzie ; Robert Carlyle ; Gina McKee ; ,6 juin 2001,Jimmy Grimble,"2,6",John Hay ; ,"3,6"
94,Claudia Udy ; Kenneth Le Galois ; Claire Nadeau ; ,27 juillet 1983,Joy,,Sergio Bergonzelli ; ,"2,7"
95,Queen Latifah ; Dolly Parton ; Kris Kristofferson ; ,21 août 2012,Joyful Noise,,Todd Graff ; ,"2,8"
96,Predrag 'Miki' Manojlovic ; Bojan Navojec ; Ksenija Marinkovic ; ,11 mai 2011,Juste entre nous,"2,4",Rajko Grlic ; ,"2,6"
97,Freddie Highmore ; Saoirse Ronan ; Antonio Banderas ; ,29 mars 2016,Justin et la Légende des chevaliers,,Manuel Sicilia ; ,"3,3"
98,Pierre-Olivier Mornas ; Bernard-Pierre Donnadieu ; Ticky Holgado ; ,15 septembre 1993,Justinien Trouvé ou le bâtard de Dieu,,Christian Fechner ; ,"3,5"
99,Patrick Bruel ; Isabella Ferrari ; Marthe Keller ; ,27 août 1997,K,,Alexandre Arcady ; ,"2,6"
100,Hrithik Roshan ; Yami Gautam ; Rohit Roy ; ,26 janvier 2017,Kaabil,,Sanjay Gupta ; ,"3,5"
101,Cécile de France ; Michael Lonsdale ; Victoria Abril ; ,4 juin 2003,"Kaena, la prophétie","3,3",Chris Delaporte ; Pascal Pinon ; ,"2,5"
102,Camilla Luddington ; Nico Evers-Swindell ; Samantha Whittaker ; ,19 octobre 2011,Kate & William : Quand tout a commencé...,,Mark Rosman ; ,"3,9"
103,Jean-Pierre Bacri ; Nicole Garcia ; Patrick Chesnais ; ,22 décembre 1999,Kennedy et moi,"3,6",Sam Karmann ; ,"3,2"
104,Masanobu Ando ; Ken Kaneko ; Leo Morimoto ; ,16 avril 1997,Kids Return,,Takeshi Kitano ; ,"3,5"
105,Paul Walker ; Laurence Fishburne ; Olivia Wilde ; ,11 juillet 2011,Kill Bobby Z,,John Herzfeld ; ,"2,6"
106,Dolph Lundgren ; Lochlyn Munro ; Natassia Malthe ; ,4 janvier 2012,King Rising 2 : les deux mondes,,Uwe Boll ; ,"1,6"
107,Hrithik Roshan ; Priyanka Chopra ; Naseeruddin Shah ; ,26 août 2017,Krrish,,Rakesh Roshan ; ,"3,3"
108,Ha Jung-Woo ; Ye-Ri Han ; Dong-won Gang ; ,25 juin 2015,Kundo,,Yoon Jong-bin ; ,"3,6"
109,David Janer ; Stany Coppet ; Roberto Álamo ; ,23 octobre 2013,L'Aigle Rouge,,Jose Ramón Ayerra ; ,"2,8"
110,Jennifer Love Hewitt ; Sean Faris ; Betty White ; ,/,L'Amour à la une,,Darnell Martin ; ,"4,1"
111,Micheline Presle ; Massimo Girotti ; Gaby Morlay ; ,14 mars 2012,L'Amour d'une femme,,Jean Gremillon ; ,"3,1"
112,Nina Foch ; Sarah Jessica Parker ; Jeanne Tripplehorn ; ,14 janvier 1998,L'Amour de ma vie,,Scott Winant ; ,"2,7"
113,Rainer Werner Fassbinder ; Ulli Lommel ; Hanna Schygulla ; ,23 novembre 2005,L'Amour est plus froid que la mort,,Rainer Werner Fassbinder ; ,"3,0"
114,Jean-Paul Belmondo ; Raquel Welch ; Julien Guiomar ; ,12 janvier 2000,L'Animal,,Claude Zidi ; ,"3,2"
115,Matthew Broderick ; Reese Witherspoon ; Chris Klein ; ,12 janvier 2000,L'Arriviste,"3,1",Alexander Payne ; ,"2,9"
116,Patrick Swayze ; C. Thomas Howell ; Lea Thompson ; ,20 septembre 2000,L'Aube rouge,,John Milius ; ,"2,4"
117,Dominique Blanc ; Cyril Gueï ; Peter Bonke ; ,4 février 2009,L'Autre,"4,3",Patrick-Mario Bernard ; Pierre Trividic ; ,"2,8"
118,Rebecca De Mornay ; Don Johnson ; Stephen Lang ; ,8 septembre 1993,L'Avocat du diable,,Sidney Lumet ; ,"3,3"
119,Meg Ryan ; Russell Crowe ; David Morse ; ,4 avril 2001,L'Echange,"2,7",Taylor Hackford ; ,"2,6"
120,Emilia Fox ; Emma Watson ; Yasmin Paige ; ,22 juillet 2009,L'Ecole de tous les talents,,Sandra Goldbacher ; ,"3,7"
121,Billy Bob Thornton ; Jon Heder ; Michael Clarke Duncan ; ,16 mai 2007,L'Ecole des dragueurs,"1,6",Todd Phillips ; ,"2,1"
122,Hayden Christensen ; Thandie Newton ; John Leguizamo ; ,1 juin 2011,L'Empire des Ombres,,Brad Anderson ; ,"1,8"
123,Robert Redford ; Willem Dafoe ; Helen Mirren ; ,24 novembre 2004,L'Enlèvement,"3,3",Pieter Jan Brugge ; ,"2,0"
124,Frederick Stafford ; Dany Robin ; John Vernon ; ,6 mars 2001,L'Etau,,Alfred Hitchcock ; ,"2,5"
125,Jean-Paul Belmondo ; Carla Gravina ; Jean Rochefort ; ,22 mars 1973,L'Héritier,,Philippe Labro ; ,"3,2"
126,François Morel ; Danielle Darrieux ; Melvil Poupaud ; ,31 octobre 2007,L'heure zéro,"3,4",Pascal Thomas ; ,"2,2"
127,Ringo Starr ; Dennis Quaid ; Shelley Long ; ,5 janvier 2005,L'Homme des cavernes,,Carl Gottlieb ; ,"2,6"
128,David Bowie ; Buck Henry ; Candy Clark ; ,8 avril 2015,L'Homme qui venait d'ailleurs,,Nicolas Roeg ; ,"3,2"
129,Randal Douc ; ,21 octobre 2015,L'Image manquante,"4,6",Rithy Panh ; ,"4,0"
130,Morgan Freeman ; Ashley Judd ; Harry Connick Jr ; ,24 septembre 2014,L'Incroyable Histoire de Winter le dauphin 2,"1,4",Charles Martin Smith ; ,"3,4"
131,Edward Binns ; Dana Andrews ; Sidney Blackmer ; ,1 décembre 2004,L'Invraisemblable vérité,,Fritz Lang ; ,"3,8"
132,Armand Assante ; Greta Scacchi ; Isabella Rossellini ; ,4 mars 2000,L'Odyssée,,Andrey Konchalovsky ; ,"3,5"
133,James Stewart ; Murray Hamilton ; Patricia Smith ; ,15 août 2006,L'Odyssée de Charles Lindbergh,,Billy Wilder ; ,"3,3"
134,Sandrine Kiberlain ; Clément Sibony ; Bruno Todeschini ; ,25 janvier 2012,L'Oiseau,"2,8",Yves Caumon ; ,"2,3"
135,Gregory Peck ; Omar Sharif ; Telly Savalas ; ,25 octobre 2001,L'Or de MacKenna,,Jack Lee Thompson ; ,"2,8"
136,,16 septembre 2015,L'Oracle,"3,0",Marcus Vetter ; Karin Steinberger ; ,"3,5"
137,Kenichi Matsuyama ; Rinko Kikuchi ; Kiko Mizuhara ; ,4 mai 2011,La Ballade de l'Impossible - Norwegian Wood,"3,3",Tran Anh Hung ; ,"2,9"
138,Romy Schneider ; Marie-France Pisier ; Claude Brasseur ; ,27 août 1980,La Banquière,,Francis Girod ; ,"3,1"
139,Toni Servillo ; Isabelle Huppert ; Alba Rohrwacher ; ,10 avril 2013,La Belle endormie,"3,5",Marco Bellocchio ; ,"2,9"
140,Nisreen Faour ; Cherien Dabis ; Maria Zreik ; ,10 juin 2015,La Belle Promise,"3,2",Suha Arraf ; ,"3,6"
141,George Dzundza ; Jason Patric ; Stephen Baldwin ; ,15 mai 2001,La Bête de guerre,,Kevin Reynolds ; ,"3,6"
142,Sagamore Stévenin ; Léa Bosco ; Jean-François Stévenin ; ,14 octobre 2003,La Bête du Gévaudan,,Patrick Volson ; ,"2,8"
143,Bill Nighy ; Catherine Zeta-Jones ; Toby Jones ; ,1 août 2016,La British Compagnie,,Oliver Parker ; ,"2,4"
144,Estelle Desanges ; Clara Morgane ; ,/,La Candidate,,Fred Coppula ; ,"3,1"
145,Laura Morante ; Pascal Elbé ; Isabelle Carré ; ,2 mai 2012,La Cerise sur le gâteau,"2,1",Laura Morante ; ,"1,9"
146,Leonor Watling ; Sancho Gracia ; F. Javier Gutiérrez ; ,22 février 2007,La Chambre de l'enfant,,Álex de la Iglesia ; ,"3,6"
147,Anthony Carbone ; Larry Turner ; Vincent Price ; ,5 juin 2001,La chambre des tortures,,Roger Corman ; ,"3,4"
148,Gene Hackman ; James Coburn ; Candice Bergen ; ,2 avril 2002,La Chevauchée sauvage,,Richard Brooks ; ,"3,4"
149,Robert Cummings ; Priscilla Lane ; Otto Kruger ; ,14 juin 1949,La Cinquième colonne,"3,0",Alfred Hitchcock ; ,"3,6"
150,Aurélia Poirier ; Django Schrevens ; Sam Louwyck ; ,24 juillet 2013,La Cinquième Saison,"3,9",Peter Brosens ; Jessica Hope Woodworth ; ,"2,7"
151,Jean-Pierre Armand ; Alban Ceray ; Brigitte Lahaie ; ,/,La Clinique des fantasmes,,Gérard Kikoïne ; ,"3,2"
152,Clara Morgane ; Greg Centauro ; Melinda Gal ; ,/,La Collectionneuse,,Fred Coppula ; ,"2,9"
153,Robert Houston ; Tamara Stafford ; Kevin Blair ; ,15 octobre 2001,La Colline a des yeux 2,,Wes Craven ; ,"1,7"
154,David Warner ; Angela Lansbury ; Sarah Patterson ; ,15 octobre 2002,La Compagnie des loups,,Neil Jordan ; ,"3,4"
155,Olga Kurylenko ; Jeremy Irons ; Shauna Macdonald ; ,/,La corrispondenza,,Giuseppe Tornatore ; ,"3,2"
156,Samantha Eggar ; Oliver Reed ; Stéphane Audran ; ,22 octobre 1970,La Dame dans l'auto avec des lunettes et un fusil,,Anatole Litvak ; ,"3,2"
157,Michelle Williams ; Paul Dano ; Bruce Greenwood ; ,22 juin 2011,La Dernière Piste,"4,2",Kelly Reichardt ; ,"2,8"
158,Isabelle Mergault ; Brigitte Sy ; Daniel Vérité ; ,17 octobre 1979,La Dérobade,,Daniel Duval ; ,"3,3"
159,Thomas E. Jackson ; Edmond Breon ; Dorothy Peterson ; ,1 décembre 2009,La Femme au portrait,"5,0",Fritz Lang ; ,"4,0"
160,Samuel Le Bihan ; Laëtitia Milot ; Myriam Boyer ; ,/,La Femme aux cheveux rouges,,Thierry Peythieu ; ,"2,8"
161,Christophe Malavoy ; Jane Birkin ; Jean-Louis Trintignant ; ,8 octobre 1986,La Femme de ma vie,,Régis Wargnier ; ,"3,3"
162,Anton Yelchin ; Bérénice Marlohe ; Olivia Thirlby ; ,2 mars 2016,La Femme du diplomate,,Victor Levin ; ,"3,1"
163,Laurent Gerra ; Emmanuel Garijo ; Claude Brosset ; ,21 février 2007,La Ferme en folie,"2,9",Steve Oedekerk ; ,"2,1"
164,Cyrille Iste ; Jacques Régis ; Denis Tallaron ; ,14 août 2002,La Fiancée de Dracula,"2,7",Jean Rollin ; ,"2,6"
165,Ralph Fiennes ; Julianne Moore ; Stephen Rea ; ,5 avril 2000,La Fin d'une liaison,"3,2",Neil Jordan ; ,"3,4"
166,Michel Serrault ; Daniel Auteuil ; Laura Morante ; ,27 novembre 2002,La Folie des hommes,"2,9",Renzo Martinelli ; ,"3,0"
167,Christopher Plummer ; Gary Johnston ; George Buza ; ,28 juillet 2004,La Gorge du diable,,Mike Figgis ; ,"2,1"
168,Zabou Breitman ; Christian Charmetant ; Michel Robin ; ,/,La grande fille,,Jean-Paul Salomé ; ,"3,2"
169,Warner Bentivegna ; Luciana Angiolillo ; Arturo Dominici ; ,/,La guerre de Troie,,Giorgio Ferroni ; ,"3,1"
170,Claude Brasseur ; Marlène Jobert ; Jean-François Stévenin ; ,14 novembre 1979,La guerre des polices,,Robin Davis ; ,"3,0"
171,Debi Mae West ; Doris Roberts ; Jameson Parker ; ,6 décembre 2000,La Légende de Brisby,,Dick Sebast ; ,"2,8"
172,Natalia Vodianova ; Willy Cartier ; ,28 août 2013,La Légende de Shalimar,,Bruno Aveillan ; ,"2,8"
173,Will Sasso ; Kristanna Loken ; Sophie Monk ; ,/,La Légende de Superplus Maximus,,Jeff Kanew ; ,"2,2"
174,Zeng Qiusheng ; Ge You ; Xiaoming Huang ; ,23 septembre 2008,La Légende du scorpion noir,,Jingchu Zhang ; ,"2,7"
175,Bruno Cremer ; Laurent Malet ; Giuliano Gemma ; ,16 janvier 1980,La Légion saute sur Kolwezi,,Raoul Coutard ; ,"2,4"
176,Rachida Brakni ; Cyril Descours ; Clémentine Célarié ; ,9 mars 2011,La Ligne droite,"2,2",Régis Wargnier ; ,"3,1"
177,Kevin Conroy ; Tim Daly ; Susan Eisenberg ; ,31 janvier 2012,La Ligue des Justiciers : Echec,,Lauren Montgomery ; ,"3,9"
178,Gary Cooper ; Dorothy McGuire ; Anthony Perkins ; ,19 juin 1957,La Loi du Seigneur,,William Wyler ; ,"3,3"
179,Devon Sawa ; Seth Green ; Vivica A. Fox ; ,28 juillet 1999,La Main qui tue,"3,0",Rodman Flender ; ,"2,4"
180,Lionel Atwill ; Boris Karloff ; John Carradine ; ,18 mars 2014,La Maison de Frankenstein,,Erle C. Kenton ; ,"3,1"
181,Meryl Streep ; Jeremy Irons ; Emily Morgan ; ,2 mars 1982,La Maitresse du lieutenant francais,,Karel Reisz ; ,"3,7"
182,Yves Montand ; Carole Laure ; Marie Dubois ; ,28 septembre 1977,La Menace,,Alain Corneau ; ,"3,5"
183,Alain Delon ; Marianne Faithfull ; Roger Mutton ; ,9 janvier 2006,La Motocyclette,,Jack Cardiff ; ,"3,0"
184,,6 février 2002,La Mouette et le chat,"3,4",Enzo D'Alo ; ,"3,7"
185,Laurence Leboeuf ; Patrice Robitaille ; Sébastien Delorme ; ,1 octobre 2015,La Petite reine,,Alexis Durand-Brault ; ,"3,5"
186,Zhao Tao ; Rade Serbedzija ; Marco Paolini ; ,13 juin 2012,La petite Venise,,Andrea Segre ; ,"3,6"
187,Pierce Brosnan ; David Attenborough ; Michael Gambon ; ,4 février 2004,La Planète bleue,"3,7",Alastair Fothergill ; Andy Byatt ; ,"3,6"
188,Micaela Ramazzotti ; Stefania Sandrelli ; Valerio Mastandrea ; ,29 juin 2011,La prima cosa bella,"3,0",Paolo Virzì ; ,"3,5"
189,Jenny Agutter ; Luc Roeg ; David Gulpilil ; ,2 septembre 2008,La Randonnée,,Nicolas Roeg ; ,"3,6"
190,Malin Buska ; Sarah Gadon ; Michael Nyqvist ; ,11 janvier 2017,La Reine garçon,"2,3",Mika Kaurismäki ; ,"3,3"
191,Coralie Vanderlinden ; David Scarpuzza ; Arnaud Léonard ; ,4 avril 2007,La Reine soleil,"3,0",Philippe Leclerc ; ,"2,9"
192,Meryl Streep ; Kevin Bacon ; John C. Reilly ; ,1 février 1995,La Rivière sauvage,,Curtis Hanson ; ,"2,9"
193,Victor Banerjee ; Peggy Ashcroft ; Judy Davis ; ,24 avril 1985,La Route des Indes,,David Lean ; ,"3,8"
194,Pierre Bourdieu ; ,2 mai 2001,La Sociologie est un sport de combat,"3,6",Pierre Carles ; ,"3,6"
195,Michael Redgrave ; Tom Courtenay ; Alec McCowen ; ,13 février 2007,La Solitude du coureur de fond,,Tony Richardson ; ,"3,9"
196,Joseph Cotten ; Tim Holt ; Anne Baxter ; ,15 novembre 1946,La Splendeur des Amberson,,Orson Welles ; Fred Fleck ; Jack Moss ; ,"3,7"
197,Tim Daly ; Colm Feore ; Debrah Farentino ; ,4 octobre 2006,La Tempête du siècle,,Craig R. Baxley ; ,"3,4"
